Column_or_Row_Name,Unit,Definition,Data_Type
Wave_1443,%,Reflectance at associated wavelength,numeric
Wave_1444,%,Reflectance at associated wavelength,numeric
Wave_1445,%,Reflectance at associated wavelength,numeric
Wave_1446,%,Reflectance at associated wavelength,numeric
Wave_1447,%,Reflectance at associated wavelength,numeric
Wave_1448,%,Reflectance at associated wavelength,numeric
Wave_1449,%,Reflectance at associated wavelength,numeric
Wave_1450,%,Reflectance at associated wavelength,numeric
Wave_1451,%,Reflectance at associated wavelength,numeric
Wave_1452,%,Reflectance at associated wavelength,numeric
Wave_1453,%,Reflectance at associated wavelength,numeric
Wave_1454,%,Reflectance at associated wavelength,numeric
Wave_1455,%,Reflectance at associated wavelength,numeric
Wave_1456,%,Reflectance at associated wavelength,numeric
Wave_1457,%,Reflectance at associated wavelength,numeric
Wave_1458,%,Reflectance at associated wavelength,numeric
Wave_1459,%,Reflectance at associated wavelength,numeric
Wave_1460,%,Reflectance at associated wavelength,numeric
Wave_1461,%,Reflectance at associated wavelength,numeric
Wave_1462,%,Reflectance at associated wavelength,numeric
Wave_1463,%,Reflectance at associated wavelength,numeric
Wave_1464,%,Reflectance at associated wavelength,numeric
Wave_1465,%,Reflectance at associated wavelength,numeric
Wave_1466,%,Reflectance at associated wavelength,numeric
Wave_1467,%,Reflectance at associated wavelength,numeric
Wave_1468,%,Reflectance at associated wavelength,numeric
Wave_1469,%,Reflectance at associated wavelength,numeric
Wave_1470,%,Reflectance at associated wavelength,numeric
Wave_1471,%,Reflectance at associated wavelength,numeric
Wave_1472,%,Reflectance at associated wavelength,numeric
Wave_1473,%,Reflectance at associated wavelength,numeric
Wave_1474,%,Reflectance at associated wavelength,numeric
Wave_1475,%,Reflectance at associated wavelength,numeric
Wave_1476,%,Reflectance at associated wavelength,numeric
Wave_1477,%,Reflectance at associated wavelength,numeric
Wave_1478,%,Reflectance at associated wavelength,numeric
Wave_1479,%,Reflectance at associated wavelength,numeric
Wave_1480,%,Reflectance at associated wavelength,numeric
Wave_1481,%,Reflectance at associated wavelength,numeric
Wave_1482,%,Reflectance at associated wavelength,numeric
Wave_1483,%,Reflectance at associated wavelength,numeric
Wave_1484,%,Reflectance at associated wavelength,numeric
Wave_1485,%,Reflectance at associated wavelength,numeric
Wave_1486,%,Reflectance at associated wavelength,numeric
Wave_1487,%,Reflectance at associated wavelength,numeric
Wave_1488,%,Reflectance at associated wavelength,numeric
Wave_1489,%,Reflectance at associated wavelength,numeric
Wave_1490,%,Reflectance at associated wavelength,numeric
Wave_1491,%,Reflectance at associated wavelength,numeric
Wave_1492,%,Reflectance at associated wavelength,numeric
Wave_1493,%,Reflectance at associated wavelength,numeric
Wave_1494,%,Reflectance at associated wavelength,numeric
Wave_1495,%,Reflectance at associated wavelength,numeric
Wave_1496,%,Reflectance at associated wavelength,numeric
Wave_1497,%,Reflectance at associated wavelength,numeric
Wave_1498,%,Reflectance at associated wavelength,numeric
Wave_1499,%,Reflectance at associated wavelength,numeric
Wave_1500,%,Reflectance at associated wavelength,numeric
Wave_1501,%,Reflectance at associated wavelength,numeric
Wave_1502,%,Reflectance at associated wavelength,numeric
Wave_1503,%,Reflectance at associated wavelength,numeric
Wave_1504,%,Reflectance at associated wavelength,numeric
Wave_1505,%,Reflectance at associated wavelength,numeric
Wave_1506,%,Reflectance at associated wavelength,numeric
Wave_1507,%,Reflectance at associated wavelength,numeric
Wave_1508,%,Reflectance at associated wavelength,numeric
Wave_1509,%,Reflectance at associated wavelength,numeric
Wave_1510,%,Reflectance at associated wavelength,numeric
Wave_1511,%,Reflectance at associated wavelength,numeric
Wave_1512,%,Reflectance at associated wavelength,numeric
Wave_1513,%,Reflectance at associated wavelength,numeric
Wave_1514,%,Reflectance at associated wavelength,numeric
Wave_1515,%,Reflectance at associated wavelength,numeric
Wave_1516,%,Reflectance at associated wavelength,numeric
Wave_1517,%,Reflectance at associated wavelength,numeric
Wave_1518,%,Reflectance at associated wavelength,numeric
Wave_1519,%,Reflectance at associated wavelength,numeric
Wave_1520,%,Reflectance at associated wavelength,numeric
Wave_1521,%,Reflectance at associated wavelength,numeric
Wave_1522,%,Reflectance at associated wavelength,numeric
Wave_1523,%,Reflectance at associated wavelength,numeric
Wave_1524,%,Reflectance at associated wavelength,numeric
Wave_1525,%,Reflectance at associated wavelength,numeric
Wave_1526,%,Reflectance at associated wavelength,numeric
Wave_1527,%,Reflectance at associated wavelength,numeric
Wave_1528,%,Reflectance at associated wavelength,numeric
Wave_1529,%,Reflectance at associated wavelength,numeric
Wave_1530,%,Reflectance at associated wavelength,numeric
Wave_1531,%,Reflectance at associated wavelength,numeric
Wave_1532,%,Reflectance at associated wavelength,numeric
Wave_1533,%,Reflectance at associated wavelength,numeric
Wave_1534,%,Reflectance at associated wavelength,numeric
Wave_1535,%,Reflectance at associated wavelength,numeric
Wave_1536,%,Reflectance at associated wavelength,numeric
Wave_1537,%,Reflectance at associated wavelength,numeric
Wave_1538,%,Reflectance at associated wavelength,numeric
Wave_1539,%,Reflectance at associated wavelength,numeric
Wave_1540,%,Reflectance at associated wavelength,numeric
Wave_1541,%,Reflectance at associated wavelength,numeric
Wave_1542,%,Reflectance at associated wavelength,numeric
Wave_1543,%,Reflectance at associated wavelength,numeric
Wave_1544,%,Reflectance at associated wavelength,numeric
Wave_1545,%,Reflectance at associated wavelength,numeric
Wave_1546,%,Reflectance at associated wavelength,numeric
Wave_1547,%,Reflectance at associated wavelength,numeric
Wave_1548,%,Reflectance at associated wavelength,numeric
Wave_1549,%,Reflectance at associated wavelength,numeric
Wave_1550,%,Reflectance at associated wavelength,numeric
Wave_1551,%,Reflectance at associated wavelength,numeric
Wave_1552,%,Reflectance at associated wavelength,numeric
Wave_1553,%,Reflectance at associated wavelength,numeric
Wave_1554,%,Reflectance at associated wavelength,numeric
Wave_1555,%,Reflectance at associated wavelength,numeric
Wave_1556,%,Reflectance at associated wavelength,numeric
Wave_1557,%,Reflectance at associated wavelength,numeric
Wave_1558,%,Reflectance at associated wavelength,numeric
Wave_1559,%,Reflectance at associated wavelength,numeric
Wave_1560,%,Reflectance at associated wavelength,numeric
Wave_1561,%,Reflectance at associated wavelength,numeric
Wave_1562,%,Reflectance at associated wavelength,numeric
Wave_1563,%,Reflectance at associated wavelength,numeric
Wave_1564,%,Reflectance at associated wavelength,numeric
Wave_1565,%,Reflectance at associated wavelength,numeric
Wave_1566,%,Reflectance at associated wavelength,numeric
Wave_1567,%,Reflectance at associated wavelength,numeric
Wave_1568,%,Reflectance at associated wavelength,numeric
Wave_1569,%,Reflectance at associated wavelength,numeric
Wave_1570,%,Reflectance at associated wavelength,numeric
Wave_1571,%,Reflectance at associated wavelength,numeric
Wave_1572,%,Reflectance at associated wavelength,numeric
Wave_1573,%,Reflectance at associated wavelength,numeric
Wave_1574,%,Reflectance at associated wavelength,numeric
Wave_1575,%,Reflectance at associated wavelength,numeric
Wave_1576,%,Reflectance at associated wavelength,numeric
Wave_1577,%,Reflectance at associated wavelength,numeric
Wave_1578,%,Reflectance at associated wavelength,numeric
Wave_1579,%,Reflectance at associated wavelength,numeric
Wave_1580,%,Reflectance at associated wavelength,numeric
Wave_1581,%,Reflectance at associated wavelength,numeric
Wave_1582,%,Reflectance at associated wavelength,numeric
Wave_1583,%,Reflectance at associated wavelength,numeric
Wave_1584,%,Reflectance at associated wavelength,numeric
Wave_1585,%,Reflectance at associated wavelength,numeric
Wave_1586,%,Reflectance at associated wavelength,numeric
Wave_1587,%,Reflectance at associated wavelength,numeric
Wave_1588,%,Reflectance at associated wavelength,numeric
Wave_1589,%,Reflectance at associated wavelength,numeric
Wave_1590,%,Reflectance at associated wavelength,numeric
Wave_1591,%,Reflectance at associated wavelength,numeric
Wave_1592,%,Reflectance at associated wavelength,numeric
Wave_1593,%,Reflectance at associated wavelength,numeric
Wave_1594,%,Reflectance at associated wavelength,numeric
Wave_1595,%,Reflectance at associated wavelength,numeric
Wave_1596,%,Reflectance at associated wavelength,numeric
Wave_1597,%,Reflectance at associated wavelength,numeric
Wave_1598,%,Reflectance at associated wavelength,numeric
Wave_1599,%,Reflectance at associated wavelength,numeric
Wave_1600,%,Reflectance at associated wavelength,numeric
Wave_1601,%,Reflectance at associated wavelength,numeric
Wave_1602,%,Reflectance at associated wavelength,numeric
Wave_1603,%,Reflectance at associated wavelength,numeric
Wave_1604,%,Reflectance at associated wavelength,numeric
Wave_1605,%,Reflectance at associated wavelength,numeric
Wave_1606,%,Reflectance at associated wavelength,numeric
Wave_1607,%,Reflectance at associated wavelength,numeric
Wave_1608,%,Reflectance at associated wavelength,numeric
Wave_1609,%,Reflectance at associated wavelength,numeric
Wave_1610,%,Reflectance at associated wavelength,numeric
Wave_1611,%,Reflectance at associated wavelength,numeric
Wave_1612,%,Reflectance at associated wavelength,numeric
Wave_1613,%,Reflectance at associated wavelength,numeric
Wave_1614,%,Reflectance at associated wavelength,numeric
Wave_1615,%,Reflectance at associated wavelength,numeric
Wave_1616,%,Reflectance at associated wavelength,numeric
Wave_1617,%,Reflectance at associated wavelength,numeric
Wave_1618,%,Reflectance at associated wavelength,numeric
Wave_1619,%,Reflectance at associated wavelength,numeric
Wave_1620,%,Reflectance at associated wavelength,numeric
Wave_1621,%,Reflectance at associated wavelength,numeric
Wave_1622,%,Reflectance at associated wavelength,numeric
Wave_1623,%,Reflectance at associated wavelength,numeric
Wave_1624,%,Reflectance at associated wavelength,numeric
Wave_1625,%,Reflectance at associated wavelength,numeric
Wave_1626,%,Reflectance at associated wavelength,numeric
Wave_1627,%,Reflectance at associated wavelength,numeric
Wave_1628,%,Reflectance at associated wavelength,numeric
Wave_1629,%,Reflectance at associated wavelength,numeric
Wave_1630,%,Reflectance at associated wavelength,numeric
Wave_1631,%,Reflectance at associated wavelength,numeric
Wave_1632,%,Reflectance at associated wavelength,numeric
Wave_1633,%,Reflectance at associated wavelength,numeric
Wave_1634,%,Reflectance at associated wavelength,numeric
Wave_1635,%,Reflectance at associated wavelength,numeric
Wave_1636,%,Reflectance at associated wavelength,numeric
Wave_1637,%,Reflectance at associated wavelength,numeric
Wave_1638,%,Reflectance at associated wavelength,numeric
Wave_1639,%,Reflectance at associated wavelength,numeric
Wave_1640,%,Reflectance at associated wavelength,numeric
Wave_1641,%,Reflectance at associated wavelength,numeric
Wave_1642,%,Reflectance at associated wavelength,numeric
Wave_1643,%,Reflectance at associated wavelength,numeric
Wave_1644,%,Reflectance at associated wavelength,numeric
Wave_1645,%,Reflectance at associated wavelength,numeric
Wave_1646,%,Reflectance at associated wavelength,numeric
Wave_1647,%,Reflectance at associated wavelength,numeric
Wave_1648,%,Reflectance at associated wavelength,numeric
Wave_1649,%,Reflectance at associated wavelength,numeric
Wave_1650,%,Reflectance at associated wavelength,numeric
Wave_1651,%,Reflectance at associated wavelength,numeric
Wave_1652,%,Reflectance at associated wavelength,numeric
Wave_1653,%,Reflectance at associated wavelength,numeric
Wave_1654,%,Reflectance at associated wavelength,numeric
Wave_1655,%,Reflectance at associated wavelength,numeric
Wave_1656,%,Reflectance at associated wavelength,numeric
Wave_1657,%,Reflectance at associated wavelength,numeric
Wave_1658,%,Reflectance at associated wavelength,numeric
Wave_1659,%,Reflectance at associated wavelength,numeric
Wave_1660,%,Reflectance at associated wavelength,numeric
Wave_1661,%,Reflectance at associated wavelength,numeric
Wave_1662,%,Reflectance at associated wavelength,numeric
Wave_1663,%,Reflectance at associated wavelength,numeric
Wave_1664,%,Reflectance at associated wavelength,numeric
Wave_1665,%,Reflectance at associated wavelength,numeric
Wave_1666,%,Reflectance at associated wavelength,numeric
Wave_1667,%,Reflectance at associated wavelength,numeric
Wave_1668,%,Reflectance at associated wavelength,numeric
Wave_1669,%,Reflectance at associated wavelength,numeric
Wave_1670,%,Reflectance at associated wavelength,numeric
Wave_1671,%,Reflectance at associated wavelength,numeric
Wave_1672,%,Reflectance at associated wavelength,numeric
Wave_1673,%,Reflectance at associated wavelength,numeric
Wave_1674,%,Reflectance at associated wavelength,numeric
Wave_1675,%,Reflectance at associated wavelength,numeric
Wave_1676,%,Reflectance at associated wavelength,numeric
Wave_1677,%,Reflectance at associated wavelength,numeric
Wave_1678,%,Reflectance at associated wavelength,numeric
Wave_1679,%,Reflectance at associated wavelength,numeric
Wave_1680,%,Reflectance at associated wavelength,numeric
Wave_1681,%,Reflectance at associated wavelength,numeric
Wave_1682,%,Reflectance at associated wavelength,numeric
Wave_1683,%,Reflectance at associated wavelength,numeric
Wave_1684,%,Reflectance at associated wavelength,numeric
Wave_1685,%,Reflectance at associated wavelength,numeric
Wave_1686,%,Reflectance at associated wavelength,numeric
Wave_1687,%,Reflectance at associated wavelength,numeric
Wave_1688,%,Reflectance at associated wavelength,numeric
Wave_1689,%,Reflectance at associated wavelength,numeric
Wave_1690,%,Reflectance at associated wavelength,numeric
Wave_1691,%,Reflectance at associated wavelength,numeric
Wave_1692,%,Reflectance at associated wavelength,numeric
Wave_1693,%,Reflectance at associated wavelength,numeric
Wave_1694,%,Reflectance at associated wavelength,numeric
Wave_1695,%,Reflectance at associated wavelength,numeric
Wave_1696,%,Reflectance at associated wavelength,numeric
Wave_1697,%,Reflectance at associated wavelength,numeric
Wave_1698,%,Reflectance at associated wavelength,numeric
Wave_1699,%,Reflectance at associated wavelength,numeric
Wave_1700,%,Reflectance at associated wavelength,numeric
Wave_1701,%,Reflectance at associated wavelength,numeric
Wave_1702,%,Reflectance at associated wavelength,numeric
Wave_1703,%,Reflectance at associated wavelength,numeric
Wave_1704,%,Reflectance at associated wavelength,numeric
Wave_1705,%,Reflectance at associated wavelength,numeric
Wave_1706,%,Reflectance at associated wavelength,numeric
Wave_1707,%,Reflectance at associated wavelength,numeric
Wave_1708,%,Reflectance at associated wavelength,numeric
Wave_1709,%,Reflectance at associated wavelength,numeric
Wave_1710,%,Reflectance at associated wavelength,numeric
Wave_1711,%,Reflectance at associated wavelength,numeric
Wave_1712,%,Reflectance at associated wavelength,numeric
Wave_1713,%,Reflectance at associated wavelength,numeric
Wave_1714,%,Reflectance at associated wavelength,numeric
Wave_1715,%,Reflectance at associated wavelength,numeric
Wave_1716,%,Reflectance at associated wavelength,numeric
Wave_1717,%,Reflectance at associated wavelength,numeric
Wave_1718,%,Reflectance at associated wavelength,numeric
Wave_1719,%,Reflectance at associated wavelength,numeric
Wave_1720,%,Reflectance at associated wavelength,numeric
Wave_1721,%,Reflectance at associated wavelength,numeric
Wave_1722,%,Reflectance at associated wavelength,numeric
Wave_1723,%,Reflectance at associated wavelength,numeric
Wave_1724,%,Reflectance at associated wavelength,numeric
Wave_1725,%,Reflectance at associated wavelength,numeric
Wave_1726,%,Reflectance at associated wavelength,numeric
Wave_1727,%,Reflectance at associated wavelength,numeric
Wave_1728,%,Reflectance at associated wavelength,numeric
Wave_1729,%,Reflectance at associated wavelength,numeric
Wave_1730,%,Reflectance at associated wavelength,numeric
Wave_1731,%,Reflectance at associated wavelength,numeric
Wave_1732,%,Reflectance at associated wavelength,numeric
Wave_1733,%,Reflectance at associated wavelength,numeric
Wave_1734,%,Reflectance at associated wavelength,numeric
Wave_1735,%,Reflectance at associated wavelength,numeric
Wave_1736,%,Reflectance at associated wavelength,numeric
Wave_1737,%,Reflectance at associated wavelength,numeric
Wave_1738,%,Reflectance at associated wavelength,numeric
Wave_1739,%,Reflectance at associated wavelength,numeric
Wave_1740,%,Reflectance at associated wavelength,numeric
Wave_1741,%,Reflectance at associated wavelength,numeric
Wave_1742,%,Reflectance at associated wavelength,numeric
Wave_1743,%,Reflectance at associated wavelength,numeric
Wave_1744,%,Reflectance at associated wavelength,numeric
Wave_1745,%,Reflectance at associated wavelength,numeric
Wave_1746,%,Reflectance at associated wavelength,numeric
Wave_1747,%,Reflectance at associated wavelength,numeric
Wave_1748,%,Reflectance at associated wavelength,numeric
Wave_1749,%,Reflectance at associated wavelength,numeric
Wave_1750,%,Reflectance at associated wavelength,numeric
Wave_1751,%,Reflectance at associated wavelength,numeric
Wave_1752,%,Reflectance at associated wavelength,numeric
Wave_1753,%,Reflectance at associated wavelength,numeric
Wave_1754,%,Reflectance at associated wavelength,numeric
Wave_1755,%,Reflectance at associated wavelength,numeric
Wave_1756,%,Reflectance at associated wavelength,numeric
Wave_1757,%,Reflectance at associated wavelength,numeric
Wave_1758,%,Reflectance at associated wavelength,numeric
Wave_1759,%,Reflectance at associated wavelength,numeric
Wave_1760,%,Reflectance at associated wavelength,numeric
Wave_1761,%,Reflectance at associated wavelength,numeric
Wave_1762,%,Reflectance at associated wavelength,numeric
Wave_1763,%,Reflectance at associated wavelength,numeric
Wave_1764,%,Reflectance at associated wavelength,numeric
Wave_1765,%,Reflectance at associated wavelength,numeric
Wave_1766,%,Reflectance at associated wavelength,numeric
Wave_1767,%,Reflectance at associated wavelength,numeric
Wave_1768,%,Reflectance at associated wavelength,numeric
Wave_1769,%,Reflectance at associated wavelength,numeric
Wave_1770,%,Reflectance at associated wavelength,numeric
Wave_1771,%,Reflectance at associated wavelength,numeric
Wave_1772,%,Reflectance at associated wavelength,numeric
Wave_1773,%,Reflectance at associated wavelength,numeric
Wave_1774,%,Reflectance at associated wavelength,numeric
Wave_1775,%,Reflectance at associated wavelength,numeric
Wave_1776,%,Reflectance at associated wavelength,numeric
Wave_1777,%,Reflectance at associated wavelength,numeric
Wave_1778,%,Reflectance at associated wavelength,numeric
Wave_1779,%,Reflectance at associated wavelength,numeric
Wave_1780,%,Reflectance at associated wavelength,numeric
Wave_1781,%,Reflectance at associated wavelength,numeric
Wave_1782,%,Reflectance at associated wavelength,numeric
Wave_1783,%,Reflectance at associated wavelength,numeric
Wave_1784,%,Reflectance at associated wavelength,numeric
Wave_1785,%,Reflectance at associated wavelength,numeric
Wave_1786,%,Reflectance at associated wavelength,numeric
Wave_1787,%,Reflectance at associated wavelength,numeric
Wave_1788,%,Reflectance at associated wavelength,numeric
Wave_1789,%,Reflectance at associated wavelength,numeric
Wave_1790,%,Reflectance at associated wavelength,numeric
Wave_1791,%,Reflectance at associated wavelength,numeric
Wave_1792,%,Reflectance at associated wavelength,numeric
Wave_1793,%,Reflectance at associated wavelength,numeric
Wave_1794,%,Reflectance at associated wavelength,numeric
Wave_1795,%,Reflectance at associated wavelength,numeric
Wave_1796,%,Reflectance at associated wavelength,numeric
Wave_1797,%,Reflectance at associated wavelength,numeric
Wave_1798,%,Reflectance at associated wavelength,numeric
Wave_1799,%,Reflectance at associated wavelength,numeric
Wave_1800,%,Reflectance at associated wavelength,numeric
Wave_1801,%,Reflectance at associated wavelength,numeric
Wave_1802,%,Reflectance at associated wavelength,numeric
Wave_1803,%,Reflectance at associated wavelength,numeric
Wave_1804,%,Reflectance at associated wavelength,numeric
Wave_1805,%,Reflectance at associated wavelength,numeric
Wave_1806,%,Reflectance at associated wavelength,numeric
Wave_1807,%,Reflectance at associated wavelength,numeric
Wave_1808,%,Reflectance at associated wavelength,numeric
Wave_1809,%,Reflectance at associated wavelength,numeric
Wave_1810,%,Reflectance at associated wavelength,numeric
Wave_1811,%,Reflectance at associated wavelength,numeric
Wave_1812,%,Reflectance at associated wavelength,numeric
Wave_1813,%,Reflectance at associated wavelength,numeric
Wave_1814,%,Reflectance at associated wavelength,numeric
Wave_1815,%,Reflectance at associated wavelength,numeric
Wave_1816,%,Reflectance at associated wavelength,numeric
Wave_1817,%,Reflectance at associated wavelength,numeric
Wave_1818,%,Reflectance at associated wavelength,numeric
Wave_1819,%,Reflectance at associated wavelength,numeric
Wave_1820,%,Reflectance at associated wavelength,numeric
Wave_1821,%,Reflectance at associated wavelength,numeric
Wave_1822,%,Reflectance at associated wavelength,numeric
Wave_1823,%,Reflectance at associated wavelength,numeric
Wave_1824,%,Reflectance at associated wavelength,numeric
Wave_1825,%,Reflectance at associated wavelength,numeric
Wave_1826,%,Reflectance at associated wavelength,numeric
Wave_1827,%,Reflectance at associated wavelength,numeric
Wave_1828,%,Reflectance at associated wavelength,numeric
Wave_1829,%,Reflectance at associated wavelength,numeric
Wave_1830,%,Reflectance at associated wavelength,numeric
Wave_1831,%,Reflectance at associated wavelength,numeric
Wave_1832,%,Reflectance at associated wavelength,numeric
Wave_1833,%,Reflectance at associated wavelength,numeric
Wave_1834,%,Reflectance at associated wavelength,numeric
Wave_1835,%,Reflectance at associated wavelength,numeric
Wave_1836,%,Reflectance at associated wavelength,numeric
Wave_1837,%,Reflectance at associated wavelength,numeric
Wave_1838,%,Reflectance at associated wavelength,numeric
Wave_1839,%,Reflectance at associated wavelength,numeric
Wave_1840,%,Reflectance at associated wavelength,numeric
Wave_1841,%,Reflectance at associated wavelength,numeric
Wave_1842,%,Reflectance at associated wavelength,numeric
Wave_1843,%,Reflectance at associated wavelength,numeric
Wave_1844,%,Reflectance at associated wavelength,numeric
Wave_1845,%,Reflectance at associated wavelength,numeric
Wave_1846,%,Reflectance at associated wavelength,numeric
Wave_1847,%,Reflectance at associated wavelength,numeric
Wave_1848,%,Reflectance at associated wavelength,numeric
Wave_1849,%,Reflectance at associated wavelength,numeric
Wave_1850,%,Reflectance at associated wavelength,numeric
Wave_1851,%,Reflectance at associated wavelength,numeric
Wave_1852,%,Reflectance at associated wavelength,numeric
Wave_1853,%,Reflectance at associated wavelength,numeric
Wave_1854,%,Reflectance at associated wavelength,numeric
Wave_1855,%,Reflectance at associated wavelength,numeric
Wave_1856,%,Reflectance at associated wavelength,numeric
Wave_1857,%,Reflectance at associated wavelength,numeric
Wave_1858,%,Reflectance at associated wavelength,numeric
Wave_1859,%,Reflectance at associated wavelength,numeric
Wave_1860,%,Reflectance at associated wavelength,numeric
Wave_1861,%,Reflectance at associated wavelength,numeric
Wave_1862,%,Reflectance at associated wavelength,numeric
Wave_1863,%,Reflectance at associated wavelength,numeric
Wave_1864,%,Reflectance at associated wavelength,numeric
Wave_1865,%,Reflectance at associated wavelength,numeric
Wave_1866,%,Reflectance at associated wavelength,numeric
Wave_1867,%,Reflectance at associated wavelength,numeric
Wave_1868,%,Reflectance at associated wavelength,numeric
Wave_1869,%,Reflectance at associated wavelength,numeric
Wave_1870,%,Reflectance at associated wavelength,numeric
Wave_1871,%,Reflectance at associated wavelength,numeric
Wave_1872,%,Reflectance at associated wavelength,numeric
Wave_1873,%,Reflectance at associated wavelength,numeric
Wave_1874,%,Reflectance at associated wavelength,numeric
Wave_1875,%,Reflectance at associated wavelength,numeric
Wave_1876,%,Reflectance at associated wavelength,numeric
Wave_1877,%,Reflectance at associated wavelength,numeric
Wave_1878,%,Reflectance at associated wavelength,numeric
Wave_1879,%,Reflectance at associated wavelength,numeric
Wave_1880,%,Reflectance at associated wavelength,numeric
Wave_1881,%,Reflectance at associated wavelength,numeric
Wave_1882,%,Reflectance at associated wavelength,numeric
Wave_1883,%,Reflectance at associated wavelength,numeric
Wave_1884,%,Reflectance at associated wavelength,numeric
Wave_1885,%,Reflectance at associated wavelength,numeric
Wave_1886,%,Reflectance at associated wavelength,numeric
Wave_1887,%,Reflectance at associated wavelength,numeric
Wave_1888,%,Reflectance at associated wavelength,numeric
Wave_1889,%,Reflectance at associated wavelength,numeric
Wave_1890,%,Reflectance at associated wavelength,numeric
Wave_1891,%,Reflectance at associated wavelength,numeric
Wave_1892,%,Reflectance at associated wavelength,numeric
Wave_1893,%,Reflectance at associated wavelength,numeric
Wave_1894,%,Reflectance at associated wavelength,numeric
Wave_1895,%,Reflectance at associated wavelength,numeric
Wave_1896,%,Reflectance at associated wavelength,numeric
Wave_1897,%,Reflectance at associated wavelength,numeric
Wave_1898,%,Reflectance at associated wavelength,numeric
Wave_1899,%,Reflectance at associated wavelength,numeric
Wave_1900,%,Reflectance at associated wavelength,numeric
Wave_1901,%,Reflectance at associated wavelength,numeric
Wave_1902,%,Reflectance at associated wavelength,numeric
Wave_1903,%,Reflectance at associated wavelength,numeric
Wave_1904,%,Reflectance at associated wavelength,numeric
Wave_1905,%,Reflectance at associated wavelength,numeric
Wave_1906,%,Reflectance at associated wavelength,numeric
Wave_1907,%,Reflectance at associated wavelength,numeric
Wave_1908,%,Reflectance at associated wavelength,numeric
Wave_1909,%,Reflectance at associated wavelength,numeric
Wave_1910,%,Reflectance at associated wavelength,numeric
Wave_1911,%,Reflectance at associated wavelength,numeric
Wave_1912,%,Reflectance at associated wavelength,numeric
Wave_1913,%,Reflectance at associated wavelength,numeric
Wave_1914,%,Reflectance at associated wavelength,numeric
Wave_1915,%,Reflectance at associated wavelength,numeric
Wave_1916,%,Reflectance at associated wavelength,numeric
Wave_1917,%,Reflectance at associated wavelength,numeric
Wave_1918,%,Reflectance at associated wavelength,numeric
Wave_1919,%,Reflectance at associated wavelength,numeric
Wave_1920,%,Reflectance at associated wavelength,numeric
Wave_1921,%,Reflectance at associated wavelength,numeric
Wave_1922,%,Reflectance at associated wavelength,numeric
Wave_1923,%,Reflectance at associated wavelength,numeric
Wave_1924,%,Reflectance at associated wavelength,numeric
Wave_1925,%,Reflectance at associated wavelength,numeric
Wave_1926,%,Reflectance at associated wavelength,numeric
Wave_1927,%,Reflectance at associated wavelength,numeric
Wave_1928,%,Reflectance at associated wavelength,numeric
Wave_1929,%,Reflectance at associated wavelength,numeric
Wave_1930,%,Reflectance at associated wavelength,numeric
Wave_1931,%,Reflectance at associated wavelength,numeric
Wave_1932,%,Reflectance at associated wavelength,numeric
Wave_1933,%,Reflectance at associated wavelength,numeric
Wave_1934,%,Reflectance at associated wavelength,numeric
Wave_1935,%,Reflectance at associated wavelength,numeric
Wave_1936,%,Reflectance at associated wavelength,numeric
Wave_1937,%,Reflectance at associated wavelength,numeric
Wave_1938,%,Reflectance at associated wavelength,numeric
Wave_1939,%,Reflectance at associated wavelength,numeric
Wave_1940,%,Reflectance at associated wavelength,numeric
Wave_1941,%,Reflectance at associated wavelength,numeric
Wave_1942,%,Reflectance at associated wavelength,numeric
Wave_1943,%,Reflectance at associated wavelength,numeric
Wave_1944,%,Reflectance at associated wavelength,numeric
Wave_1945,%,Reflectance at associated wavelength,numeric
Wave_1946,%,Reflectance at associated wavelength,numeric
Wave_1947,%,Reflectance at associated wavelength,numeric
Wave_1948,%,Reflectance at associated wavelength,numeric
Wave_1949,%,Reflectance at associated wavelength,numeric
Wave_1950,%,Reflectance at associated wavelength,numeric
Wave_1951,%,Reflectance at associated wavelength,numeric
Wave_1952,%,Reflectance at associated wavelength,numeric
Wave_1953,%,Reflectance at associated wavelength,numeric
Wave_1954,%,Reflectance at associated wavelength,numeric
Wave_1955,%,Reflectance at associated wavelength,numeric
Wave_1956,%,Reflectance at associated wavelength,numeric
Wave_1957,%,Reflectance at associated wavelength,numeric
Wave_1958,%,Reflectance at associated wavelength,numeric
Wave_1959,%,Reflectance at associated wavelength,numeric
Wave_1960,%,Reflectance at associated wavelength,numeric
Wave_1961,%,Reflectance at associated wavelength,numeric
Wave_1962,%,Reflectance at associated wavelength,numeric
Wave_1963,%,Reflectance at associated wavelength,numeric
Wave_1964,%,Reflectance at associated wavelength,numeric
Wave_1965,%,Reflectance at associated wavelength,numeric
Wave_1966,%,Reflectance at associated wavelength,numeric
Wave_1967,%,Reflectance at associated wavelength,numeric
Wave_1968,%,Reflectance at associated wavelength,numeric
Wave_1969,%,Reflectance at associated wavelength,numeric
Wave_1970,%,Reflectance at associated wavelength,numeric
Wave_1971,%,Reflectance at associated wavelength,numeric
Wave_1972,%,Reflectance at associated wavelength,numeric
Wave_1973,%,Reflectance at associated wavelength,numeric
Wave_1974,%,Reflectance at associated wavelength,numeric
Wave_1975,%,Reflectance at associated wavelength,numeric
Wave_1976,%,Reflectance at associated wavelength,numeric
Wave_1977,%,Reflectance at associated wavelength,numeric
Wave_1978,%,Reflectance at associated wavelength,numeric
Wave_1979,%,Reflectance at associated wavelength,numeric
