Column_or_Row_Name,Unit,Definition,Data_Type
Wave_902,%,Reflectance at associated wavelength,numeric
Wave_903,%,Reflectance at associated wavelength,numeric
Wave_904,%,Reflectance at associated wavelength,numeric
Wave_905,%,Reflectance at associated wavelength,numeric
Wave_906,%,Reflectance at associated wavelength,numeric
Wave_907,%,Reflectance at associated wavelength,numeric
Wave_908,%,Reflectance at associated wavelength,numeric
Wave_909,%,Reflectance at associated wavelength,numeric
Wave_910,%,Reflectance at associated wavelength,numeric
Wave_911,%,Reflectance at associated wavelength,numeric
Wave_912,%,Reflectance at associated wavelength,numeric
Wave_913,%,Reflectance at associated wavelength,numeric
Wave_914,%,Reflectance at associated wavelength,numeric
Wave_915,%,Reflectance at associated wavelength,numeric
Wave_916,%,Reflectance at associated wavelength,numeric
Wave_917,%,Reflectance at associated wavelength,numeric
Wave_918,%,Reflectance at associated wavelength,numeric
Wave_919,%,Reflectance at associated wavelength,numeric
Wave_920,%,Reflectance at associated wavelength,numeric
Wave_921,%,Reflectance at associated wavelength,numeric
Wave_922,%,Reflectance at associated wavelength,numeric
Wave_923,%,Reflectance at associated wavelength,numeric
Wave_924,%,Reflectance at associated wavelength,numeric
Wave_925,%,Reflectance at associated wavelength,numeric
Wave_926,%,Reflectance at associated wavelength,numeric
Wave_927,%,Reflectance at associated wavelength,numeric
Wave_928,%,Reflectance at associated wavelength,numeric
Wave_929,%,Reflectance at associated wavelength,numeric
Wave_930,%,Reflectance at associated wavelength,numeric
Wave_931,%,Reflectance at associated wavelength,numeric
Wave_932,%,Reflectance at associated wavelength,numeric
Wave_933,%,Reflectance at associated wavelength,numeric
Wave_934,%,Reflectance at associated wavelength,numeric
Wave_935,%,Reflectance at associated wavelength,numeric
Wave_936,%,Reflectance at associated wavelength,numeric
Wave_937,%,Reflectance at associated wavelength,numeric
Wave_938,%,Reflectance at associated wavelength,numeric
Wave_939,%,Reflectance at associated wavelength,numeric
Wave_940,%,Reflectance at associated wavelength,numeric
Wave_941,%,Reflectance at associated wavelength,numeric
Wave_942,%,Reflectance at associated wavelength,numeric
Wave_943,%,Reflectance at associated wavelength,numeric
Wave_944,%,Reflectance at associated wavelength,numeric
Wave_945,%,Reflectance at associated wavelength,numeric
Wave_946,%,Reflectance at associated wavelength,numeric
Wave_947,%,Reflectance at associated wavelength,numeric
Wave_948,%,Reflectance at associated wavelength,numeric
Wave_949,%,Reflectance at associated wavelength,numeric
Wave_950,%,Reflectance at associated wavelength,numeric
Wave_951,%,Reflectance at associated wavelength,numeric
Wave_952,%,Reflectance at associated wavelength,numeric
Wave_953,%,Reflectance at associated wavelength,numeric
Wave_954,%,Reflectance at associated wavelength,numeric
Wave_955,%,Reflectance at associated wavelength,numeric
Wave_956,%,Reflectance at associated wavelength,numeric
Wave_957,%,Reflectance at associated wavelength,numeric
Wave_958,%,Reflectance at associated wavelength,numeric
Wave_959,%,Reflectance at associated wavelength,numeric
Wave_960,%,Reflectance at associated wavelength,numeric
Wave_961,%,Reflectance at associated wavelength,numeric
Wave_962,%,Reflectance at associated wavelength,numeric
Wave_963,%,Reflectance at associated wavelength,numeric
Wave_964,%,Reflectance at associated wavelength,numeric
Wave_965,%,Reflectance at associated wavelength,numeric
Wave_966,%,Reflectance at associated wavelength,numeric
Wave_967,%,Reflectance at associated wavelength,numeric
Wave_968,%,Reflectance at associated wavelength,numeric
Wave_969,%,Reflectance at associated wavelength,numeric
Wave_970,%,Reflectance at associated wavelength,numeric
Wave_971,%,Reflectance at associated wavelength,numeric
Wave_972,%,Reflectance at associated wavelength,numeric
Wave_973,%,Reflectance at associated wavelength,numeric
Wave_974,%,Reflectance at associated wavelength,numeric
Wave_975,%,Reflectance at associated wavelength,numeric
Wave_976,%,Reflectance at associated wavelength,numeric
Wave_977,%,Reflectance at associated wavelength,numeric
Wave_978,%,Reflectance at associated wavelength,numeric
Wave_979,%,Reflectance at associated wavelength,numeric
Wave_980,%,Reflectance at associated wavelength,numeric
Wave_981,%,Reflectance at associated wavelength,numeric
Wave_982,%,Reflectance at associated wavelength,numeric
Wave_983,%,Reflectance at associated wavelength,numeric
Wave_984,%,Reflectance at associated wavelength,numeric
Wave_985,%,Reflectance at associated wavelength,numeric
Wave_986,%,Reflectance at associated wavelength,numeric
Wave_987,%,Reflectance at associated wavelength,numeric
Wave_988,%,Reflectance at associated wavelength,numeric
Wave_989,%,Reflectance at associated wavelength,numeric
Wave_990,%,Reflectance at associated wavelength,numeric
Wave_991,%,Reflectance at associated wavelength,numeric
Wave_992,%,Reflectance at associated wavelength,numeric
Wave_993,%,Reflectance at associated wavelength,numeric
Wave_994,%,Reflectance at associated wavelength,numeric
Wave_995,%,Reflectance at associated wavelength,numeric
Wave_996,%,Reflectance at associated wavelength,numeric
Wave_997,%,Reflectance at associated wavelength,numeric
Wave_998,%,Reflectance at associated wavelength,numeric
Wave_999,%,Reflectance at associated wavelength,numeric
Wave_1000,%,Reflectance at associated wavelength,numeric
Wave_1001,%,Reflectance at associated wavelength,numeric
Wave_1002,%,Reflectance at associated wavelength,numeric
Wave_1003,%,Reflectance at associated wavelength,numeric
Wave_1004,%,Reflectance at associated wavelength,numeric
Wave_1005,%,Reflectance at associated wavelength,numeric
Wave_1006,%,Reflectance at associated wavelength,numeric
Wave_1007,%,Reflectance at associated wavelength,numeric
Wave_1008,%,Reflectance at associated wavelength,numeric
Wave_1009,%,Reflectance at associated wavelength,numeric
Wave_1010,%,Reflectance at associated wavelength,numeric
Wave_1011,%,Reflectance at associated wavelength,numeric
Wave_1012,%,Reflectance at associated wavelength,numeric
Wave_1013,%,Reflectance at associated wavelength,numeric
Wave_1014,%,Reflectance at associated wavelength,numeric
Wave_1015,%,Reflectance at associated wavelength,numeric
Wave_1016,%,Reflectance at associated wavelength,numeric
Wave_1017,%,Reflectance at associated wavelength,numeric
Wave_1018,%,Reflectance at associated wavelength,numeric
Wave_1019,%,Reflectance at associated wavelength,numeric
Wave_1020,%,Reflectance at associated wavelength,numeric
Wave_1021,%,Reflectance at associated wavelength,numeric
Wave_1022,%,Reflectance at associated wavelength,numeric
Wave_1023,%,Reflectance at associated wavelength,numeric
Wave_1024,%,Reflectance at associated wavelength,numeric
Wave_1025,%,Reflectance at associated wavelength,numeric
Wave_1026,%,Reflectance at associated wavelength,numeric
Wave_1027,%,Reflectance at associated wavelength,numeric
Wave_1028,%,Reflectance at associated wavelength,numeric
Wave_1029,%,Reflectance at associated wavelength,numeric
Wave_1030,%,Reflectance at associated wavelength,numeric
Wave_1031,%,Reflectance at associated wavelength,numeric
Wave_1032,%,Reflectance at associated wavelength,numeric
Wave_1033,%,Reflectance at associated wavelength,numeric
Wave_1034,%,Reflectance at associated wavelength,numeric
Wave_1035,%,Reflectance at associated wavelength,numeric
Wave_1036,%,Reflectance at associated wavelength,numeric
Wave_1037,%,Reflectance at associated wavelength,numeric
Wave_1038,%,Reflectance at associated wavelength,numeric
Wave_1039,%,Reflectance at associated wavelength,numeric
Wave_1040,%,Reflectance at associated wavelength,numeric
Wave_1041,%,Reflectance at associated wavelength,numeric
Wave_1042,%,Reflectance at associated wavelength,numeric
Wave_1043,%,Reflectance at associated wavelength,numeric
Wave_1044,%,Reflectance at associated wavelength,numeric
Wave_1045,%,Reflectance at associated wavelength,numeric
Wave_1046,%,Reflectance at associated wavelength,numeric
Wave_1047,%,Reflectance at associated wavelength,numeric
Wave_1048,%,Reflectance at associated wavelength,numeric
Wave_1049,%,Reflectance at associated wavelength,numeric
Wave_1050,%,Reflectance at associated wavelength,numeric
Wave_1051,%,Reflectance at associated wavelength,numeric
Wave_1052,%,Reflectance at associated wavelength,numeric
Wave_1053,%,Reflectance at associated wavelength,numeric
Wave_1054,%,Reflectance at associated wavelength,numeric
Wave_1055,%,Reflectance at associated wavelength,numeric
Wave_1056,%,Reflectance at associated wavelength,numeric
Wave_1057,%,Reflectance at associated wavelength,numeric
Wave_1058,%,Reflectance at associated wavelength,numeric
Wave_1059,%,Reflectance at associated wavelength,numeric
Wave_1060,%,Reflectance at associated wavelength,numeric
Wave_1061,%,Reflectance at associated wavelength,numeric
Wave_1062,%,Reflectance at associated wavelength,numeric
Wave_1063,%,Reflectance at associated wavelength,numeric
Wave_1064,%,Reflectance at associated wavelength,numeric
Wave_1065,%,Reflectance at associated wavelength,numeric
Wave_1066,%,Reflectance at associated wavelength,numeric
Wave_1067,%,Reflectance at associated wavelength,numeric
Wave_1068,%,Reflectance at associated wavelength,numeric
Wave_1069,%,Reflectance at associated wavelength,numeric
Wave_1070,%,Reflectance at associated wavelength,numeric
Wave_1071,%,Reflectance at associated wavelength,numeric
Wave_1072,%,Reflectance at associated wavelength,numeric
Wave_1073,%,Reflectance at associated wavelength,numeric
Wave_1074,%,Reflectance at associated wavelength,numeric
Wave_1075,%,Reflectance at associated wavelength,numeric
Wave_1076,%,Reflectance at associated wavelength,numeric
Wave_1077,%,Reflectance at associated wavelength,numeric
Wave_1078,%,Reflectance at associated wavelength,numeric
Wave_1079,%,Reflectance at associated wavelength,numeric
Wave_1080,%,Reflectance at associated wavelength,numeric
Wave_1081,%,Reflectance at associated wavelength,numeric
Wave_1082,%,Reflectance at associated wavelength,numeric
Wave_1083,%,Reflectance at associated wavelength,numeric
Wave_1084,%,Reflectance at associated wavelength,numeric
Wave_1085,%,Reflectance at associated wavelength,numeric
Wave_1086,%,Reflectance at associated wavelength,numeric
Wave_1087,%,Reflectance at associated wavelength,numeric
Wave_1088,%,Reflectance at associated wavelength,numeric
Wave_1089,%,Reflectance at associated wavelength,numeric
Wave_1090,%,Reflectance at associated wavelength,numeric
Wave_1091,%,Reflectance at associated wavelength,numeric
Wave_1092,%,Reflectance at associated wavelength,numeric
Wave_1093,%,Reflectance at associated wavelength,numeric
Wave_1094,%,Reflectance at associated wavelength,numeric
Wave_1095,%,Reflectance at associated wavelength,numeric
Wave_1096,%,Reflectance at associated wavelength,numeric
Wave_1097,%,Reflectance at associated wavelength,numeric
Wave_1098,%,Reflectance at associated wavelength,numeric
Wave_1099,%,Reflectance at associated wavelength,numeric
Wave_1100,%,Reflectance at associated wavelength,numeric
Wave_1101,%,Reflectance at associated wavelength,numeric
Wave_1102,%,Reflectance at associated wavelength,numeric
Wave_1103,%,Reflectance at associated wavelength,numeric
Wave_1104,%,Reflectance at associated wavelength,numeric
Wave_1105,%,Reflectance at associated wavelength,numeric
Wave_1106,%,Reflectance at associated wavelength,numeric
Wave_1107,%,Reflectance at associated wavelength,numeric
Wave_1108,%,Reflectance at associated wavelength,numeric
Wave_1109,%,Reflectance at associated wavelength,numeric
Wave_1110,%,Reflectance at associated wavelength,numeric
Wave_1111,%,Reflectance at associated wavelength,numeric
Wave_1112,%,Reflectance at associated wavelength,numeric
Wave_1113,%,Reflectance at associated wavelength,numeric
Wave_1114,%,Reflectance at associated wavelength,numeric
Wave_1115,%,Reflectance at associated wavelength,numeric
Wave_1116,%,Reflectance at associated wavelength,numeric
Wave_1117,%,Reflectance at associated wavelength,numeric
Wave_1118,%,Reflectance at associated wavelength,numeric
Wave_1119,%,Reflectance at associated wavelength,numeric
Wave_1120,%,Reflectance at associated wavelength,numeric
Wave_1121,%,Reflectance at associated wavelength,numeric
Wave_1122,%,Reflectance at associated wavelength,numeric
Wave_1123,%,Reflectance at associated wavelength,numeric
Wave_1124,%,Reflectance at associated wavelength,numeric
Wave_1125,%,Reflectance at associated wavelength,numeric
Wave_1126,%,Reflectance at associated wavelength,numeric
Wave_1127,%,Reflectance at associated wavelength,numeric
Wave_1128,%,Reflectance at associated wavelength,numeric
Wave_1129,%,Reflectance at associated wavelength,numeric
Wave_1130,%,Reflectance at associated wavelength,numeric
Wave_1131,%,Reflectance at associated wavelength,numeric
Wave_1132,%,Reflectance at associated wavelength,numeric
Wave_1133,%,Reflectance at associated wavelength,numeric
Wave_1134,%,Reflectance at associated wavelength,numeric
Wave_1135,%,Reflectance at associated wavelength,numeric
Wave_1136,%,Reflectance at associated wavelength,numeric
Wave_1137,%,Reflectance at associated wavelength,numeric
Wave_1138,%,Reflectance at associated wavelength,numeric
Wave_1139,%,Reflectance at associated wavelength,numeric
Wave_1140,%,Reflectance at associated wavelength,numeric
Wave_1141,%,Reflectance at associated wavelength,numeric
Wave_1142,%,Reflectance at associated wavelength,numeric
Wave_1143,%,Reflectance at associated wavelength,numeric
Wave_1144,%,Reflectance at associated wavelength,numeric
Wave_1145,%,Reflectance at associated wavelength,numeric
Wave_1146,%,Reflectance at associated wavelength,numeric
Wave_1147,%,Reflectance at associated wavelength,numeric
Wave_1148,%,Reflectance at associated wavelength,numeric
Wave_1149,%,Reflectance at associated wavelength,numeric
Wave_1150,%,Reflectance at associated wavelength,numeric
Wave_1151,%,Reflectance at associated wavelength,numeric
Wave_1152,%,Reflectance at associated wavelength,numeric
Wave_1153,%,Reflectance at associated wavelength,numeric
Wave_1154,%,Reflectance at associated wavelength,numeric
Wave_1155,%,Reflectance at associated wavelength,numeric
Wave_1156,%,Reflectance at associated wavelength,numeric
Wave_1157,%,Reflectance at associated wavelength,numeric
Wave_1158,%,Reflectance at associated wavelength,numeric
Wave_1159,%,Reflectance at associated wavelength,numeric
Wave_1160,%,Reflectance at associated wavelength,numeric
Wave_1161,%,Reflectance at associated wavelength,numeric
Wave_1162,%,Reflectance at associated wavelength,numeric
Wave_1163,%,Reflectance at associated wavelength,numeric
Wave_1164,%,Reflectance at associated wavelength,numeric
Wave_1165,%,Reflectance at associated wavelength,numeric
Wave_1166,%,Reflectance at associated wavelength,numeric
Wave_1167,%,Reflectance at associated wavelength,numeric
Wave_1168,%,Reflectance at associated wavelength,numeric
Wave_1169,%,Reflectance at associated wavelength,numeric
Wave_1170,%,Reflectance at associated wavelength,numeric
Wave_1171,%,Reflectance at associated wavelength,numeric
Wave_1172,%,Reflectance at associated wavelength,numeric
Wave_1173,%,Reflectance at associated wavelength,numeric
Wave_1174,%,Reflectance at associated wavelength,numeric
Wave_1175,%,Reflectance at associated wavelength,numeric
Wave_1176,%,Reflectance at associated wavelength,numeric
Wave_1177,%,Reflectance at associated wavelength,numeric
Wave_1178,%,Reflectance at associated wavelength,numeric
Wave_1179,%,Reflectance at associated wavelength,numeric
Wave_1180,%,Reflectance at associated wavelength,numeric
Wave_1181,%,Reflectance at associated wavelength,numeric
Wave_1182,%,Reflectance at associated wavelength,numeric
Wave_1183,%,Reflectance at associated wavelength,numeric
Wave_1184,%,Reflectance at associated wavelength,numeric
Wave_1185,%,Reflectance at associated wavelength,numeric
Wave_1186,%,Reflectance at associated wavelength,numeric
Wave_1187,%,Reflectance at associated wavelength,numeric
Wave_1188,%,Reflectance at associated wavelength,numeric
Wave_1189,%,Reflectance at associated wavelength,numeric
Wave_1190,%,Reflectance at associated wavelength,numeric
Wave_1191,%,Reflectance at associated wavelength,numeric
Wave_1192,%,Reflectance at associated wavelength,numeric
Wave_1193,%,Reflectance at associated wavelength,numeric
Wave_1194,%,Reflectance at associated wavelength,numeric
Wave_1195,%,Reflectance at associated wavelength,numeric
Wave_1196,%,Reflectance at associated wavelength,numeric
Wave_1197,%,Reflectance at associated wavelength,numeric
Wave_1198,%,Reflectance at associated wavelength,numeric
Wave_1199,%,Reflectance at associated wavelength,numeric
Wave_1200,%,Reflectance at associated wavelength,numeric
Wave_1201,%,Reflectance at associated wavelength,numeric
Wave_1202,%,Reflectance at associated wavelength,numeric
Wave_1203,%,Reflectance at associated wavelength,numeric
Wave_1204,%,Reflectance at associated wavelength,numeric
Wave_1205,%,Reflectance at associated wavelength,numeric
Wave_1206,%,Reflectance at associated wavelength,numeric
Wave_1207,%,Reflectance at associated wavelength,numeric
Wave_1208,%,Reflectance at associated wavelength,numeric
Wave_1209,%,Reflectance at associated wavelength,numeric
Wave_1210,%,Reflectance at associated wavelength,numeric
Wave_1211,%,Reflectance at associated wavelength,numeric
Wave_1212,%,Reflectance at associated wavelength,numeric
Wave_1213,%,Reflectance at associated wavelength,numeric
Wave_1214,%,Reflectance at associated wavelength,numeric
Wave_1215,%,Reflectance at associated wavelength,numeric
Wave_1216,%,Reflectance at associated wavelength,numeric
Wave_1217,%,Reflectance at associated wavelength,numeric
Wave_1218,%,Reflectance at associated wavelength,numeric
Wave_1219,%,Reflectance at associated wavelength,numeric
Wave_1220,%,Reflectance at associated wavelength,numeric
Wave_1221,%,Reflectance at associated wavelength,numeric
Wave_1222,%,Reflectance at associated wavelength,numeric
Wave_1223,%,Reflectance at associated wavelength,numeric
Wave_1224,%,Reflectance at associated wavelength,numeric
Wave_1225,%,Reflectance at associated wavelength,numeric
Wave_1226,%,Reflectance at associated wavelength,numeric
Wave_1227,%,Reflectance at associated wavelength,numeric
Wave_1228,%,Reflectance at associated wavelength,numeric
Wave_1229,%,Reflectance at associated wavelength,numeric
Wave_1230,%,Reflectance at associated wavelength,numeric
Wave_1231,%,Reflectance at associated wavelength,numeric
Wave_1232,%,Reflectance at associated wavelength,numeric
Wave_1233,%,Reflectance at associated wavelength,numeric
Wave_1234,%,Reflectance at associated wavelength,numeric
Wave_1235,%,Reflectance at associated wavelength,numeric
Wave_1236,%,Reflectance at associated wavelength,numeric
Wave_1237,%,Reflectance at associated wavelength,numeric
Wave_1238,%,Reflectance at associated wavelength,numeric
Wave_1239,%,Reflectance at associated wavelength,numeric
Wave_1240,%,Reflectance at associated wavelength,numeric
Wave_1241,%,Reflectance at associated wavelength,numeric
Wave_1242,%,Reflectance at associated wavelength,numeric
Wave_1243,%,Reflectance at associated wavelength,numeric
Wave_1244,%,Reflectance at associated wavelength,numeric
Wave_1245,%,Reflectance at associated wavelength,numeric
Wave_1246,%,Reflectance at associated wavelength,numeric
Wave_1247,%,Reflectance at associated wavelength,numeric
Wave_1248,%,Reflectance at associated wavelength,numeric
Wave_1249,%,Reflectance at associated wavelength,numeric
Wave_1250,%,Reflectance at associated wavelength,numeric
Wave_1251,%,Reflectance at associated wavelength,numeric
Wave_1252,%,Reflectance at associated wavelength,numeric
Wave_1253,%,Reflectance at associated wavelength,numeric
Wave_1254,%,Reflectance at associated wavelength,numeric
Wave_1255,%,Reflectance at associated wavelength,numeric
Wave_1256,%,Reflectance at associated wavelength,numeric
Wave_1257,%,Reflectance at associated wavelength,numeric
Wave_1258,%,Reflectance at associated wavelength,numeric
Wave_1259,%,Reflectance at associated wavelength,numeric
Wave_1260,%,Reflectance at associated wavelength,numeric
Wave_1261,%,Reflectance at associated wavelength,numeric
Wave_1262,%,Reflectance at associated wavelength,numeric
Wave_1263,%,Reflectance at associated wavelength,numeric
Wave_1264,%,Reflectance at associated wavelength,numeric
Wave_1265,%,Reflectance at associated wavelength,numeric
Wave_1266,%,Reflectance at associated wavelength,numeric
Wave_1267,%,Reflectance at associated wavelength,numeric
Wave_1268,%,Reflectance at associated wavelength,numeric
Wave_1269,%,Reflectance at associated wavelength,numeric
Wave_1270,%,Reflectance at associated wavelength,numeric
Wave_1271,%,Reflectance at associated wavelength,numeric
Wave_1272,%,Reflectance at associated wavelength,numeric
Wave_1273,%,Reflectance at associated wavelength,numeric
Wave_1274,%,Reflectance at associated wavelength,numeric
Wave_1275,%,Reflectance at associated wavelength,numeric
Wave_1276,%,Reflectance at associated wavelength,numeric
Wave_1277,%,Reflectance at associated wavelength,numeric
Wave_1278,%,Reflectance at associated wavelength,numeric
Wave_1279,%,Reflectance at associated wavelength,numeric
Wave_1280,%,Reflectance at associated wavelength,numeric
Wave_1281,%,Reflectance at associated wavelength,numeric
Wave_1282,%,Reflectance at associated wavelength,numeric
Wave_1283,%,Reflectance at associated wavelength,numeric
Wave_1284,%,Reflectance at associated wavelength,numeric
Wave_1285,%,Reflectance at associated wavelength,numeric
Wave_1286,%,Reflectance at associated wavelength,numeric
Wave_1287,%,Reflectance at associated wavelength,numeric
Wave_1288,%,Reflectance at associated wavelength,numeric
Wave_1289,%,Reflectance at associated wavelength,numeric
Wave_1290,%,Reflectance at associated wavelength,numeric
Wave_1291,%,Reflectance at associated wavelength,numeric
Wave_1292,%,Reflectance at associated wavelength,numeric
Wave_1293,%,Reflectance at associated wavelength,numeric
Wave_1294,%,Reflectance at associated wavelength,numeric
Wave_1295,%,Reflectance at associated wavelength,numeric
Wave_1296,%,Reflectance at associated wavelength,numeric
Wave_1297,%,Reflectance at associated wavelength,numeric
Wave_1298,%,Reflectance at associated wavelength,numeric
Wave_1299,%,Reflectance at associated wavelength,numeric
Wave_1300,%,Reflectance at associated wavelength,numeric
Wave_1301,%,Reflectance at associated wavelength,numeric
Wave_1302,%,Reflectance at associated wavelength,numeric
Wave_1303,%,Reflectance at associated wavelength,numeric
Wave_1304,%,Reflectance at associated wavelength,numeric
Wave_1305,%,Reflectance at associated wavelength,numeric
Wave_1306,%,Reflectance at associated wavelength,numeric
Wave_1307,%,Reflectance at associated wavelength,numeric
Wave_1308,%,Reflectance at associated wavelength,numeric
Wave_1309,%,Reflectance at associated wavelength,numeric
Wave_1310,%,Reflectance at associated wavelength,numeric
Wave_1311,%,Reflectance at associated wavelength,numeric
Wave_1312,%,Reflectance at associated wavelength,numeric
Wave_1313,%,Reflectance at associated wavelength,numeric
Wave_1314,%,Reflectance at associated wavelength,numeric
Wave_1315,%,Reflectance at associated wavelength,numeric
Wave_1316,%,Reflectance at associated wavelength,numeric
Wave_1317,%,Reflectance at associated wavelength,numeric
Wave_1318,%,Reflectance at associated wavelength,numeric
Wave_1319,%,Reflectance at associated wavelength,numeric
Wave_1320,%,Reflectance at associated wavelength,numeric
Wave_1321,%,Reflectance at associated wavelength,numeric
Wave_1322,%,Reflectance at associated wavelength,numeric
Wave_1323,%,Reflectance at associated wavelength,numeric
Wave_1324,%,Reflectance at associated wavelength,numeric
Wave_1325,%,Reflectance at associated wavelength,numeric
Wave_1326,%,Reflectance at associated wavelength,numeric
Wave_1327,%,Reflectance at associated wavelength,numeric
Wave_1328,%,Reflectance at associated wavelength,numeric
Wave_1329,%,Reflectance at associated wavelength,numeric
Wave_1330,%,Reflectance at associated wavelength,numeric
Wave_1331,%,Reflectance at associated wavelength,numeric
Wave_1332,%,Reflectance at associated wavelength,numeric
Wave_1333,%,Reflectance at associated wavelength,numeric
Wave_1334,%,Reflectance at associated wavelength,numeric
Wave_1335,%,Reflectance at associated wavelength,numeric
Wave_1336,%,Reflectance at associated wavelength,numeric
Wave_1337,%,Reflectance at associated wavelength,numeric
Wave_1338,%,Reflectance at associated wavelength,numeric
Wave_1339,%,Reflectance at associated wavelength,numeric
Wave_1340,%,Reflectance at associated wavelength,numeric
Wave_1341,%,Reflectance at associated wavelength,numeric
Wave_1342,%,Reflectance at associated wavelength,numeric
Wave_1343,%,Reflectance at associated wavelength,numeric
Wave_1344,%,Reflectance at associated wavelength,numeric
Wave_1345,%,Reflectance at associated wavelength,numeric
Wave_1346,%,Reflectance at associated wavelength,numeric
Wave_1347,%,Reflectance at associated wavelength,numeric
Wave_1348,%,Reflectance at associated wavelength,numeric
Wave_1349,%,Reflectance at associated wavelength,numeric
Wave_1350,%,Reflectance at associated wavelength,numeric
Wave_1351,%,Reflectance at associated wavelength,numeric
Wave_1352,%,Reflectance at associated wavelength,numeric
Wave_1353,%,Reflectance at associated wavelength,numeric
Wave_1354,%,Reflectance at associated wavelength,numeric
Wave_1355,%,Reflectance at associated wavelength,numeric
Wave_1356,%,Reflectance at associated wavelength,numeric
Wave_1357,%,Reflectance at associated wavelength,numeric
Wave_1358,%,Reflectance at associated wavelength,numeric
Wave_1359,%,Reflectance at associated wavelength,numeric
Wave_1360,%,Reflectance at associated wavelength,numeric
Wave_1361,%,Reflectance at associated wavelength,numeric
Wave_1362,%,Reflectance at associated wavelength,numeric
Wave_1363,%,Reflectance at associated wavelength,numeric
Wave_1364,%,Reflectance at associated wavelength,numeric
Wave_1365,%,Reflectance at associated wavelength,numeric
Wave_1366,%,Reflectance at associated wavelength,numeric
Wave_1367,%,Reflectance at associated wavelength,numeric
Wave_1368,%,Reflectance at associated wavelength,numeric
Wave_1369,%,Reflectance at associated wavelength,numeric
Wave_1370,%,Reflectance at associated wavelength,numeric
Wave_1371,%,Reflectance at associated wavelength,numeric
Wave_1372,%,Reflectance at associated wavelength,numeric
Wave_1373,%,Reflectance at associated wavelength,numeric
Wave_1374,%,Reflectance at associated wavelength,numeric
Wave_1375,%,Reflectance at associated wavelength,numeric
Wave_1376,%,Reflectance at associated wavelength,numeric
Wave_1377,%,Reflectance at associated wavelength,numeric
Wave_1378,%,Reflectance at associated wavelength,numeric
Wave_1379,%,Reflectance at associated wavelength,numeric
Wave_1380,%,Reflectance at associated wavelength,numeric
Wave_1381,%,Reflectance at associated wavelength,numeric
Wave_1382,%,Reflectance at associated wavelength,numeric
Wave_1383,%,Reflectance at associated wavelength,numeric
Wave_1384,%,Reflectance at associated wavelength,numeric
Wave_1385,%,Reflectance at associated wavelength,numeric
Wave_1386,%,Reflectance at associated wavelength,numeric
Wave_1387,%,Reflectance at associated wavelength,numeric
Wave_1388,%,Reflectance at associated wavelength,numeric
Wave_1389,%,Reflectance at associated wavelength,numeric
Wave_1390,%,Reflectance at associated wavelength,numeric
Wave_1391,%,Reflectance at associated wavelength,numeric
Wave_1392,%,Reflectance at associated wavelength,numeric
Wave_1393,%,Reflectance at associated wavelength,numeric
Wave_1394,%,Reflectance at associated wavelength,numeric
Wave_1395,%,Reflectance at associated wavelength,numeric
Wave_1396,%,Reflectance at associated wavelength,numeric
Wave_1397,%,Reflectance at associated wavelength,numeric
Wave_1398,%,Reflectance at associated wavelength,numeric
Wave_1399,%,Reflectance at associated wavelength,numeric
Wave_1400,%,Reflectance at associated wavelength,numeric
Wave_1401,%,Reflectance at associated wavelength,numeric
Wave_1402,%,Reflectance at associated wavelength,numeric
Wave_1403,%,Reflectance at associated wavelength,numeric
Wave_1404,%,Reflectance at associated wavelength,numeric
Wave_1405,%,Reflectance at associated wavelength,numeric
Wave_1406,%,Reflectance at associated wavelength,numeric
Wave_1407,%,Reflectance at associated wavelength,numeric
Wave_1408,%,Reflectance at associated wavelength,numeric
Wave_1409,%,Reflectance at associated wavelength,numeric
Wave_1410,%,Reflectance at associated wavelength,numeric
Wave_1411,%,Reflectance at associated wavelength,numeric
Wave_1412,%,Reflectance at associated wavelength,numeric
Wave_1413,%,Reflectance at associated wavelength,numeric
Wave_1414,%,Reflectance at associated wavelength,numeric
Wave_1415,%,Reflectance at associated wavelength,numeric
Wave_1416,%,Reflectance at associated wavelength,numeric
Wave_1417,%,Reflectance at associated wavelength,numeric
Wave_1418,%,Reflectance at associated wavelength,numeric
Wave_1419,%,Reflectance at associated wavelength,numeric
Wave_1420,%,Reflectance at associated wavelength,numeric
Wave_1421,%,Reflectance at associated wavelength,numeric
Wave_1422,%,Reflectance at associated wavelength,numeric
Wave_1423,%,Reflectance at associated wavelength,numeric
Wave_1424,%,Reflectance at associated wavelength,numeric
Wave_1425,%,Reflectance at associated wavelength,numeric
Wave_1426,%,Reflectance at associated wavelength,numeric
Wave_1427,%,Reflectance at associated wavelength,numeric
Wave_1428,%,Reflectance at associated wavelength,numeric
Wave_1429,%,Reflectance at associated wavelength,numeric
Wave_1430,%,Reflectance at associated wavelength,numeric
Wave_1431,%,Reflectance at associated wavelength,numeric
Wave_1432,%,Reflectance at associated wavelength,numeric
Wave_1433,%,Reflectance at associated wavelength,numeric
Wave_1434,%,Reflectance at associated wavelength,numeric
Wave_1435,%,Reflectance at associated wavelength,numeric
Wave_1436,%,Reflectance at associated wavelength,numeric
Wave_1437,%,Reflectance at associated wavelength,numeric
Wave_1438,%,Reflectance at associated wavelength,numeric
Wave_1439,%,Reflectance at associated wavelength,numeric
Wave_1440,%,Reflectance at associated wavelength,numeric
Wave_1441,%,Reflectance at associated wavelength,numeric
Wave_1442,%,Reflectance at associated wavelength,numeric
