"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_PAR-B1_66D3",1,3.513620686,285.2340383,385.2634277,390.0997925,0.064517914,101.4021225,498.7431335,53.29398727,30.15313339,29.78435707,669,"ok"
"2015_wet_PAR-B1_66D3",2,3.630148784,284.5606576,384.973877,389.9630737,0.066349785,101.4029694,498.7335205,53.43132401,30.13416481,29.78801155,669,"ok"
"2015_wet_PAR-B1_66D3",3,2.724732917,225.0345038,295.3807068,299.1738892,0.07213378,101.4018631,498.632843,53.61252975,30.11776733,29.78651428,669,"ok"
"2015_wet_PAR-B1_66D3",4,1.538653588,159.6122202,197.3174133,199.543808,0.079154519,101.4008408,499.9857178,53.90810776,30.12709427,29.79358101,669,"ok"
"2015_wet_PAR-B1_66D3",5,0.138866846,93.4693713,99.33879089,99.70746613,0.084326752,101.3975372,499.28479,54.24530792,30.20611382,29.82550049,669,"ok"
"2015_wet_PAR-B1_66D3",6,-0.479000155,57.16533509,49.9267807,49.45547867,0.087500071,101.3966064,499.4725647,54.5340004,30.22136307,29.83149147,669,"ok"
"2015_wet_PAR-B1_66D3",7,4.178942536,299.2525424,385.4253235,391.2858276,0.091514247,101.3948441,499.3103333,54.86839676,30.21180153,29.84566689,669,"ok"
"2015_wet_PAR-B1_66D3",8,4.014101311,304.1149278,384.4022827,390.0910034,0.09547842,101.3908463,499.3108521,55.12825394,30.20512581,29.84614182,669,"ok"
"2015_wet_PAR-B1_66D3",9,5.922168233,475.042953,591.6143799,600.0897827,0.098091516,101.3891678,499.3204651,55.3103981,30.21715736,29.85724068,669,"ok"
"2015_wet_PAR-B1_66D3",10,6.766591897,652.2500727,788.2746582,798.2072144,0.098521647,101.3889847,499.5747375,55.3795433,30.13626862,29.84195518,669,"ok"
"2015_wet_PAR-B1_66D3",11,7.210160224,834.01373,989.1402588,999.9563599,0.093944131,101.3892517,499.6555481,55.14675522,30.05457687,29.81497574,669,"ok"
"2015_wet_PAR-B1_66D3",12,7.813711721,1010.045694,1187.366211,1199.258911,0.090256281,101.3907318,499.7233276,54.99508667,30.0898819,29.81946564,669,"ok"
"2015_wet_PAR-B1_66D3",13,8.180602125,1287.092567,1485.468628,1498.348877,0.087308296,101.3911972,499.4571533,54.99927902,30.15332985,29.8355751,669,"ok"
"2015_wet_PAR-B1_66D3",14,8.234858543,1476.85046,1686.24939,1699.546875,0.085331568,101.3921432,499.4225464,55.02010727,30.19941902,29.84786987,669,"ok"
"2015_wet_PAR-B1_66D3",15,8.693772359,1754.841752,1985.760132,2000.142822,0.083654589,101.3950424,499.3434143,55.01369858,30.21486282,29.85226631,669,"ok"
