"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_PAR-B2_98T2",1,0.735723065,316.5445337,389.0312805,390.0545044,0.018672252,101.2584534,1308.486084,71.96353912,31.50172806,30.03570557,213,"ok"
"2015_dry_PAR-B2_98T2",2,0.329123251,262.462405,299.4368896,299.9327698,0.017738027,101.2500916,1295.071899,71.85028839,31.3727684,30.00498009,213,"ok"
"2015_dry_PAR-B2_98T2",3,0.18644374,177.841922,199.6600952,199.9502106,0.017587426,101.2439117,1298.967651,71.76429749,31.3207016,29.9889698,213,"ok"
"2015_dry_PAR-B2_98T2",4,-0.344140507,128.9144485,100.4193878,100.0393219,0.017643706,101.2463531,1304.702637,71.63608551,31.25271225,29.96846199,213,"ok"
"2015_dry_PAR-B2_98T2",5,-0.43336115,87.55378368,50.48293304,49.97943878,0.017968159,101.239212,1309.822021,71.47502899,31.19555092,29.94920349,213,"ok"
"2015_dry_PAR-B2_98T2",6,1.009716955,293.395776,388.7612305,390.1100464,0.018715069,101.2303162,1308.172485,71.33972168,31.17810249,29.93741035,213,"ok"
"2015_dry_PAR-B2_98T2",7,0.944255305,299.891354,388.8086243,390.0818176,0.018945302,101.2184982,1308.876587,71.22046661,31.22102737,29.95174789,213,"ok"
"2015_dry_PAR-B2_98T2",8,1.681135071,441.3919095,597.9847412,600.2180176,0.018868593,101.2154312,1309.932983,71.17728424,31.25905037,29.9710598,213,"ok"
"2015_dry_PAR-B2_98T2",9,2.574370917,554.8209038,796.9492188,800.3203735,0.018418121,101.2144241,1310.956055,71.29389954,31.29811287,29.97813797,213,"ok"
"2015_dry_PAR-B2_98T2",10,2.942904031,705.9463528,995.9922485,999.8627319,0.017648023,101.2113419,1310.897461,71.44833374,31.36932945,30.0077095,213,"ok"
"2015_dry_PAR-B2_98T2",11,3.397571367,850.0075605,1195.721558,1200.196655,0.017115131,101.2046585,1310.244385,71.71600342,31.48616982,30.04260445,213,"ok"
"2015_dry_PAR-B2_98T2",12,4.234061241,1044.167951,1494.765015,1500.320068,0.016295344,101.1964188,1311.088745,72.06096649,31.55707169,30.07075691,213,"ok"
"2015_dry_PAR-B2_98T2",13,4.271177497,1215.314584,1694.286743,1699.925537,0.01555813,101.1882553,1310.948975,72.43846893,31.63899994,30.09343719,213,"ok"
"2015_dry_PAR-B2_98T2",14,5.006441163,1400.93876,1993.515503,2000.085327,0.014649556,101.1844559,1289.466797,72.8585434,31.63456726,30.10267639,213,"ok"
"2015_dry_PAR-B2_98T2",15,4.893985177,1596.968666,2193.301514,2199.774658,0.014343176,101.1785736,1290.54834,73.2589035,31.65390587,30.1056366,213,"ok"
"2015_dry_PAR-B2_98T2",16,4.987338144,1771.888629,2393.031006,2399.658447,0.014097602,101.1715622,1290.94812,73.63620758,31.71843338,30.12786102,213,"ok"
"2015_dry_PAR-B2_98T2",17,5.080929782,1843.365161,2489.962646,2496.713379,0.01379376,101.1686325,1293.766602,74.05447388,31.80067635,30.15920448,213,"ok"
