"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_NOU-T2_78T1",1,4.949734861,183.3536546,383.8321533,390.1199951,0.041717383,100.3891068,1299.301636,76.22962952,32.82550049,30.00352478,133,"ok"
"2015_dry_NOU-T2_78T1",2,3.39613737,157.6949449,294.9116516,299.2579041,0.042135428,100.3882141,1298.786621,76.520401,32.9163208,30.02993393,133,"ok"
"2015_dry_NOU-T2_78T1",3,1.655226605,127.5206272,196.5259552,198.6909943,0.041725849,100.3831787,1299.633179,76.70896149,32.95277786,30.04698372,133,"ok"
"2015_dry_NOU-T2_78T1",4,0.182515178,89.40775247,98.53180695,98.85020447,0.046477038,100.3822708,1298.775024,77.01655579,33.03545761,30.08127022,133,"ok"
"2015_dry_NOU-T2_78T1",5,-0.599213576,69.19895853,50.73439407,50.06766129,0.048119532,100.3875885,1299.141602,77.25397491,33.04527664,30.08472824,133,"ok"
"2015_dry_NOU-T2_78T1",6,5.71733568,195.9791442,382.5408936,389.8329468,0.052154208,100.3841858,1299.539795,77.44139099,33.05300522,30.08510971,133,"ok"
"2015_dry_NOU-T2_78T1",7,9.031595282,287.2228144,587.9293213,599.4060059,0.050915631,100.381897,1299.655396,77.36738586,32.93945694,30.06173134,133,"ok"
"2015_dry_NOU-T2_78T1",8,10.76691507,375.0222461,786.6669312,800.3416748,0.044217123,100.3793411,1300.091675,76.71704102,32.89997864,30.03688622,133,"ok"
"2015_dry_NOU-T2_78T1",9,10.55962193,475.1171746,986.6348267,1000.064148,0.034840897,100.3766098,1300.063599,75.91869354,32.8492775,30.01602745,133,"ok"
"2015_dry_NOU-T2_78T1",10,10.71485738,589.4490835,1187.028687,1200.69458,0.030299244,100.3752594,1300.217407,75.27262878,32.85229874,29.99576378,133,"ok"
"2015_dry_NOU-T2_78T1",11,9.940521422,791.9955522,1487.793701,1500.552246,0.024242476,100.3671265,1300.18042,74.33638,32.85469818,29.98824501,133,"ok"
"2015_dry_NOU-T2_78T1",12,8.99592781,970.7288013,1688.838745,1700.463623,0.021385096,100.3660583,1300.690552,73.68161011,32.73141479,29.95885658,133,"bad"
"2015_dry_NOU-T2_78T1",13,8.478123701,1212.893583,1988.906616,1999.956177,0.018789452,100.3619461,1300.107056,73.19101715,32.79442978,29.97224236,133,"bad"
"2015_dry_NOU-T2_78T1",14,6.778972722,1429.239378,2168.630371,2177.599121,0.015985252,100.3537216,1298.869629,73.05537415,32.97703171,30.02791405,133,"bad"
"2015_dry_NOU-T2_78T1",15,5.07532732,1536.819224,2170.641113,2177.484131,0.014217936,100.3517456,1300.182617,73.02615356,33.0835495,30.04879379,133,"bad"
