"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_NOU-B4_305T2",1,3.455759039,245.3347133,385.9809875,390.8100891,0.045241441,99.64828491,1299.794678,49.66485214,35.71009445,34.32444,67,"ok"
"2015_dry_NOU-B4_305T2",2,1.112754221,241.9052297,294.1491394,296.0346985,0.047583872,99.65071106,1299.023804,49.71601868,35.79868698,34.41439819,67,"bad"
"2015_dry_NOU-B4_305T2",3,1.41923957,144.9398733,197.6589203,199.7697601,0.052877742,99.64428711,1299.157593,49.90594864,35.81642914,34.48184967,67,"ok"
"2015_dry_NOU-B4_305T2",4,0.410550872,84.13182436,100.6127701,101.3319626,0.057713491,99.64377594,1298.599854,49.97253799,35.86485672,34.56327057,67,"ok"
"2015_dry_NOU-B4_305T2",5,-0.672343129,67.38330267,53.06733704,52.38881302,0.062809628,99.64949036,1299.326416,50.20481491,35.70173645,34.51081848,67,"ok"
"2015_dry_NOU-B4_305T2",6,4.520953024,255.6837782,383.6278992,389.9986877,0.066086064,99.65856934,1299.646484,50.57881165,35.52274323,34.39918137,67,"ok"
"2015_dry_NOU-B4_305T2",7,7.163461177,367.8590762,590.1004639,599.949707,0.058734532,99.6772995,1301.219604,51.01405334,35.05957413,33.91237259,67,"ok"
"2015_dry_NOU-B4_305T2",8,8.920272318,466.6908835,787.84552,799.953186,0.04984739,99.67726135,1300.061523,51.17436218,34.79796219,33.58647156,67,"ok"
"2015_dry_NOU-B4_305T2",9,10.22781355,559.5032675,986.5681763,1000.330566,0.042527047,99.68018341,1300.342163,51.30679321,34.61392212,33.30910873,67,"ok"
"2015_dry_NOU-B4_305T2",10,10.811915,652.9763389,1185.267578,1199.744995,0.03582541,99.68132019,1300.733154,51.34361267,34.48174667,33.09976578,67,"ok"
"2015_dry_NOU-B4_305T2",11,12.0602982,783.7693531,1483.477417,1499.533936,0.03017543,99.68563843,1300.709106,51.36450958,34.38462067,32.92763519,67,"ok"
"2015_dry_NOU-B4_305T2",12,12.22182688,840.4312271,1683.768677,1699.929565,0.025162739,99.69190216,1300.995605,51.47474289,34.27479553,32.74871445,67,"ok"
"2015_dry_NOU-B4_305T2",13,12.56993236,976.4973111,1983.056763,1999.643311,0.021619636,99.70355988,1301.360718,51.64492416,34.1632843,32.58469009,67,"ok"
"2015_dry_NOU-B4_305T2",14,12.16243862,1052.741511,2183.80542,2199.803467,0.018544824,99.71481323,1299.921143,51.97307587,34.00556946,32.384655,67,"bad"
"2015_dry_NOU-B4_305T2",15,11.2500964,1080.253998,2266.041016,2280.809814,0.016322174,99.71215057,1299.952515,52.30082703,33.88043594,32.2290535,67,"bad"
