"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_NOU-T3_60D1",1,3.909609368,203.3550501,385.6924133,389.5917969,0.036839926,100.1987839,799.5646362,65.85894775,32.9609108,30.34066582,145,"ok"
"2015_dry_NOU-T3_60D1",2,2.837487181,167.2822442,296.2565002,299.1015625,0.038028851,100.1950836,800.2938232,65.84311676,32.79392242,30.30715561,145,"ok"
"2015_dry_NOU-T3_60D1",3,1.5267715,128.7490722,197.9325409,199.4950714,0.038954739,100.1907501,800.8148804,65.74649811,32.67948914,30.26428604,145,"ok"
"2015_dry_NOU-T3_60D1",4,0.183786621,87.85018854,98.67041779,98.91745758,0.039385324,100.1924438,800.6282349,65.68644714,32.63922119,30.25103951,145,"ok"
"2015_dry_NOU-T3_60D1",5,-0.441965073,64.4006176,49.13893509,48.7722168,0.041468347,100.1910553,800.1330566,65.66490173,32.71458817,30.2792263,145,"ok"
"2015_dry_NOU-T3_60D1",6,4.178465066,218.691589,386.1251831,390.3143921,0.043203672,100.1881104,800.4317627,65.57907104,32.70130539,30.28151512,145,"ok"
"2015_dry_NOU-T3_60D1",7,6.907247723,323.4652702,593.0335083,599.9295044,0.044188557,100.1878357,800.548584,65.49382782,32.6658783,30.272295,145,"ok"
"2015_dry_NOU-T3_60D1",8,8.914096474,452.0334888,790.9955444,799.9412231,0.045605623,100.1851425,800.164917,65.41648102,32.67398834,30.28190422,145,"ok"
"2015_dry_NOU-T3_60D1",9,10.37609919,601.5847074,990.6692505,1001.15802,0.046603598,100.1816788,800.6775513,65.39253235,32.59361267,30.25988388,145,"ok"
"2015_dry_NOU-T3_60D1",10,11.11759867,777.9822528,1189.098999,1200.484375,0.047890757,100.1747055,800.6415405,65.17292023,32.52638626,30.23120689,145,"ok"
"2015_dry_NOU-T3_60D1",11,12.26909953,1028.393715,1486.966553,1499.69812,0.04801702,100.173439,800.7523193,64.91924286,32.4773407,30.23085785,145,"ok"
"2015_dry_NOU-T3_60D1",12,12.99391981,1200.117613,1687.006836,1700.627319,0.048378154,100.1734619,800.5016479,64.76049042,32.54362106,30.24026108,145,"ok"
"2015_dry_NOU-T3_60D1",13,12.92434166,1487.158822,1986.555054,2000.369873,0.047839485,100.1682129,800.9616699,64.51448822,32.45285034,30.21478271,145,"ok"
"2015_dry_NOU-T3_60D1",14,12.99336621,1658.115078,2169.642822,2183.659912,0.047384659,100.1661453,801.3204346,64.24676514,32.31694412,30.16530609,145,"ok"
"2015_dry_NOU-T3_60D1",15,12.84258547,1659.405262,2170.32959,2184.201172,0.046935765,100.163269,801.0669556,64.08956909,32.33872604,30.17078972,145,"ok"
