"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_PAR-T4_806D2",1,3.55152943,226.969662,385.7962952,390.3242493,0.037968122,101.1174622,499.9450989,69.7580719,31.13917351,30.54111099,383,"ok"
"2015_dry_PAR-T4_806D2",2,2.753773891,185.5844052,295.0609741,298.5921326,0.043031736,101.1201172,500.1283569,70.12854767,31.11429405,30.53348351,383,"ok"
"2015_dry_PAR-T4_806D2",3,1.767365293,135.6373764,196.8365173,199.1314697,0.050137855,101.1199951,499.8901672,70.47382355,31.12974167,30.54396248,383,"ok"
"2015_dry_PAR-T4_806D2",4,0.315196865,87.46998178,98.69868469,99.17465973,0.056789619,101.118927,499.793335,70.82366943,31.16932297,30.56356621,383,"ok"
"2015_dry_PAR-T4_806D2",5,-0.583388275,62.52226875,48.65837479,48.0100174,0.062785501,101.119194,499.9597473,71.15135956,31.09603119,30.54125023,383,"ok"
"2015_dry_PAR-T4_806D2",6,4.401627008,274.3892601,386.8553467,392.5841675,0.068510205,101.1116943,499.8939514,71.41123962,31.0737381,30.53916931,383,"bad"
"2015_dry_PAR-T4_806D2",7,4.774957229,255.6205026,383.687561,389.8423462,0.064547201,101.1170502,499.735321,71.26345062,31.14195633,30.56317139,383,"ok"
"2015_dry_PAR-T4_806D2",8,6.515439166,363.5834595,592.7738647,601.0991211,0.048547092,101.1170731,499.5720825,70.72171783,31.16318893,30.56101036,383,"ok"
"2015_dry_PAR-T4_806D2",9,6.704410221,475.2695011,791.7698975,800.3357544,0.036022386,101.1178513,499.6029663,70.32751465,31.30252075,30.60412216,383,"ok"
"2015_dry_PAR-T4_806D2",10,6.779800276,575.7976146,991.644104,1000.286438,0.027587168,101.111702,499.0783997,70.09542084,31.32836151,30.61020279,383,"ok"
"2015_dry_PAR-T4_806D2",11,7.143899582,687.940132,1190.906494,1200.009521,0.023999736,101.1134872,499.5385437,70.16011047,31.36104393,30.62690353,383,"ok"
"2015_dry_PAR-T4_806D2",12,7.929784084,885.9741716,1490.870483,1501.004883,0.022201633,101.1071167,499.1817322,70.2334137,31.41327858,30.63656044,383,"ok"
"2015_dry_PAR-T4_806D2",13,8.390844742,1002.486082,1689.636108,1700.360718,0.020672287,101.1090164,499.1701965,70.33041382,31.46770477,30.65804291,383,"ok"
"2015_dry_PAR-T4_806D2",14,8.509053654,1142.098095,1878.060303,1888.955566,0.019604788,101.1079712,499.0958252,70.49742126,31.42595482,30.63615417,383,"ok"
"2015_dry_PAR-T4_806D2",15,8.26406979,1151.689287,1878.398071,1888.992798,0.019303993,101.100235,499.167572,70.53000641,31.48044205,30.65892982,383,"ok"
