"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_PAR-B1_66T1",1,3.096142978,290.5747358,384.3171692,388.4754333,0.059405292,101.169754,1298.651123,60.7947197,30.0404129,30.48158646,181,"bad"
"2015_dry_PAR-B1_66T1",2,2.042912897,230.5791025,295.1166687,297.8989258,0.057703062,101.1729813,1299.571899,60.84689713,30.04467583,30.46484184,181,"bad"
"2015_dry_PAR-B1_66T1",3,1.722085619,160.1182121,196.2847443,198.6884918,0.089812529,101.1728592,1299.196411,60.89411926,30.01606941,30.44426918,181,"ok"
"2015_dry_PAR-B1_66T1",4,0.168146005,93.04168389,98.54206085,98.91886139,0.092642342,101.1658859,1299.47168,60.91687775,30.04606056,30.43605423,181,"ok"
"2015_dry_PAR-B1_66T1",5,-0.527276982,60.40622421,49.63054276,49.06497574,0.070520354,101.1700668,1298.804565,60.95456696,30.02804756,30.42743683,181,"ok"
"2015_dry_PAR-B1_66T1",6,4.829976734,295.8190366,383.3353882,389.87854,0.101358829,101.1672821,1300.158203,60.9311142,30.07360077,30.44272423,181,"ok"
"2015_dry_PAR-B1_66T1",7,5.328240286,449.3938121,589.7225952,596.9008789,0.068691417,101.168396,1300.214355,60.9824028,30.03954697,30.41281128,181,"bad"
"2015_dry_PAR-B1_66T1",8,9.88052363,613.2961917,786.5247192,799.9731445,0.105384844,101.1713257,1300.608521,60.84688187,30.03841972,30.39541817,181,"ok"
"2015_dry_PAR-B1_66T1",9,10.99945995,792.2389107,986.2084961,1001.429565,0.106546832,101.1665573,1300.129883,60.67914581,30.03514862,30.41624069,181,"ok"
"2015_dry_PAR-B1_66T1",10,12.10189691,965.2850711,1183.62439,1200.544312,0.105175937,101.1637039,1299.158936,60.62511063,30.02828217,30.41352081,181,"ok"
"2015_dry_PAR-B1_66T1",11,13.04368477,1233.053071,1481.459351,1500.007813,0.101230672,101.1617889,1299.575562,60.46706772,30.01036644,30.4081974,181,"ok"
"2015_dry_PAR-B1_66T1",12,13.57465821,1410.98472,1680.123413,1699.626465,0.098138614,101.1622009,1299.172607,60.35055542,30.03889656,30.40209579,181,"ok"
"2015_dry_PAR-B1_66T1",13,14.02317094,1683.59952,1979.177734,1999.597412,0.093443158,101.1648788,1299.889771,60.0658989,29.94379425,30.37503433,181,"ok"
"2015_dry_PAR-B1_66T1",14,14.06017919,1823.383903,2151.186523,2171.695801,0.084374705,101.1662598,1299.828735,59.62219238,30.03453255,30.33821106,181,"ok"
"2015_dry_PAR-B1_66T1",15,13.9865066,1811.740431,2151.504883,2171.784424,0.08039112,101.1663132,1299.583374,59.31941986,30.03616142,30.34619522,181,"ok"
