"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_NOU-B1_105T1",1,3.08607261,203.9236421,386.0421448,390.0522461,0.029099916,99.98866272,1299.908569,51.98915863,30.81757545,30.03542709,401,"ok"
"2015_wet_NOU-B1_105T1",2,3.135052972,204.7698778,385.957428,390.0308838,0.029721283,99.98516846,1299.751953,51.92909622,30.757164,30.02654076,401,"ok"
"2015_wet_NOU-B1_105T1",3,2.274049356,166.1289286,296.9951172,299.9670105,0.030021543,99.9847641,1299.782104,51.82427216,30.76091003,30.01794434,401,"ok"
"2015_wet_NOU-B1_105T1",4,1.154253005,131.7986704,198.4129791,199.9655304,0.030817495,99.98464203,1299.496948,51.71509171,30.77245331,30.02710724,401,"ok"
"2015_wet_NOU-B1_105T1",5,0.189777984,86.61043023,99.77748871,100.0914612,0.031539344,99.97725677,1299.798096,51.69577026,30.72536087,30.0012188,401,"ok"
"2015_wet_NOU-B1_105T1",6,-0.454152782,70.7629818,50.35745239,49.85763168,0.03240666,99.97566986,1299.55542,51.65914536,30.70321846,30.00269508,401,"ok"
"2015_wet_NOU-B1_105T1",7,3.566027589,202.7986831,384.9626465,389.5953064,0.033654921,99.97405243,1299.165283,51.610569,30.75362015,30.02591705,401,"ok"
"2015_wet_NOU-B1_105T1",8,3.846995566,199.1223354,385.0135803,390.0016479,0.035532057,99.96866608,1299.350098,51.62992096,30.72637749,30.02326965,401,"ok"
"2015_wet_NOU-B1_105T1",9,6.06886568,306.6059009,592.3119507,600.1785889,0.03647447,99.96152496,1299.402222,51.6015892,30.67873955,30.01066399,401,"ok"
"2015_wet_NOU-B1_105T1",10,8.068896804,415.690195,789.5983276,800.0745239,0.037120631,99.95957947,1299.228394,51.55163956,30.67972374,30.01272011,401,"ok"
"2015_wet_NOU-B1_105T1",11,9.127538634,547.6336593,988.203186,1000.128357,0.035839032,99.95287323,1298.681763,51.44012451,30.7844677,30.04312897,401,"ok"
"2015_wet_NOU-B1_105T1",12,10.03616601,676.3604321,1187.048584,1200.216919,0.034118363,99.95056915,1300.441772,51.46583176,30.90751266,30.08148003,401,"ok"
"2015_wet_NOU-B1_105T1",13,10.31227464,716.9244498,1286.553955,1300.065308,0.031350259,99.94589996,1300.058472,51.51044083,31.05247688,30.12290192,401,"ok"
"2015_wet_NOU-B1_105T1",14,10.56251792,842.6274826,1485.58374,1499.460815,0.028500267,99.94484711,1299.357544,51.62290573,31.14832306,30.15867233,401,"ok"
"2015_wet_NOU-B1_105T1",15,11.18062284,946.2289419,1685.365723,1700.049927,0.026209634,99.93563843,1298.894287,51.92770767,31.2929306,30.18809128,401,"ok"
"2015_wet_NOU-B1_105T1",16,11.34942358,1196.677093,1985.086426,2000.141235,0.02518379,99.94076538,1298.736084,52.17610168,31.33761215,30.21026039,401,"ok"
