"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_PAR-T3_100D2",1,2.136967764,295.6490335,386.8107605,389.9108887,0.045056633,100.9547348,499.7819519,50.87379456,33.51400757,33.63037491,356,"bad"
"2015_dry_PAR-T3_100D2",2,1.52334865,232.6669032,297.6087952,299.859436,0.045923605,100.9489517,499.5282898,50.76273346,33.56040192,33.66286469,356,"ok"
"2015_dry_PAR-T3_100D2",3,0.615424815,170.4474275,198.8762665,199.908432,0.048149079,100.9452744,499.8828125,50.78419495,33.46908951,33.6330452,356,"ok"
"2015_dry_PAR-T3_100D2",4,-0.326718353,106.140621,100.1784286,99.94581604,0.051798926,100.9423218,499.7095032,50.84108353,33.47854996,33.64459991,356,"ok"
"2015_dry_PAR-T3_100D2",5,-0.881614705,73.71907017,50.99770355,50.02837372,0.056736604,100.9365768,499.7593384,50.96876526,33.40301514,33.61632156,356,"ok"
"2015_dry_PAR-T3_100D2",6,2.99248292,294.0572419,385.7970886,390.1044617,0.062568662,100.9311066,499.5933838,51.30005646,33.31206894,33.57624817,356,"ok"
"2015_dry_PAR-T3_100D2",7,3.011129681,295.9432583,385.6570129,390.0110168,0.064715075,100.9300537,499.5932617,51.44174957,33.36538696,33.62257385,356,"ok"
"2015_dry_PAR-T3_100D2",8,4.641253217,445.947153,593.2922974,599.9232178,0.059918382,100.9300461,499.773407,51.23852921,33.36212921,33.60596085,356,"ok"
"2015_dry_PAR-T3_100D2",9,5.547266548,591.2719765,792.0898438,800.0158691,0.052409547,100.923584,499.4144287,50.81924057,33.49039841,33.65233994,356,"ok"
"2015_dry_PAR-T3_100D2",10,6.227557786,734.7425499,991.2030029,1000.086182,0.045896426,100.920639,499.6018982,50.49295044,33.54515076,33.67414474,356,"ok"
"2015_dry_PAR-T3_100D2",11,6.77527072,872.5838885,1190.237305,1199.874634,0.040118052,100.9217911,499.544342,50.11817169,33.64244461,33.71947861,356,"ok"
"2015_dry_PAR-T3_100D2",12,7.418052503,1094.411989,1489.304932,1499.888184,0.035381025,100.9138718,499.4710083,49.90560913,33.68736649,33.72158051,356,"ok"
"2015_dry_PAR-T3_100D2",13,7.879593213,1222.882654,1689.073853,1700.24292,0.031588608,100.9109726,499.531189,49.76755142,33.70106506,33.70866013,356,"ok"
"2015_dry_PAR-T3_100D2",14,8.443595765,1448.039728,1987.865479,1999.868164,0.029296579,100.9093933,499.4559937,49.62899017,33.64100266,33.64914322,356,"ok"
"2015_dry_PAR-T3_100D2",15,8.590972042,1605.339552,2188.09082,2200.368896,0.027742358,100.9039154,499.6107483,49.30677032,33.66535568,33.64942551,356,"ok"
"2015_dry_PAR-T3_100D2",16,8.607443878,1620.245851,2233.516602,2245.80249,0.026354925,100.8976212,499.2601624,48.71925354,33.83815002,33.76263809,356,"ok"
