SampleID,Date,Site,Vertical_Profile,Vertical_Elevation,Phenological_Stage,Species_Name,Species_Code,Tleaf_Spec
BNL17544,20200212,PA_SLZ,D,10,Mature,Melastomataceae family,NA,26.9
BNL17554,20200213,PA_SLZ,G,10,Mature,Melastomataceae family,NA,24.1
BNL17560,20200213,PA_SLZ,G,10,Mature,Melastomataceae family,NA,26.2
BNL17576,20200214,PA_SLZ,I,5,Mature,Guatteria genus,NA,25.1
BNL17587,20200214,PA_SLZ,I,5,Mature,Guatteria genus,NA,28.1
BNL18445,20200312,PA_SLZ,D,10,Mature,Melastomataceae family,NA,27.4
BNL18449,20200312,PA_SLZ,D,10,Mature,Melastomataceae family,NA,29.5
SPC00100,20200211,PA_SLZ,C,7,Mature,Melastomataceae family,NA,25.9
SPC00153,20200212,PA_SLZ,E,8,Mature,Melastomataceae family,NA,24.7
SPC00154,20200212,PA_SLZ,E,10,Mature,Melastomataceae family,NA,24.5
SPC00155,20200213,PA_SLZ,F,1,Mature,Melastomataceae family,NA,27.9
SPC00394,20200217,PA_SLZ,G,10,Mature,Melastomataceae family,NA,25.1
SPC00455,20200218,PA_SLZ,I,9,Mature,Melastomataceae family,NA,25.7
SPC00459,20200218,PA_SLZ,I,10,Mature,Melastomataceae family,NA,26.1
BNL17619,20200218,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,28.1
BNL17632,20200218,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,26.8
BNL18444,20200312,PA_SLZ,NA,1,Mature,Stromanthe jacquinii,NA,28.9
BNL17641,20200219,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,25.6
BNL17643,20200219,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,25.1
SPC00300,20200217,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,25.1
SPC00117,20200212,PA_SLZ,D,1,Young,NA,NA,-9999
SPC00301,20200217,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,25.7
SPC00303,20200217,PA_SLZ,A,10,Mature,Philodendron grandipes,NA,25.2
BNL17623,20200218,PA_SLZ,J,5,Mature,Salacia multiflora,NA,28.6
BNL17630,20200218,PA_SLZ,J,5,Mature,Salacia multiflora,NA,27.1
SPC00159,20200213,PA_SLZ,F,1,Mature,NA,NA,-9999
SPC00162,20200213,PA_SLZ,F,1,Young,NA,NA,-9999
SPC00184,20200213,PA_SLZ,F,8,Mature,Philodendron guttiferum,NA,25.2
SPC00204,20200213,PA_SLZ,H,1,Mature,Guatteria genus,NA,27.3
SPC00205,20200213,PA_SLZ,H,1,Mature,Guatteria genus,NA,28.9
SPC00206,20200213,PA_SLZ,H,2,Mature,Guatteria genus,NA,27.5
SPC00231,20200213,PA_SLZ,H,10,Mature,NA,NA,25.9
SPC00234,20200214,PA_SLZ,H,1,Old,NA,NA,-9999
SPC00235,20200214,PA_SLZ,H,1,Old,NA,NA,-9999
SPC00245,20200214,PA_SLZ,H,10,Mature,NA,NA,25.9
SPC00251,20200214,PA_SLZ,I,5,Mature,Guatteria genus,NA,25.5
SPC00252,20200214,PA_SLZ,I,5,Old,NA,NA,-9999
SPC00253,20200214,PA_SLZ,I,5,Mature,Guatteria genus,NA,25.1
SPC00254,20200214,PA_SLZ,I,8,Mature,Unonopsis genus,NA,25.7
SPC00255,20200214,PA_SLZ,I,8,Mature,Unonopsis genus,NA,25.1
SPC00297,20200217,PA_SLZ,A,9,Mature,Philodendron genus,NA,25
SPC00299,20200217,PA_SLZ,A,9,Mature,NA,NA,26.4
SPC00126,20200212,PA_SLZ,D,5,Mature,Salacia multiflora,NA,25.6
SPC00420,20200218,PA_SLZ,I,0,Young,Salacia multiflora,NA,27.6
SPC00424,20200218,PA_SLZ,I,1,Mature,Salacia multiflora,NA,24.6
SPC00314,20200217,PA_SLZ,NA,1,NA,NA,NA,-9999
SPC00339,20200217,PA_SLZ,E,7,Mature,Philodendron pterotum,NA,25
SPC00347,20200217,PA_SLZ,E,9,Mature,Swartzia simplex,NA,25
SPC00349,20200217,PA_SLZ,E,9,Mature,Philodendron guttiferum,NA,25.8
SPC00441,20200218,PA_SLZ,I,5,Mature,Salacia multiflora,NA,25.1
SPC00478,20200218,PA_SLZ,J,3,Mature,Salacia multiflora,NA,24.9
SPC00484,20200218,PA_SLZ,J,4,Mature,Salacia multiflora,NA,25.1
SPC00437,20200218,PA_SLZ,I,4,Mature,Guatteria genus,NA,24.5
SPC00438,20200218,PA_SLZ,I,4,Mature,Guatteria genus,NA,24.4
SPC00485,20200218,PA_SLZ,J,5,Mature,Salacia multiflora,NA,24.9
SPC00442,20200218,PA_SLZ,I,5,Mature,Guatteria genus,NA,25.5
SPC00444,20200218,PA_SLZ,I,6,Young,Philodendron genus,NA,25
SPC00445,20200218,PA_SLZ,I,6,Mature,Guatteria genus,NA,24.7
SPC00450,20200218,PA_SLZ,I,8,Mature,Unonopsis genus,NA,25.7
SPC00451,20200218,PA_SLZ,I,8,Mature,Unonopsis genus,NA,25.1
SPC00486,20200218,PA_SLZ,J,5,Mature,Salacia multiflora,NA,24.8
SPC00488,20200218,PA_SLZ,J,5,Mature,Salacia multiflora,NA,24.9
SPC00491,20200218,PA_SLZ,J,6,Mature,Salacia multiflora,NA,25.4
SPC00458,20200218,PA_SLZ,I,10,Young,Unonopsis genus,NA,26.2
SPC00460,20200218,PA_SLZ,I,10,Mature,Philodendron genus,NA,26.1
SPC00479,20200218,PA_SLZ,J,3,Mature,Philodendron genus,NA,24.9
SPC00483,20200218,PA_SLZ,J,4,Mature,Philodendron genus,NA,24.9
SPC00489,20200218,PA_SLZ,J,6,Mature,Philodendron genus,NA,25.5
SPC00490,20200218,PA_SLZ,J,6,Mature,Philodendron genus,NA,25.3
SPC00494,20200218,PA_SLZ,J,7,Mature,Philodendron genus,NA,25.3
SPC00509,20200218,PA_SLZ,J,10,Mature,NA,NA,25.7
SPC00383,20200217,PA_SLZ,G,6,Mature,Nectandra umbrosa,NECTUM,25.7
SPC00497,20200218,PA_SLZ,J,8,Mature,Nectandra umbrosa,NECTUM,25.9
SPC00500,20200218,PA_SLZ,J,8,Mature,Nectandra umbrosa,NECTUM,25.9
SPC00502,20200218,PA_SLZ,J,9,Mature,Nectandra umbrosa,NECTUM,25.7
SPC00380,20200217,PA_SLZ,G,5,Mature,Ocotea insularis,OCOTIR,24.5
SPC00381,20200217,PA_SLZ,G,6,Mature,Ocotea insularis,OCOTIR,25.5
SPC00384,20200217,PA_SLZ,G,7,Mature,Ocotea insularis,OCOTIR,24.5
SPC00124,20200212,PA_SLZ,D,4,Mature,Oenocarpus mapora,OENOMA,26.9
SPC00127,20200212,PA_SLZ,D,5,Mature,Oenocarpus mapora,OENOMA,26
SPC00130,20200212,PA_SLZ,D,6,Mature,Oenocarpus mapora,OENOMA,27.2
SPC00133,20200212,PA_SLZ,D,7,Mature,Oenocarpus mapora,OENOMA,25.5
SPC00510,20200218,PA_SLZ,J,10,Mature,Oenocarpus mapora,OENOMA,25.9
BNL17547,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,24.3
BNL17549,20200213,PA_SLZ,F,5,Mature,Pera arborea,PERAAR,24.5
BNL17563,20200213,PA_SLZ,F,5,Mature,Pera arborea,PERAAR,27.2
BNL17564,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,27
BNL17566,20200213,PA_SLZ,F,5,Mature,Pera arborea,PERAAR,26.7
BNL17715,20200225,PA_SLZ,NA,1,Mature,Pera arborea,PERAAR,27.7
SPC00165,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,27
SPC00166,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,25.8
SPC00168,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,27
SPC00169,20200213,PA_SLZ,F,3,Mature,Pera arborea,PERAAR,25.8
SPC00172,20200213,PA_SLZ,F,4,Mature,Pera arborea,PERAAR,28.6
SPC00173,20200213,PA_SLZ,F,5,Mature,Pera arborea,PERAAR,25.3
SPC00174,20200213,PA_SLZ,F,5,Mature,Pera arborea,PERAAR,25
SPC00471,20200218,PA_SLZ,J,2,Mature,Pera arborea,PERAAR,25.2
SPC00518,20200225,PA_SLZ,NA,1,NA,Pera arborea,PERAAR,-9999
SPC00232,20200213,PA_SLZ,H,10,Mature,Perebea xanthochyma,PEREXA,26.2
SPC00246,20200214,PA_SLZ,H,10,Mature,Perebea xanthochyma,PEREXA,26.2
SPC00496,20200218,PA_SLZ,J,8,Mature,Perebea xanthochyma,PEREXA,25.3
SPC00501,20200218,PA_SLZ,J,8,Mature,Perebea xanthochyma,PEREXA,25.3
SPC00508,20200218,PA_SLZ,J,10,Mature,Perebea xanthochyma,PEREXA,25.3
BNL17246,20200128,PA_SLZ,NA,1,Mature,Persea americana,PERSAM,23.5
BNL17572,20200214,PA_SLZ,H,10,Young,Philodendron fragrantissimum,PHILFR,25
BNL17584,20200214,PA_SLZ,H,10,Mature,Philodendron fragrantissimum,PHILFR,28.9
BNL17620,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,27.4
BNL17625,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,26.7
BNL17639,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,24.7
BNL17640,20200219,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,25.3
BNL17645,20200219,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,24.4
SPC00198,20200213,PA_SLZ,G,8,Mature,Philodendron fragrantissimum,PHILFR,24.8
SPC00199,20200213,PA_SLZ,G,8,Mature,Philodendron fragrantissimum,PHILFR,24.4
SPC00200,20200213,PA_SLZ,G,10,Mature,Philodendron fragrantissimum,PHILFR,26
SPC00230,20200213,PA_SLZ,H,10,Mature,Philodendron fragrantissimum,PHILFR,25.3
SPC00247,20200214,PA_SLZ,H,10,Mature,Philodendron fragrantissimum,PHILFR,25.3
SPC00464,20200218,PA_SLZ,J,1,Mature,Philodendron fragrantissimum,PHILFR,24.3
SPC00465,20200218,PA_SLZ,J,1,Young,Philodendron fragrantissimum,PHILFR,24.7
SPC00466,20200218,PA_SLZ,J,1,Old,Philodendron fragrantissimum,PHILFR,24.5
SPC00503,20200218,PA_SLZ,J,9,Mature,Philodendron fragrantissimum,PHILFR,25.9
SPC00506,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,26.1
SPC00511,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,26.1
SPC00513,20200218,PA_SLZ,J,10,Mature,Philodendron fragrantissimum,PHILFR,26.1
BNL17713,20200225,PA_SLZ,NA,1,Mature,Pourouma bicolor,POURBI,27.6
BNL17722,20200225,PA_SLZ,NA,1,Mature,Pourouma bicolor,POURBI,26.2
SPC00472,20200218,PA_SLZ,J,2,Mature,Pourouma bicolor,POURBI,24.4
SPC00519,20200225,PA_SLZ,NA,1,NA,Pourouma bicolor,POURBI,-9999
SPC00390,20200217,PA_SLZ,G,9,Mature,Pouteria reticulata,POUTRE,25.3
BNL17579,20200214,PA_SLZ,H,8,Mature,Protium panamense,PROTPA,23.8
BNL17586,20200214,PA_SLZ,H,8,Mature,Protium panamense,PROTPA,26.5
BNL17622,20200218,PA_SLZ,A,8,Mature,Protium panamense,PROTPA,27.4
BNL17629,20200218,PA_SLZ,A,8,Mature,Protium panamense,PROTPA,26.9
SPC00061,20200211,PA_SLZ,B,6,Mature,Protium panamense,PROTPA,25.2
SPC00063,20200211,PA_SLZ,B,7,Mature,Protium panamense,PROTPA,25.8
SPC00064,20200211,PA_SLZ,B,7,Mature,Protium panamense,PROTPA,26
SPC00181,20200213,PA_SLZ,F,7,Mature,Protium panamense,PROTPA,24.2
SPC00196,20200213,PA_SLZ,G,5,Mature,Protium panamense,PROTPA,24.5
SPC00197,20200213,PA_SLZ,G,5,Mature,Protium panamense,PROTPA,24.9
SPC00224,20200213,PA_SLZ,H,8,Mature,Protium panamense,PROTPA,25.8
SPC00229,20200213,PA_SLZ,H,9,Mature,Protium panamense,PROTPA,26.2
SPC00243,20200214,PA_SLZ,H,8,Mature,Protium panamense,PROTPA,26.3
SPC00244,20200214,PA_SLZ,H,8,Mature,Protium panamense,PROTPA,25.8
SPC00289,20200217,PA_SLZ,A,7,Mature,Protium panamense,PROTPA,25
SPC00291,20200217,PA_SLZ,A,8,Mature,Protium panamense,PROTPA,24.7
SPC00294,20200217,PA_SLZ,A,8,Mature,Protium panamense,PROTPA,24.6
SPC00295,20200217,PA_SLZ,A,9,Mature,Protium panamense,PROTPA,25.3
SPC00296,20200217,PA_SLZ,A,9,Mature,Protium panamense,PROTPA,24.7
SPC00370,20200217,PA_SLZ,G,2,Mature,Protium panamense,PROTPA,23.8
SPC00371,20200217,PA_SLZ,G,2,Mature,Protium panamense,PROTPA,24.5
SPC00372,20200217,PA_SLZ,G,2,Mature,Protium panamense,PROTPA,24.8
SPC00419,20200218,PA_SLZ,A,8,Mature,Protium panamense,PROTPA,24.7
BNL17546,20200213,PA_SLZ,G,5,Mature,Sloanea meianthera,SLOAM1,24
BNL17558,20200213,PA_SLZ,G,5,Mature,Sloanea meianthera,SLOAM1,29.3
SPC00149,20200212,PA_SLZ,E,1,Mature,Sloanea meianthera,SLOAM1,25.6
SPC00150,20200212,PA_SLZ,E,3,Mature,Sloanea meianthera,SLOAM1,25
SPC00335,20200217,PA_SLZ,E,6,Mature,Sloanea meianthera,SLOAM1,25.3
SPC00378,20200217,PA_SLZ,G,5,Mature,Sloanea meianthera,SLOAM1,24.5
SPC00379,20200217,PA_SLZ,G,5,Mature,Sloanea meianthera,SLOAM1,24.9
SPC00382,20200217,PA_SLZ,G,6,Mature,Sloanea meianthera,SLOAM1,25.9
SPC00385,20200217,PA_SLZ,G,7,Mature,Sloanea meianthera,SLOAM1,26.1
SPC00389,20200217,PA_SLZ,G,8,Mature,Sloanea meianthera,SLOAM1,24.8
BNL17682,20200220,PA_SLZ,NA,1,Mature,Socratea exorrhiza,SOCREX,25.8
SPC00226,20200213,PA_SLZ,H,8,Mature,Socratea exorrhiza,SOCREX,26
SPC00290,20200217,PA_SLZ,A,7,Mature,Socratea exorrhiza,SOCREX,25.4
SPC00293,20200217,PA_SLZ,A,8,Young,Socratea exorrhiza,SOCREX,25.9
SPC00346,20200217,PA_SLZ,E,8,Mature,Socratea exorrhiza,SOCREX,24.7
SPC00393,20200217,PA_SLZ,G,9,Mature,Socratea exorrhiza,SOCREX,24.5
SPC00396,20200217,PA_SLZ,G,10,Mature,Socratea exorrhiza,SOCREX,25.5
SPC00397,20200217,PA_SLZ,G,10,Mature,Socratea exorrhiza,SOCREX,25
SPC00418,20200218,PA_SLZ,A,8,Young,Socratea exorrhiza,SOCREX,25.9
SPC00463,20200218,PA_SLZ,I,10,Mature,Solanum aturense,SOLAAT,25.3
BNL17716,20200225,PA_SLZ,NA,1,Mature,Symphonia globulifera,SYMPGL,27.2
BNL17720,20200225,PA_SLZ,NA,1,Mature,Symphonia globulifera,SYMPGL,27.2
SPC00520,20200225,PA_SLZ,NA,1,NA,Symphonia globulifera,SYMPGL,-9999
SPC00473,20200218,PA_SLZ,J,2,Mature,Symphonia globulifera,SYMPGL,24.4
BNL17243,20200128,PA_SLZ,NA,1,Mature,Tachigali versicolor,TACHVE,24.1
BNL17719,20200225,PA_SLZ,NA,1,Mature,Tachigali versicolor,TACHVE,25.8
SPC00447,20200218,PA_SLZ,I,7,Mature,Tachigali versicolor,TACHVE,24.7
BNL17573,20200214,PA_SLZ,H,1,Young,Tapirira guianensis,TAPIGU,24.8
BNL17575,20200214,PA_SLZ,I,3,Mature,Tapirira guianensis,TAPIGU,25.2
BNL17580,20200214,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,24.8
BNL17581,20200214,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,25.1
BNL17582,20200214,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,25.5
BNL17588,20200214,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,28.5
BNL17589,20200214,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,26.5
BNL17590,20200214,PA_SLZ,I,3,Mature,Tapirira guianensis,TAPIGU,27.8
BNL17591,20200214,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,28
BNL17592,20200214,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,27
BNL17596,20200217,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,26.8
BNL17603,20200217,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,25.2
BNL17606,20200217,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27.1
BNL17607,20200217,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,27.1
BNL17611,20200217,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,25.2
BNL17613,20200217,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,25.5
BNL17647,20200219,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,24.5
BNL17653,20200219,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,24.9
BNL17655,20200219,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,26.1
BNL17656,20200219,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,25.6
BNL17661,20200219,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,25.3
BNL17721,20200225,PA_SLZ,NA,1,Mature,Tapirira guianensis,TAPIGU,27.8
SPC00186,20200213,PA_SLZ,F,9,Mature,Tapirira guianensis,TAPIGU,26.5
SPC00187,20200213,PA_SLZ,F,9,Mature,Tapirira guianensis,TAPIGU,26.4
SPC00188,20200213,PA_SLZ,F,9,Mature,Tapirira guianensis,TAPIGU,25.4
SPC00189,20200213,PA_SLZ,G,0,Mature,Tapirira guianensis,TAPIGU,-9999
SPC00190,20200213,PA_SLZ,G,0,Mature,Tapirira guianensis,TAPIGU,-9999
SPC00191,20200213,PA_SLZ,G,0,Old,Tapirira guianensis,TAPIGU,-9999
SPC00201,20200213,PA_SLZ,G,10,Mature,Tapirira guianensis,TAPIGU,25.5
SPC00202,20200213,PA_SLZ,G,10,Mature,Tapirira guianensis,TAPIGU,25.1
SPC00203,20200213,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27
SPC00213,20200213,PA_SLZ,H,4,Mature,Tapirira guianensis,TAPIGU,25.6
SPC00214,20200213,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,24.8
SPC00215,20200213,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,25.7
SPC00225,20200213,PA_SLZ,H,8,Mature,Tapirira guianensis,TAPIGU,25.6
SPC00233,20200214,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,28.9
SPC00236,20200214,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27
SPC00237,20200214,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27.3
SPC00238,20200214,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,25.5
SPC00239,20200214,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,25.7
SPC00242,20200214,PA_SLZ,H,5,Mature,Tapirira guianensis,TAPIGU,24.8
SPC00248,20200214,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,25.8
SPC00249,20200214,PA_SLZ,I,1,Young,Tapirira guianensis,TAPIGU,25.7
SPC00250,20200214,PA_SLZ,I,3,Mature,Tapirira guianensis,TAPIGU,25.6
SPC00351,20200217,PA_SLZ,E,10,Mature,Tapirira guianensis,TAPIGU,24.8
SPC00352,20200217,PA_SLZ,E,10,Mature,Tapirira guianensis,TAPIGU,24.3
SPC00353,20200217,PA_SLZ,E,10,Mature,Tapirira guianensis,TAPIGU,24.9
SPC00354,20200217,PA_SLZ,E,10,Mature,Tapirira guianensis,TAPIGU,24.5
SPC00355,20200217,PA_SLZ,F,1,Mature,Tapirira guianensis,TAPIGU,30.5
SPC00356,20200217,PA_SLZ,F,1,Mature,Tapirira guianensis,TAPIGU,28.1
SPC00357,20200217,PA_SLZ,F,1,Mature,Tapirira guianensis,TAPIGU,27.9
SPC00398,20200217,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27.3
SPC00399,20200217,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,28.9
SPC00400,20200217,PA_SLZ,H,1,Mature,Tapirira guianensis,TAPIGU,27
SPC00401,20200217,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,26.4
SPC00402,20200217,PA_SLZ,H,3,Mature,Tapirira guianensis,TAPIGU,25.5
SPC00403,20200217,PA_SLZ,I,1,Young,Tapirira guianensis,TAPIGU,25.7
SPC00404,20200217,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,25.8
SPC00426,20200218,PA_SLZ,I,1,Mature,Tapirira guianensis,TAPIGU,27.5
SPC00429,20200218,PA_SLZ,I,2,Mature,Tapirira guianensis,TAPIGU,26.2
SPC00430,20200218,PA_SLZ,I,2,Young,Tapirira guianensis,TAPIGU,25
SPC00431,20200218,PA_SLZ,I,3,Young,Tapirira guianensis,TAPIGU,26.3
SPC00439,20200218,PA_SLZ,I,4,Mature,Tapirira guianensis,TAPIGU,25.3
SPC00440,20200218,PA_SLZ,I,4,Mature,Tapirira guianensis,TAPIGU,25.5
SPC00521,20200225,PA_SLZ,NA,1,NA,Tapirira guianensis,TAPIGU,-9999
SPC00474,20200218,PA_SLZ,J,2,Mature,Tapirira guianensis,TAPIGU,24.6
SPC00475,20200218,PA_SLZ,J,3,Mature,Tapirira guianensis,TAPIGU,24.6
SPC00522,20200225,PA_SLZ,NA,1,NA,Tapirira guianensis,TAPIGU,-9999
SPC00480,20200218,PA_SLZ,J,3,Mature,Tapirira guianensis,TAPIGU,26.1
SPC00482,20200218,PA_SLZ,J,4,Mature,Tapirira guianensis,TAPIGU,25.6
SPC00487,20200218,PA_SLZ,J,5,Mature,Tapirira guianensis,TAPIGU,25.1
BNL17131,20200121,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27.3
BNL17148,20200121,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,27.8
BNL17149,20200121,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,26.9
BNL17150,20200121,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,26.2
BNL17157,20200121,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,28.7
BNL17158,20200121,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,29.2
BNL17159,20200121,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,27.1
BNL17165,20200121,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27.6
BNL17201,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,30
BNL17219,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27.2
BNL17220,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,26.7
BNL17221,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,28.9
BNL17222,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,28.8
BNL17223,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27
BNL17224,20200115,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27
BNL17476,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,30.7
BNL17479,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,28.3
BNL17480,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,28.4
BNL17481,20200207,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,28
BNL17482,20200207,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,28.3
BNL17483,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,27
BNL17484,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,26.9
BNL17485,20200207,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,27.8
BNL17486,20200207,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,26.4
BNL17487,20200207,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,30.3
BNL17495,20200208,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,24.5
BNL17496,20200208,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,23.9
BNL17497,20200208,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,24.5
BNL17886,20200305,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,28
BNL17887,20200305,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,27.6
BNL17890,20200305,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,26.2
BNL17891,20200305,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,26.1
BNL17892,20200305,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,26.7
BNL17893,20200305,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,25.3
BNL17894,20200305,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,25.9
BNL17895,20200305,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,24.7
BNL17903,20200305,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,26.3
BNL17904,20200305,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,25.9
BNL17905,20200305,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,25.7
BNL17906,20200305,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,25.9
BNL18451,20200313,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,29
BNL18457,20200313,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,24.3
BNL18458,20200313,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,23.6
BNL18459,20200313,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,24.8
BNL18460,20200313,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,24.5
BNL18461,20200313,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,24.1
BNL18462,20200313,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,23.7
BNL18490,20200313,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,25.2
SPC00001,20200114,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,-9999
SPC00002,20200114,PA_SLZ,NA,1,Mature,Terminalia amazonia,TERMAM,-9999
SPC00003,20200114,PA_SLZ,NA,1,Old,Terminalia amazonia,TERMAM,-9999
SPC00004,20200114,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,-9999
SPC00005,20200114,PA_SLZ,NA,1,Young,Terminalia amazonia,TERMAM,-9999
SPC00505,20200218,PA_SLZ,J,9,Mature,Theobroma bernoullii,THEOBE,26.1
SPC00292,20200217,PA_SLZ,A,8,Mature,Tontelea ovalifolia,TONTOV,25.6
SPC00417,20200218,PA_SLZ,A,8,Mature,Tontelea ovalifolia,TONTOV,25.6
BNL17501,20200211,PA_SLZ,C,8,Mature,Tovomita longifolia,TOVOLO,24.1
BNL17513,20200211,PA_SLZ,C,8,Mature,Tovomita longifolia,TOVOLO,27.1
BNL17526,20200212,PA_SLZ,D,8,Mature,Tovomita longifolia,TOVOLO,23.6
BNL17537,20200212,PA_SLZ,D,8,Mature,Tovomita longifolia,TOVOLO,27.8
BNL17555,20200213,PA_SLZ,G,8,Mature,Tovomita longifolia,TOVOLO,24.9
