SampleID,Date,Site,Vertical_Profile,Vertical_Elevation,Phenological_Stage,Species_Name,Species_Code,Tleaf_Spec
BNL17559,20200213,PA_SLZ,G,8,Mature,Tovomita longifolia,TOVOLO,28.5
SPC00091,20200211,PA_SLZ,C,4,Mature,Tovomita longifolia,TOVOLO,26.2
SPC00097,20200211,PA_SLZ,C,6,Mature,Tovomita longifolia,TOVOLO,25.8
SPC00134,20200212,PA_SLZ,D,8,Mature,Tovomita longifolia,TOVOLO,27.4
SPC00135,20200212,PA_SLZ,D,8,Mature,Tovomita longifolia,TOVOLO,26
SPC00138,20200212,PA_SLZ,D,8,Mature,Tovomita longifolia,TOVOLO,27.4
SPC00141,20200212,PA_SLZ,D,9,Mature,Tovomita longifolia,TOVOLO,27.1
SPC00151,20200212,PA_SLZ,E,5,Mature,Tovomita longifolia,TOVOLO,24.4
SPC00152,20200212,PA_SLZ,E,5,Mature,Tovomita longifolia,TOVOLO,25.2
SPC00227,20200213,PA_SLZ,H,9,Mature,Tovomita longifolia,TOVOLO,24.7
SPC00228,20200213,PA_SLZ,H,9,Mature,Tovomita longifolia,TOVOLO,25.3
SPC00386,20200217,PA_SLZ,G,7,Mature,Tovomita longifolia,TOVOLO,26.1
SPC00387,20200217,PA_SLZ,G,8,Mature,Tovomita longifolia,TOVOLO,24.4
SPC00392,20200217,PA_SLZ,G,9,Mature,Tovomita longifolia,TOVOLO,25
SPC00492,20200218,PA_SLZ,J,7,Mature,Tovomita longifolia,TOVOLO,25.3
SPC00493,20200218,PA_SLZ,J,7,Mature,Tovomita longifolia,TOVOLO,24.6
SPC00498,20200218,PA_SLZ,J,8,Mature,Tovomita longifolia,TOVOLO,25.1
BNL17504,20200211,PA_SLZ,B,10,Mature,Tovomita stylosa,TOVOST,24.8
BNL17521,20200211,PA_SLZ,B,10,Mature,Tovomita stylosa,TOVOST,25.7
BNL17523,20200212,PA_SLZ,E,10,Mature,Tovomita stylosa,TOVOST,24.4
BNL17535,20200212,PA_SLZ,E,10,Mature,Tovomita stylosa,TOVOST,28.3
BNL18443,20200312,PA_SLZ,D,9,Mature,Tovomita stylosa,TOVOST,27.7
BNL18448,20200312,PA_SLZ,E,10,Mature,Tovomita stylosa,TOVOST,28.3
BNL18450,20200312,PA_SLZ,D,9,Mature,Tovomita stylosa,TOVOST,27.9
SPC00044,20200211,PA_SLZ,B,1,Mature,Tovomita stylosa,TOVOST,24.9
SPC00071,20200211,PA_SLZ,B,9,Mature,Tovomita stylosa,TOVOST,27
SPC00072,20200211,PA_SLZ,B,10,Mature,Tovomita stylosa,TOVOST,26.1
SPC00073,20200211,PA_SLZ,B,10,Mature,Tovomita stylosa,TOVOST,25.8
SPC00075,20200211,PA_SLZ,B,10,Mature,Tovomita stylosa,TOVOST,26.1
SPC00107,20200211,PA_SLZ,C,9,Mature,Tovomita stylosa,TOVOST,26.1
SPC00110,20200211,PA_SLZ,C,10,Mature,Tovomita stylosa,TOVOST,26.2
SPC00137,20200212,PA_SLZ,D,8,Mature,Tovomita stylosa,TOVOST,28
SPC00139,20200212,PA_SLZ,D,9,Mature,Tovomita stylosa,TOVOST,27.5
SPC00140,20200212,PA_SLZ,D,9,Mature,Tovomita stylosa,TOVOST,26.7
SPC00350,20200217,PA_SLZ,E,10,Mature,Tovomita stylosa,TOVOST,24.5
BNL17621,20200218,PA_SLZ,J,8,Mature,Virola elongata,VIROEL,28.3
BNL17631,20200218,PA_SLZ,J,8,Mature,Virola elongata,VIROEL,27
SPC00452,20200218,PA_SLZ,I,9,Mature,Virola elongata,VIROEL,25.3
SPC00453,20200218,PA_SLZ,I,9,Mature,Virola elongata,VIROEL,25.5
SPC00454,20200218,PA_SLZ,I,9,Young,Virola elongata,VIROEL,25.8
SPC00495,20200218,PA_SLZ,J,8,Mature,Virola elongata,VIROEL,25.7
SPC00499,20200218,PA_SLZ,J,8,Mature,Virola elongata,VIROEL,25.7
SPC00504,20200218,PA_SLZ,J,9,Mature,Virola elongata,VIROEL,25.9
SPC00507,20200218,PA_SLZ,J,10,Mature,Virola elongata,VIROEL,26.3
SPC00512,20200218,PA_SLZ,J,10,Mature,Virola elongata,VIROEL,26.3
BNL17574,20200214,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,24.3
BNL17578,20200214,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,24.2
BNL17583,20200214,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,27
BNL17593,20200214,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,26.7
BNL17594,20200214,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,25
BNL17718,20200225,PA_SLZ,NA,1,Mature,Virola sebifera,VIROSE,26.9
SPC00059,20200211,PA_SLZ,B,6,Mature,Virola sebifera,VIROSE,25.1
SPC00060,20200211,PA_SLZ,B,6,Mature,Virola sebifera,VIROSE,25.4
SPC00210,20200213,PA_SLZ,H,3,Mature,Virola sebifera,VIROSE,26.4
SPC00211,20200213,PA_SLZ,H,4,Mature,Virola sebifera,VIROSE,25.2
SPC00212,20200213,PA_SLZ,H,4,Mature,Virola sebifera,VIROSE,28.1
SPC00457,20200218,PA_SLZ,I,10,Mature,Virola sebifera,VIROSE,25.5
SPC00476,20200218,PA_SLZ,J,3,Mature,Virola sebifera,VIROSE,24.9
SPC00477,20200218,PA_SLZ,J,3,Mature,Virola sebifera,VIROSE,26.1
SPC00523,20200225,PA_SLZ,NA,1,Mature,Virola sebifera,VIROSE,-9999
SPC00524,20200225,PA_SLZ,NA,1,Young,Virola sebifera,VIROSE,-9999
BNL17499,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,25.2
BNL17511,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,28.3
SPC00085,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,25.5
SPC00086,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,25.9
SPC00087,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,26.4
SPC00088,20200211,PA_SLZ,C,3,Mature,Virola multiflora,VIROSP,25.5
SPC00089,20200211,PA_SLZ,C,4,Mature,Virola multiflora,VIROSP,26.6
SPC00090,20200211,PA_SLZ,C,4,Mature,Virola multiflora,VIROSP,26.2
SPC00081,20200211,PA_SLZ,C,2,Mature,Virola surinamensis,VIROSU,29
SPC00082,20200211,PA_SLZ,C,2,Mature,Virola surinamensis,VIROSU,28.1
BNL17130,20200121,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,-9999
BNL17136,20200121,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,27.8
BNL17137,20200121,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,27.4
BNL17138,20200121,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,25.6
BNL17142,20200121,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,27
BNL17143,20200121,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,27
BNL17144,20200121,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,28.3
BNL17205,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,29.8
BNL17215,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,28.4
BNL17216,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26
BNL17217,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.6
BNL17228,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.7
BNL17229,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,28.6
BNL17230,20200115,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.6
BNL17467,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,26.3
BNL17468,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,27.2
BNL17469,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.5
BNL17470,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.9
BNL17471,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,26.4
BNL17472,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,25.8
BNL17473,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,27.6
BNL17474,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.5
BNL17475,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,26.4
BNL17477,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,27.4
BNL17478,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,26.3
BNL17488,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,27.2
BNL17489,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,31.5
BNL17490,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,30.1
BNL17491,20200207,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,31
BNL17492,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,24.8
BNL17493,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,25
BNL17494,20200207,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,25.7
BNL17498,20200208,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,24.1
BNL17550,20200213,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,24.1
BNL17565,20200213,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,27.2
BNL17604,20200217,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,25.8
BNL17605,20200217,PA_SLZ,J,1,Mature,Vochysia ferruginea,VOCHFE,26.7
BNL17614,20200217,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,27.6
BNL17638,20200218,PA_SLZ,J,1,Mature,Vochysia ferruginea,VOCHFE,25.3
BNL17648,20200219,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,24.7
BNL17659,20200219,PA_SLZ,G,0,Mature,Vochysia ferruginea,VOCHFE,25.1
BNL18030,20200311,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,32.4
BNL18032,20200311,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,32.4
BNL18033,20200311,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,26.8
BNL18431,20200311,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,26.5
BNL18432,20200311,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,25
BNL18433,20200311,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,24.5
BNL18434,20200311,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,25
BNL18435,20200311,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,25.1
BNL18436,20200311,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,24.5
BNL18437,20200311,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,24.8
BNL18455,20200313,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,30.1
BNL18463,20200313,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,24.5
BNL18464,20200313,PA_SLZ,NA,1,Young,Vochysia ferruginea,VOCHFE,25.1
BNL18465,20200313,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,25.8
BNL18466,20200313,PA_SLZ,NA,1,Mature,Vochysia ferruginea,VOCHFE,24.4
BNL18467,20200313,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,25.1
BNL18468,20200313,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,25.3
BNL18488,20200313,PA_SLZ,NA,1,Old,Vochysia ferruginea,VOCHFE,24.9
SPC00142,20200212,PA_SLZ,D,9,Mature,Vochysia ferruginea,VOCHFE,26.6
SPC00143,20200212,PA_SLZ,D,10,Mature,Vochysia ferruginea,VOCHFE,26.6
SPC00144,20200212,PA_SLZ,D,10,Mature,Vochysia ferruginea,VOCHFE,25.6
SPC00145,20200212,PA_SLZ,D,10,Mature,Vochysia ferruginea,VOCHFE,26.4
SPC00146,20200212,PA_SLZ,D,10,Mature,Vochysia ferruginea,VOCHFE,26.1
SPC00147,20200212,PA_SLZ,D,10,Mature,Vochysia ferruginea,VOCHFE,26.6
SPC00316,20200217,PA_SLZ,E,1,Mature,Vochysia ferruginea,VOCHFE,25.6
SPC00317,20200217,PA_SLZ,E,1,Mature,Vochysia ferruginea,VOCHFE,26.9
SPC00318,20200217,PA_SLZ,E,1,Mature,Vochysia ferruginea,VOCHFE,27.6
SPC00358,20200217,PA_SLZ,F,8,Mature,Vochysia ferruginea,VOCHFE,24.8
SPC00359,20200217,PA_SLZ,F,8,Mature,Vochysia ferruginea,VOCHFE,24.8
SPC00360,20200217,PA_SLZ,F,8,Mature,Vochysia ferruginea,VOCHFE,24.8
SPC00373,20200217,PA_SLZ,G,2,Mature,Vochysia ferruginea,VOCHFE,27.1
SPC00375,20200217,PA_SLZ,G,3,Mature,Vochysia ferruginea,VOCHFE,24
SPC00377,20200217,PA_SLZ,G,3,Mature,Vochysia ferruginea,VOCHFE,23.8
SPC00405,20200217,PA_SLZ,J,1,Young,Vochysia ferruginea,VOCHFE,24.7
SPC00406,20200217,PA_SLZ,J,1,Old,Vochysia ferruginea,VOCHFE,24.5
SPC00407,20200217,PA_SLZ,J,1,Mature,Vochysia ferruginea,VOCHFE,24.3
SPC00421,20200218,PA_SLZ,I,0,Mature,Vochysia ferruginea,VOCHFE,26.4
SPC00422,20200218,PA_SLZ,I,1,Young,Vochysia ferruginea,VOCHFE,25.7
SPC00423,20200218,PA_SLZ,I,1,Mature,Vochysia ferruginea,VOCHFE,25.8
BNL17553,20200213,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,24.4
BNL17567,20200213,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,27.6
BNL17569,20200213,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,27.1
BNL17642,20200219,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,25.4
BNL17646,20200219,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,24.9
BNL17662,20200219,PA_SLZ,F,10,Mature,Xylopia macrantha,XYL1MA,26
