SampleID,SampleID_num,Record,A,Ci,Patm,Qin,Tleaf,E,Emm,Ca,Pci,Pca,gsw,gbw,gtw,gtc,RHs,VPDleaf,CO2s,CO2r
cs29_r2_p1,5,2129,32.78853985,1050.053881,100.2926667,1500.033333,26.108,0.004619007,4.619006981,1241.136667,105.417713,124.601024,0.345933062,1.92549517,0.314749946,0.199285626,59.78539244,1.433965576,1241.136667,1312.243333
cs29_r2_p1,5,2130,32.45810699,1054.314153,100.293,1500.0525,26.1064,0.004616551,4.616551088,1243.8725,105.8458941,124.8762492,0.345825822,1.923858313,0.314637148,0.199215469,59.782057,1.433726609,1243.8725,1314.955
cs29_r2_p1,5,2131,32.51080138,1058.005055,100.2916667,1500.046667,26.1081,0.004618027,4.618026944,1247.88,106.2149334,125.2768033,0.345811215,1.930787153,0.314726202,0.199263367,59.79163845,1.433753498,1247.88,1318.77
cs29_r2_p1,5,2132,32.75618907,1059.457384,100.2905,1500.0375,26.109125,0.004620083,4.620082936,1250.51,106.3594726,125.5393431,0.346023937,1.931388998,0.314911275,0.19938125,59.80295785,1.433526661,1250.51,1321.4075
cs29_r2_p1,5,2133,32.72868116,1063.769592,100.29,1500.013333,26.10663333,0.004631151,4.63115055,1254.33,106.7916766,125.9220086,0.347074999,1.928665929,0.315742265,0.199917788,59.80955907,1.433173948,1254.33,1325.243333
cs29_r2_p1,5,2134,32.617731,1067.451981,100.291,1499.995,26.103975,0.004647363,4.647362604,1256.985,107.1624207,126.1898032,0.348359566,1.927812639,0.316793134,0.20059292,59.80652472,1.433444728,1256.985,1327.7825
cs29_r2_p1,5,2135,32.6008229,1070.274045,100.2926667,1499.983333,26.10233333,0.004622842,4.622842096,1260.826667,107.4477348,126.577833,0.34602222,1.92911956,0.314876775,0.199362138,59.78780886,1.434600379,1260.826667,1331.686667
cs29_r2_p1,5,2136,32.56198638,1072.658989,100.29325,1499.99,26.097875,0.004612545,4.612544978,1263.4625,107.6877561,126.8431468,0.345143941,1.928982807,0.314146842,0.198894239,59.76425581,1.434753154,1263.4625,1334.285
cs29_r2_p1,5,2137,32.56433322,1076.386216,100.292,1499.99,26.098,0.004615236,4.615236331,1267.306667,108.0605619,127.2274472,0.345253292,1.921545653,0.314129025,0.198892687,59.74022104,1.43565915,1267.306667,1338.266667
cs29_r2_p1,5,2138,32.64032288,1079.141417,100.2925,1499.9875,26.102575,0.004634173,4.634173044,1269.955,108.3375574,127.493784,0.346500428,1.925151405,0.315214842,0.199584232,59.73872576,1.436582769,1269.955,1341.15
cs29_r2_p1,5,2139,32.58021024,1083.535692,100.2923333,1499.98,26.1,0.004638747,4.638747149,1273.9,108.7784847,127.8895681,0.346959364,1.930271366,0.315670028,0.199869317,59.74252329,1.435926912,1273.9,1344.993333
cs29_r2_p1,5,2140,32.61532293,1085.87919,100.29125,1499.9825,26.09865,0.004635584,4.635583782,1276.56,109.0128514,128.1555507,0.346791669,1.928130251,0.315499751,0.199762973,59.7385864,1.435712338,1276.56,1347.5925
cs29_r2_p1,5,2141,32.7538304,1088.704539,100.291,1499.98,26.1017,0.00463183,4.631829996,1280.383333,109.2963551,128.5392193,0.346411633,1.920903308,0.315078841,0.199502698,59.73002352,1.436460786,1280.383333,1351.72
cs29_r2_p1,5,2142,32.76211788,1091.192199,100.291,1499.985,26.1022,0.004630223,4.6302232,1283.055,109.5459882,128.8073063,0.346184194,1.923990234,0.314935906,0.199406893,59.72683426,1.436612402,1283.055,1354.53
cs29_r2_p1,5,2143,32.56578913,1095.686832,100.2913333,1499.976667,26.10683333,0.004624574,4.624573519,1287.033333,109.9974108,129.2069322,0.345321535,1.928682697,0.314289699,0.198986243,59.71363947,1.437807491,1287.033333,1358.29
cs29_r2_p1,5,2144,32.64437427,1097.991215,100.292,1499.97,26.106325,0.004625496,4.6254963,1289.7,110.2294188,129.475427,0.345542053,1.92648527,0.314440451,0.199085831,59.71740256,1.43741247,1289.7,1361.05
cs29_r2_p1,5,2145,32.72991372,1101.555154,100.293,1499.966667,26.1022,0.004626103,4.626102943,1293.596667,110.5883248,129.8679306,0.3458913,1.927548289,0.314745358,0.199279951,59.72379013,1.436226661,1293.596667,1365.04
cs29_r2_p1,5,2146,32.67191315,1104.294965,100.29325,1499.9675,26.103775,0.004623049,4.623048804,1296.28,110.8637092,130.1377019,0.345494355,1.929258175,0.314441319,0.199082709,59.71798467,1.436669222,1296.28,1367.64
cs29_r2_p1,5,2147,32.65850119,1108.383724,100.293,1499.986667,26.1011,0.004625681,4.625681264,1300.18,111.2739583,130.5289603,0.345956828,1.928388571,0.314811922,0.19932152,59.7203381,1.4357934,1300.18,1371.646667
cs29_r2_p1,5,2148,32.67124382,1110.985392,100.2935,1500,26.098925,0.004623921,4.623921093,1302.8775,111.5356594,130.8003707,0.34600684,1.927528312,0.314840798,0.199341182,59.71973421,1.435123676,1302.8775,1374.3775
cs29_r2_p1,5,2149,32.74156393,1114.235353,100.294,1500.02,26.1047,0.004621192,4.621191883,1306.796667,111.8626458,131.1946639,0.34557358,1.923988751,0.314430103,0.199082515,59.7132955,1.436149893,1306.796667,1378.45
cs29_r2_p1,5,2150,32.64378664,1117.300993,100.2925,1500.0175,26.1127,0.00462417,4.624170392,1309.5025,112.1688037,131.4644216,0.345542416,1.920107378,0.31434742,0.199034668,59.71884699,1.437417977,1309.5025,1381.2875
cs29_r2_p1,5,2151,32.66774628,1121.124397,100.293,1500.003333,26.11466667,0.00462533,4.625329924,1313.506667,112.5532609,131.8671318,0.345518858,1.926497827,0.314421414,0.199073606,59.72886691,1.437442506,1313.506667,1385.226667
cs29_r2_p1,5,2152,32.75388939,1123.406914,100.29475,1499.9925,26.11025,0.004623567,4.623567337,1316.205,112.7843908,132.1403467,0.345600612,1.929316744,0.314530244,0.199139656,59.72991259,1.436429064,1316.205,1387.8525
cs29_r2_p1,5,2153,32.71168181,1127.550317,100.2943333,1499.97,26.10963333,0.004624479,4.624478775,1320.106667,113.1995837,132.5311366,0.345873702,1.927827223,0.314734849,0.19927284,59.73877991,1.435764965,1320.106667,1391.723333
cs29_r2_p1,5,2154,32.76015282,1129.91385,100.29375,1499.9725,26.108475,0.004623137,4.623137184,1322.7675,113.4360628,132.7973254,0.345832893,1.930013023,0.314732901,0.199268689,59.74359504,1.435347195,1322.7675,1394.4025
cs29_r2_p1,5,2155,32.73534275,1134.03778,100.295,1499.986667,26.1023,0.004622737,4.62273741,1326.666667,113.8516644,133.1906315,0.346230189,1.928308685,0.31503725,0.199466128,59.75372464,1.433864372,1326.666667,1398.356667
cs29_r2_p1,5,2156,32.59936307,1137.499465,100.295,1499.9975,26.10195,0.004624659,4.624659279,1329.385,114.1992965,133.4636512,0.346553232,1.925734999,0.315267138,0.199616991,59.77041127,1.433413471,1329.385,1401.1175
cs29_r2_p1,5,2157,32.664234,1140.466454,100.2953333,1500.01,26.10446667,0.004607671,4.607671212,1333.356667,114.497484,133.8627569,0.345247493,1.921325004,0.314120991,0.19888783,59.79740638,1.433355198,1333.356667,1405.11
cs29_r2_p1,5,2158,32.83727322,1141.643525,100.296,1500.0125,26.102875,0.004587674,4.58767447,1336.0025,114.6164756,134.1293448,0.34392205,1.922516872,0.313039962,0.198193008,59.83756848,1.432068742,1336.0025,1407.825
cs29_r2_p1,5,2159,32.82588006,1146.881529,100.296,1499.996667,26.09953333,0.004616463,4.616463204,1339.913333,115.1424526,134.5220962,0.346900334,1.924434149,0.31553543,0.1997908,59.91353856,1.429651904,1339.913333,1411.97
cs29_r2_p1,5,2160,32.72015389,1150.100623,100.2955,1499.985,26.099775,0.0046141,4.614099694,1342.65,115.4650729,134.7961883,0.346928951,1.923494939,0.315545287,0.199798382,59.9582846,1.428861662,1342.65,1414.6575
cs29_r2_p1,5,2161,32.83411106,1151.514822,100.295,1499.975,26.0991,0.004604291,4.604290992,1344.935,115.6064809,135.0249248,0.346247461,1.927507455,0.315039842,0.199468857,59.99526289,1.428100909,1344.935,1416.8525
cs29_r2_p1,5,2162,32.69322361,1156.018963,100.295,1499.953333,26.0936,0.004591015,4.591015065,1349.083333,116.0584918,135.4411839,0.345546375,1.930934136,0.314508807,0.199123767,60.04719861,1.426388791,1349.083333,1420.966667
cs29_r2_p1,5,2163,32.67462862,1159.785725,100.29475,1499.95,26.07845,0.004578836,4.578835653,1352.875,116.4362625,135.8213894,0.345341654,1.930615974,0.314334469,0.199012394,60.07393454,1.423411401,1352.875,1424.92
cs29_r2_p1,5,2164,32.80287278,1161.260493,100.29525,1499.95,26.07215,0.004576107,4.576106645,1354.9625,116.5848957,136.0316335,0.345466399,1.929440868,0.314420805,0.199069312,60.08848941,1.422189109,1354.9625,1427.0025
cs29_r2_p1,5,2165,32.8805254,1164.959545,100.2963333,1499.946667,26.06796667,0.004574015,4.574015459,1359.076667,116.957586,136.4462197,0.345660458,1.923177281,0.314490196,0.199122135,60.12244572,1.421247405,1359.076667,1431.063333
cs29_r2_p1,5,2166,32.77576973,1168.130548,100.296,1499.9475,26.066,0.004572926,4.572926226,1361.7775,117.2755723,136.7169413,0.345643552,1.924880727,0.314501116,0.199126869,60.13963221,1.420857908,1361.7775,1433.9325
cs29_r2_p1,5,2167,32.6443349,1172.694915,100.295,1499.966667,26.06646667,0.004572248,4.572247978,1365.823333,117.7328362,137.1219852,0.345531519,1.926260721,0.314428446,0.19907843,60.16412174,1.420962755,1365.823333,1437.92
cs29_r2_p1,5,2168,32.87618993,1174.403243,100.29425,1499.9875,26.06405,0.004575761,4.575761356,1368.5175,117.903356,137.3913152,0.345967239,1.929586444,0.314838023,0.199336667,60.19464351,1.420193894,1368.5175,1440.65
cs29_r2_p1,5,2169,32.91362658,1178.706533,100.295,1500.016667,26.04733333,0.004584756,4.584756447,1372.413333,118.3360897,137.7832588,0.34740874,1.929936135,0.316037297,0.200105304,60.21053061,1.417624531,1372.413333,1444.61
cs29_r2_p1,5,2170,32.80160605,1181.192482,100.29575,1500.0275,26.0352,0.004561209,4.561208986,1375.13,118.5867264,138.0572324,0.345748541,1.926533619,0.314612254,0.199195942,60.18797937,1.416773788,1375.13,1447.2975
cs29_r2_p1,5,2171,32.90955975,1184.274515,100.296,1500.023333,26.02823333,0.004556144,4.556144203,1379.06,118.896319,138.4519853,0.345265659,1.925589951,0.314198352,0.198931767,60.16111783,1.417089449,1379.06,1451.203333
cs29_r2_p1,5,2172,32.79730294,1187.847791,100.29525,1500.03,26.022,0.00456596,4.565959798,1381.735,119.254055,138.7193738,0.346155795,1.92660487,0.314950698,0.199412891,60.1443619,1.416753327,1381.735,1453.8025
cs29_r2_p1,5,2173,32.82120646,1191.293352,100.295,1500.043333,26.0157,0.004558545,4.55854479,1385.65,119.599804,139.1122246,0.345517341,1.928833836,0.314454197,0.199091529,60.11716847,1.416701705,1385.65,1457.91
cs29_r2_p1,5,2174,32.81896606,1194.406573,100.295,1500.0475,26.0189,0.004574603,4.574603427,1388.35,119.9124762,139.383431,0.346634843,1.928098616,0.315369392,0.199679413,60.10753446,1.417565126,1388.35,1460.69
cs29_r2_p1,5,2175,32.75412079,1198.471984,100.295,1500.04,26.02313333,0.004576099,4.576098818,1392.33,120.320523,139.7828869,0.346381029,1.92725829,0.315146842,0.199537809,60.07488069,1.419027011,1392.33,1464.583333
cs29_r2_p1,5,2176,32.88089769,1200.095668,100.29575,1500.025,26.024925,0.004568966,4.568966075,1395.0175,120.4843172,140.0536102,0.345521288,1.92992037,0.314473276,0.199102324,60.05080391,1.419860184,1395.0175,1467.2175
cs29_r2_p1,5,2177,32.81823217,1204.024829,100.2956667,1500.01,26.03066667,0.00456884,4.568840092,1398.93,120.8787883,140.4464088,0.345110765,1.930522509,0.314141684,0.198888896,60.02753207,1.421313606,1398.93,1471.203333
cs29_r2_p1,5,2178,32.87893551,1206.199758,100.296,1500.0025,26.031675,0.004566705,4.566704664,1401.6,121.0977651,140.7151895,0.344923735,1.924092004,0.313893157,0.198738041,60.00830074,1.4217821,1401.6,1473.96
cs29_r2_p1,5,2179,32.85692054,1210.031184,100.295,1499.98,26.0317,0.004565249,4.56524879,1405.516667,121.4811848,141.1069666,0.344714773,1.923161418,0.31370642,0.198619526,59.9781409,1.422162669,1405.516667,1477.766667
cs29_r2_p1,5,2180,32.69672743,1213.359529,100.2945,1499.98,26.033425,0.004563184,4.563184226,1408.2475,121.8146161,141.3802954,0.34437093,1.926516662,0.313470163,0.198463585,59.9646329,1.422580292,1408.2475,1480.4975
cs29_r2_p1,5,2181,32.82690504,1216.523781,100.2936667,1499.983333,26.0368,0.004563823,4.563823449,1412.183333,122.1310699,141.7740155,0.344310295,1.926769247,0.313423549,0.198433361,59.95675714,1.422969583,1412.183333,1484.763333
cs29_r3_p1,6,2182,0.169677151,47.31530746,100.3276,1500.026,25.06334,0.003445082,3.445082496,49.48654,4.75175092,4.96980205,0.263993359,1.926427869,0.245416548,0.154945322,59.9606825,1.37461246,49.48654,49.9866
cs29_r3_p1,6,2183,0.180671129,47.22503476,100.3273333,1500.033333,25.06506667,0.003445182,3.445182044,49.46656667,4.742684158,4.967795223,0.263934239,1.925457649,0.245356784,0.154907995,59.9592349,1.374984749,49.46656667,49.99446667
cs29_r3_p1,6,2184,0.185921317,47.18173004,100.32675,1500.03,25.059075,0.003445737,3.4457374,49.454325,4.738306413,4.966535672,0.26420358,1.928340118,0.245615348,0.155070551,59.96141022,1.373757512,49.454325,50.089175
cs29_r3_p1,6,2185,0.104600155,47.77745485,100.3243333,1500.01,25.05786667,0.003448536,3.448536496,49.53206667,4.798014373,4.974219923,0.264417468,1.939177302,0.245896495,0.155241102,59.9679952,1.373266421,49.53206667,50.98263333
cs29_r3_p1,6,2186,0.17105838,47.57864449,100.325,1500.005,25.0574,0.003447315,3.447314578,49.761875,4.778088451,4.997339516,0.264396977,1.933281059,0.245826541,0.155201237,59.9669884,1.373182767,49.761875,52.563
cs29_r3_p1,6,2187,0.195942666,48.18103312,100.327,1499.993333,25.05906667,0.003446426,3.446425604,50.54066667,4.838680547,5.075651659,0.264367094,1.923035838,0.245709266,0.155134751,59.96616683,1.373510041,50.54066667,55.65743333
cs29_r3_p1,6,2188,0.2015928,49.09252107,100.32625,1499.9975,25.050675,0.003446657,3.446657421,51.50665,4.930179284,5.172621273,0.26464871,1.928806617,0.246004329,0.155318233,59.97214616,1.371955128,51.50665,58.201
cs29_r3_p1,6,2189,0.324158677,50.13945444,100.3253333,1500.026667,25.0444,0.003445794,3.445793946,53.37293333,5.0352676,5.359990549,0.264828295,1.9263784,0.246137807,0.155405331,59.98060778,1.370862325,53.37293333,62.16086667
cs29_r3_p1,6,2190,0.424514279,51.07638665,100.324,1500.0375,25.048125,0.00344722,3.447219648,54.9845,5.129291947,5.521760084,0.264866643,1.921053233,0.246123053,0.155400269,59.98497775,1.371487741,54.9845,64.862975
cs29_r3_p1,6,2191,0.554089589,52.8321755,100.322,1500.036667,25.04426667,0.003447016,3.447015727,57.6201,5.305503058,5.786315136,0.264957632,1.928280838,0.246266637,0.155485943,59.99492684,1.370581238,57.6201,68.67433333
cs29_r3_p1,6,2192,0.69254252,53.8619099,100.32275,1500.03,25.047575,0.00344764,3.447639703,59.574325,5.408941801,5.982596186,0.26492903,1.927422405,0.246234224,0.15546597,60.01027642,1.371012047,59.574325,71.209475
cs29_r3_p1,6,2193,0.734469163,56.53649725,100.324,1500.01,25.05416667,0.003448924,3.448924128,62.58426667,5.677613613,6.284953997,0.264864521,1.923418762,0.246142525,0.155410753,60.0334703,1.372044102,62.58426667,74.95596667
cs29_r3_p1,6,2194,0.837874633,57.99574353,100.32325,1499.9875,25.04835,0.003448858,3.448857601,64.744275,5.824125659,6.501835658,0.264999186,1.930541887,0.246322792,0.155519917,60.04288129,1.371014313,64.744275,77.586375
cs29_r3_p1,6,2195,0.969993016,60.35984888,100.3223333,1499.986667,25.0381,0.003451131,3.451130508,68.00456667,6.061485979,6.829187531,0.265610201,1.93091036,0.246854159,0.155858493,60.06852558,1.368965821,68.00456667,81.4913
cs29_r3_p1,6,2196,1.163651136,61.36504598,100.32275,1499.9975,25.030625,0.003448661,3.448660687,70.285175,6.162452761,7.058237534,0.265717251,1.927619729,0.246917047,0.155901288,60.08438489,1.367653457,70.285175,84.1727
cs29_r3_p1,6,2197,1.349461009,63.49654879,100.322,1500.013333,25.02036667,0.003445842,3.445842191,73.66386667,6.376455417,7.397478613,0.265885513,1.922394602,0.247015125,0.155968133,60.10292009,1.365997988,73.66386667,88.14386667
cs29_r3_p1,6,2198,1.46766297,65.07718783,100.32275,1500.0175,25.019775,0.003446967,3.446966849,76.04155,6.535228979,7.636300179,0.266014695,1.922535194,0.247127941,0.156039973,60.11734043,1.365829535,76.04155,90.87685
cs29_r3_p1,6,2199,1.578329127,67.83229557,100.323,1500.013333,25.02203333,0.003447325,3.44732488,79.57826667,6.81191008,7.991473565,0.265873666,1.930918754,0.247081882,0.156003719,60.13007369,1.366223966,79.57826667,94.8298
cs29_r3_p1,6,2200,1.714838757,69.35012903,100.323,1500,25.0208,0.003444939,3.444939287,82.0219,6.964346223,8.236883154,0.265703839,1.929553652,0.246922874,0.155903424,60.1332243,1.366162763,82.0219,97.536175
cs29_r3_p1,6,2201,1.836265005,72.10915776,100.322,1499.983333,25.01883333,0.003444138,3.444138494,85.63126667,7.241352451,8.599270911,0.265686542,1.927912693,0.246893158,0.155885813,60.13646942,1.366001354,85.63126667,101.4873333
cs29_r3_p1,6,2202,1.941443322,73.89733888,100.32125,1499.9675,25.014775,0.003446066,3.446066461,88.125,7.420872786,8.849634157,0.266049067,1.926222062,0.247191029,0.156077178,60.14643841,1.365113666,88.125,104.18275
cs29_r3_p1,6,2203,2.127667792,76.28175956,100.3216667,1499.956667,25.00843333,0.003445584,3.445583927,91.75536667,7.660350102,9.214237276,0.266342871,1.920761182,0.247395113,0.156211851,60.16187195,1.36380979,91.75536667,108.115
cs29_r3_p1,6,2204,2.324056495,77.46596709,100.32075,1499.975,25.0046,0.003444968,3.444967586,94.2323,7.779194347,9.462882902,0.266373787,1.925781987,0.24746745,0.156253845,60.16304546,1.36315919,94.2323,110.83825
cs29_r3_p1,6,2205,2.50021253,79.91545933,100.321,1499.996667,24.99226667,0.003443068,3.443067967,97.85606667,8.02518838,9.82680167,0.266632418,1.930369245,0.24773234,0.156419022,60.1587407,1.360970478,97.85606667,114.827
cs29_r3_p1,6,2206,2.638692639,81.49628366,100.3225,1500.0125,24.9872,0.003444483,3.444483465,100.34415,8.184048775,10.07679591,0.266964797,1.933052961,0.248043668,0.156615384,60.16581857,1.359845777,100.34415,117.502
cs29_r3_p1,6,2207,2.743184176,84.43591551,100.3223333,1499.986667,24.98613333,0.003448047,3.448046608,103.995,8.479251036,10.4434198,0.267433036,1.930438126,0.248424249,0.15686028,60.18450429,1.359164728,103.995,121.4246667
cs29_r3_p1,6,2208,2.863963238,86.13007832,100.32275,1499.9825,24.983675,0.003446625,3.446624663,106.50525,8.649424115,10.69555602,0.267429205,1.92966837,0.248413937,0.156854338,60.1876838,1.358670302,106.50525,124.151
cs29_r3_p1,6,2209,3.045068655,88.56420289,100.3226667,1500.003333,24.98053333,0.003444326,3.444325527,110.1686667,8.893837286,11.06341121,0.267275555,1.933330806,0.248314545,0.156787923,60.18555267,1.358308732,110.1686667,128.0933333
cs29_r3_p1,6,2210,3.190171947,90.09383403,100.322,1499.9975,24.981,0.003444052,3.444052169,112.673,9.047402508,11.31484739,0.267267932,1.927059304,0.248250964,0.156752545,60.18805577,1.358542384,112.673,130.77825
cs29_r3_p1,6,2211,3.296702117,91.48533542,100.32225,1499.995,24.98175,0.003443573,3.443573212,114.789,9.18716664,11.52737394,0.267189212,1.926747209,0.248180175,0.15670765,60.19311282,1.358744398,114.789,133.08375
cs29_r3_p1,6,2212,3.462406179,94.24019215,100.323,1500.01,24.9747,0.003443764,3.443764031,118.6486667,9.463861587,11.91502833,0.267454815,1.930132239,0.248440266,0.156870749,60.2136725,1.35741318,118.6486667,137.326
cs29_r3_p1,6,2213,3.632564661,95.64856395,100.32225,1500.01,24.9692,0.003444034,3.444033511,121.163,9.605236182,12.16745117,0.267693184,1.930923175,0.248653228,0.157005932,60.23292707,1.356355431,121.163,140.04675
cs29_r3_p1,6,2214,3.813106309,98.1194642,100.322,1500.016667,24.96696667,0.003446523,3.446523192,124.8306667,9.853370856,12.53576814,0.267927359,1.931274185,0.24885855,0.157136606,60.24117112,1.356221197,124.8306667,143.9893333
cs29_r3_p1,6,2215,3.989929944,99.4832083,100.32225,1500.0275,24.966425,0.003451606,3.451606084,127.328,9.990349551,12.78659232,0.268326801,1.929859354,0.249190318,0.157349405,60.23878122,1.35641979,127.328,146.726
cs29_r3_p1,6,2216,4.058564897,102.6742518,100.322,1500.03,24.96516667,0.003453276,3.453275942,131.0223333,10.31075861,13.157531,0.268388961,1.933742401,0.24927946,0.157403043,60.23707394,1.356589338,131.0223333,150.726
cs29_r3_p1,6,2217,4.16934388,104.4770934,100.32225,1500.025,24.96155,0.003453023,3.45302278,133.568,10.49181539,13.41318707,0.268483929,1.932459442,0.249349693,0.157448907,60.23464153,1.356115564,133.568,153.4255
cs29_r3_p1,6,2218,4.393575925,106.6485798,100.3223333,1500.02,24.96293333,0.00345219,3.452189623,137.2446667,10.70989273,13.78242131,0.268386258,1.925184736,0.249198694,0.157358646,60.22787664,1.356611245,137.2446667,157.3706667
cs29_r3_p1,6,2219,4.478946346,108.5449575,100.32125,1500.0125,24.962675,0.003448464,3.448464124,139.771,10.90022492,14.03598446,0.268024381,1.922832426,0.248864929,0.157147698,60.21461208,1.35695416,139.771,160.07875
cs29_r3_p1,6,2220,4.547897121,111.7161972,100.3213333,1499.993333,24.96023333,0.003444938,3.444938339,143.4916667,11.2187024,14.40964109,0.267645623,1.927011634,0.248576489,0.156960224,60.18741998,1.357149663,143.4916667,164.0416667
cs29_r3_p1,6,2221,4.740075999,113.0056948,100.32225,1499.9875,24.958025,0.003446459,3.446458614,146.02125,11.3482844,14.66378023,0.267863706,1.929111202,0.248783872,0.157090765,60.18625912,1.356629852,146.02125,166.76575
cs29_r3_p1,6,2222,4.91434886,115.5607508,100.3233333,1499.986667,24.95216667,0.003447689,3.44768904,149.7056667,11.60498246,15.03392478,0.268250001,1.932131164,0.249144824,0.157318499,60.19318416,1.35516686,149.7056667,170.7523333
cs29_r3_p1,6,2223,5.037928926,117.213101,100.324,1499.99,24.957875,0.003445641,3.445641397,152.2405,11.77100078,15.28859,0.267793573,1.934960562,0.248776608,0.157081294,60.18075301,1.356369907,152.2405,173.49025
cs29_r3_p1,6,2224,5.1901179,119.8600298,100.324,1500,24.9699,0.003449462,3.449461948,155.9456667,12.03682381,15.66068786,0.267659861,1.935447474,0.248665576,0.157010074,60.17330435,1.358464057,155.9456667,177.4923333
cs29_r3_p1,6,2225,5.323138596,121.5366367,100.324,1500.0025,24.9694,0.003451347,3.451346744,158.48675,12.20521732,15.91590223,0.26794533,1.930117092,0.248863499,0.157140722,60.17358065,1.358126814,158.48675,180.1855
cs29_r3_p1,6,2226,5.516453763,123.9375843,100.3243333,1500.03,24.96423333,0.003449628,3.449628416,162.1716667,12.4463477,16.28597945,0.268061041,1.926839147,0.248933352,0.157188003,60.16672968,1.357077935,162.1716667,184.1296667
cs29_r3_p1,6,2227,5.650921355,125.5189511,100.32425,1500.04,24.96695,0.003448197,3.448197447,164.68725,12.60512237,16.53856188,0.267784766,1.929057562,0.248715257,0.157047042,60.16538321,1.357698026,164.68725,186.8785
cs29_r3_p1,6,2228,5.712100082,128.7554833,100.3243333,1500.04,24.96846667,0.003447889,3.447888664,168.4076667,12.93018234,16.91222604,0.267588191,1.936290649,0.248611329,0.156974781,60.159904,1.358146781,168.4076667,190.8233333
cs29_r3_p1,6,2229,5.858049581,130.3736325,100.3245,1500.035,24.96685,0.003450935,3.450934706,170.9495,13.09270585,17.16751674,0.268001746,1.933038486,0.248938837,0.157186357,60.16217299,1.357560775,170.9495,193.51825
cs29_r3_p1,6,2230,6.042015728,132.8469636,100.3236667,1500.01,24.96463333,0.00345087,3.450869746,174.6393333,13.34095122,17.53788544,0.268253827,1.921470909,0.249050261,0.157267064,60.1606799,1.356914846,174.6393333,197.58
cs29_r3_p1,6,2231,6.208559307,134.2363873,100.324,1499.975,24.9656,0.003448349,3.44834868,177.1735,13.48053108,17.79244005,0.267937191,1.923182868,0.248792947,0.157101487,60.15219066,1.357331326,177.1735,200.30725
cs29_r3_p1,6,2232,6.36239884,136.841149,100.324,1499.94,24.97486667,0.003449453,3.449453429,180.8726667,13.74214399,18.16396783,0.267603985,1.927832755,0.248548057,0.156941407,60.15706714,1.359095177,180.8726667,204.2313333
cs29_r3_p1,6,2233,6.469414254,138.6956844,100.32325,1499.945,24.97375,0.003452791,3.452790815,183.402,13.92828785,18.41784668,0.267986234,1.926956474,0.248869886,0.157147421,60.17163761,1.35864106,183.402,206.96125
cs29_r3_p1,6,2234,6.633749504,141.3893935,100.322,1499.976667,24.9628,0.003454582,3.454582424,187.107,14.19861434,18.78967061,0.268685381,1.923340729,0.249439645,0.157513899,60.18976709,1.356235013,187.107,210.9863333
cs29_r3_p1,6,2235,6.861603519,142.3567648,100.3225,1500,24.9645,0.003450701,3.450700716,189.62325,14.29581049,19.04242521,0.268268069,1.923793531,0.249083952,0.157286613,60.18396948,1.356648973,189.62325,213.69125
cs29_r3_p1,6,2236,7.040295264,144.8126687,100.324,1500.013333,24.96506667,0.003451057,3.451056593,193.2853333,14.54266268,19.41047997,0.268203413,1.929199393,0.249077813,0.157278189,60.17225378,1.356843661,193.2853333,217.6193333
cs29_r3_p1,6,2237,7.181846734,146.4076925,100.32375,1500.005,24.96415,0.003452708,3.452708422,195.78925,14.70281939,19.66190391,0.268417886,1.929720658,0.249267635,0.15739884,60.1726968,1.356457005,195.78925,220.35525
cs29_r3_p1,6,2238,7.322306096,149.1578212,100.324,1500,24.96846667,0.003458539,3.45853931,199.4676667,14.97903026,20.03134794,0.268654143,1.929408656,0.249468592,0.157527289,60.15531665,1.357653229,199.4676667,224.4306667
cs29_r3_p1,6,2239,7.471349369,150.9625121,100.32375,1499.99,24.967,0.0034796,3.479599938,202.00625,15.16021772,20.28621999,0.270247753,1.929089724,0.250839765,0.158402279,60.1173823,1.358459157,202.00625,227.19775
cs29_r3_p1,6,2240,7.571201178,153.6281099,100.3236667,1499.98,24.96573333,0.003457946,3.457945806,205.7343333,15.42789406,20.66059071,0.268110814,1.929246466,0.248998345,0.157227459,60.04957562,1.360001822,205.7343333,231.1276667
cs29_r3_p1,6,2241,7.706120783,155.1895518,100.322,1499.9975,24.971325,0.003458708,3.458708152,208.27275,15.5844452,20.91516615,0.267693473,1.932021526,0.248663476,0.157011561,60.00535971,1.362110665,208.27275,233.80175
cs29_r3_p1,6,2242,7.891769151,157.5626345,100.319,1500.01,24.98033333,0.003462366,3.462365767,211.9513333,15.82227443,21.2839305,0.26745706,1.927927108,0.248422114,0.156860995,59.96038272,1.364828577,211.9513333,237.7406667
cs29_r3_p1,6,2243,8.088739369,159.0143149,100.31875,1500,24.979475,0.00347921,3.479209693,214.45675,15.96801459,21.53547317,0.26883195,1.926939055,0.249599236,0.157612692,59.94294916,1.365000669,214.45675,240.458
cs29_r3_p1,6,2244,8.268012512,161.5441987,100.3206667,1499.996667,24.97656667,0.003483894,3.483894345,218.107,16.22235772,21.90242548,0.269263452,1.930102035,0.250000513,0.157866029,59.9254118,1.364675575,218.107,244.4403333
cs29_r3_p1,6,2245,8.27931011,163.9503134,100.321,1500.0075,24.9802,0.003485535,3.485535107,220.64475,16.46405215,22.15736338,0.269254865,1.929095482,0.249983828,0.157856228,59.91638198,1.365410985,220.64475,247.1765
