Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
47,13:56:08,9,shade,old-_epi,7,11071,0,4.75,0.0793,280,1.95,2.41,31.25,6,1.42,1,2.84,30.08,31.25,29.94,399.47,391.2,18.99,21.849,43.9,50.52,400,1499,76,98.98,6.08,-0.196,0.5,-0.22,2.74,1,0,0.16,111115,OK
48,13:58:26,9,shade,old-_epi,7,11227,0,0.079,0.0749,94.1,1.77,2.33,30.81,6,1.42,1,2.84,30.09,30.81,29.95,100.01,99.62,19.002,21.605,43.92,49.93,400,1499,152,98.97,4.81,-0.195,0.8,-0.22,2.74,1,0,0.16,111115,OK
49,14:00:35,9,shade,old-_epi,7,11355.5,0,-0.755,0.0698,66,1.75,2.46,31.33,6,1.42,1,2.84,30.09,31.33,29.95,49.71,50.71,19.012,21.584,43.94,49.89,400.1,1499,88,98.98,4.27,-0.195,0.8,-0.22,2.74,1,0,0.16,111115,OK
50,14:02:44,9,shade,old-_epi,7,11484.5,0,0.121,0.0702,92.4,1.77,2.47,31.39,6,1.42,1,2.84,30.11,31.39,29.95,99.64,99.2,19.062,21.66,44,50,400.1,1500,81,98.97,4.73,-0.196,0.8,-0.22,2.74,1,0,0.16,111115,OK
51,14:04:53,9,shade,old-_epi,7,11613.5,0,0.957,0.0717,121,1.8,2.46,31.41,6,1.42,1,2.84,30.12,31.41,29.94,150.33,148.49,19.105,21.751,44.08,50.19,400,1500,78,98.96,5.17,-0.195,0.8,-0.22,2.74,1,0,0.16,111115,OK
52,14:07:02,9,shade,old-_epi,7,11742.5,0,2.53,0.0724,180,1.82,2.46,31.41,6,1.42,1,2.84,30.12,31.41,29.95,250.49,246.02,19.137,21.804,44.16,50.31,400.1,1501,76,98.96,5.71,-0.205,0.8,-0.22,2.74,1,0,0.16,111115,OK
53,14:09:11,9,shade,old-_epi,7,11871.5,0,4.05,0.0738,242,1.85,2.45,31.42,6,1.42,1,2.84,30.13,31.42,29.95,350.53,343.5,19.166,21.878,44.19,50.44,400.1,1500,75,98.95,6.05,-0.201,0.8,-0.22,2.74,1,0,0.16,111115,OK
54,14:11:20,9,shade,old-_epi,7,12000.5,0,6.64,0.0739,373,1.86,2.47,31.47,6,1.42,1,2.84,30.14,31.47,29.94,550.38,538.92,19.179,21.906,44.19,50.48,400.1,1500,76,98.95,6.06,-0.198,1,-0.22,2.74,1,0,0.16,111115,OK
55,14:13:29,9,shade,old-_epi,7,12129.5,0,8.11,0.0726,527,1.82,2.46,31.41,6,1.42,1,2.84,30.12,31.41,29.95,750,735.82,19.16,21.829,44.18,50.34,400.1,1500,77,98.94,5.56,-0.194,0.8,-0.22,2.74,1,0,0.16,111115,OK
56,14:15:47,9,shade,old-_epi,7,12267.5,0,9.4,0.0675,722,1.71,2.47,31.4,6,1.42,1,2.84,30.12,31.4,29.95,1000.95,984.33,19.134,21.64,44.12,49.9,400.1,1500,77,98.94,4.2,-0.194,0.8,-0.22,2.74,1,0,0.16,111115,OK
57,14:17:56,9,shade,old-_epi,7,12396.5,0,10.1,0.0598,910,1.53,2.49,31.35,6,1.42,1,2.84,30.1,31.35,29.95,1248.93,1230.9,19.083,21.326,44.06,49.24,400.1,1501,79,98.93,2.07,-0.18,0.8,-0.22,2.74,1,0,0.16,111115,OK
58,14:20:07,9,shade,old-_epi,7,12528,0,10.9,0.0515,1.08E+03,1.34,2.52,31.36,6,1.42,1,2.84,30.1,31.36,29.95,1500.28,1481.01,19.077,21.037,44.04,48.56,400,1499,89,98.93,-1.03,-0.167,0.8,-0.22,2.74,1,0,0.16,111115,OK
59,14:22:16,9,shade,old-_epi,7,12656.5,0,11.1,0.0439,1.26E+03,1.17,2.58,31.49,6,1.42,1,2.84,30.13,31.49,29.95,1750.45,1730.76,19.111,20.823,44.05,48,400,1500,97,98.92,-4.38,-0.164,0.8,-0.22,2.74,1,0,0.16,111115,OK
60,14:24:25,9,shade,old-_epi,7,12785.5,0,10.9,0.0385,1.45E+03,1.04,2.61,31.56,6,1.42,1,2.84,30.15,31.56,29.95,2000.25,1980.79,19.172,20.694,44.12,47.63,400.1,1499,147,98.91,-7.96,-0.153,0.8,-0.22,2.74,1,0,0.16,111115,OK
61,14:26:40,9,shade,old-_epi,7,12920.5,0,11.3,0.0346,1.62E+03,0.947,2.65,31.67,6,1.42,1,2.84,30.19,31.67,29.95,2249.83,2229.7,19.208,20.599,44.11,47.31,400.1,1499,540,98.91,-13.2,-0.148,0.8,-0.22,2.74,1,0,0.16,111115,OK
