Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
37,11:37:38,9,sun,young,4,7477,0,2.53,0.0837,236,1.96,2.32,30.26,6,1.42,1,2.84,30.09,30.26,30.13,299.37,295.63,17.808,20.113,41.4,46.76,499.5,1001,11,99.56,-4.76,0.0087,1,-0.22,2.74,1,0,0.16,111115,OK
38,11:40:08,9,sun,young,4,7627,0,1.27,0.081,164,1.91,2.34,30.29,6,1.42,1,2.84,30.1,30.29,30.13,198.96,196.99,17.799,20.045,41.37,46.59,499.5,999,11,99.56,-2.91,0.00788,1,-0.22,2.74,1,0,0.16,111115,OK
39,11:42:38,9,sun,young,4,7776.5,0,-0.103,0.0798,97.3,1.88,2.34,30.31,6,1.42,1,2.84,30.1,30.31,30.13,99.05,98.95,17.824,20.043,41.41,46.57,499.5,999,12,99.56,-1.44,0.00763,1,-0.22,2.74,1,0,0.16,111115,OK
40,11:45:08,9,sun,young,4,7927.5,0,-0.776,0.0808,63.7,1.91,2.34,30.32,6,1.42,1,2.84,30.11,30.32,30.13,49.39,50.21,17.865,20.108,41.49,46.7,499.5,1000,11,99.56,-0.897,0.0089,1,-0.22,2.74,1,0,0.16,111115,OK
41,11:47:38,9,sun,young,4,8077,0,1.45,0.0815,163,1.92,2.33,30.32,6,1.42,1,2.84,30.11,30.32,30.13,200.75,198.56,17.907,20.164,41.59,46.83,499.5,1000,10,99.56,-2.93,0.0117,1,-0.22,2.74,1,0,0.16,111115,OK
42,11:50:08,9,sun,young,4,8227,0,3.79,0.0799,304,1.88,2.33,30.31,6,1.42,1,2.84,30.11,30.31,30.13,401.07,395.63,17.955,20.167,41.7,46.84,499.5,1001,11,99.55,-6.88,0.0151,1,-0.22,2.74,1,0,0.16,111115,OK
43,11:52:38,9,sun,young,4,8377,0,5.41,0.0772,457,1.82,2.34,30.34,6,1.42,1,2.84,30.11,30.34,30.13,599.26,591.47,17.985,20.132,41.76,46.75,499.5,1000,16,99.55,-11.4,0.0186,1,-0.22,2.74,1,0,0.16,111115,OK
44,11:55:08,9,sun,young,4,8527,0,6.58,0.0752,619,1.78,2.34,30.34,6,1.42,1,2.84,30.11,30.34,30.13,799.59,789.99,18.023,20.118,41.84,46.7,499.5,1001,10,99.55,-16.4,0.0227,1,-0.22,2.74,1,0,0.16,111115,OK
45,11:57:37,9,sun,young,4,8675.5,0,7.66,0.0743,786,1.76,2.35,30.36,6,1.42,1,2.84,30.12,30.36,30.13,1000.74,989.45,18.068,20.142,41.93,46.74,499.5,1001,8,99.54,-21.7,0.0252,1,-0.22,2.74,1,0,0.16,111115,OK
46,12:00:07,9,sun,young,4,8826.5,0,8.27,0.0738,964,1.75,2.35,30.38,6,1.42,1,2.84,30.12,30.38,30.13,1201.25,1188.82,18.079,20.142,41.94,46.73,499.6,1000,7,99.54,-27.2,0.0279,1,-0.22,2.74,1,0,0.16,111115,OK
47,12:02:39,9,sun,young,4,8978,0,9.28,0.0732,1.71E+03,1.74,2.35,30.35,6,1.42,1,2.84,30.12,30.35,30.13,1999.22,1983.94,18.074,20.119,41.95,46.69,499.6,1001,13,99.54,-51,0.0337,0.7,-0.22,2.74,1,0,0.16,111115,OK
