Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
17,12:30:30,504,shade,old,4,3994.0,0,-0.84,0.0394,81.1,1.24,3.05,32.29,6,1.42,1,2.84,30.79,32.29,30.13,48.84,50.00,16.433,18.259,36.48,40.54,400.0,1999,35,98.96,2.16,0.00896,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
18,12:32:30,504,shade,old,4,4114.5,0,-0.134,0.043,99.1,1.34,3.03,32.28,6,1.42,1,2.84,30.78,32.28,30.12,99.08,99.09,16.437,18.414,36.50,40.90,400.0,2001,33,98.96,1.73,0.00385,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
19,12:34:29,504,shade,old,4,4233.0,0,0.531,0.0464,124,1.44,3.01,32.27,6,1.42,1,2.84,30.78,32.27,30.13,150.11,149.00,16.451,18.568,36.54,41.24,400.2,1999,94,98.96,1.19,0.00061,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
20,12:36:28,504,shade,old,4,4352.0,0,1.48,0.0503,189,1.55,3,32.29,6,1.42,1,2.84,30.80,32.29,30.13,250.94,248.14,16.452,18.733,36.50,41.57,400.0,2000,131,98.95,-0.167,0.00509,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
21,12:38:27,504,shade,old,4,4471.0,0,2.72,0.0535,249,1.65,3,32.36,6,1.42,1,2.84,30.83,32.36,30.13,351.24,346.30,16.453,18.883,36.44,41.83,400.0,2001,112,98.94,-1.66,0.00317,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,12:40:32,504,shade,old,4,4596.0,0,4.93,0.0543,371,1.68,3,32.36,6,1.42,1,2.84,30.83,32.36,30.13,550.74,541.98,16.409,18.876,36.34,41.80,400.0,2001,74,98.94,-5.41,0.00745,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
23,12:42:31,504,shade,old,4,4715.5,0,6.3,0.0532,515,1.65,3.01,32.34,6,1.42,1,2.84,30.82,32.34,30.13,749.82,738.56,16.355,18.776,36.23,41.59,400.1,1999,44,98.93,-9.73,0.0129,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
24,12:44:35,504,shade,old,4,4839.5,0,7.57,0.0517,706,1.61,3.03,32.37,6,1.42,1,2.84,30.83,32.37,30.13,1000.86,987.12,16.313,18.681,36.13,41.38,400.0,2000,21,98.93,-15.8,0.0123,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
25,12:46:35,504,shade,old,4,4959.5,0,8.42,0.0505,911,1.58,3.04,32.38,6,1.42,1,2.84,30.83,32.38,30.12,1251.29,1235.74,16.302,18.624,36.09,41.23,400.0,2001,14,98.93,-22.2,0.0165,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
26,12:48:37,504,shade,old,4,5081.0,0,8.99,0.0487,1.12E+03,1.52,3.03,32.31,6,1.42,1,2.84,30.81,32.31,30.12,1499.79,1482.95,16.240,18.476,36.01,40.96,400.4,2000,14,98.93,-29.4,0.0273,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
27,12:50:37,504,shade,old,4,5201.5,0,9.28,0.0467,1.33E+03,1.46,3.04,32.28,6,1.42,1,2.84,30.79,32.28,30.13,1750.51,1732.80,16.165,18.314,35.87,40.64,400.0,2000,14,98.92,-36.5,0.0253,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
28,12:52:37,504,shade,old,4,5321.5,0,9.57,0.0444,1.54E+03,1.39,3.03,32.19,6,1.42,1,2.84,30.76,32.19,30.12,2001.22,1982.74,16.081,18.124,35.75,40.30,400.0,2000,15,98.92,-44.4,0.0272,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
29,12:54:48,504,shade,old,4,5452.0,0,9.63,0.0428,1.77E+03,1.34,3.03,32.12,6,1.42,1,2.84,30.73,32.12,30.13,2250.71,2231.80,15.994,17.963,35.61,40.00,400.0,2001,22,98.92,-52.3,0.0322,0.2,-0.22,2.74,1.00,0.00,0.16,111115,OK
