Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
19,12:02:09,9,sun,young,5,3458.5,0,-0.984,0.0504,128,1.19,2.29,31.01,6,1.42,1,2.84,30.22,31.01,29.94,99.24,100.54,20.664,22.406,47.45,51.45,400.0,1500,34,99.09,4.62,-0.205,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
20,12:04:18,9,sun,young,5,3587.5,0,-0.531,0.052,162,1.16,2.18,30.54,6,1.42,1,2.84,30.23,30.54,29.94,150.34,150.88,20.668,22.370,47.44,51.35,400.0,1500,56,99.09,5.02,-0.207,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
21,12:06:27,9,sun,young,5,3716.5,0,0.164,0.0517,236,1.16,2.18,30.55,6,1.42,1,2.84,30.24,30.55,29.94,250.94,250.26,20.681,22.375,47.45,51.34,400.0,1500,78,99.09,5.58,-0.202,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,12:08:36,9,sun,young,5,3845.5,0,1.02,0.0516,305,1.16,2.18,30.58,6,1.42,1,2.84,30.26,30.58,29.94,350.87,348.73,20.725,22.420,47.50,51.38,400.0,1499,51,99.08,5.71,-0.2,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
23,12:10:45,9,sun,young,5,3974.5,0,2.02,0.0515,464,1.15,2.18,30.60,6,1.42,1,2.84,30.27,30.60,29.94,550.33,546.36,20.783,22.474,47.60,51.47,400.0,1500,50,99.08,5.9,-0.199,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
24,12:12:54,9,sun,young,5,4103.5,0,3.23,0.0512,618,1.15,2.18,30.63,6,1.42,1,2.84,30.29,30.63,29.94,751.03,744.91,20.862,22.543,47.71,51.56,400.0,1500,40,99.07,5.14,-0.202,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
25,12:15:12,9,sun,young,5,4241.5,0,4.2,0.051,825,1.14,2.18,30.65,6,1.42,1,2.84,30.30,30.65,29.94,1000.15,992.14,20.922,22.597,47.81,51.64,400.0,1500,45,99.07,3.87,-0.204,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
26,12:17:21,9,sun,young,5,4370.5,0,5.03,0.049,1.03E+03,1.15,2.29,31.11,6,1.42,1,2.84,30.31,31.11,29.94,1248.66,1238.97,20.980,22.672,47.92,51.79,400.1,1499,45,99.07,1.74,-0.198,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
27,12:19:32,9,sun,young,5,4501.5,0,6,0.0507,1.25E+03,1.13,2.17,30.61,6,1.42,1,2.84,30.31,30.61,29.94,1500.54,1489.03,21.004,22.656,47.99,51.77,400.0,1499,50,99.07,-1.22,-0.199,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
28,12:21:41,9,sun,young,5,4630.5,0,6.56,0.0506,1.47E+03,1.12,2.16,30.60,6,1.42,1,2.84,30.31,30.60,29.94,1750.08,1737.31,21.030,22.678,48.04,51.81,400.0,1500,42,99.06,-4.57,-0.198,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
29,12:23:50,9,sun,young,5,4760.0,0,7.1,0.0504,1.69E+03,1.12,2.16,30.59,6,1.42,1,2.84,30.30,30.59,29.94,1999.69,1985.71,21.050,22.688,48.10,51.85,400.0,1500,36,99.05,-8.54,-0.195,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
30,12:25:59,9,sun,young,5,4888.5,0,7.66,0.0502,1.91E+03,1.11,2.16,30.60,6,1.42,1,2.84,30.31,30.60,29.94,2248.98,2233.77,21.096,22.726,48.18,51.90,400.0,1499,39,99.05,-13.2,-0.194,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
