Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
42,12:30:10,500,shade,mature,8,9835.5,0,0.00504,0.00725,383,0.184,2.44,31.3,6,1.42,1,2.84,30.32,31.3,30.13,399.74,399.62,21.461,21.731,49.04,49.66,399.1,1499,3,99.13,-5.3,0.171,1,-0.22,2.74,1,0,0.16,111115,OK
43,12:32:57,500,shade,mature,8,10012.5,0,-0.689,0.0071,249,0.18,2.43,31.28,6,1.42,1,2.84,30.31,31.28,30.13,99.58,100.59,21.464,21.728,49.07,49.68,399.2,1500,2,99.14,-0.0341,0.17,0.8,-0.22,2.74,1,0,0.16,111115,OK
44,12:35:24,500,shade,mature,8,10160,0,-0.686,0.00717,202,0.182,2.43,31.27,6,1.42,1,2.84,30.29,31.27,30.13,52.44,53.45,21.445,21.712,49.07,49.68,399.1,1499,3,99.13,0.461,0.17,0.5,-0.22,2.74,1,0,0.16,111135,OK
45,12:37:55,500,shade,mature,8,10310.5,0,-0.415,0.00716,188,0.181,2.43,31.28,6,1.42,1,2.84,30.3,31.28,30.13,100.58,101.17,21.443,21.71,49.04,49.65,399.1,1499,2,99.13,-0.108,0.172,0.8,-0.22,2.74,1,0,0.16,111115,OK
46,12:40:22,500,shade,mature,8,10457.5,0,-0.256,0.00742,200,0.187,2.42,31.22,6,1.42,1,2.84,30.28,31.22,30.13,151.59,151.93,21.424,21.699,49.04,49.67,399.1,1500,2,99.12,-0.805,0.175,0.8,-0.22,2.74,1,0,0.16,111115,OK
47,12:42:57,500,shade,mature,8,10612.5,0,0.272,0.00821,187,0.206,2.41,31.17,6,1.42,1,2.84,30.26,31.17,30.13,249.92,249.43,21.33,21.634,48.88,49.57,399.1,1500,4,99.11,-2.31,0.179,0.2,-0.22,2.74,1,0,0.16,111115,OK
48,12:45:24,500,shade,mature,8,10760,0,0.346,0.00801,267,0.201,2.42,31.19,6,1.42,1,2.84,30.27,31.19,30.13,349.28,348.65,21.336,21.633,48.88,49.56,399,1500,4,99.11,-4.27,0.182,0.5,-0.22,2.74,1,0,0.16,111115,OK
49,12:47:51,500,shade,mature,8,10906.5,0,0.841,0.00817,366,0.205,2.41,31.15,6,1.42,1,2.84,30.25,31.15,30.13,551.14,549.71,21.292,21.594,48.83,49.52,399.2,1501,2,99.11,-8.69,0.173,0.8,-0.22,2.74,1,0,0.16,111115,OK
50,12:50:46,500,shade,mature,8,11081.5,0,1.63,0.00879,427,0.22,2.4,31.11,6,1.42,1,2.84,30.24,31.11,30.13,751.38,748.68,21.216,21.54,48.68,49.43,399.1,1501,9,99.11,-13.6,0.189,0.5,-0.22,2.74,1,0,0.16,111115,OK
51,12:53:13,500,shade,mature,8,11228.5,0,2.26,0.00878,552,0.221,2.42,31.16,6,1.42,1,2.84,30.25,31.16,30.13,999.56,995.83,21.216,21.542,48.65,49.39,399.1,1501,5,99.1,-20.1,0.186,0.8,-0.22,2.74,1,0,0.16,111115,OK
52,12:55:40,500,shade,mature,8,11376,0,3.04,0.00906,668,0.23,2.44,31.24,6,1.42,1,2.84,30.28,31.24,30.13,1250.67,1245.66,21.236,21.574,48.6,49.37,399.1,1499,70,99.1,-26.9,0.191,0.5,-0.22,2.74,1,0,0.16,111115,OK
53,12:58:07,500,shade,mature,8,11522.5,0,3.94,0.0092,760,0.235,2.45,31.31,6,1.42,1,2.84,30.31,31.31,30.13,1500.38,1493.93,21.279,21.624,48.63,49.42,399.1,1499,60,99.1,-34.2,0.199,0.8,-0.22,2.74,1,0,0.16,111115,OK
54,13:00:34,500,shade,mature,8,11670,0,4.45,0.00881,880,0.226,2.46,31.38,6,1.42,1,2.84,30.33,31.38,30.13,1750,1742.72,21.365,21.697,48.75,49.51,399.1,1501,11,99.09,-41.7,0.199,0.8,-0.22,2.74,1,0,0.16,111115,OK
55,13:03:12,500,shade,mature,8,11827.5,0,5.44,0.00868,925,0.223,2.47,31.46,6,1.42,1,2.84,30.36,31.46,30.13,2000.61,1991.76,21.477,21.806,48.93,49.68,399.1,1500,430,99.08,-49.4,0.203,0.8,-0.22,2.74,1,0,0.16,111115,OK
56,13:05:39,500,shade,mature,8,11974.5,0,6.06,0.00878,1.06E+03,0.227,2.48,31.53,6,1.42,1,2.84,30.38,31.53,30.13,2250.45,2240.59,21.6,21.933,49.15,49.91,399.9,1499,31,99.08,-57.2,0.214,0.8,-0.22,2.74,1,0,0.16,111115,OK
