Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
17,12:43:12,9,shade,y/m,4,6786.5,0,0.28,0.0713,89.5,1.56,2.14,30.36,6,1.42,1,2.84,29.92,30.36,29.95,99.89,99.24,20.003,22.283,46.71,52.04,400.1,1500,34,99.05,4.44,-0.206,0.8,-0.22,2.74,1,0,0.16,111115,OK
18,12:45:21,9,shade,y/m,4,6915.5,0,-0.584,0.0748,62.2,1.66,2.18,30.62,6,1.42,1,2.84,29.93,30.62,29.95,50.71,51.46,20.092,22.529,46.89,52.58,400.1,1499,42,99.05,3.98,-0.212,0.8,-0.22,2.74,1,0,0.16,111115,OK
19,12:47:30,9,shade,y/m,4,7044.5,0,0.374,0.0829,88,1.81,2.15,30.62,6,1.42,1,2.84,29.94,30.62,29.95,99.64,98.81,20.176,22.831,47.07,53.27,400,1499,45,99.05,4.45,-0.22,0.8,-0.22,2.74,1,0,0.16,111115,OK
20,12:49:40,9,shade,y/m,4,7175,0,1.55,0.0928,116,1.99,2.11,30.58,6,1.42,1,2.84,29.93,30.58,29.95,150.54,147.78,20.239,23.147,47.23,54.02,400.1,1500,45,99.05,4.88,-0.233,0.8,-0.22,2.74,1,0,0.16,111115,OK
21,12:51:50,9,shade,y/m,4,7305,0,3.89,0.103,175,2.15,2.06,30.49,6,1.42,1,2.84,29.91,30.49,29.95,250.96,244.35,20.28,23.426,47.39,54.74,400.1,1500,46,99.05,5.4,-0.236,0.8,-0.22,2.74,1,0,0.16,111115,OK
22,12:54:02,9,shade,y/m,4,7436.5,0,6.11,0.111,239,2.26,2.03,30.46,6,1.42,1,2.84,29.92,30.46,29.95,350.77,340.45,20.322,23.635,47.48,55.22,400,1500,46,99.06,5.61,-0.241,1,-0.22,2.74,1,0,0.16,111115,OK
23,12:56:11,9,shade,y/m,4,7565.5,0,9.4,0.112,381,2.29,2.03,30.46,6,1.42,1,2.84,29.92,30.46,29.95,551.16,535.22,20.355,23.702,47.55,55.37,400.1,1500,45,99.06,5.8,-0.235,1,-0.22,2.74,1,0,0.16,111115,OK
24,12:58:21,9,shade,y/m,4,7696,0,11.6,0.105,526,2.16,2.05,30.5,6,1.42,1,2.84,29.93,30.5,29.95,750.35,730.55,20.4,23.569,47.63,55.02,400.1,1499,40,99.06,5.1,-0.232,0.8,-0.22,2.74,1,0,0.16,111115,OK
25,13:00:37,9,shade,y/m,4,7832,0,12.9,0.0906,714,1.92,2.09,30.55,6,1.42,1,2.84,29.94,30.55,29.95,1000.16,977.95,20.453,23.265,47.73,54.29,400.1,1499,38,99.06,3.57,-0.226,0.8,-0.22,2.74,1,0,0.16,111115,OK
26,13:02:46,9,shade,y/m,4,7960.5,0,13.9,0.077,893,1.67,2.14,30.61,6,1.42,1,2.84,29.94,30.61,29.95,1249.66,1225.77,20.497,22.95,47.81,53.53,400.1,1499,37,99.05,1.39,-0.212,0.8,-0.22,2.74,1,0,0.16,111115,OK
27,13:04:59,9,shade,y/m,4,8094,0,14.5,0.0651,1.07E+03,1.45,2.18,30.66,6,1.42,1,2.84,29.95,30.66,29.95,1499.89,1474.99,20.547,22.671,47.91,52.86,400.1,1499,49,99.05,-1.49,-0.204,0.8,-0.22,2.74,1,0,0.16,111115,OK
28,13:07:08,9,shade,y/m,4,8222.5,0,14.7,0.0562,1.24E+03,1.27,2.21,30.72,6,1.42,1,2.84,29.96,30.72,29.95,1749.86,1724.51,20.596,22.465,48,52.35,400.1,1499,43,99.04,-4.8,-0.195,0.8,-0.22,2.74,1,0,0.16,111115,OK
29,13:09:17,9,shade,y/m,4,8352,0,15,0.0489,1.41E+03,1.12,2.23,30.73,6,1.42,1,2.84,29.95,30.73,29.95,2000.26,1974.47,20.66,22.307,48.16,51.99,400.1,1499,48,99.03,-8.97,-0.19,0.8,-0.22,2.74,1,0,0.16,111115,OK
30,13:11:26,9,shade,y/m,4,8480.5,0,15.2,0.0431,1.58E+03,0.999,2.25,30.75,6,1.42,1,2.84,29.95,30.75,29.95,2250.41,2224.35,20.722,22.187,48.31,51.72,400,1499,48,99.02,-13.4,-0.184,0.8,-0.22,2.74,1,0,0.16,111115,OK
