Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
59,12:12:31,9,shade,y/m,9,10352.0,0,-0.972,0.0447,83.2,1.16,2.52,32.79,6,1.42,1,2.84,30.36,32.79,29.94,49.48,50.85,23.282,24.983,53.02,56.90,400.1,2000,4,99.03,5.28,-0.212,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,12:14:30,9,shade,y/m,9,10471.5,0,-0.161,0.0499,101,1.28,2.49,32.77,6,1.42,1,2.84,30.33,32.77,29.94,99.44,99.49,23.371,25.243,53.30,57.57,400.1,2001,5,99.03,5.78,-0.226,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
61,12:16:29,9,shade,y/m,9,10590.0,0,0.644,0.0624,127,1.38,2.15,31.62,6,1.42,1,2.84,30.34,31.62,29.94,149.73,148.46,23.416,25.430,53.38,57.97,400.1,2001,5,99.03,6.3,-0.231,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
62,12:18:28,9,shade,y/m,9,10709.0,0,2.23,0.0601,177,1.49,2.4,32.61,6,1.42,1,2.84,30.31,32.61,29.94,250.07,246.19,23.448,25.619,53.53,58.49,400.1,2000,5,99.03,6.94,-0.237,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
63,12:20:27,9,shade,y/m,9,10828.0,0,3.53,0.0584,234,1.45,2.41,32.61,6,1.42,1,2.84,30.32,32.61,29.95,350.57,344.53,23.497,25.609,53.62,58.43,400.1,2001,7,99.03,7.53,-0.236,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
64,12:22:26,9,shade,y/m,9,10947.0,0,5.88,0.0528,340,1.31,2.42,32.60,6,1.42,1,2.84,30.27,32.60,29.94,548.95,539.07,23.547,25.467,53.88,58.27,400.1,2001,7,99.03,7.85,-0.226,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
65,12:24:25,9,shade,y/m,9,11066.0,0,7.41,0.0449,446,1.13,2.45,32.63,6,1.42,1,2.84,30.27,32.63,29.94,750.08,737.72,23.600,25.258,54.00,57.79,400.1,2001,7,99.02,7.72,-0.217,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
66,12:26:34,9,shade,y/m,9,11195.5,0,8.62,0.0365,572,0.921,2.44,32.51,6,1.42,1,2.84,30.27,32.51,29.94,1000.28,986.00,23.650,24.996,54.13,57.21,400.1,2000,6,99.02,6.23,-0.211,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
67,12:28:33,9,shade,y/m,9,11314.0,0,9.2,0.0296,693,0.764,2.49,32.62,6,1.42,1,2.84,30.27,32.62,29.94,1250.04,1234.83,23.711,24.828,54.27,56.82,400.1,2000,7,99.01,4.3,-0.206,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
68,12:30:46,9,shade,y/m,9,11447.0,0,9.7,0.0269,858,0.63,2.26,31.73,6,1.42,1,2.84,30.30,31.73,29.94,1499.53,1483.58,23.797,24.719,54.37,56.47,400.1,2000,9,99.01,1.36,-0.21,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
69,12:32:45,9,shade,y/m,9,11566.0,0,10.2,0.0212,901,0.559,2.53,32.71,6,1.42,1,2.84,30.29,32.71,29.94,1750.61,1733.79,23.865,24.683,54.55,56.42,400.1,1999,10,99.01,-1.95,-0.2,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
