Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
59,12:13:04,9,sun,young,10,10364.5,0,-1.49,0.0334,120,1.07,3.1,31.79,6,1.42,1,2.84,30.53,31.79,30.13,50.26,52.41,14.723,16.297,33.26,36.81,400.0,1999,3,99.18,2.12,0.0339,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,12:15:04,9,sun,young,10,10484.5,0,-1.1,0.0336,148,1.06,3.08,31.73,6,1.42,1,2.84,30.52,31.73,30.13,100.18,101.67,14.784,16.354,33.40,36.95,400.2,2000,3,99.18,1.71,0.036,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
61,12:17:04,9,sun,young,10,10604.5,0,-0.765,0.0331,180,1.05,3.07,31.70,6,1.42,1,2.84,30.50,31.70,30.13,149.98,150.89,14.862,16.406,33.61,37.10,399.9,2001,3,99.18,1.16,0.0319,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
62,12:19:15,9,sun,young,10,10735.5,0,-0.35,0.0329,256,1.03,3.04,31.64,6,1.42,1,2.84,30.49,31.64,30.13,251.26,251.40,14.987,16.506,33.92,37.36,400.0,2000,3,99.18,-0.293,0.0347,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
63,12:21:17,9,sun,young,10,10857.5,0,0.235,0.0325,322,1.01,3.02,31.61,6,1.42,1,2.84,30.48,31.61,30.13,351.47,350.58,15.116,16.606,34.23,37.61,400.0,2001,2,99.18,-1.98,0.0369,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
64,12:23:18,9,sun,young,10,10978.0,0,1.15,0.0321,465,0.99,3,31.55,6,1.42,1,2.84,30.47,31.55,30.13,550.62,548.08,15.254,16.714,34.57,37.88,399.9,2001,3,99.17,-5.86,0.0302,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
65,12:25:18,9,sun,young,10,11098.5,0,1.84,0.0321,621,0.985,2.97,31.51,6,1.42,1,2.84,30.46,31.51,30.13,750.94,747.08,15.385,16.839,34.89,38.18,399.7,1999,3,99.17,-10.5,0.0324,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
66,12:27:18,9,sun,young,10,11218.5,0,2.87,0.032,807,0.971,2.95,31.44,6,1.42,1,2.84,30.45,31.44,30.13,1001.36,995.60,15.513,16.945,35.20,38.45,399.9,1999,3,99.17,-16.8,0.0284,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
67,12:29:18,9,sun,young,10,11338.5,0,3.69,0.0319,1E+03,0.962,2.93,31.44,6,1.42,1,2.84,30.44,31.44,30.13,1250.97,1243.64,15.654,17.073,35.53,38.75,400.0,2000,4,99.16,-23.5,0.0302,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
68,12:31:17,9,sun,young,10,11457.0,0,4.49,0.0317,1.2E+03,0.951,2.91,31.42,6,1.42,1,2.84,30.43,31.42,30.13,1500.59,1491.72,15.802,17.204,35.88,39.06,400.0,2000,4,99.16,-30.6,0.031,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
69,12:33:17,9,sun,young,10,11577.5,0,4.97,0.0317,1.41E+03,0.949,2.91,31.43,6,1.42,1,2.84,30.43,31.43,30.13,1751.25,1741.32,15.939,17.338,36.19,39.37,399.9,1999,4,99.16,-38,0.0281,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
70,12:35:17,9,sun,young,10,11697.5,0,5.65,0.0317,1.62E+03,0.946,2.89,31.45,6,1.42,1,2.84,30.44,31.45,30.13,2001.39,1990.10,16.096,17.490,36.53,39.70,400.0,1999,3,99.15,-45.7,0.0302,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
71,12:37:17,9,sun,young,10,11817.0,0,6.31,0.0317,1.82E+03,0.939,2.87,31.43,6,1.42,1,2.84,30.44,31.43,30.13,2251.61,2238.99,16.259,17.644,36.89,40.03,400.0,1999,4,99.15,-53.9,0.0274,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
