Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
53,09:29:45,500,sun,old,4,9372.0,0,-0.415,0.0189,131,0.404,2.06,30.60,6,1.42,1,2.84,29.76,30.60,29.54,99.09,99.65,23.101,23.692,54.54,55.93,400.1,1999,4,99.18,6,0.225,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,09:31:17,500,sun,old,4,9464.0,0,-0.697,0.0193,108,0.414,2.07,30.64,6,1.42,1,2.84,29.75,30.64,29.55,51.98,52.99,23.091,23.698,54.54,55.97,400.0,2000,5,99.17,6.09,0.229,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,09:32:57,500,sun,old,4,9564.0,0,-0.275,0.0197,119,0.419,2.06,30.59,6,1.42,1,2.84,29.75,30.59,29.55,100.16,100.51,23.088,23.702,54.51,55.96,400.1,2000,4,99.17,6.07,0.227,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,09:34:32,500,sun,old,4,9659.5,0,0.0563,0.0196,140,0.42,2.06,30.62,6,1.42,1,2.84,29.75,30.62,29.55,149.53,149.35,23.097,23.712,54.55,56.00,400.0,2000,4,99.17,5.86,0.221,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
57,09:36:27,500,sun,old,4,9774.5,0,0.508,0.0205,203,0.437,2.06,30.62,6,1.42,1,2.84,29.76,30.62,29.55,251.83,250.90,23.118,23.759,54.57,56.08,399.7,2000,4,99.16,5.52,0.233,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
58,09:38:35,500,sun,old,4,9902.5,0,0.978,0.0211,263,0.451,2.06,30.65,6,1.42,1,2.84,29.77,30.65,29.55,350.17,348.47,23.148,23.809,54.59,56.15,400.0,2001,4,99.16,4.88,0.222,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
59,09:40:33,500,sun,old,4,10020.0,0,2.2,0.0223,372,0.475,2.06,30.66,6,1.42,1,2.84,29.78,30.66,29.55,550.52,546.84,23.181,23.877,54.63,56.27,400.0,2001,3,99.15,3.26,0.232,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,09:42:23,500,sun,old,4,10130.5,0,3.38,0.0231,487,0.49,2.05,30.66,6,1.42,1,2.84,29.78,30.66,29.55,749.85,744.23,23.208,23.925,54.69,56.38,400.0,2000,2,99.15,0.991,0.234,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
61,09:44:06,500,sun,old,4,10233.0,0,4.64,0.0234,597,0.498,2.05,30.66,6,1.42,1,2.84,29.78,30.66,29.55,950.28,942.61,23.237,23.966,54.75,56.47,400.0,2000,3,99.14,-1.55,0.227,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
62,09:46:15,500,sun,old,4,10362.0,0,6.01,0.024,705,0.51,2.05,30.70,6,1.42,1,2.84,29.79,30.70,29.55,1150.59,1140.70,23.262,24.008,54.78,56.53,400.0,2000,4,99.14,-4.48,0.223,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
63,09:48:08,500,sun,old,4,10475.0,0,7.06,0.025,846,0.529,2.04,30.69,6,1.42,1,2.84,29.80,30.69,29.55,1349.56,1337.91,23.314,24.089,54.89,56.71,400.1,2000,3,99.13,-7.13,0.231,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
64,09:50:02,500,sun,old,4,10589.5,0,8.75,0.0251,931,0.532,2.05,30.73,6,1.42,1,2.84,29.81,30.73,29.55,1549.96,1535.61,23.364,24.142,54.97,56.81,400.0,2000,3,99.13,-10.6,0.226,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
65,09:51:50,500,sun,old,4,10697.0,0,9.98,0.0253,1.05E+03,0.534,2.04,30.71,6,1.42,1,2.84,29.80,30.71,29.55,1750.19,1733.83,23.402,24.184,55.09,56.93,400.0,2000,4,99.12,-13.8,0.227,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
66,09:53:20,500,sun,old,4,10787.0,0,11.7,0.0255,1.19E+03,0.54,2.04,30.73,6,1.42,1,2.84,29.80,30.73,29.55,2001.31,1982.19,23.425,24.216,55.12,56.98,400.0,2001,5,99.12,-18.6,0.225,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
67,09:55:29,500,sun,old,4,10916.5,0,12.9,0.0265,1.39E+03,0.549,2,30.58,6,1.42,1,2.84,29.79,30.58,29.55,2249.77,2228.63,23.464,24.267,55.24,57.13,400.0,2000,4,99.12,-23.1,0.227,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
