Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
16,08:25:54,caferana,shade,old1,3,3681.0,0,-0.542,0.0146,106,0.494,3.28,29.58,6,1.42,1,2.84,29.59,29.58,29.95,49.97,50.75,8.170,8.905,19.45,21.20,400.0,1001,15,99.06,4.85,0.0296,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
17,08:27:54,caferana,shade,old1,3,3801.5,0,-0.101,0.0159,105,0.535,3.27,29.58,6,1.42,1,2.84,29.60,29.58,29.95,99.96,100.03,8.181,8.976,19.47,21.36,400.1,1000,16,99.06,5.37,0.032,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
18,08:29:53,caferana,shade,old1,3,3920.0,0,0.283,0.0174,116,0.582,3.25,29.55,6,1.42,1,2.84,29.61,29.55,29.95,150.06,149.51,8.194,9.059,19.48,21.54,400.1,1000,16,99.07,5.81,0.0318,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
19,08:31:56,caferana,shade,old1,3,4043.0,0,1.08,0.019,148,0.635,3.25,29.56,6,1.42,1,2.84,29.60,29.56,29.95,251.34,249.49,8.209,9.153,19.53,21.78,400.0,1000,17,99.07,6.34,0.0331,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
20,08:33:55,caferana,shade,old1,3,4162.0,0,1.78,0.021,196,0.7,3.24,29.58,6,1.42,1,2.84,29.61,29.58,29.96,350.13,347.09,8.221,9.262,19.55,22.02,400.0,1000,14,99.07,6.82,0.0311,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
21,08:35:54,caferana,shade,old1,3,4281.0,0,3.41,0.0232,285,0.768,3.23,29.58,6,1.42,1,2.84,29.63,29.58,29.95,549.87,544.14,8.235,9.377,19.56,22.28,400.0,1000,17,99.07,7.15,0.0321,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
22,08:37:53,caferana,shade,old1,3,4400.0,0,5,0.0245,383,0.812,3.22,29.59,6,1.42,1,2.84,29.63,29.59,29.95,750.40,742.00,8.249,9.455,19.59,22.46,400.0,1000,15,99.08,6.7,0.0317,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
23,08:40:15,caferana,shade,old1,3,4542.0,0,6.28,0.0235,519,0.781,3.23,29.61,6,1.42,1,2.84,29.64,29.61,29.95,1000.06,989.48,8.272,9.431,19.64,22.40,400.1,999,17,99.08,5.51,0.0335,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
24,08:42:21,caferana,shade,old1,3,4668.0,0,6.82,0.0196,627,0.657,3.26,29.67,6,1.42,1,2.84,29.64,29.67,29.95,1250.20,1238.75,8.298,9.274,19.70,22.02,400.0,999,17,99.08,3.56,0.0365,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
25,08:44:27,caferana,shade,old1,3,4795.0,0,6.92,0.0155,713,0.528,3.29,29.74,6,1.42,1,2.84,29.65,29.74,29.94,1500.47,1488.91,8.326,9.110,19.75,21.61,400.0,999,18,99.08,1.14,0.0427,0.5,-0.22,2.74,1.00,0.00,0.16,111135,OK
26,08:46:25,caferana,shade,old1,3,4912.5,0,6.86,0.0133,841,0.448,3.27,29.60,6,1.42,1,2.84,29.69,29.60,29.95,1750.35,1738.90,8.348,9.014,19.76,21.34,400.0,999,18,99.08,-2.16,0.0484,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
27,08:48:35,caferana,shade,old1,3,5042.5,0,6.98,0.0116,942,0.398,3.33,29.81,6,1.42,1,2.84,29.68,29.81,29.95,2000.42,1988.76,8.369,8.961,19.83,21.23,400.1,1001,18,99.08,-5.73,0.0505,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
28,08:50:38,caferana,shade,old1,3,5165.5,0,7.11,0.0108,1.08E+03,0.371,3.34,29.85,6,1.42,1,2.84,29.70,29.85,29.95,2249.90,2237.99,8.389,8.940,19.85,21.16,400.1,1000,20,99.08,-10.1,0.0501,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
