Obs,HHMMSS,Tree,light_environment,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
31,10:41:09,504,shade,old,3,7302,0,-0.609,0.0454,67.1,1.03,2.22,30.37,6,1.42,1,2.84,30.08,30.37,30.13,46.6,47.44,19.932,21.446,46.28,49.8,399.9,1001,3,99.39,1.17,0.0911,0.8,-0.22,2.74,1,0,0.16,111135,OK
32,10:42:38,504,shade,old,3,7391.5,0,0.234,0.0513,87.6,1.15,2.19,30.33,6,1.42,1,2.84,30.08,30.33,30.13,98.92,98.4,19.976,21.661,46.39,50.3,399.9,1001,4,99.38,0.722,0.0899,0.8,-0.22,2.74,1,0,0.16,111115,OK
33,10:44:13,504,shade,old,3,7486,0,1.09,0.0597,113,1.31,2.16,30.31,6,1.42,1,2.84,30.08,30.31,30.13,149.56,147.64,20.014,21.937,46.48,50.95,400,1001,3,99.38,0.139,0.0867,0.8,-0.22,2.74,1,0,0.16,111115,OK
34,10:45:58,504,shade,old,3,7591.5,0,2.84,0.07,173,1.51,2.12,30.29,6,1.42,1,2.84,30.08,30.29,30.13,251.33,246.51,20.05,22.26,46.54,51.67,399.9,1001,3,99.38,-1.31,0.0776,0.8,-0.22,2.74,1,0,0.16,111115,OK
35,10:47:39,504,shade,old,3,7692.5,0,4.43,0.0775,240,1.65,2.1,30.28,6,1.42,1,2.84,30.09,30.28,30.13,350.75,343.26,20.082,22.494,46.6,52.2,400,1001,3,99.37,-2.96,0.0825,0.8,-0.22,2.74,1,0,0.16,111115,OK
36,10:49:29,504,shade,old,3,7802.5,0,6.74,0.0816,388,1.72,2.09,30.31,6,1.42,1,2.84,30.1,30.31,30.13,551.04,539.53,20.105,22.631,46.63,52.49,400,1001,3,99.37,-6.95,0.0836,0.8,-0.22,2.74,1,0,0.16,111115,OK
37,10:51:21,504,shade,old,3,7914,0,7.79,0.0823,559,1.74,2.08,30.31,6,1.42,1,2.84,30.1,30.31,30.13,749.89,736.28,20.121,22.665,46.66,52.55,399.9,1001,8,99.37,-11.4,0.0888,0.8,-0.22,2.74,1,0,0.16,111115,OK
38,10:53:11,504,shade,old,3,8024.5,0,8.7,0.0815,780,1.72,2.08,30.29,6,1.42,1,2.84,30.09,30.29,30.13,1001.21,985.61,20.127,22.645,46.69,52.53,399.9,1001,3,99.37,-17.5,0.0914,0.8,-0.22,2.74,1,0,0.16,111115,OK
39,10:55:11,504,shade,old,3,8144,0,9.24,0.0806,959,1.7,2.08,30.26,6,1.42,1,2.84,30.09,30.26,30.13,1200.5,1183.62,20.117,22.604,46.69,52.46,400,1001,3,99.36,-22.7,0.0982,0.8,-0.22,2.74,1,0,0.16,111115,OK
40,10:57:12,504,shade,old,3,8266,0,9.77,0.0801,1.24E+03,1.69,2.09,30.28,6,1.42,1,2.84,30.09,30.28,30.13,1500.39,1481.98,20.103,22.582,46.64,52.39,399.9,1001,3,99.36,-30.9,0.101,0.8,-0.22,2.74,1,0,0.16,111115,OK
41,10:59:16,504,shade,old,3,8389.5,0,10.1,0.0794,1.71E+03,1.69,2.1,30.32,6,1.42,1,2.84,30.1,30.32,30.13,1999.8,1979.64,20.104,22.575,46.63,52.36,399.9,1001,3,99.36,-45.4,0.102,0.5,-0.22,2.74,1,0,0.16,111115,OK
42,11:01:19,504,shade,old,3,8512.5,0,10.7,0.0794,1.98E+03,1.69,2.1,30.32,6,1.42,1,2.84,30.1,30.32,30.13,2300.26,2278.38,20.109,22.581,46.63,52.36,400,1001,3,99.36,-54.9,0.103,0.8,-0.22,2.74,1,0,0.16,111115,OK
