Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
26,11:00:42,9,sun,old,3,5260.5,0,6.52,0.143,206,3.04,2.15,30.02,6,1.42,1,2.84,30.08,30.02,30.13,299.46,290.57,17.624,21.195,41.02,49.33,499.4,1000,8,99.6,-4.57,0.0401,1,-0.22,2.74,1,0,0.16,111115,OK
27,11:03:12,9,sun,old,3,5410.5,0,3.65,0.133,142,2.88,2.18,30.07,6,1.42,1,2.84,30.08,30.07,30.13,198.98,193.93,17.645,21.03,41.06,48.94,499.5,1000,5,99.6,-2.83,0.0471,0.7,-0.22,2.74,1,0,0.16,111115,OK
28,11:05:42,9,sun,old,3,5561,0,0.893,0.126,82.4,2.76,2.21,30.13,6,1.42,1,2.84,30.08,30.13,30.13,98.92,97.52,17.652,20.899,41.06,48.62,499.5,1000,10,99.6,-1.33,0.0464,1,-0.22,2.74,1,0,0.16,111115,OK
29,11:08:12,9,sun,old,3,5710.5,0,-0.33,0.121,52.1,2.68,2.22,30.15,6,1.42,1,2.84,30.08,30.15,30.13,49.23,49.47,17.679,20.837,41.13,48.47,499.5,999,6,99.59,-0.823,0.0583,1,-0.22,2.74,1,0,0.16,111115,OK
30,11:10:42,9,sun,old,3,5860.5,0,3.36,0.118,143,2.63,2.23,30.16,6,1.42,1,2.84,30.08,30.16,30.13,201.21,196.55,17.671,20.764,41.12,48.31,499.6,1000,9,99.59,-2.9,0.0624,0.7,-0.22,2.74,1,0,0.16,111115,OK
31,11:13:12,9,sun,old,3,6010.5,0,7.51,0.131,285,2.67,2.06,29.47,6,1.42,1,2.84,30.24,29.47,30.33,401.82,391.54,17.668,20.808,40.73,47.96,499.4,1000,10,99.59,-6.83,0.0705,0.7,-0.22,2.74,1,0,0.16,111115,OK
32,11:15:42,9,sun,old,3,6161,0,9.89,0.115,426,2.53,2.2,30.01,6,1.42,1,2.84,30.03,30.01,30.13,599.87,586.22,17.699,20.67,41.29,48.22,499.6,1000,8,99.58,-11.3,-0.0143,1,-0.22,2.74,1,0,0.16,111115,OK
33,11:18:12,9,sun,old,3,6311,0,11.5,0.111,587,2.46,2.22,30.03,6,1.42,1,2.84,30.04,30.03,30.13,799.46,783.32,17.709,20.6,41.3,48.05,499.5,1001,7,99.58,-16.2,-0.00496,1,-0.22,2.74,1,0,0.16,111115,OK
34,11:20:42,9,sun,old,3,6461,0,12.9,0.106,749,2.36,2.24,30.07,6,1.42,1,2.84,30.05,30.07,30.13,1000.78,982.53,17.721,20.499,41.31,47.79,499.5,1000,12,99.58,-21.7,0.000566,1,-0.22,2.74,1,0,0.16,111115,OK
35,11:23:12,9,sun,old,3,6611,0,13.6,0.0989,915,2.24,2.26,30.13,6,1.42,1,2.84,30.06,30.13,30.13,1200.11,1180.59,17.751,20.389,41.35,47.5,499.5,1000,7,99.58,-27.1,0.00712,0.7,-0.22,2.74,1,0,0.16,111115,OK
