SampleID,SampleID_num,Record,A,Ci,Patm,Qin,Tleaf,Ca,Pci,Pca,gsw,RHs,VPDleaf,CO2s,CO2r
cf_r4_p4,15,1393,29.34790574,462.6339899,99.99904491,1500,25.9844125,721.01525,46.30922053,72.17293788,0.200496889,52.58496448,1.717253422,721.01525,785.394125
cf_r4_p4,15,1394,29.60515326,480.9986874,99.99998564,1500,25.92848571,741.8402857,48.1479617,74.25820194,0.20058874,52.69988141,1.707217786,741.8402857,805.1127143
cf_r4_p4,15,1395,29.91141252,492.9837081,99.99818298,1500,25.93735,759.182125,49.34677342,75.99275127,0.198563942,52.6222529,1.707300534,759.182125,823.31575
cf_r4_p4,15,1396,30.96052144,502.6629826,99.99694881,1500,26.00292857,779.6444286,50.31503084,78.04002846,0.197352307,52.62133587,1.716233917,779.6444286,844.5261429
cf_r4_p4,15,1397,30.71407873,523.1244746,99.99677098,1500,26.0120625,797.1915,52.36307073,79.79629501,0.1984265,52.74723302,1.713159424,797.1915,862.54225
cf_r4_p4,15,1398,30.97956371,539.6956823,99.99500183,1500,26.03547143,818.0094286,54.02084031,81.87865526,0.197234835,52.84043652,1.71378037,818.0094286,884.2747143
cf_r4_p4,15,1399,31.07517211,553.5950826,99.99425609,1500,26.0535625,836.1835,55.41168797,83.6971654,0.194920803,52.84935792,1.71613887,836.1835,903.120875
cf_r4_p4,15,1400,31.39535875,572.3054553,99.9924663,1500,26.0564,857.6775714,57.2834645,85.84706341,0.195295249,52.89061459,1.715457478,857.6775714,924.9481429
cf_r4_p4,15,1401,31.5243502,589.0982719,99.99315103,1500,26.0537875,876.02525,58.9647023,87.68412766,0.195296794,52.92540691,1.714092881,876.02525,943.633125
cf_r4_p4,15,1402,31.83080336,607.3146451,99.99063249,1500,26.05671429,897.6092857,60.78650695,89.84228115,0.195130671,52.94973379,1.714103987,897.6092857,965.5712857
cf_r4_p4,15,1403,32.06407372,624.3276471,99.99088939,1500,26.056525,915.98725,62.48950947,91.68197853,0.195942505,52.97766513,1.713860538,915.98725,984.288625
cf_r4_p4,15,1404,32.267828,644.4469151,99.98909193,1500,26.04034286,937.5775714,64.50210653,93.84128775,0.196547521,52.98294907,1.710999964,937.5775714,1006.340714
cf_r4_p4,15,1405,32.32821639,661.6771027,99.98910441,1500,26.033225,956.120125,66.22666862,95.69720702,0.196301861,53.00360832,1.709887921,956.120125,1024.93
cf_r4_p4,15,1406,32.44443674,681.1877792,99.98770676,1500,26.02982857,977.7711429,68.17852269,97.86287142,0.195857302,53.03027243,1.709586237,977.7711429,1046.834286
cf_r4_p4,15,1407,32.32075357,701.0137651,99.98901166,1500,26.012475,996.366125,70.16377491,99.72530071,0.196367782,53.06799037,1.705996732,996.366125,1065.78375
cf_r4_p4,15,1408,32.67611892,719.4597254,99.9879632,1500,25.9957,1018.265714,72.00925852,101.9161413,0.196394132,53.10796795,1.702432855,1018.265714,1087.897143
cf_r4_p4,15,1409,32.46466356,739.4179417,99.98718612,1500,25.997175,1037.015,74.00626115,103.7919133,0.196373003,53.14496038,1.702328494,1037.015,1106.4175
cf_r4_p4,15,1410,32.61704881,759.7449385,99.9859515,1500,25.97635714,1058.554286,76.03979507,105.9464129,0.196801248,53.21458335,1.697679177,1058.554286,1127.521429
cf_r4_p4,15,1411,32.50897049,779.8649001,99.9862633,1500,25.9691,1076.88375,78.05376373,107.7812706,0.197830025,53.29729939,1.69490533,1076.88375,1146.24875
cf_r4_p4,15,1412,32.70365443,803.1460646,99.98619356,1500,25.9537,1098.497143,80.38383248,109.9443977,0.200755617,53.31825027,1.691233499,1098.497143,1168.161429
cf_r4_p4,15,1413,32.86276428,820.1517597,99.98715874,1500,25.95305,1116.91125,82.08665936,111.7884736,0.201065908,53.29050247,1.692255154,1116.91125,1186.25625
cf_r4_p4,15,1414,32.51854845,842.5300399,99.9868267,1500,25.94942857,1138.264286,84.32615809,113.9252603,0.200151202,53.25654692,1.692930118,1138.264286,1208.054286
cf_r4_p4,15,1415,32.80660697,857.2975113,99.98812895,1500,25.949175,1156.88,85.80530386,115.7899546,0.199396996,53.23605292,1.693576544,1156.88,1227.3225
cf_r4_p4,15,1416,32.69164588,879.369403,99.98532942,1500,25.94938571,1179.044286,88.01197638,118.0050357,0.199066587,53.22296609,1.693784442,1179.044286,1249.738571
cf_r4_p4,15,1417,32.52070879,898.4853111,99.98575849,1500,25.9552375,1197.89,89.92558385,119.8917292,0.198600895,53.22556096,1.6949437,1197.89,1268.36
cf_r4_p4,15,1418,33.09952015,914.5224136,99.98573266,1500,25.96594286,1219.797143,91.5306458,122.0842907,0.198240792,53.19910403,1.69724081,1219.797143,1290.145714
cf_r4_p4,15,1419,32.56206606,938.3154188,99.98616832,1500,25.9644125,1238.2375,93.91239494,123.9304468,0.199345134,53.17701089,1.697475607,1238.2375,1307.98
cf_r4_p4,15,1420,32.59462594,958.1031953,99.98524224,1500,25.96411429,1259.714286,95.89199039,126.0788094,0.198714112,53.12957233,1.698142764,1259.714286,1329.558571
cf_r4_p4,15,1421,32.52559446,976.4121902,99.98590467,1500,25.9550125,1278.0675,97.72509739,127.916542,0.198614307,53.10956153,1.696487805,1278.0675,1348.10125
cf_r4_p4,15,1422,32.65297488,995.468355,99.98432828,1500,25.97115714,1299.705714,99.63078163,130.0801734,0.197930776,53.09655681,1.699577601,1299.705714,1370.017143
cf_r4_p4,15,1423,32.90432096,1010.766395,99.98407403,1500,25.9768375,1318.165,101.1616187,131.9273234,0.197510636,53.09761437,1.700849605,1318.165,1388.46
cf_r4_p4,15,1424,32.45955644,1039.200512,99.98514324,1500,25.96235714,1339.774286,104.0085321,134.0915014,0.200372764,53.07554386,1.698903753,1339.774286,1410.13
cf_r4_p4,15,1425,32.55628169,1053.661073,99.98491212,1500,25.9680875,1358.2975,105.4555759,135.9450859,0.198269052,53.01338166,1.701799586,1358.2975,1428.875
cf_r4_p4,15,1426,32.5696804,1075.015205,99.9844416,1500,25.9605,1380,107.5922965,138.1165294,0.198549685,52.96760866,1.701525034,1380,1450.162857
cf_r4_p4,15,1427,33.26608741,1086.698272,99.98333472,1500,25.9593125,1398.2025,108.7603869,139.9367687,0.198315971,52.95486291,1.701728436,1398.2025,1469.015
cf_r4_p4,15,1428,32.61553154,1112.503727,99.98429572,1500,25.9645,1419.968571,111.344152,142.1165544,0.197796728,52.93100779,1.703073781,1419.968571,1491.307143
cf_r4_p4,15,1429,33.24334053,1124.632385,99.98570098,1500,25.9710125,1438.7375,112.5596206,143.9970512,0.19710198,52.91721407,1.70430872,1438.7375,1509.74625
cf_r4_p4,15,1430,32.77098635,1149.043237,99.98498114,1500,25.98022857,1459.902857,115.0019707,146.1143498,0.197071606,52.89529778,1.705872372,1459.902857,1529.305714
cf_r4_p4,15,1431,32.9650172,1164.535846,99.9841519,1500,25.980325,1477.51,116.5515825,147.8753353,0.197044633,52.88531144,1.705569756,1477.51,1547.21125
cf_r4_p4,15,1432,33.12789958,1182.635595,99.98503346,1500,25.98465714,1498.212857,118.3641231,149.9486839,0.196546277,52.8603636,1.706223054,1498.212857,1568.818571
cf_r4_p4,15,1433,33.06647577,1200.664826,99.9850707,1500,25.99215,1516.43625,120.168624,151.7726294,0.196412872,52.84413226,1.707432184,1516.43625,1587.625
cf_r4_p4,15,1434,32.95530708,1222.336152,99.98447373,1500,25.98804286,1537.938571,122.3368705,153.9237726,0.19627524,52.83838097,1.706343138,1537.938571,1609.078571
cf_r4_p4,15,1435,33.44903209,1235.173053,99.98294077,1500,26.0090875,1556.22125,123.6197515,155.7511993,0.195721319,52.84026167,1.710043906,1556.22125,1627.6375
cf_r4_p4,15,1436,33.15979231,1257.569121,99.98422519,1500,26.0219,1577.75,125.8628311,157.9078863,0.195079704,52.82704776,1.712395674,1577.75,1649.584286
cf_r4_p4,15,1437,33.31885184,1272.674645,99.98455798,1500,26.0114875,1596.32875,127.3750793,159.7678573,0.193875562,52.7907946,1.71089928,1596.32875,1668.33625
cf_r4_p4,15,1438,33.02019988,1294.695755,99.98325755,1500,26.0198,1618.152857,129.5773687,161.9500092,0.192693855,52.75392996,1.713867879,1618.152857,1690.118571
cf_r4_p4,15,1439,33.32736665,1311.675194,99.98325026,1500,26.0103625,1636.8475,131.2767167,163.821018,0.193662939,52.75995596,1.712363929,1636.8475,1708.9125
cf_r4_p4,15,1440,33.37756918,1332.649672,99.9838062,1500,26.01151429,1658.521429,133.3766515,165.9911371,0.193894973,52.74638868,1.713129532,1658.521429,1731.091429
cf_r4_p4,15,1441,33.35502131,1350.94273,99.9837316,1500,26.0050375,1677.35375,135.2073896,167.8758225,0.193721958,52.73711887,1.711885279,1677.35375,1750.1525
cf_r4_p6,16,1533,-0.771875459,48.75529154,99.95863255,1500,26.02465,19.3929,4.878387801,1.940427055,0.040986238,54.49532049,1.737480083,19.3929,17.53315
cf_r4_p6,16,1534,-0.534643714,39.56434434,99.95841027,1500,26.0332125,18.531275,3.958745398,1.854209916,0.039380401,54.45637547,1.74014148,18.531275,16.5405625
cf_r4_p6,16,1535,-0.721630955,48.18901194,99.95870425,1500,26.04747143,17.60821429,4.821730094,1.761855106,0.036852115,54.5687177,1.739338017,17.60821429,15.36162857
cf_r4_p6,16,1536,-0.590369159,41.95198523,99.95741631,1500,26.04735,16.7478125,4.197607251,1.675742847,0.036492619,54.80352959,1.732906905,16.7478125,14.7440375
cf_r4_p6,16,1537,-0.760841473,49.51889003,99.9563426,1500,26.04035,16.055875,4.954679026,1.60649213,0.035602703,55.02494055,1.725330299,16.055875,14.3873875
cf_r4_p6,16,1538,-0.675358282,46.17067746,99.95550863,1500,26.03425714,16.15847143,4.619630617,1.616744077,0.035181533,55.2785217,1.717364333,16.15847143,22.25438571
cf_r4_p6,16,1539,-0.945291403,64.01616504,99.95585325,1500,26.0354625,21.88125,6.405192015,2.189347139,0.035095705,55.43544702,1.713522072,21.88125,39.51125
cf_r4_p6,16,1540,-0.88442379,74.4117751,99.95518288,1500,26.04442857,35.85012857,7.445283766,3.58699117,0.035484316,55.57661314,1.712026416,35.85012857,63.38612857
cf_r4_p6,16,1541,-0.752622124,87.40381586,99.95674211,1500,26.028125,52.6852875,8.745341063,5.271518225,0.033007335,55.66233502,1.706940656,52.6852875,86.8817
cf_r4_p6,16,1542,-0.49364858,97.02770346,99.95590499,1500,26.01624286,76.7042,9.708194679,7.674708148,0.034920813,55.80034237,1.701725198,76.7042,118.5207143
cf_r4_p6,16,1543,-0.150517604,105.3484102,99.95683674,1500,26.0077125,101.1088125,10.54082868,10.11662794,0.034042958,55.89138555,1.698523403,101.1088125,148.764
cf_r4_p6,16,1544,0.462443516,107.8920761,99.9587818,1500,25.99674286,132.8802857,10.7955497,13.29583951,0.034377538,55.95851679,1.695150677,132.8802857,183.9275714
cf_r4_p6,16,1545,1.034952085,109.5988858,99.95904138,1500,25.991375,160.822375,10.96635945,16.09173267,0.035081737,56.00308991,1.693368385,160.822375,210.5585
cf_r4_p6,16,1546,1.469063984,121.4623975,99.9588667,1500,25.99394286,191.5112857,12.15338984,19.16240221,0.03598091,56.06914227,1.692433339,191.5112857,235.8384286
cf_r4_p6,16,1547,1.732358576,133.2515658,99.95920748,1500,25.9962,214.400125,13.33304607,21.4527066,0.036529441,56.08615739,1.692126122,214.400125,253.699625
cf_r4_p6,16,1548,2.219661993,134.5592357,99.95782316,1500,25.99897143,237.718,13.46370421,23.7855456,0.036455275,56.09726778,1.692295476,237.718,272.3834286
cf_r4_p6,16,1549,2.459001011,138.5708531,99.95975376,1500,26.0125125,255.244375,13.86536544,25.5396893,0.035584492,56.08667394,1.694970737,255.244375,287.664875
cf_r4_p6,16,1550,2.662816758,147.6472244,99.96023764,1500,26.0138,274.4088571,14.77361636,27.45741545,0.035442262,56.10219524,1.694656295,274.4088571,306.3067143
cf_r4_p6,16,1551,2.887254949,154.1849357,99.9599231,1500,26.020425,290.561625,15.42773281,29.07357385,0.035687411,56.11306847,1.695572258,290.561625,322.7855
cf_r4_p6,16,1552,3.079690878,163.6807255,99.95814759,1500,26.03127143,309.679,16.37759019,30.9859071,0.035548694,56.1096,1.697772282,309.679,343.0108571
cf_r4_p6,16,1553,3.42173933,164.5075475,99.95837082,1500,26.022925,326.48875,16.46035719,32.66793241,0.035488915,56.09682187,1.696344482,326.48875,360.768875
cf_r4_p6,16,1554,3.646575015,173.1475662,99.96061876,1500,26.01828571,346.6054286,17.32525261,34.68155364,0.035298913,56.08020503,1.69578785,346.6054286,382.0417143
cf_r4_p6,16,1555,3.75809939,185.8073614,99.95983966,1500,26.010775,364.25125,18.59185479,36.44692169,0.035406086,56.07113759,1.69473348,364.25125,400.362375
cf_r4_p6,16,1556,4.069820839,190.9355804,99.95956087,1500,26.00487143,385.201,19.10493033,38.54304291,0.035158178,56.06479614,1.693740305,385.201,422.2575714
cf_r4_p6,16,1557,4.326070089,196.559022,99.95917256,1500,26.020775,403.535,19.6675331,40.37737818,0.035045499,56.05413217,1.69712946,403.535,441.343125
cf_r4_p6,16,1558,4.474913439,211.0113666,99.95879987,1500,26.0094375,426.399875,21.1135441,42.66505975,0.034862779,56.05965729,1.695042842,426.399875,464.255875
cf_r4_p6,16,1559,4.779328013,215.5808759,99.95751192,1500,26.02154286,447.6437143,21.57048606,44.79011627,0.034508539,56.06377983,1.697696067,447.6437143,485.7694286
cf_r4_p6,16,1560,4.990842484,218.7114326,99.9556088,1500,26.01685,465.972625,21.88330554,46.62317468,0.033771926,56.08717532,1.695918369,465.972625,504.08775
cf_r4_p6,16,1561,5.421267926,221.2335803,99.9565807,1500,26.00975714,487.4022857,22.13587558,48.76780613,0.034025918,56.11286722,1.693804294,487.4022857,526.3945714
cf_r4_p6,16,1562,5.5604937,231.8668416,99.95724273,1500,26.01478571,504.635,23.19995685,50.49238668,0.034074565,56.12087248,1.694301836,504.635,543.8265714
cf_r4_p6,16,1563,5.767527528,242.8247381,99.95760274,1500,26.0103,525.122,24.29646118,52.54244848,0.034159707,56.12305825,1.693006472,525.122,564.5884286
cf_r4_p6,16,1564,5.841527387,258.114341,99.95779427,1500,26.0078,543.644125,25.82635163,54.39583202,0.034249345,56.15280173,1.692131136,543.644125,583.0505
cf_r4_p6,16,1565,6.284712623,257.369287,99.95707289,1500,26.02482857,565.2668571,25.75161751,56.55894714,0.03410578,56.17829544,1.695600128,565.2668571,605.1135714
cf_r4_p6,16,1566,6.256643242,279.7057156,99.95753969,1500,26.0047,586.636,27.98666574,58.69735485,0.034131209,56.20861626,1.691352411,586.636,626.59375
cf_r4_p6,16,1567,6.619131024,281.9965583,99.95794333,1500,25.99964286,607.9565714,28.21599565,60.83088418,0.033953992,56.20776763,1.690563576,607.9565714,648.2298571
cf_r4_p6,16,1568,6.870697655,288.1835144,99.95618614,1500,25.9976875,626.3895,28.83454336,62.67414442,0.033955366,56.24498835,1.690150044,626.3895,666.296125
cf_r4_p6,16,1569,7.022348062,314.3421782,99.9572396,1500,25.98888571,647.6048571,31.45221064,64.79755436,0.035318189,56.28736443,1.688576875,647.6048571,687.7995714
cf_r4_p6,16,1570,7.449718232,314.0931106,99.95711536,1500,25.982175,665.77825,31.4272506,66.61585116,0.035453738,56.32029725,1.687543989,665.77825,706.031125
cf_r4_p6,16,1571,7.360430351,337.3474727,99.95742065,1500,25.97404286,686.9194286,33.75411798,68.73138621,0.035311664,56.34019501,1.68653787,686.9194286,727.0387143
cf_r4_p6,16,1572,7.758390865,331.7218843,99.95817364,1500,25.9577875,704.90675,33.1914859,70.53168199,0.034784166,56.35099127,1.683657459,704.90675,745.798
cf_r4_p6,16,1573,7.698909777,361.3704237,99.95787065,1500,25.96552857,726.4321429,36.15795511,72.6852534,0.035393294,56.36560984,1.685403272,726.4321429,768.3462857
cf_r4_p6,16,1574,8.087259223,378.3658968,99.95896385,1500,25.960475,745.158375,37.85889959,74.5597749,0.037058104,56.32991057,1.685900659,745.158375,787.208375
cf_r4_p6,16,1575,8.140646765,388.8202449,99.95773609,1500,25.94501429,766.978,38.90447345,76.74208231,0.036172723,56.2508545,1.685631476,766.978,809.0672857
cf_r4_p6,16,1576,8.926644521,371.4053708,99.95747593,1500,25.9317375,785.45725,37.16188395,78.59086988,0.036089902,56.14504584,1.686009544,785.45725,827.48575
cf_r4_p6,16,1577,8.693180198,400.7811688,99.9572474,1500,25.93032857,806.5255714,40.10106056,80.69872863,0.035961079,56.03425991,1.688598802,806.5255714,847.4217143
cf_r4_p6,16,1578,8.928525485,417.8124887,99.95649618,1500,25.9557,824.1985,41.80485368,82.46641406,0.036931443,55.96953993,1.695023926,824.1985,865.658625
cf_r4_p6,16,1579,9.221776214,424.2431722,99.95910782,1500,25.95514286,844.974,42.44939331,84.54734458,0.036822803,55.90479469,1.696099173,844.974,886.5642857
cf_r4_p6,16,1580,9.156893481,444.4875965,99.95877701,1500,25.9582375,862.867125,44.4748853,86.33742923,0.036828017,55.87688457,1.697364976,862.867125,905.439625
cf_r4_p6,16,1581,9.46684578,449.135775,99.95984202,1500,25.9668,884.3432857,44.94045469,88.48724945,0.036571318,55.84193846,1.699796312,884.3432857,927.7984286
cf_r4_p6,16,1582,9.615403266,459.2802314,99.9606644,1500,25.963125,902.946375,45.9558851,90.34941421,0.03643948,55.81483584,1.699569403,902.946375,946.629125
cf_r4_p6,16,1583,9.662697603,476.2628622,99.95980878,1500,25.9753,924.7772857,47.65477092,92.53303836,0.036252867,55.80200888,1.702813709,924.7772857,968.531
cf_r4_p6,16,1584,9.835951745,484.4004422,99.95966012,1500,25.9651,943.369625,48.46894361,94.39324404,0.036053024,55.80153292,1.701414353,943.369625,986.8575
cf_r4_p6,16,1585,9.875171019,503.3076229,99.95920085,1500,25.94827143,964.8734286,50.36055853,96.54446419,0.03602712,55.77980269,1.698874361,964.8734286,1008.257143
cf_r4_p6,16,1586,10.27028935,504.3834291,99.95906814,1500,25.9394,983.065125,50.4681359,98.36458031,0.036089532,55.76337008,1.69757119,983.065125,1026.795
cf_r4_p6,16,1587,10.32324863,520.2798851,99.95983018,1500,25.9412,1004.604857,52.05911695,100.5205914,0.035874198,55.75711256,1.698610969,1004.604857,1049.165714
cf_r4_p6,16,1588,10.56096125,527.8478734,99.9592562,1500,25.9441625,1023.24125,52.8160656,102.3847584,0.035872056,55.77023995,1.69969306,1023.24125,1067.60875
cf_r4_p6,16,1589,10.58183343,549.0918047,99.9600947,1500,25.94812857,1044.821429,54.94217798,104.5449311,0.035964375,55.75465394,1.700743616,1044.821429,1089.228571
cf_r4_p6,16,1590,10.954213,540.7614629,99.95822969,1500,25.9470625,1063.27625,54.10763466,106.3895392,0.035242555,55.71241781,1.700541429,1063.27625,1108.435
cf_r4_p6,16,1591,10.73848963,571.1987482,99.95941167,1500,25.9616,1085.272857,57.15381069,108.5917636,0.035195437,55.67269686,1.702846707,1085.272857,1130.322857
cf_r4_p6,16,1592,11.07346299,578.4818008,99.95816288,1500,25.9734875,1103.84625,57.88182625,110.4488279,0.035506722,55.64136685,1.704608443,1103.84625,1148.6575
cf_r4_p6,16,1593,11.20802427,589.5571543,99.95877783,1500,26.00352857,1125.275714,58.99036832,112.5937127,0.035247276,55.59047841,1.710463828,1125.275714,1169.911429
cf_r4_p6,16,1594,11.21212494,579.039927,99.95876729,1500,26.0198625,1143.53625,57.93802131,114.4208275,0.03338101,55.5851336,1.712406708,1143.53625,1188.4025
cf_r4_p6,16,1595,11.54782398,591.8826602,99.95729938,1500,26.03391429,1164.985714,59.22218053,116.5653244,0.03387477,55.58258905,1.713556712,1164.985714,1210.217143
cf_r4_p6,16,1596,11.62067262,590.8819059,99.95695488,1500,26.0473625,1183.4625,59.1218442,118.413654,0.032931129,55.53714138,1.716345086,1183.4625,1229.29
cf_r4_p6,16,1597,11.71570104,587.4519078,99.95775433,1500,26.0674625,1200.86625,58.77911867,120.1559802,0.032034388,55.51232832,1.72036823,1200.86625,1246.85875
cf_r4_p6,16,1598,12.26744147,572.5797713,99.95778262,1500,26.0579125,1224.1525,57.29106229,122.4859847,0.031499914,55.54370564,1.716765036,1224.1525,1269.82875
cf_r4_p6,16,1599,12.3715564,596.3988939,99.95776852,1500,26.06562857,1245.038571,59.67434247,124.5757812,0.031950633,55.62981065,1.715870853,1245.038571,1290.852857
cf_r4_p6,16,1600,12.37627435,598.9306897,99.95831296,1500,26.0818375,1263.48,59.92799439,126.4216772,0.031177544,55.74759157,1.716288659,1263.48,1310.37125
cf_r4_p6,16,1601,12.28441413,631.5529296,99.95965386,1500,26.07667143,1285.58,63.19296753,128.6346898,0.03150139,55.86551875,1.71153276,1285.58,1332.522857
cf_r4_p6,16,1602,12.77449765,623.4791332,99.9588313,1500,26.07735,1304.40875,62.38459341,130.5176151,0.031415929,55.96616373,1.709220421,1304.40875,1351.16
cf_r4_p6,16,1603,12.77582252,625.0260208,99.95800375,1500,26.06812857,1325.92,62.53885593,132.6689083,0.030496062,56.05246512,1.70592319,1325.92,1372.015714
cf_r4_p6,16,1604,12.86313193,642.5294148,99.95805049,1500,26.0443125,1344.1125,64.29024063,134.4892764,0.030692654,56.11054156,1.700500075,1344.1125,1390.73625
cf_r4_p6,16,1605,12.99551119,660.3376758,99.9566721,1500,26.0403,1365.678571,66.0711903,136.645253,0.030861464,56.14466963,1.699375861,1365.678571,1412.568571
cf_r4_p6,16,1606,13.02900492,683.0249454,99.95743806,1500,26.023875,1384.10375,68.34172617,138.4898752,0.031162177,56.17278761,1.695673325,1384.10375,1431.01375
cf_r4_p6,16,1607,13.32473099,663.5692492,99.95702164,1500,26.01857143,1405.668571,66.39476273,140.6470107,0.030031267,56.24242719,1.69358267,1405.668571,1452.927143
cf_r4_p6,16,1608,13.4421419,680.6051256,99.9557849,1500,26.03225,1424.1475,68.09848005,142.4941959,0.030257744,56.32636275,1.69514077,1424.1475,1471.45
cf_r4_p6,16,1609,13.41898345,713.6396903,99.95489622,1500,26.03148571,1445.708571,71.40314515,144.6502211,0.030733344,56.40379001,1.694023422,1445.708571,1493.171429
cf_r4_p6,16,1610,13.65327354,734.8388794,99.95668945,1500,26.0113125,1464.20125,73.52554555,146.5031297,0.031415409,56.4407129,1.689280627,1464.20125,1511.87375
cf_r4_p6,16,1611,13.87638626,766.2574235,99.95855681,1500,25.99475714,1485.774286,76.67061194,148.6644308,0.032421966,56.445774,1.686313116,1485.774286,1533.76
cf_r4_p6,16,1612,13.78670654,810.0253319,99.95771789,1500,26.0030875,1504.46875,81.04928614,150.5337098,0.033481656,56.43369037,1.688766082,1504.46875,1552.63375
cf_r4_p6,16,1613,14.28233999,835.3402883,99.95775804,1500,26.01262857,1526.048571,83.58227645,152.6929987,0.034926523,56.41443964,1.690505932,1526.048571,1573.787143
cf_r4_p6,16,1614,13.98958992,904.1017624,99.95740843,1500,26.0312,1543.9525,90.4620793,154.4838859,0.037167719,56.35654998,1.694371872,1543.9525,1589.9825
cf_r4_p6,16,1615,14.00485333,878.4003546,99.95861915,1500,26.05381429,1564.165714,87.89152654,156.5082615,0.03457554,56.23356081,1.700953097,1564.165714,1611.021429
cf_r4_p6,16,1616,14.4513927,879.1455637,99.95833763,1500,26.06335,1581.9725,87.96584364,158.2895385,0.03478624,56.15132128,1.704286964,1581.9725,1629.90875
cf_r4_p6,16,1617,14.41663833,886.4017364,99.95787528,1500,26.07872857,1603.332857,88.69147439,160.4260791,0.034005879,56.07388161,1.70893751,1603.332857,1651.654286
cf_r4_p6,16,1618,14.45282761,891.3976577,99.95822805,1500,26.0789,1621.67875,89.19167012,162.2623022,0.033450448,56.03386425,1.710051583,1621.67875,1670.14125
cf_r4_p6,16,1619,14.41879108,903.4997532,99.95661829,1500,26.06182857,1643.307143,90.40112993,164.4237555,0.032937405,56.00086902,1.707633165,1643.307143,1691.948571
cf_r4_p6,16,1620,14.59018528,904.9739717,99.95745837,1500,26.0674875,1661.73,90.5493955,166.2684803,0.032557894,55.99175838,1.709355591,1661.73,1710.27
cf_r4_p6,16,1621,14.54367014,919.8950339,99.9582602,1500,26.09835714,1683.385714,92.04309666,168.4366458,0.032180761,55.97420738,1.716052882,1683.385714,1732.487143
cf_r4_p6,16,1622,14.95922494,904.5767893,99.95720278,1500,26.0915625,1702.0625,90.50942324,170.3036127,0.031619313,55.98061436,1.71492455,1702.0625,1751.70625
cf_r4_p7,17,1623,-2.250045538,32.68489472,99.93783292,1500,26.0727875,12.1345375,3.269726037,1.213912835,0.174707057,49.80039309,1.748082237,12.1345375,9.928385
cf_r4_p7,17,1624,-2.388602315,34.21932251,99.93813442,1500,26.100375,12.1592375,3.423237185,1.216387436,0.172918444,50.06687706,1.744773153,12.1592375,10.32567875
cf_r4_p7,17,1625,-2.27249855,33.70218512,99.93685369,1500,26.1193875,12.6502,3.371460562,1.265486207,0.172140812,50.22437,1.743161273,12.6502,13.88375
cf_r4_p7,17,1626,-2.083738887,35.59266853,99.93752087,1500,26.13388571,16.24888571,3.560602321,1.625498244,0.170620423,50.43587743,1.738780052,16.24888571,25.88731429
cf_r4_p7,17,1627,-2.000481444,42.18343316,99.9365017,1500,26.1364375,23.801125,4.219883083,2.380981282,0.170275129,50.64107581,1.732633876,23.801125,40.05135
cf_r4_p7,17,1628,-1.582326808,50.84597967,99.93822703,1500,26.13171429,36.72947143,5.086541658,3.674351202,0.169454544,50.83714783,1.725582615,36.72947143,58.96281429
cf_r4_p7,17,1629,-1.059372975,59.12582232,99.93903812,1500,26.1396,50.3562875,5.914890393,5.037594565,0.168907559,51.00059673,1.722101929,50.3562875,75.9937
cf_r4_p7,17,1630,-0.241254655,68.41999993,99.9372964,1500,26.14587143,67.97534286,6.844551813,6.800069521,0.168053833,51.16890923,1.718390058,67.97534286,96.36845714
cf_r4_p7,17,1631,0.477808031,77.09026358,99.93769136,1500,26.143725,84.0259375,7.711931995,8.405760802,0.167857724,51.28445902,1.715068747,84.0259375,114.9145
cf_r4_p7,17,1632,1.284189359,88.52617723,99.93863584,1500,26.13642857,103.8622571,8.856038006,10.39023852,0.166849771,51.43367395,1.710190143,103.8622571,136.658
cf_r4_p7,17,1633,2.116480953,97.3923339,99.93887018,1500,26.13695,121.22875,9.743019048,12.12758718,0.167345789,51.54182462,1.708070346,121.22875,155.010625
cf_r4_p7,17,1634,2.868968745,109.8599499,99.93831096,1500,26.12455714,141.6112857,10.99020383,14.16655384,0.166897452,51.61030499,1.705226867,141.6112857,176.736
cf_r4_p7,17,1635,3.832908537,117.7159599,99.93801558,1500,26.1099875,159.366625,11.77607103,15.9427209,0.166637659,51.6494314,1.702740654,159.366625,196.010375
cf_r4_p7,17,1636,4.673281776,130.0544587,99.93774165,1500,26.09677143,180.5005714,13.01035434,18.05686953,0.166462123,51.71614453,1.700541458,180.5005714,218.5348571
cf_r4_p7,17,1637,5.466062947,139.7123605,99.93821688,1500,26.0715375,198.727625,13.97657542,19.88035725,0.165298326,51.79776875,1.695661747,198.727625,237.432
cf_r4_p7,17,1638,6.416861966,151.0083474,99.93907771,1500,26.03824286,219.834,15.1067358,21.99199061,0.165475795,51.92931516,1.688435992,219.834,259.0615714
cf_r4_p7,17,1639,7.070988947,162.016331,99.93796161,1500,26.024,237.704875,16.2077835,23.77951117,0.16552008,52.01343808,1.685490735,237.704875,277.711875
cf_r4_p7,17,1640,7.96403967,172.816335,99.93914885,1500,25.97915714,258.6654286,17.28839906,25.87666931,0.163618477,52.1638912,1.675261535,258.6654286,299.6994286
cf_r4_p7,17,1641,8.65640212,184.5740483,99.93769311,1500,25.955175,276.669,18.464362,27.67732851,0.165754614,52.27294213,1.66982868,276.669,318.722
cf_r4_p7,17,1642,9.561223582,199.1655885,99.93926943,1500,25.93814286,297.8078571,19.92437997,29.79248046,0.171126541,52.35357655,1.667270746,297.8078571,340.7872857
