Obs,Curve,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
11,C17,15:56:18,24337,0,54.46974554,0.803161242,1268.978114,6.310461467,0.940074034,37.42259216,6,1.420000017,1,2.840000033,37.3588295,37.42259216,37.08159256,1500.878784,1424.796875,48.38696671,55.53231812,74.69815826,85.72774506,500.4674988,1501.043213,1082.658203,99.25209045,-17.6589241,-1.317120075,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834112498,0.006310461,310.5725922,310.5088295,240.1669087,-0.45341952,6.451772695,65.0038973,9.471579186,37.39071083,6.440588007,0.62609854,5.511698661,0.928889347,0.404118393,125.9487306,0.890637912,87.91298723,1398.904567,0.034231056
1,C18,14:22:35,10218.00001,0,27.27881136,0.91373321,298.0425318,6.81885823,0.920560178,37.36166763,6,1.420000017,1,2.840000033,37.44734573,37.36166763,37.07159805,399.6936951,364.0098572,47.76538086,55.48763657,73.41632843,85.28387451,500.4104614,1498.884033,1311.372314,99.29875946,1.600547791,-1.692914486,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834017436,0.006818858,310.5116676,310.5973457,239.82144,-0.696064141,6.430413655,64.75824763,9.270611066,37.40450668,6.445425835,0.691312403,5.509853476,0.935572359,0.447737298,29.59525367,0.818775992,88.47616151,351.0428167,0.068752996
2,C18,14:25:11,10373.50001,0,20.17404061,0.902266217,224.4152719,6.763644861,0.921862884,37.36475372,6,1.420000017,1,2.840000033,37.41267014,37.36475372,37.07134628,300.1295471,273.7219849,47.82709885,55.4864769,73.65177155,85.44488525,500.4338989,1499.205322,914.7581787,99.29682922,2.269309998,-1.709664822,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834056498,0.006763645,310.5147537,310.5626701,239.8728462,-0.672788724,6.431494104,64.77038748,9.283910583,37.38871193,6.439887309,0.684728428,5.509631221,0.930256088,0.443320007,22.28372492,0.819865719,88.42636974,264.1322122,0.067538797
3,C18,14:27:47,10530.00001,0,11.26304973,0.840729057,155.3633556,6.748862755,0.971198826,37.36597443,6,1.420000017,1,2.840000033,37.34688187,37.36597443,37.0709877,199.9716339,184.9710083,47.3471489,54.99375916,73.17388153,84.99202728,500.4348755,1499.794678,717.5917358,99.2971344,3.04032135,-1.711244106,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834058126,0.006748863,310.5159744,310.4968819,239.9671431,-0.674166721,6.43192152,64.77449283,9.780733672,37.35642815,6.428579655,0.648694998,5.460722694,0.967856961,0.419198537,15.427136,0.83993355,87.60716927,179.6170939,0.054934855
4,C18,14:30:23,10685.50001,0,1.638042799,0.77828242,92.17366973,6.642293969,1.015227757,37.37286758,6,1.420000017,1,2.840000033,37.292202,37.37286758,37.07409668,100.6777725,97.93391418,47.04678345,54.57593918,72.92494202,84.59220886,500.4373474,1500.248657,1138.231201,99.29481506,3.303627014,-1.711801052,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834062246,0.006642294,310.5228676,310.442202,240.0397798,-0.627842524,6.434335544,64.80031752,10.22437834,37.33253479,6.420221916,0.610876052,5.419107788,1.001114129,0.393979465,9.15236749,0.941182332,86.82945527,97.15526709,0.014639491
5,C18,14:32:59,10841.50001,0,-3.967729735,0.933764813,60.77810292,6.927734252,0.919954353,37.38167191,6,1.420000017,1,2.840000033,37.4002533,37.38167191,37.07556915,48.61288834,52.9303093,47.72290039,55.567276,73.53491211,85.61945343,500.443573,1499.466309,1345.848389,99.29343414,3.463424683,-1.541169643,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834072622,0.006927734,310.5316719,310.5502533,239.914604,-0.760942947,6.437420013,64.83228291,9.265006907,37.3909626,6.440676268,0.702717898,5.51746566,0.923210608,0.455396647,6.034866559,1.148266536,88.55640707,54.81637799,-0.064099071
6,C18,14:35:42,11005.00001,0,26.18353286,1.020543999,306.2669968,6.735697723,0.836833215,37.37763977,6,1.420000017,1,2.840000033,37.48472977,37.37763977,37.07231903,398.917572,364.5801086,48.77109146,56.39155197,74.79971313,86.48887634,500.4312744,1499.374634,1357.418701,99.291008,1.304000854,-1.601712704,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834052124,0.006735698,310.5276398,310.6347298,239.899936,-0.64921452,6.436007253,64.81963858,8.428086612,37.43118477,6.454790057,0.750760765,5.599174038,0.855616019,0.487760704,30.40955882,0.84005405,89.8177384,352.1337111,0.066785588
7,C18,14:38:18,11160.50001,0,27.14247016,1.061153418,306.0469005,6.499578795,0.7845076,37.38071823,6,1.420000017,1,2.840000033,37.49766159,37.38071823,37.07276917,399.7860718,364.4017639,49.58185196,56.93132782,75.99169922,87.25479126,500.4070435,1499.594482,1297.428955,99.28765869,1.107315063,-1.641091824,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834011739,0.006499579,310.5307182,310.6476616,239.9351118,-0.5260873,6.437085845,64.83268847,7.901360652,37.43918991,6.457602228,0.772508895,5.652578245,0.805023982,0.502465183,30.3866802,0.839861194,90.55258475,351.4995335,0.069923872
8,C18,14:40:55,11317.50001,0,37.99305036,1.017436646,465.3923308,6.245809224,0.777408879,37.38117981,6,1.420000017,1,2.840000033,37.46879578,37.38117981,37.07108307,599.6564941,549.9832153,49.94378281,57.00574112,76.66516876,87.50485229,500.4075623,1500.162598,1066.032349,99.28541565,-1.526535034,-1.706567287,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834012604,0.006245809,310.5311798,310.6187958,240.0260103,-0.399143991,6.437247581,64.83578216,7.830041039,37.42498779,6.452613816,0.749077781,5.659838701,0.792775115,0.486624198,46.206671,0.846193698,90.53181829,531.9231388,0.0646631
9,C18,14:43:31,11473.50001,0,46.87771528,0.869016536,718.7619809,5.984916119,0.838872633,37.38296127,6,1.420000017,1,2.840000033,37.3615303,37.38296127,37.07196426,900.737915,838.5129395,49.62184906,56.39325333,76.61964417,87.07232666,500.4049683,1501.135132,1106.619263,99.28491211,-6.248214722,-1.760007381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83400828,0.005984916,310.5329613,310.5115303,240.1816157,-0.279766878,6.437871833,64.84239847,8.449145139,37.37224579,6.434117756,0.665407378,5.5989992,0.835118556,0.430374803,71.36222011,0.857186511,89.37886432,816.2295187,0.051332093
10,C18,14:46:08,11631.00001,0,51.01658868,0.901393291,999.6715565,6.2899513,0.857473104,37.37771988,6,1.420000017,1,2.840000033,37.33576584,37.37771988,37.0712204,1199.651245,1129.957031,49.0697403,56.18800735,75.8720932,86.87540436,500.3912964,1500.786133,1231.82666,99.28385925,-11.87882996,-1.634381771,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833985494,0.006289951,310.5277199,310.4857658,240.1257759,-0.440118471,6.436035318,64.82458848,8.63658112,37.35674286,6.428689802,0.684225569,5.578562214,0.850127588,0.442982756,99.25125011,0.884698735,89.23551658,1105.706188,0.041172707
11,C18,14:48:44,11787.00001,0,52.78767938,0.916295404,1289.582786,6.438109998,0.866814993,37.38705444,6,1.420000017,1,2.840000033,37.35204697,37.38705444,37.07383347,1501.016602,1426.709351,48.84273529,56.12891388,75.45008087,86.70428467,500.4060059,1499.464111,1243.463135,99.28022766,-18.1615448,-1.52980566,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83401001,0.00643811,310.5370544,310.502047,239.9142524,-0.517602078,6.439306341,64.85990708,8.730993201,37.3695507,6.433173856,0.692778037,5.572491348,0.860682507,0.44872103,128.0300726,0.903886125,89.16705441,1401.616616,0.033582092
1,C19,14:52:24,12006.50001,0,27.65993003,1.048994286,303.4717804,7.315032869,0.890804443,37.38296127,6,1.420000017,1,2.840000033,37.3687973,37.38296127,37.07350922,400.2596741,363.9042358,47.59280777,55.87336349,73.45583344,86.23078918,500.4241943,1499.634155,1280.733765,99.27928162,1.285598755,-1.202264309,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834040324,0.007315033,310.5329613,310.5187973,239.9414595,-0.964401553,6.437871833,64.84607592,8.972712422,37.37587929,6.435390508,0.766044783,5.547067389,0.888323118,0.49809111,30.12846035,0.833933081,89.24626181,350.7560298,0.070377845
2,C19,14:55:01,12164.00001,0,20.24775366,1.052189971,229.4915133,7.573289335,0.920364476,37.3797226,6,1.420000017,1,2.840000033,37.36426926,37.3797226,37.074543,300.6308594,273.866272,46.98819351,55.56425476,72.53843689,85.77357483,500.4035034,1499.675781,1303.89917,99.27915955,2.278823853,-1.227918148,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834005839,0.007573289,310.5297226,310.5142693,239.9481196,-1.097121016,6.43673699,64.83472482,9.270470059,37.37199593,6.434030241,0.767747605,5.516372513,0.917657728,0.49924307,22.78372457,0.837969246,88.898473,264.2414596,0.068119302
3,C19,14:57:38,12321.00001,0,11.24779039,1.14949797,161.1203675,7.906639227,0.901623811,37.32762909,6,1.420000017,1,2.840000033,37.42625809,37.32762909,37.073349,200.001236,184.7650909,46.6162262,55.56858826,71.72086334,85.4934845,500.4675903,1498.644897,1286.789917,99.28060913,2.90171814,-1.192239285,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834112651,0.007906639,310.4776291,310.5762581,239.7831782,-1.253152828,6.418507102,64.65015836,9.081570101,37.37694359,6.435763355,0.818291993,5.516883291,0.918880064,0.533530713,15.99612823,0.872028188,89.36067388,179.4184301,0.056020451
4,C19,15:00:14,12477.00001,0,1.555190723,1.067393634,93.21790422,7.875035565,0.947190884,37.39268494,6,1.420000017,1,2.840000033,37.41760635,37.39268494,37.07593918,100.5772705,97.78949738,46.42025757,55.33911896,71.4536972,85.18029785,500.4610596,1499.095337,1295.889038,99.28038788,3.280502319,-1.251271725,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834101766,0.007875036,310.5426849,310.5676064,239.8552485,-1.247040768,6.441280079,64.87968285,9.540563894,37.40514565,6.445649978,0.775810736,5.494089195,0.951560783,0.50470059,9.254709688,0.953250673,88.62846226,97.05023419,0.014202352
5,C19,15:02:50,12632.50001,0,-3.549516308,1.07979227,58.76812024,7.906700364,0.943084345,37.38035583,6,1.420000017,1,2.840000033,37.44007111,37.38035583,37.07456207,48.90496063,52.66155243,46.38158798,55.33702469,71.30786133,85.07227325,500.4223022,1498.5896,1312.17395,99.28026581,3.404697418,-1.298738003,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83403717,0.0079067,310.5303558,310.5900711,239.7743306,-1.259034303,6.436958865,64.83623722,9.49921253,37.41021347,6.447427971,0.782339942,5.49387452,0.953553451,0.509123273,5.834514599,1.11595875,88.70627355,54.34882249,-0.057933981
6,C19,15:05:26,12788.50001,0,25.96648829,1.031584615,307.5857049,7.847500347,0.967769035,37.38986969,6,1.420000017,1,2.840000033,37.44933701,37.38986969,37.07426071,400.333313,365.7584534,46.23373413,55.12410355,71.04146576,84.6987915,500.4233398,1500.852539,1299.019043,99.27642822,1.427799225,-1.34753561,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340389,0.0078475,310.5398697,310.599337,240.1364009,-1.224442858,6.440293144,64.87232931,9.748225763,37.41960335,6.450723436,0.756718659,5.472524109,0.978199327,0.491785644,30.53601016,0.840953099,88.27353815,353.4152284,0.064857245
7,C19,15:08:02,12944.50001,0,27.2477967,0.983855912,300.4318696,7.799238054,0.996150482,37.39612961,6,1.420000017,1,2.840000033,37.41656876,37.39612961,37.07279205,399.4153137,363.3460999,46.02286911,54.86146164,70.84156036,84.44451141,500.3982544,1501.025513,1267.588257,99.27437592,1.49225235,-1.341153622,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833997091,0.007799238,310.5461296,310.5665688,240.1640767,-1.205196092,6.442487848,64.89577788,10.03431624,37.40634918,6.446072187,0.730715504,5.446337366,0.999734821,0.474237351,29.82518636,0.826847652,87.78469728,350.3938023,0.068264323
8,C19,15:10:38,13100.50001,0,39.05950273,0.931936528,453.4892537,7.68712653,1.022571119,37.3987999,6,1.420000017,1,2.840000033,37.39202499,37.3987999,37.0759964,599.7349854,547.8551636,45.8925209,54.60575104,70.73530579,84.16091156,500.4365845,1501.315796,1244.466675,99.27256775,-0.838436127,-1.367146969,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834060974,0.007687127,310.5487999,310.542025,240.210522,-1.151179083,6.443424239,64.90639242,10.30064138,37.39541245,6.442236381,0.701681942,5.420853119,1.021383261,0.454700573,45.01904266,0.82775391,87.29161908,529.2881467,0.064417978
9,C19,15:13:15,13258.50001,0,48.99917709,0.920418674,712.0326857,7.69484989,1.033271815,37.40366364,6,1.420000017,1,2.840000033,37.39463043,37.40366364,37.07416916,900.4987183,834.0567627,45.79296494,54.51570511,70.56951904,84.00926971,500.4408875,1501.148071,1235.378052,99.27154541,-5.42168808,-1.346223354,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834068146,0.00769485,310.5536636,310.5446304,240.183686,-1.155788072,6.445130111,64.92424475,10.40853964,37.39914703,6.443545978,0.695132449,5.411858295,1.031687683,0.450301625,70.6845851,0.853698115,87.12320373,810.7649006,0.052653553
10,C19,15:15:51,13414.00001,0,53.42358768,0.886731676,984.3242818,7.645206663,1.056162534,37.40744019,6,1.420000017,1,2.840000033,37.38025665,37.40744019,37.07583237,1199.292847,1124.92981,45.63062286,54.29906464,70.3746109,83.74068451,500.4414368,1501.249634,1230.002319,99.27044678,-10.84893417,-1.397378445,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834069061,0.007645207,310.5574402,310.5302567,240.199936,-1.132831737,6.44645494,64.93830893,10.63924429,37.39384842,6.441687997,0.675744375,5.390292406,1.051395591,0.437297383,97.71431122,0.87500951,86.72311993,1099.534795,0.042136549
11,C19,15:18:33,13575.50001,0,55.51968599,0.830573356,1263.306758,7.47692146,1.086308755,37.40628052,6,1.420000017,1,2.840000033,37.34558105,37.40628052,37.07461929,1500.521973,1421.215576,45.51113129,53.99164963,70.32244873,83.42302704,500.4338074,1499.795776,1243.753784,99.26978302,-17.29424667,-1.45445776,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834056346,0.007476921,310.5562805,310.4955811,239.9673189,-1.054175011,6.446048099,64.93464479,10.94299516,37.37593079,6.435408548,0.64263212,5.359739343,1.075669205,0.415148869,125.4081877,0.88889172,86.13664468,1394.824176,0.034285895
1,C20,15:25:17,13980.00001,0,28.5517847,0.759772802,281.7313632,7.935341089,1.23718601,37.34343338,6,1.420000017,1,2.840000033,37.29924011,37.34343338,37.07714462,399.9233704,362.244873,43.23873138,52.25562286,66.97360229,80.93881226,500.4390869,1500.309937,1124.645874,99.25911713,1.994663239,-1.385388851,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834065145,0.007935341,310.4934334,310.4492401,240.0495845,-1.286212842,6.424033001,64.71982813,12.46420527,37.32133675,6.416308162,0.599414153,5.18684699,1.229461171,0.386355909,27.96440638,0.777737338,83.86219361,348.672722,0.068672286
2,C20,15:27:53,14135.50001,0,20.95756853,0.781021407,214.7278341,8.246853355,1.258247789,37.34147644,6,1.420000017,1,2.840000033,37.35311508,37.34147644,37.07812881,300.6832886,272.8599548,42.66637421,52.03884125,65.89264679,80.36262512,500.467804,1499.44397,1140.965942,99.2547226,2.975650787,-1.382829189,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834113007,0.008246853,310.4914764,310.5031151,239.9110298,-1.43939726,6.423348542,64.71579763,12.67695639,37.34729576,6.425384092,0.61256219,5.165100752,1.26028334,0.395101722,21.3127516,0.786952538,83.68395006,262.8977305,0.066710812
3,C20,15:30:29,14292.00001,0,11.8172468,0.814395412,151.3282069,8.564268134,1.264719418,37.33858109,6,1.420000017,1,2.840000033,37.40353012,37.33858109,37.07500458,199.8122406,183.7567139,42.22929001,51.96408844,65.03490448,80.02404022,500.4253845,1498.823853,1099.80249,99.253479,3.678028107,-1.386437893,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834042308,0.008564268,310.4885811,310.5535301,239.811811,-1.595532282,6.422335979,64.7064067,12.74231826,37.3710556,6.433700902,0.632904411,5.157616561,1.276084341,0.40865666,15.01985101,0.823524778,83.74796853,178.1393607,0.055555965
4,C20,15:33:05,14447.50001,0,1.92092871,0.797904654,90.84468856,8.57292506,1.286453563,37.34327316,6,1.420000017,1,2.840000033,37.39022827,37.34327316,37.07674408,100.9397583,97.63305664,42.0151329,51.76184845,64.75151062,79.77079773,500.4254761,1498.970581,995.8075562,99.2530899,3.926326752,-1.3886199,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83404246,0.008572925,310.4932732,310.5402283,239.8352876,-1.602396546,6.423976961,64.72319367,12.96134522,37.36675072,6.432193342,0.622899564,5.137523398,1.294669944,0.401986378,9.016616041,0.930470598,83.39961768,96.71993913,0.016563774
5,C20,15:35:41,14604.00001,0,-3.245941726,0.787305761,59.00536474,8.574760843,1.300252561,37.35238647,6,1.420000017,1,2.840000033,37.37364578,37.35238647,37.07566452,48.68339157,52.04019165,41.90695572,51.65685272,64.64031219,79.67816925,500.4247131,1499.03894,931.1334229,99.24942017,3.919551849,-1.369039059,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834041189,0.008574761,310.5023865,310.5236458,239.8462251,-1.60705067,6.427165241,64.75771073,13.10085801,37.36301613,6.430885748,0.616421254,5.12691268,1.303973067,0.397670976,5.856248238,1.133842188,83.1815062,53.58315689,-0.050389402
6,C20,15:38:23,14766.00001,0,27.47999363,0.73006934,281.6354944,8.363541945,1.346383496,37.34463882,6,1.420000017,1,2.840000033,37.30760574,37.34463882,37.07661819,398.8963013,362.3167114,41.65259933,51.16682053,64.47644043,79.20166779,500.4470215,1499.940918,803.1351929,99.24539185,2.138759613,-1.36310339,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834078369,0.008363542,310.4946388,310.4576057,239.9905415,-1.505689261,6.424454648,64.73302718,13.56620666,37.32612228,6.41798047,0.580772173,5.078071153,1.339909317,0.373976191,27.951025,0.777318532,82.30297712,349.2540386,0.064757599
7,C20,15:40:59,14921.50001,0,28.4621984,0.680721211,274.8600159,8.190891263,1.394836095,37.36286163,6,1.420000017,1,2.840000033,37.22209549,37.36286163,37.07644272,400.5763245,362.8879395,41.42287827,50.74498367,64.41886902,78.91427612,500.4391785,1500.922852,785.2433472,99.24124908,2.09066391,-1.344693661,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834065297,0.008190891,310.5128616,310.3720955,240.1476509,-1.430741772,6.430831659,64.79998709,14.05500341,37.29247856,6.406231671,0.549105745,5.035995564,1.370236107,0.353002311,27.2774513,0.757423948,81.43106661,349.3583735,0.066341824
8,C20,15:43:34,15076.50001,0,39.3727721,0.675577348,423.3446347,8.270436909,1.417113903,37.36466217,6,1.420000017,1,2.840000033,37.22706223,37.36466217,37.07864761,599.6569214,547.0252686,41.11439896,50.52945709,63.91989136,78.55332184,500.4240723,1500.939819,919.1778564,99.23613739,-0.320468903,-1.343488216,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83404012,0.008270437,310.5146622,310.3770622,240.1503657,-1.471074538,6.431462049,64.80967739,14.28022029,37.2958622,6.407412433,0.545753793,5.014348146,1.393064287,0.350786233,42.01108634,0.773903253,81.11080221,528.3093384,0.060448622
9,C20,15:46:14,15237.00001,0,47.2517631,0.681882056,684.4362377,8.404107235,1.429307374,37.36458206,6,1.420000017,1,2.840000033,37.26236725,37.36458206,37.08054733,901.2572632,836.1794434,40.83973312,50.40790558,63.36709213,78.2118454,500.4387512,1500.154785,1029.196045,99.23297882,-4.923007965,-1.330995083,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834064585,0.008404107,310.5145821,310.4123672,240.0247603,-1.53586104,6.431434001,64.81145762,14.40355204,37.31347466,6.413561571,0.549860845,5.002126627,1.411434945,0.353501638,67.91864668,0.818527941,80.98350233,813.7182182,0.04702627
10,C20,15:48:50,15393.50001,0,49.74979676,0.684321704,963.2271244,8.479961571,1.438040738,37.36795425,6,1.420000017,1,2.840000033,37.2964859,37.36795425,37.07857132,1199.677856,1128.560425,40.67938614,50.33411407,62.99727249,77.94828033,500.4675598,1499.997192,1049.427856,99.22840881,-10.42874527,-1.318864346,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341126,0.008479962,310.5179543,310.4464859,239.9995454,-1.570480097,6.432614787,64.82634221,14.49222814,37.33222008,6.420111895,0.551446153,4.994574049,1.425537846,0.354550085,95.57949488,0.85350071,80.8846589,1104.911754,0.036419156
11,C20,15:52:01,15583.50001,0,50.56688091,0.66385245,1245.875751,8.449856072,1.468743669,37.37213898,6,1.420000017,1,2.840000033,37.30059814,37.37213898,37.07828903,1499.838135,1424.781738,40.41657257,50.03991318,62.57670212,77.47399902,500.4723206,1499.796997,1004.284119,99.2275238,-16.55740738,-1.317510128,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834120534,0.008449856,310.522139,310.4505981,239.9675142,-1.555397306,6.434080345,64.84169007,14.80177689,37.33636856,6.421562308,0.538076585,4.965336676,1.456225633,0.345713508,123.6251657,0.874432706,80.36985881,1400.744665,0.029013518
1,C21,15:58:09,15951.50001,0,26.59448413,0.630761263,276.5926295,8.465921607,1.534943224,37.3250351,6,1.420000017,1,2.840000033,37.3067131,37.3250351,37.07726288,400.671814,365.0818787,39.55562592,49.20606995,61.2236557,76.15907288,500.4544983,1499.194214,986.1468506,99.22875977,2.329982758,-1.273137569,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83409083,0.008465922,310.4750351,310.4567131,239.8710689,-1.556883024,6.417600518,64.67480329,15.46873334,37.3158741,6.4143997,0.516129418,4.882657294,1.531742406,0.331234217,27.44594359,0.757618073,79.24732369,352.4401346,0.059798572
2,C21,16:00:44,16106.50001,0,19.61088031,0.628879293,208.0789956,8.510151785,1.546948603,37.32732773,6,1.420000017,1,2.840000033,37.29758453,37.32732773,37.07796478,299.9411316,273.637085,39.38728714,49.08951187,60.99909973,76.02155304,500.4455872,1499.320557,1002.639954,99.23612976,3.086330414,-1.27168417,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834075979,0.008510152,310.4773277,310.4475845,239.8912837,-1.581068415,6.418401773,64.67807429,15.58856242,37.31245613,6.413205829,0.514868649,4.87145317,1.541752659,0.330403448,20.64895421,0.760419574,79.07753112,264.3150117,0.058671658
3,C21,16:03:20,16263.00001,0,11.10785039,0.62884444,147.0823067,8.570533863,1.558101894,37.33560181,6,1.420000017,1,2.840000033,37.29608536,37.33560181,37.07925415,200.2288971,185.0102997,39.23250961,49.00443268,60.76613617,75.90120697,500.4464111,1499.277344,989.6292725,99.23984528,3.810817719,-1.279141903,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077352,0.008570534,310.4856018,310.4460854,239.8843696,-1.613601986,6.421294211,64.70479869,15.70036601,37.31584358,6.414389039,0.514845288,4.863192317,1.551196722,0.330388056,14.59642536,0.794995235,78.93661531,179.7301596,0.048785141
4,C21,16:05:55,16417.50001,0,1.73289791,0.635545032,89.74166491,8.649137306,1.558892729,37.33192825,6,1.420000017,1,2.840000033,37.31578064,37.33192825,37.07857895,100.4548798,97.36765289,39.12062073,48.98217392,60.52984238,75.78515625,500.4577026,1499.055786,902.7044678,99.2425766,4.105373383,-1.265882015,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834096171,0.008649137,310.4819283,310.4657806,239.8489204,-1.6508756,6.420009877,64.69007654,15.70790262,37.32385445,6.417187926,0.519328013,4.861117147,1.556070779,0.333342382,8.906194054,0.921678424,78.96275822,96.54391622,0.01417328
5,C21,16:08:31,16574.00001,0,-3.272659428,0.632747919,60.54150868,8.641219282,1.563219004,37.32791138,6,1.420000017,1,2.840000033,37.3045311,37.32791138,37.07672501,48.7701683,52.15348816,39.06919861,48.92242813,60.48991394,75.74342346,500.4533691,1499.252075,821.1633911,99.24664307,4.255722046,-1.266183376,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834088949,0.008641219,310.4779114,310.4545311,239.8803267,-1.647539617,6.418605767,64.67327829,15.75085016,37.31622124,6.414520963,0.517458835,4.855386763,1.5591342,0.332110339,6.008541503,1.160833356,78.88362214,53.70915371,-0.048066151
6,C21,16:11:09,16732.50001,0,26.0180882,0.62234882,277.8539951,8.603843712,1.577920407,37.33349228,6,1.420000017,1,2.840000033,37.30844879,37.33349228,37.08000183,400.7144165,365.7487793,38.97914886,48.79095459,60.33972549,75.52727509,500.4616394,1498.919922,759.3195801,99.25274658,2.41645813,-1.262113094,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834102732,0.008603844,310.4834923,310.4584488,239.8271821,-1.629203606,6.420556658,64.68895702,15.89800243,37.32097054,6.416180205,0.510483127,4.842636251,1.573543953,0.327514508,27.57777216,0.759685366,78.62882045,353.3810262,0.057891382
7,C21,16:13:44,16886.50001,0,26.63573772,0.611774893,273.4817572,8.546662668,1.589822884,37.33477402,6,1.420000017,1,2.840000033,37.30606842,37.33477402,37.08040237,400.1016541,364.4367676,38.92635727,48.67341232,60.26849747,75.35814667,500.499939,1499.612915,799.4606934,99.25710297,2.545150757,-1.264146328,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834166565,0.008546663,310.484774,310.4560684,239.938061,-1.599098555,6.421004783,64.69063262,16.01722029,37.32042122,6.415988273,0.503347047,4.831181899,1.584806375,0.322816465,27.14500694,0.750423068,78.40448752,351.7754135,0.059366325
8,C21,16:16:20,17043.00001,0,37.29881463,0.610569778,420.6593483,8.497667291,1.583253836,37.3278656,6,1.420000017,1,2.840000033,37.31957245,37.3278656,37.07829285,599.4920654,549.1798096,39.02397919,48.71547699,60.37348557,75.36805725,500.4613037,1498.96106,816.984436,99.25666809,0.134811401,-1.273278713,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834102173,0.008497667,310.4778656,310.4695724,239.8337642,-1.572105954,6.418589767,64.66658503,15.95110804,37.32371902,6.417140603,0.502530968,4.83533593,1.581804672,0.322279421,41.75324531,0.765977447,78.47790755,531.4497394,0.055078264
9,C21,16:18:55,17197.50001,0,44.1963634,0.595512766,679.2978981,8.374853723,1.592783043,37.32972717,6,1.420000017,1,2.840000033,37.28575516,37.32972717,37.07808304,900.9364014,839.5186157,39.07720566,48.629776,60.56381607,75.36727905,500.4466553,1499.397339,781.263916,99.24901581,-4.450271606,-1.254346371,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077759,0.008374854,310.4797272,310.4357552,239.9035689,-1.513583627,6.41924045,64.67812701,16.04835101,37.30774117,6.411559243,0.492286414,4.826457407,1.585101836,0.315541568,67.41964783,0.80915168,78.25653671,818.5097813,0.042255504
10,C21,16:21:45,17368.00001,0,46.9645865,0.579295826,951.3734715,8.257866907,1.606821094,37.34076691,6,1.420000017,1,2.840000033,37.27347946,37.34076691,37.07871628,1199.158447,1131.647583,39.1103363,48.53040695,60.65063477,75.26002502,500.4490662,1499.348511,696.0291748,99.24250793,-10.13276672,-1.250787258,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834081777,0.008257867,310.4907669,310.4234795,239.8957564,-1.457081765,6.423100391,64.72126234,16.19085538,37.30712318,6.411343456,0.481151744,4.816279297,1.595064159,0.308226408,94.41668929,0.840697657,77.97476755,1109.322868,0.033011604
