Obs,Curve,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
11,C13,13:06:05,14124,0,49.14867075,0.615949635,1253.877779,6.188885906,1.14261526,37.40985107,6,1.420000017,1,2.840000033,37.08558655,37.40985107,37.08734131,1500.38501,1430.843994,46.38272476,53.40631485,72.7326355,83.74350739,500.4586182,1499.375,1027.105347,99.32693481,-17.32818222,-1.192406178,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834097697,0.006188886,310.5598511,310.2355865,239.8999946,-0.433186817,6.447300814,64.90989404,11.50357919,37.24771881,6.390629963,0.506169693,5.304685554,1.085944409,0.32467434,124.5438364,0.876320398,84.52051975,1407.48107,0.029514224
1,C14,13:47:31,16610,0,29.1498343,0.672145069,272.618701,6.409716925,1.101807779,37.36667252,6,1.420000017,1,2.840000033,37.20168686,37.36667252,37.08169174,399.6213074,361.8914185,46.40209961,53.67446518,72.29018402,83.61766052,500.4433899,1499.409546,1223.968018,99.30901337,2.176624298,-1.62729311,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834072316,0.006409717,310.5166725,310.3516869,239.905522,-0.522645275,6.432165959,64.76920615,11.09474097,37.28417969,6.403336475,0.543511718,5.33035818,1.072978295,0.34930436,27.07349422,0.753316291,85.27662888,348.0349833,0.071423843
2,C14,13:50:09,16768,0,21.7987109,0.927990828,219.8660702,7.312933875,0.976115083,37.38778687,6,1.420000017,1,2.840000033,37.25009537,37.38778687,37.08570099,300.4519043,271.9339294,46.72820282,55.01315689,72.60617828,85.47898865,500.4705811,1499.784546,1578.90918,99.31166077,2.817676544,-0.873985767,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834117635,0.007312934,310.5377869,310.4000954,239.965522,-0.981582198,6.439563058,64.84196325,9.828806359,37.31894112,6.41547115,0.699442775,5.463447975,0.952023175,0.453196303,21.83526457,0.808527537,87.84676749,261.5718663,0.073209184
3,C14,13:52:47,16926,0,12.57583517,0.926670227,152.3584465,7.169927609,0.957945863,37.38753891,6,1.420000017,1,2.840000033,37.29460907,37.38753891,37.08378983,199.4411469,182.7926788,47.07457352,55.19613647,72.9670105,85.55415344,500.4584961,1499.935547,1564.191406,99.31003571,3.534992218,-1.288944721,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834097493,0.007169928,310.5375389,310.4446091,239.9896821,-0.90115962,6.439476147,64.84214915,9.646012676,37.34107399,6.423207788,0.698692291,5.481530284,0.941677504,0.452692208,15.13072277,0.833504096,88.06748029,176.8147291,0.062637435
4,C14,13:55:24,17082.5,0,2.543851803,0.883513616,89.06643174,7.019477846,0.972427347,37.39062881,6,1.420000017,1,2.840000033,37.31156158,37.39062881,37.083004,100.2542648,96.39313507,47.10992813,55.06238937,72.95542908,85.26880646,500.4464722,1499.953369,1472.773926,99.30792999,3.898731232,-1.450542927,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077454,0.007019478,310.5406288,310.4615616,239.9925337,-0.821796254,6.440559256,64.85443062,9.792041249,37.3510952,6.426713407,0.673873909,5.468131909,0.958581498,0.436044196,8.845002968,0.923991441,87.74955373,95.18390976,0.023451638
5,C14,13:58:01,17240,0,-2.465754715,0.764986357,58.01017464,6.614598724,1.024901939,37.39413452,6,1.420000017,1,2.840000033,37.26342773,37.39413452,37.08051682,50.06612015,52.60512543,47.04874802,54.54637527,73.05066681,84.69122314,500.4620361,1500.714966,1704.212158,99.3079071,4.033973694,-1.72791338,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834103394,0.006614599,310.5441345,310.4134277,240.1143892,-0.620248389,6.441788308,64.86682174,10.32044647,37.32878113,6.418909768,0.602654503,5.416886369,1.002023399,0.38851021,5.760869034,1.102747578,86.67009074,53.77722713,-0.039739346
6,C14,14:00:59,17417.5,0,27.71094769,0.753755562,286.6502542,6.519437128,1.022021131,37.38853455,6,1.420000017,1,2.840000033,37.27114868,37.38853455,37.08105469,400.4380493,364.3683777,47.16601563,54.55556107,73.2009201,84.6723175,500.4718323,1500.496338,1470.897461,99.30800629,2.014625549,-1.766388416,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83411972,0.006519437,310.5385345,310.4211487,240.0794087,-0.569801658,6.439825132,64.8469884,10.29142734,37.32984161,6.419280453,0.595662605,5.417804001,1.001476452,0.383862655,28.46666525,0.786704532,86.66202927,351.1959203,0.068380264
7,C14,14:03:35,17573.5,0,28.98752017,0.684895357,275.687883,6.176984464,1.045310316,37.39725876,6,1.420000017,1,2.840000033,37.26581955,37.39725876,37.08069611,400.390564,362.9490356,47.35162735,54.35478592,73.50904846,84.38044739,500.4515381,1500.558105,1397.38623,99.30263519,2.013954163,-2.086678028,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834085897,0.006176984,310.5472588,310.4158195,240.0892915,-0.395965893,6.442883793,64.88129727,10.52651135,37.33153915,6.419873854,0.551818599,5.397573477,1.022300377,0.354796429,27.37653328,0.759577395,86.0994251,349.1697569,0.071478379
8,C14,14:06:14,17732.5,0,39.51363227,0.813707398,442.74763,6.659784615,0.98286824,37.4003067,6,1.420000017,1,2.840000033,37.30571747,37.4003067,37.08437729,599.3226318,547.579834,47.45258713,54.99755859,73.50108337,85.18418121,500.4800415,1500.328857,1561.875366,99.29685211,-0.280845642,-1.535255909,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834133403,0.006659785,310.5503067,310.4557175,240.0526118,-0.638741775,6.443952683,64.89584056,9.898281964,37.35301208,6.427384161,0.632488803,5.461084442,0.966299719,0.408379433,43.96344593,0.808553571,87.3882586,528.7969456,0.065299687
9,C14,14:08:52,17890.5,0,47.96512872,0.991785854,723.4914023,7.123005191,0.90406547,37.40246201,6,1.420000017,1,2.840000033,37.35275269,37.40246201,37.08360672,900.2911987,835.6461792,47.73867798,55.80233383,73.74966431,86.20399475,500.4324341,1499.191162,1491.776489,99.29052734,-5.211021423,-1.030640125,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834054057,0.007123005,310.552462,310.5027527,239.8705806,-0.871947978,6.444708623,64.90758782,9.10525399,37.37760735,6.435995893,0.735080702,5.540643153,0.89535274,0.477179865,71.83584286,0.865786765,88.93503915,812.8458542,0.052479576
10,C14,14:11:30,18048.5,0,51.81081492,1.057206158,1009.256226,7.119646375,0.862004658,37.38957977,6,1.420000017,1,2.840000033,37.39065933,37.38957977,37.08086777,1199.586182,1127.844727,48.12674332,56.18275452,74.19152069,86.60797882,500.4693909,1499.032349,1558.577271,99.28646088,-10.96578217,-1.064426899,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834115651,0.007119646,310.5395798,310.5406593,239.8451704,-0.862905837,6.440191516,64.86475053,8.681996018,37.39011955,6.440380733,0.77041485,5.578186858,0.862193875,0.501047878,100.2054788,0.894853877,89.61778574,1103.216347,0.042087579
11,C14,14:14:12,18211,0,53.54073443,0.98407015,1292.918896,6.855629794,0.875025073,37.39773941,6,1.420000017,1,2.840000033,37.43221283,37.39773941,37.08184433,1501.344604,1425.443726,48.32281494,56.08056641,74.32496643,86.25654602,500.4926147,1499.181641,1518.2677,99.28621674,-16.39253998,-1.419163227,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834154358,0.00685563,310.5477394,310.5822128,239.8690571,-0.722046366,6.443052344,64.89372398,8.813157572,37.41497612,6.449099284,0.730833673,5.568027271,0.881072013,0.47431699,128.3690257,0.907029069,89.26459082,1399.993025,0.034137968
1,C15,14:19:24,18522.5,0,27.46307527,0.646570558,277.8336774,5.642487818,1.000046353,37.40940857,6,1.420000017,1,2.840000033,37.37016678,37.40940857,37.07571411,399.7871704,364.3994446,48.46686172,54.86001205,74.80345917,84.66999054,500.4988708,1500.895996,1283.321899,99.29088593,2.293067932,-1.779221058,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834164785,0.005642488,310.5594086,310.5201668,240.143354,-0.107069627,6.447145551,64.93189673,10.07188468,37.38978767,6.440264394,0.526666636,5.447099199,0.993165195,0.338181853,27.58635196,0.762442648,86.56008209,351.3448139,0.0676602
2,C15,14:22:00,18678.5,0,20.45007101,0.579597317,203.9264215,5.406780606,1.048674934,37.41942596,6,1.420000017,1,2.840000033,37.31742859,37.41942596,37.0820961,300.7341309,274.438385,48.27753448,54.40686035,74.7260437,84.20977783,500.4740906,1499.279419,1383.486572,99.28869629,3.150184631,-2.076984882,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834123484,0.005406781,310.569426,310.4674286,239.8847017,0.001509976,6.450661168,64.96873671,10.56187636,37.36842728,6.432780432,0.481359713,5.401986233,1.030794199,0.30836296,20.24758853,0.743068144,85.64153682,264.7174007,0.066160196
3,C15,14:24:38,18836.5,0,11.79976484,0.882322263,154.9279484,6.6208692,0.917537765,37.42416763,6,1.420000017,1,2.840000033,37.37437057,37.42416763,37.08331299,200.2094421,184.5981598,48.25172424,55.74662018,74.45089722,86.01192474,500.4828491,1499.65564,1548.640015,99.284729,3.442451477,-1.070328236,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834138082,0.006620869,310.5741676,310.5243706,239.944897,-0.613270652,6.452325842,64.98809945,9.241479267,37.3992691,6.443588788,0.673180627,5.534788077,0.908800711,0.435579768,15.38197937,0.839271359,88.45340497,178.9891167,0.058312449
4,C15,14:27:18,18996.5,0,2.43850131,0.962936723,90.04823598,6.818236356,0.884409504,37.41069794,6,1.420000017,1,2.840000033,37.43078232,37.41069794,37.07760239,100.3542786,96.64085388,48.31734085,56.03353119,74.32279968,86.18981934,500.4687195,1499.184082,1553.647095,99.28320313,3.795448303,-1.064941883,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834114532,0.006818236,310.5606979,310.5807823,239.8694478,-0.704991995,6.447597963,64.94147812,8.907946928,37.42074013,6.451122498,0.719112754,5.563188459,0.887934039,0.466422675,8.940277303,0.931782288,89.09684633,95.48170715,0.022754388
5,C15,14:29:55,19154,0,-2.288620846,0.878015938,56.84783661,6.581075183,0.915370503,37.42657089,6,1.420000017,1,2.840000033,37.43310547,37.42657089,37.0823822,50.07145691,52.40179825,48.32976532,55.77960587,74.32966614,85.78533936,500.4659119,1499.402954,1523.524902,99.27999878,3.897075653,-1.350803852,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834109853,0.006581075,310.5765709,310.5831055,239.9044673,-0.584844783,6.453169705,64.99969565,9.220089786,37.42983818,6.45431711,0.670670947,5.537799202,0.916517908,0.433898824,5.643853149,1.084845149,88.46857099,53.48969899,-0.037852338
6,C15,14:32:52,19330.5,0,25.95033023,0.94147744,305.3333443,6.70114973,0.884053035,37.38380051,6,1.420000017,1,2.840000033,37.4578476,37.38380051,37.08508301,400.9243164,366.8671875,48.36116028,55.94522858,74.27581024,85.92235565,500.4901428,1498.840088,1482.066284,99.27768707,1.892742157,-1.191998005,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834150238,0.00670115,310.5338005,310.6078476,239.8144087,-0.637433882,6.438165931,64.85007982,8.904851244,37.42082405,6.45115196,0.707077056,5.554112896,0.897039064,0.458326459,30.31278821,0.832272154,89.02438438,354.5316433,0.065162369
7,C15,14:35:29,19488,0,27.00876263,0.956030577,301.513458,6.846645585,0.892820053,37.42539597,6,1.420000017,1,2.840000033,37.47322845,37.42539597,37.08396912,400.0327148,364.660614,48.25580215,56.0041008,74.05236053,85.94174957,500.4870605,1499.024048,1458.643921,99.27732086,2.036632538,-1.119091511,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834145101,0.006846646,310.575396,310.6232285,239.8438423,-0.715688525,6.452757138,64.99729326,8.993192456,37.44931221,6.46115967,0.715254209,5.559937085,0.901222585,0.46382598,29.93344832,0.826833078,88.9817964,351.8219418,0.068309788
8,C15,14:38:07,19646,0,37.90364383,0.92010872,457.7144053,6.83987996,0.918086308,37.43336868,6,1.420000017,1,2.840000033,37.45946503,37.43336868,37.08424377,599.5096436,549.562561,48.03522873,55.7778244,73.76817322,85.65782166,500.4807129,1499.250366,1463.043335,99.27728271,-0.284290314,-1.085186481,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834134521,0.00683988,310.5833687,310.609465,239.8800532,-0.715052691,6.455557151,65.02552219,9.247697792,37.44641685,6.460141935,0.694955643,5.537470842,0.922671092,0.450182916,45.44064242,0.832870428,88.56791395,531.5449841,0.063156398
9,C15,14:40:52,19810.5,0,46.72328041,0.969867946,726.1941476,7.038276753,0.908081821,37.4293251,6,1.420000017,1,2.840000033,37.48530579,37.4293251,37.08205795,900.6318359,837.5460205,47.89673996,55.86378098,73.45304871,85.67054749,500.4436646,1498.706055,1361.88623,99.27819061,-4.613208771,-0.985138416,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834072774,0.007038277,310.5793251,310.6353058,239.7929634,-0.81343505,6.454136917,65.01062194,9.146840962,37.45731544,6.463973579,0.722971246,5.546055096,0.917918483,0.469020386,72.095241,0.867049845,88.83729589,815.3360107,0.050908703
10,C15,14:43:31,19970,0,50.80502243,0.944632145,1004.075894,6.923711917,0.911287981,37.36915207,6,1.420000017,1,2.840000033,37.47912979,37.36915207,37.08298874,1201.013062,1130.719238,47.78139496,55.62028885,73.29839325,85.32385254,500.4746704,1499.793701,1432.405029,99.27575684,-9.810840607,-1.079666615,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834124451,0.006923712,310.5191521,310.6291298,239.9669868,-0.744544184,6.433034251,64.79964955,9.179360698,37.42414093,6.452316466,0.708854968,5.521746271,0.930570195,0.459521787,99.68039433,0.887997533,88.68893203,1106.568964,0.040719045
11,C15,14:46:15,20133.5,0,52.52894462,1.083924788,1302.857225,7.404988015,0.880523763,37.3703804,6,1.420000017,1,2.840000033,37.47393036,37.3703804,37.08389664,1501.148682,1425.520264,47.55209732,55.93292236,72.9703064,85.82892609,500.4857178,1498.959473,1432.168701,99.27857208,-16.62883377,-0.547707081,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834142863,0.007404988,310.5203804,310.6239304,239.8335103,-0.994172385,6.433464428,64.80214504,8.86922268,37.42215538,6.451619348,0.784506986,5.552940665,0.898678683,0.510591835,129.3458049,0.913952091,89.45768885,1400.550519,0.033551935
1,C16,14:57:45,20823.5,0,27.78720749,0.912894963,296.4537371,6.994386693,0.945062497,37.29288101,6,1.420000017,1,2.840000033,37.33064651,37.29288101,37.08078384,400.0851135,363.7200317,47.0861969,55.01068878,72.81846619,85.07015991,500.4450073,1501.06604,1461.107544,99.27724457,1.875957489,-0.753330708,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834075012,0.006994387,310.442881,310.4806465,240.170561,-0.789408506,6.406372101,64.53011593,9.51942715,37.31176376,6.412964013,0.690832472,5.461309604,0.951654409,0.447415202,29.43111016,0.815060242,88.12683829,350.5113241,0.069863613
2,C16,15:00:22,20980.5,0,20.78391728,0.923570022,223.0581411,6.860257013,0.918710797,37.29534149,6,1.420000017,1,2.840000033,37.35471344,37.29534149,37.08395386,300.0210571,272.8579102,47.51339722,55.28378296,73.38273621,85.38269806,500.4381714,1500.407593,1475.276123,99.27902222,2.586284637,-0.993626118,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834063619,0.006860257,310.4453415,310.5047134,240.0652095,-0.718511262,6.407230714,64.53760896,9.253826004,37.32502747,6.417597852,0.69692841,5.488519917,0.929077935,0.451507577,22.14499414,0.81748827,88.4904674,262.9782313,0.069936532
3,C16,15:02:59,21137.5,0,12.1872925,0.996595773,155.8897019,6.90034609,0.872784691,37.29085922,6,1.420000017,1,2.840000033,37.38289642,37.29085922,37.07982254,199.9132996,183.7818756,47.91893387,55.73055649,73.89855194,85.94238281,500.4685669,1500.169189,1415.508667,99.27914429,3.226970673,-1.003029346,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834114278,0.006900346,310.4408592,310.5328964,240.0270649,-0.734639112,6.405666649,64.5217754,8.791218909,37.33687782,6.421740379,0.737719627,5.532881959,0.88885842,0.478959379,15.47659621,0.848232185,89.26886833,177.9886204,0.061124459
4,C16,15:05:36,21295,0,2.555979143,1.121330078,90.17894615,7.17689646,0.832809134,37.29418945,6,1.420000017,1,2.840000033,37.4159584,37.29418945,37.08152771,100.2300262,96.33688354,48.02509308,56.14608002,73.92675018,86.4267807,500.4767456,1499.731567,1402.077637,99.27709198,3.543544769,-0.87974596,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834127909,0.007176896,310.4441895,310.5659584,239.9570454,-0.872991643,6.406828684,64.53481419,8.388734175,37.35507393,6.428105706,0.803916202,5.57401955,0.854086156,0.523760041,8.952703531,0.93607913,90.08234161,95.12189347,0.024205635
5,C16,15:08:13,21451.5,0,-2.237921223,1.053340897,56.39589049,7.042506161,0.85507707,37.30051422,6,1.420000017,1,2.840000033,37.42189789,37.30051422,37.07896805,50.44753647,52.68571472,47.97542572,55.94622421,73.82600403,86.08790588,500.4646301,1499.364136,1319.683594,99.27317047,3.643100739,-1.10699892,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834107717,0.007042506,310.4505142,310.5718979,239.8982564,-0.804715851,6.409036123,64.55959947,8.613375253,37.36120605,6.430252068,0.768360191,5.553959053,0.876293015,0.499657536,5.598598851,1.070420906,89.64387075,53.74951529,-0.037324229
6,C16,15:11:20,21638.5,0,26.46391686,1.042390329,307.5504769,7.070059272,0.86506482,37.29782486,6,1.420000017,1,2.840000033,37.40300751,37.29782486,37.07710266,400.566864,365.7383118,47.83238983,55.83560181,73.68196869,86.00714874,500.4464417,1499.929565,1337.44397,99.27416229,1.625614166,-0.930836201,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077403,0.007070059,310.4478249,310.5530075,239.9887251,-0.820249466,6.408097415,64.54949875,8.713896947,37.35041618,6.426475821,0.762516979,5.543032595,0.883443226,0.495705206,30.53181595,0.840903091,89.49249012,353.1586331,0.067061133
7,C16,15:14:01,21799.5,0,27.49269445,0.985954942,301.0091346,7.041441429,0.897749239,37.31230545,6,1.420000017,1,2.840000033,37.41552734,37.31230545,37.0813179,399.8441772,363.8139038,47.58460617,55.55712891,73.25154877,85.52118683,500.4869385,1499.776855,1289.502197,99.27445984,1.691501617,-1.127655506,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834144897,0.007041441,310.4623055,310.5655273,239.9642915,-0.806114274,6.413153202,64.60023265,9.043103742,37.3639164,6.431200938,0.731872718,5.515403962,0.915796976,0.47501728,29.88251924,0.827371168,88.94470283,350.7451936,0.06971812
8,C16,15:16:38,21956.5,0,38.03709835,1.034885087,463.9037722,7.298065244,0.897818279,37.317379,6,1.420000017,1,2.840000033,37.42065048,37.317379,37.08129501,598.9570923,548.5546265,47.30948639,55.57291412,72.80960846,85.52242279,500.457489,1499.439819,1251.633057,99.27690887,-0.688686371,-0.89543581,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834095815,0.007298065,310.467379,310.5706505,239.9103657,-0.938500538,6.41492541,64.61649021,9.043576087,37.36901474,6.432986159,0.758493114,5.517107131,0.915879027,0.49298489,46.05493252,0.84568382,89.08629405,530.4736116,0.063878467
9,C16,15:19:15,22114,0,46.75601464,0.939136094,723.3276403,7.05731664,0.933259235,37.32066345,6,1.420000017,1,2.840000033,37.40904999,37.32066345,37.08079529,900.7210693,837.5811768,47.23317337,55.22657776,72.73332214,85.04431915,500.480011,1500.105957,1372.952026,99.27853394,-5.367824554,-0.995457172,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834133352,0.007057317,310.4706635,310.55905,240.0169478,-0.81587148,6.416072909,64.6269909,9.40041314,37.36485672,6.431530167,0.705755614,5.482813674,0.948716493,0.457438169,71.81090769,0.863591089,88.37221117,815.3556067,0.050676446
10,C16,15:21:55,22274,0,50.83023596,0.940045069,1002.324292,7.053087721,0.932055547,37.32260895,6,1.420000017,1,2.840000033,37.36846161,37.32260895,37.08227158,1200.278809,1129.784668,47.25412369,55.24298096,72.93235016,85.26156616,500.4561157,1499.850098,1313.029541,99.28314972,-11.2265892,-0.880386829,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834093526,0.007053088,310.4726089,310.5184616,239.9760103,-0.820565119,6.416752696,64.63083327,9.387852314,37.34553528,6.424768231,0.706268829,5.484697149,0.940071082,0.457783144,99.51391272,0.887181708,88.39110576,1105.622408,0.040637208
11,C16,15:24:39,22437.5,0,52.57308858,0.983900819,1293.554119,7.217202054,0.921720866,37.3273201,6,1.420000017,1,2.840000033,37.3766098,37.3273201,37.08431244,1500.450073,1425.094604,47.19145203,55.36452484,72.80448151,85.41065216,500.4941406,1499.699219,1317.971313,99.28159332,-17.63320541,-0.766712666,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834156901,0.007217202,310.4773201,310.5266098,239.9518696,-0.904592974,6.418399106,64.6484297,9.283904856,37.35196495,6.427017741,0.730740274,5.49667824,0.930339502,0.474254045,128.426114,0.907697016,88.65356155,1400.103876,0.033288898
1,C17,15:30:07,22766,0,28.04708713,0.813562978,289.5628423,6.732927706,0.993643208,37.38105392,6,1.420000017,1,2.840000033,37.35773468,37.38105392,37.08056259,400.1954956,363.6370239,47.2069664,54.8359108,72.8910675,84.66960144,500.4929504,1499.723999,1175.294922,99.26998901,1.955387115,-1.060387135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834154917,0.006732928,310.5310539,310.5077347,239.9558345,-0.666737242,6.437203471,64.84541335,10.00950255,37.3693943,6.433119082,0.632401543,5.443560262,0.98955882,0.408321229,28.74490018,0.796296371,87.23756595,350.304782,0.069846595
2,C17,15:32:43,22922,0,20.94268782,0.758685668,214.7188893,6.507923403,1.014524973,37.38547897,6,1.420000017,1,2.840000033,37.32012177,37.38547897,37.08081055,300.3388062,273.1010742,47.26600647,54.64167404,73.13317871,84.54475403,500.4823914,1500.627686,1216.460938,99.26908875,2.769290924,-1.331654072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834137319,0.006507923,310.535479,310.4701218,240.1004243,-0.55583772,6.438754163,64.86162253,10.21994849,37.35280037,6.427310075,0.598737289,5.42422919,1.003080885,0.385905997,21.31494848,0.78622499,86.77508942,263.1459234,0.069060679
3,C17,15:35:19,23078.5,0,12.25726189,0.76506192,149.5778057,6.563772927,1.016479052,37.38803864,6,1.420000017,1,2.840000033,37.3059845,37.38803864,37.08062744,200.0853119,183.941803,47.19244766,54.63219833,73.07391357,84.59265137,500.4344788,1500.390015,1178.496948,99.26696014,3.24917984,-1.281021595,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834057465,0.006563773,310.5380386,310.4559845,240.062397,-0.587460352,6.439651306,64.87205105,10.23985272,37.34701157,6.42528467,0.602701398,5.423172255,1.002112416,0.388541393,14.84813408,0.813180056,86.77488879,178.1152877,0.059715398
4,C17,15:37:55,23234,0,2.741697786,0.875129894,88.44005387,6.972738429,0.972527657,37.39372253,6,1.420000017,1,2.840000033,37.34077072,37.39372253,37.08367157,100.355011,96.263237,47.198349,55.09742737,72.94178009,85.1478653,500.4552307,1498.984497,1162.114014,99.26264191,3.39812088,-1.058388233,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834092051,0.006972738,310.5437225,310.4907707,239.8375142,-0.79567911,6.44164386,64.89494674,9.797519376,37.36724663,6.432366993,0.668985736,5.469116203,0.96325079,0.432770344,8.778793397,0.918731352,87.72221642,94.95996518,0.025327285
5,C17,15:40:31,23390,0,-2.224400813,0.798166245,56.97932763,6.657100938,0.997088774,37.38879013,6,1.420000017,1,2.840000033,37.32468796,37.38879013,37.08082199,50.10329056,52.35232162,47.28923416,54.83290482,73.14580536,84.81317139,500.4518127,1499.529541,1159.709229,99.26203918,3.561687469,-1.324753284,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834086355,0.006657101,310.5387901,310.474688,239.9247212,-0.634285049,6.43991472,64.87792084,10.04501602,37.35673904,6.428688467,0.623058978,5.442825946,0.985862521,0.402092606,5.655884252,1.08838206,87.14432569,53.40969524,-0.036293768
6,C17,15:43:16,23554.5,0,27.11047333,0.78282944,291.5318017,6.51101983,0.990042422,37.39677048,6,1.420000017,1,2.840000033,37.32490158,37.39677048,37.08058929,400.7787781,365.4229431,47.55542374,54.93279648,73.5541153,84.96403503,500.4506226,1499.958862,1170.238647,99.26074219,1.435710907,-1.250687122,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834084371,0.00651102,310.5467705,310.4749016,239.9934126,-0.559643069,6.442712571,64.90695545,9.974158972,37.36083603,6.430122534,0.613673829,5.452670149,0.977452386,0.395841713,28.93766301,0.797792824,87.18582562,352.5359225,0.06704704
7,C17,15:45:52,23711,0,28.1406268,0.734938216,283.4835436,6.157640379,0.98407566,37.39848709,6,1.420000017,1,2.840000033,37.3086586,37.39848709,37.08065033,400.0428467,363.6205444,48.02388763,55.00027084,74.34156036,85.14070129,500.4571838,1500.029541,1154.951294,99.25839996,1.402477264,-1.420937061,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834095306,0.00615764,310.5484871,310.4586586,240.0047212,-0.380772827,6.443314541,64.91455175,9.914280907,37.35357285,6.427580393,0.583849122,5.459238881,0.968341511,0.376017865,28.13812295,0.77961366,87.09311537,350.2438382,0.069975674
8,C17,15:48:28,23867,0,39.45714277,0.725618591,434.6041613,6.00537234,0.969350588,37.40805817,6,1.420000017,1,2.840000033,37.29525375,37.40805817,37.08223724,599.8283691,548.5753784,48.38401413,55.1862793,74.94844055,85.48682404,500.4766541,1499.939087,1138.896851,99.25150299,-1.184864044,-1.461857319,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834127757,0.006005372,310.5580582,310.4452538,239.9902485,-0.306209282,6.446671753,64.95288796,9.766608659,37.35165596,6.426909621,0.577952114,5.477321165,0.949588456,0.37210555,43.13511622,0.792241465,87.25813286,529.8193425,0.064983596
9,C17,15:51:04,24023,0,48.46405874,0.801488118,703.698972,6.233972962,0.930117964,37.41278839,6,1.420000017,1,2.840000033,37.32862473,37.41278839,37.08308029,900.0706787,835.7194824,48.54266357,55.60118484,75.05810547,85.96800232,500.4467468,1498.575317,1102.096802,99.24633026,-5.744983673,-1.290768147,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077911,0.006233973,310.5627884,310.4786247,239.7720454,-0.421815288,6.448331518,64.97299699,9.371812149,37.37070656,6.433578656,0.625081337,5.518213554,0.915365102,0.403440383,69.83954057,0.842027722,88.02887609,812.68199,0.052495769
10,C17,15:53:41,24180,0,52.45016491,0.81702053,983.8157399,6.308322598,0.927227401,37.41770172,6,1.420000017,1,2.840000033,37.34891129,37.41770172,37.08137131,1199.496948,1128.09082,48.50615311,55.64751816,74.91734314,85.94534302,500.5160828,1498.791992,1089.833252,99.24662781,-11.3575325,-1.245769978,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834193471,0.006308323,310.5677017,310.4989113,239.8067134,-0.457272621,6.450055924,64.99017716,9.342659005,37.3833065,6.437992813,0.63448873,5.522828523,0.91516429,0.409713574,97.64039457,0.872106857,88.11954144,1103.158524,0.04189683
