Obs,Curve,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
11,c8,11:35:29,5652.000012,0,13.96393743,0.107594553,1235.927081,1.459530438,1.407110175,20.58400536,6,1.420000017,1,2.840000033,20.13165855,20.58400536,20.1466713,1500.081665,1480.753906,8.35669899,10.08845806,35.91241837,43.35882187,500.5798035,1000.215515,120.3639221,101.6730728,-14.29816628,0.301603377,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834299672,0.00145953,293.7340054,293.2816586,160.0344788,1.081417064,2.432834706,23.92801396,13.8395559,20.35783195,2.399119107,0.103667084,1.025724531,1.373394576,0.065133699,125.6605041,0.834660693,43.30872604,1474.116119,0.004102529
1,c9,11:41:50,6033.000012,0,10.63634283,0.199667777,288.4436537,2.546543734,1.362672168,21.18169785,6,1.420000017,1,2.840000033,20.46754837,21.18169785,20.14485741,400.0313721,386.1036987,8.404631615,11.42215347,35.37478256,48.07722092,500.5677185,999.7104492,1054.62915,101.6678619,9.660879135,0.27005583,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834279531,0.002546544,294.3316978,293.6175484,159.9536683,0.474336179,2.52393809,24.8253287,13.40317522,20.82462311,2.469158481,0.186552126,1.161265922,1.307892559,0.11770653,29.32544956,0.747062653,48.62543597,381.0476908,0.01357302
2,c9,11:44:24,6186.500012,0,8.306202885,0.193490275,211.4132308,2.518802881,1.387913854,21.30601501,6,1.420000017,1,2.840000033,20.49712753,21.30601501,20.14600372,300.4575806,289.627655,8.379466057,11.36411572,35.20697784,47.74734497,500.597229,999.2630005,1055.0448,101.6660004,10.47676659,0.293444693,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834328715,0.002518803,294.456015,293.6471275,159.8820765,0.475539196,2.543258046,25.01581686,13.65170115,20.90157127,2.480874421,0.181148555,1.155344192,1.325530229,0.114265554,21.4935376,0.729948357,47.96202945,285.679284,0.013945091
3,c9,11:46:58,6341.000012,0,5.264576318,0.186087044,141.6856458,2.491995692,1.424082271,21.49448776,6,1.420000017,1,2.840000033,20.56982803,21.49448776,20.14879608,200.1684723,193.2806549,8.345889091,11.29921055,34.90864182,47.26032257,500.5560303,998.9969482,1044.232056,101.6631241,10.95277977,0.291251242,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83426005,0.002491996,294.6444878,293.719828,159.8395081,0.473725379,2.572795315,25.30706526,14.00785471,21.0321579,2.500868672,0.174643755,1.148713044,1.352155627,0.110125838,14.40420539,0.733056528,47.08371279,190.7781275,0.012992884
4,c9,11:49:32,6494.500012,0,1.876223036,0.183344484,77.55860378,2.487754556,1.441495786,21.56912994,6,1.420000017,1,2.840000033,20.57593536,21.56912994,20.1420269,99.37251282,96.83467865,8.295805931,11.24438953,34.68194199,47.00959396,500.5348206,1000.536743,1023.952942,101.6578217,10.99286461,0.294326842,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834224701,0.002487755,294.7191299,293.7259354,160.0858753,0.469833933,2.584575932,25.42427026,14.17988073,21.07253265,2.507078984,0.172225937,1.143080146,1.363998838,0.108587816,7.88443871,0.800938309,46.63073963,95.94281208,0.009118939
5,c9,11:52:06,6648.500012,0,0.110090839,0.185523195,47.83828802,2.488345406,1.426023218,21.42946434,6,1.420000017,1,2.840000033,20.51573944,21.42946434,20.14216232,50.22974014,49.94879913,8.231692314,11.18100452,34.54050827,46.91341782,500.5621033,1000.819214,1015.539551,101.6498947,10.863657,0.29774195,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834270172,0.002488345,294.5794643,293.6657394,160.1310706,0.480654259,2.56257115,25.20977673,14.0287722,20.97260189,2.491732555,0.174147028,1.136547933,1.355184622,0.109809829,4.862756941,0.95774651,46.79610216,49.89646722,0.001032502
6,c9,11:54:41,6803.500012,0,10.49300192,0.189951669,285.3152416,2.555000994,1.432043193,21.49533081,6,1.420000017,1,2.840000033,20.56205177,21.49533081,20.14287758,400.164856,386.4036865,8.195649147,11.22390461,34.2896843,46.95958328,500.550354,1000.496765,1020.252808,101.6477737,9.785318375,0.299177229,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83425059,0.002555001,294.6453308,293.7120518,160.0794788,0.442386476,2.572928109,25.31219341,14.0882888,21.02869129,2.500336078,0.178043348,1.140884916,1.359451162,0.112289028,29.00165913,0.738386438,46.86041245,381.415816,0.01289161
7,c9,11:57:15,6958.000012,0,10.68880993,0.193616845,285.0981446,2.563779926,1.411512874,21.34785652,6,1.420000017,1,2.840000033,20.49456215,21.34785652,20.14419174,400.108551,386.1092529,8.160516739,11.1993084,34.28304672,47.04784012,500.5411987,1000.776001,1035.189941,101.6381302,9.764017105,0.304089606,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834235331,0.00256378,294.4978565,293.6445621,160.1241566,0.448965345,2.549789639,25.08693965,13.88763126,20.92120934,2.483872251,0.181259489,1.138276765,1.345595487,0.114336177,28.97684234,0.738387238,47.21750456,381.0283046,0.013245707
8,c9,11:59:49,7111.500012,0,13.77388367,0.195199876,450.1281381,2.600753682,1.420807355,21.41991043,6,1.420000017,1,2.840000033,20.53926277,21.41991043,20.14541054,599.6383057,581.3143311,8.136904716,11.21961212,34.08638,46.99915314,500.5160522,1000.657532,1038.312134,101.6313705,7.575357437,0.298298895,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83419342,0.002600754,294.5699104,293.6892628,160.1052015,0.425649004,2.561071912,25.19961995,13.98000782,20.9795866,2.492802521,0.182646175,1.140264557,1.352537964,0.115219043,45.7471396,0.774328301,47.12800546,574.7668864,0.011293895
9,c9,12:02:23,7266.000012,0,15.53052726,0.193946325,724.9875625,2.635271272,1.44797817,21.64841652,6,1.420000017,1,2.840000033,20.64146042,21.64841652,20.14554214,900.449707,879.057373,8.184640884,11.30768013,34.06951904,47.06954956,500.5647888,1000.105164,1011.752075,101.6267776,2.540872574,0.304307997,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834274648,0.002635271,294.7984165,293.7914604,160.0168226,0.389647328,2.597141264,25.55567857,14.24799844,21.14493847,2.518250043,0.181548223,1.149163094,1.369086949,0.114519996,73.67814982,0.82473293,46.83126158,871.6749042,0.00834387
10,c9,12:05:02,7424.500012,0,16.81401933,0.186476727,998.4880829,2.615981027,1.490879068,21.93052292,6,1.420000017,1,2.840000033,20.75429726,21.93052292,20.14939499,1200.494141,1176.649536,8.229811668,11.33005047,34.01947021,46.83357239,500.5437317,999.5548096,1016.462769,101.6240082,-3.789083481,0.311801016,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834239553,0.002615981,295.0805229,293.9042973,159.928766,0.376145609,2.642284209,26.00059038,14.67053991,21.34241009,2.548938602,0.174986941,1.151405141,1.397533461,0.110344176,101.4703611,0.848585796,46.04561546,1168.656957,0.0066248
11,c9,12:07:42,7584.500012,0,17.2762033,0.174324555,1275.903168,2.500749055,1.518226549,22.06298065,6,1.420000017,1,2.840000033,20.78762817,22.06298065,20.14277649,1501.176758,1476.045044,8.30888176,11.27251053,34.27288818,46.49939346,500.58078,999.4049683,1023.568665,101.6179657,-10.89504051,0.324136794,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8343013,0.002500749,295.2129807,293.9376282,159.9047913,0.423119432,2.663716137,26.21304332,14.94053279,21.42530441,2.561918263,0.16424301,1.145489588,1.416428675,0.103512417,129.6546844,0.864406661,45.2739501,1467.832764,0.005328686
1,c10,12:18:17,8219.500012,0,10.12796809,0.140778312,258.8495547,2.131167029,1.58410752,22.27739906,6,1.420000017,1,2.840000033,20.76323318,22.27739906,20.14557838,400.1261292,386.9971924,8.443493843,10.97008133,34.87813187,45.31492996,500.5458069,999.1674805,1148.803345,101.6058578,10.26792336,0.328948081,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834243011,0.002131167,295.4273991,293.9132332,159.8667933,0.584876801,2.698732044,26.56079188,15.59071055,21.52031612,2.57686642,0.134129535,1.114624524,1.462241896,0.084403988,26.30063106,0.668866751,43.00448073,382.1828414,0.011396326
2,c10,12:20:51,8373.500012,0,7.713835703,0.134321693,188.9603655,2.065345856,1.605430692,22.36510086,6,1.420000017,1,2.840000033,20.80623627,22.36510086,20.14726639,300.6720276,290.705658,8.453552246,10.90231228,34.82623291,44.91567612,500.5379333,999.2164917,1134.28064,101.6059036,10.66880226,0.328127921,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834229889,0.002065346,295.5151009,293.9562363,159.8746351,0.613417026,2.713169983,26.70287735,15.80056508,21.58566856,2.58719257,0.128255666,1.107739291,1.479453279,0.080683574,19.19948869,0.650005806,42.41775826,287.0388699,0.011399279
3,c10,12:23:25,8528.000012,0,5.002819772,0.133782196,127.4266471,2.077666041,1.620913694,22.52849197,6,1.420000017,1,2.840000033,20.86375618,22.52849197,20.14526749,200.3044128,193.8246613,8.553302765,11.01642227,35.11109161,45.22199249,500.5305481,1000.387451,1129.215576,101.6060333,11.05614662,0.337658942,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83421758,0.002077666,295.678492,294.0137562,160.0619886,0.594920618,2.740248662,26.96934987,15.9529276,21.69612408,2.604727698,0.127763707,1.119334968,1.48539273,0.080372076,12.94731616,0.65743258,42.41532191,191.4465603,0.011083835
4,c10,12:25:59,8681.500012,0,1.648818303,0.13517782,74.96144616,2.063354079,1.593833097,22.42959023,6,1.420000017,1,2.840000033,20.81925964,22.42959023,20.13972473,99.68172455,97.46400452,8.675886154,11.12196255,35.70959091,45.77682877,500.4926758,1000.759766,1135.880737,101.6004639,11.26102638,0.325914443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83415446,0.002063354,295.5795902,293.9692596,160.1215589,0.610509691,2.72382965,26.80922455,15.68726201,21.62442493,2.593333448,0.129035987,1.129996554,1.463336894,0.081177689,7.616117702,0.769119292,43.06437776,96.68023526,0.007344349
5,c10,12:28:33,8835.500012,0,0.112499177,0.141338105,47.8387472,2.10697422,1.559643055,22.34100533,6,1.420000017,1,2.840000033,20.79187202,22.34100533,20.13812637,50.65004349,50.38790512,8.818108559,11.31539249,36.35268784,46.64720535,500.4956665,1000.362854,1073.518799,101.5920105,11.02913094,0.323102057,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834159444,0.002106974,295.4910053,293.941872,160.0580531,0.595106679,2.709196528,26.6674172,15.35202471,21.56643867,2.584150356,0.134637604,1.149553473,1.434596883,0.084725896,4.860034508,0.949409329,44.09907398,50.3344284,0.000985629
6,c10,12:31:07,8990.000012,0,10.46065007,0.14976549,262.1309777,2.163088028,1.515345185,22.18035507,6,1.420000017,1,2.840000033,20.72348404,22.18035507,20.13131714,400.3124695,386.7684021,8.92898941,11.49246979,36.96171188,47.57675934,500.46698,1000.880615,941.4703979,101.5873337,10.28047371,0.336694777,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834111633,0.002163088,295.3303551,293.873484,160.1408949,0.579117324,2.682834548,26.40914424,14.91667445,21.45191956,2.566097939,0.142263329,1.167489363,1.398608576,0.089559483,26.6291871,0.677746621,45.30997602,381.79591,0.012414271
7,c10,12:33:41,9143.500012,0,10.54696727,0.156015706,265.84146,2.162417724,1.457385998,21.91129875,6,1.420000017,1,2.840000033,20.62532997,21.91129875,20.13885117,400.3131714,386.6678772,9.071778297,11.63378143,37.78121948,48.45154953,500.5288086,1000.71814,769.2758789,101.5835037,10.21888924,0.327152312,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834214681,0.002162418,295.0612988,293.77533,160.1148988,0.602085211,2.639186277,25.9804612,14.34667977,21.26831436,2.537385407,0.147891283,1.18180028,1.355585127,0.093129188,27.00510694,0.687518865,46.65122945,381.6543541,0.012892005
8,c10,12:36:15,9298.000012,0,13.81361496,0.160782625,426.0869324,2.182299529,1.429470884,21.81537437,6,1.420000017,1,2.840000033,20.60232735,21.81537437,20.13221169,599.7677612,581.687561,9.171687126,11.75687885,38.25199127,49.03408051,500.5375366,1000.513428,283.1653137,101.5834961,7.927751541,0.322962821,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834229228,0.0021823,294.9653744,293.7523273,160.0821449,0.600978693,2.623775741,25.82876,14.07188115,21.20885086,2.528146897,0.152167855,1.194304857,1.33384204,0.095843108,43.28340024,0.732501365,47.45012496,575.1212301,0.011396862
9,c10,12:38:52,9455.000012,0,15.71443917,0.155755361,692.5839264,2.067603531,1.395875921,21.59284019,6,1.420000017,1,2.840000033,20.50029755,21.59284019,20.13691711,900.083252,879.0656738,9.289879799,11.73945045,38.98847198,49.27022171,500.4953003,1000.902466,243.9152069,101.5764771,2.555253983,0.314173758,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834158834,0.002067604,294.7428402,293.6502975,160.144391,0.67809758,2.588327941,25.48156833,13.74211788,21.04656887,2.503083772,0.147657326,1.19245202,1.310631753,0.092980753,70.3502353,0.787863691,47.90475229,871.5957821,0.008636989
10,c10,12:41:26,9608.500012,0,16.76631993,0.147906196,963.8675126,1.973455133,1.399336317,21.56928825,6,1.420000017,1,2.840000033,20.46996117,21.56928825,20.13410378,1200.086548,1177.20105,9.331093788,11.66937065,39.23227692,49.06450272,500.4778137,1000.86908,181.766861,101.5705719,-4.140302658,0.319211066,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83412969,0.001973455,294.7192883,293.6199612,160.1390492,0.726625377,2.584600968,25.44635636,13.77698571,21.01962471,2.4989436,0.1405846,1.185264651,1.313678949,0.088495093,97.90057449,0.818779012,47.56572292,1169.231144,0.00682074
11,c10,12:44:00,9763.000012,0,17.45094351,0.13707786,1233.848706,1.850533097,1.410630847,21.58767891,6,1.420000017,1,2.840000033,20.46742249,21.58767891,20.13275337,1500.634399,1476.438354,9.394914627,11.58767223,39.50379562,48.7254715,500.4902649,1000.393921,178.9370422,101.5631027,-11.9731884,0.316412032,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834150441,0.001850533,294.7376789,293.6174225,160.0630238,0.787476098,2.587510792,25.47687814,13.88920591,21.0275507,2.500160864,0.130766188,1.176879945,1.323280919,0.082273426,125.3135029,0.835692667,47.01129189,1468.143012,0.005587953
1,c11,12:48:48,10051.00001,0,12.24551504,0.186918487,265.9836099,2.401759007,1.363979997,21.912323,6,1.420000017,1,2.840000033,20.56136894,21.912323,20.13497543,399.5515442,383.7663574,9.715319633,12.55844593,40.61112213,52.49449921,500.4906006,999.7666626,141.4111023,101.554863,10.15544319,0.295291007,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834151001,0.002401759,295.062323,293.7113689,159.9626624,0.466259852,2.639351252,25.98941277,13.43096684,21.23684597,2.532492664,0.175375883,1.275371256,1.257121408,0.110591634,27.01192906,0.693087356,50.55974475,377.945426,0.016381469
2,c11,12:51:22,10205.00001,0,9.4495535,0.196663986,201.7794195,2.387166182,1.292879508,21.55381012,6,1.420000017,1,2.840000033,20.64086151,21.55381012,20.13597298,300.4095154,288.2573242,9.87074852,12.69595337,41.05582809,52.80845642,500.5354919,998.8825684,140.0158081,101.5500488,10.76085091,0.281419814,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83422582,0.002387166,294.7038101,293.7908615,159.8212074,0.529944063,2.582154193,25.42740474,12.73145137,21.09733582,2.510900819,0.183927403,1.289274685,1.221626134,0.116034877,20.49070991,0.699997546,52.26292772,283.7654591,0.017403856
3,c11,12:53:56,10358.50001,0,5.922226002,0.188115802,135.8449808,2.294239713,1.29529045,21.55792618,6,1.420000017,1,2.840000033,20.61536598,21.55792618,20.1306057,200.0870361,192.45755,9.963650703,12.67932606,41.50684357,52.82049942,500.4612122,1000.105164,138.7539825,101.5443726,11.2599659,0.286970198,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83410202,0.00229424,294.7079262,293.765366,160.0168226,0.577189567,2.582804659,25.43523185,12.75590579,21.08664608,2.509253049,0.176429474,1.287514209,1.22173884,0.111262012,13.79429334,0.705843864,52.05119209,189.6424074,0.016254746
4,c11,12:56:30,10513.00001,0,2.205462697,0.183584741,75.19340981,2.261619605,1.306359507,21.62675095,6,1.420000017,1,2.840000033,20.60908699,21.62675095,20.12716293,100.1800919,97.27242279,10.00075722,12.67764473,41.67976761,52.83363342,500.4949036,998.9705811,140.0604553,101.5443268,11.19699287,0.286385596,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834158173,0.00226162,294.7767509,293.759087,159.8352894,0.582242344,2.593702406,25.54256341,12.86491869,21.11791897,2.514076279,0.17243792,1.287342899,1.22673338,0.108722648,7.635464178,0.773018782,51.76986253,96.22405145,0.011865693
5,c11,12:59:04,10667.00001,0,0.149635217,0.187661384,48.0803856,2.231859508,1.263097675,21.35040092,6,1.420000017,1,2.840000033,20.55115128,21.35040092,20.12712479,50.73280716,50.41854095,10.03406715,12.67558861,41.9638176,53.00852203,500.5227661,998.949646,138.6968994,101.5408173,11.28642464,0.287197173,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83420461,0.00223186,294.5004009,293.7011513,159.8319398,0.626773859,2.550187301,25.11489832,12.43930972,20.9507761,2.488391723,0.176029702,1.287089626,1.201302096,0.111007637,4.882121648,0.953625089,52.64558081,50.34741154,0.001564655
6,c11,13:01:40,10822.50001,0,12.16321897,0.185216395,267.1255858,2.268483025,1.299275476,21.66522026,6,1.420000017,1,2.840000033,20.5786438,21.66522026,20.12933922,400.4378662,384.8100586,10.12370491,12.80834198,42.26734543,53.47174454,500.4983826,998.6419678,138.4746399,101.5381775,10.31685066,0.29279238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834163971,0.002268483,294.8152203,293.7286438,159.7827113,0.56897367,2.599811178,25.60427262,12.79593064,21.12193203,2.514695802,0.173876673,1.300535701,1.214160101,0.10963784,27.12344514,0.694175165,52.16523273,379.0282468,0.016740102
7,c11,13:04:14,10977.00001,0,12.27694712,0.191197536,268.6139891,2.280637829,1.267918314,21.53874207,6,1.420000017,1,2.840000033,20.57196999,21.53874207,20.12951851,399.6261597,383.8587646,10.22120762,12.91996574,42.69052505,53.9628067,500.4906616,1000.558472,137.5894318,101.5371017,10.42506599,0.289108336,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834151103,0.002280638,294.6887421,293.72197,160.0893519,0.582084159,2.579774191,25.40720728,12.48724154,21.05535603,2.504435283,0.179137452,1.311855876,1.192579407,0.112985375,27.27428595,0.699772974,53.05199934,378.022892,0.017229554
8,c11,13:06:48,11131.00001,0,16.09735219,0.192482588,426.6228529,2.28541932,1.26238611,21.60158348,6,1.420000017,1,2.840000033,20.58026123,21.60158348,20.12343979,599.1785278,578.2957764,10.3691082,13.07316208,43.28162384,54.56996918,500.4800415,1000.954651,151.3374176,101.5306473,8.257951736,0.287115157,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834133403,0.002285419,294.7515835,293.7302612,160.1527406,0.573107271,2.589712718,25.50670943,12.43354735,21.09092236,2.509912102,0.180265025,1.327326608,1.182585494,0.113703106,43.3152944,0.737724311,53.44996519,570.6438661,0.015077756
9,c11,13:09:26,11288.50001,0,18.43856118,0.191153431,697.0453849,2.252420881,1.252263105,21.55439377,6,1.420000017,1,2.840000033,20.5683651,21.55439377,20.12459183,900.4285278,875.9579468,10.43465805,13.09961605,43.58970642,54.72187805,500.4765625,1000.516113,140.8361511,101.5284195,3.021257401,0.291379988,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834127604,0.002252421,294.7043938,293.7183651,160.0825745,0.594279082,2.582246419,25.4337301,12.33411405,21.06137943,2.505362084,0.179098735,1.329983314,1.17537877,0.112960732,70.76991624,0.795752111,53.670524,867.1931379,0.011411613
10,c11,13:12:00,11443.00001,0,19.34416459,0.184355771,975.169947,2.186405852,1.257663518,21.49061584,6,1.420000017,1,2.840000033,20.54432106,21.49061584,20.1245079,1200.177979,1173.910278,10.36063957,12.94786644,43.34429169,54.16849136,500.4810181,1000.597229,141.8189392,101.5242157,-3.681257248,0.302452147,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83413503,0.002186406,294.6406158,293.6943211,160.0955531,0.63438364,2.572185504,25.33568455,12.38781811,21.01746845,2.498612534,0.173117989,1.314521985,1.184090549,0.109155224,99.00336404,0.830702282,53.18970251,1164.714989,0.00883401
11,c11,13:14:34,11597.00001,0,19.66823532,0.172986382,1254.642817,2.087892777,1.27523097,21.47463417,6,1.420000017,1,2.840000033,20.5174942,21.47463417,20.12586403,1501.035522,1473.766602,10.27915859,12.75037861,43.07261658,53.42866516,500.4664917,1000.495972,142.9314575,101.5215988,-11.16441154,0.307964385,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834110819,0.002087893,294.6246342,293.6674942,160.0793519,0.684529592,2.569669792,25.31155756,12.56117895,20.99606419,2.495328264,0.163054612,1.294438822,1.200889443,0.102757209,127.3733447,0.851317173,52.31548098,1464.417264,0.007026366
1,c12,13:42:28,388,0,8.396621033,0.145445534,284.6483217,1.980197771,1.424935648,21.8984127,6,1.420000017,1,2.840000033,20.59590149,21.8984127,20.12549782,399.7308044,388.723175,9.594559669,11.94411945,39.998909,49.79246521,499.6372681,999.7150269,102.9525909,101.4872513,10.42936802,0.313272417,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83272878,0.001980198,295.0484127,293.7459015,159.9544007,0.693660099,2.6371115,25.98465784,14.04053839,21.2471571,2.534094939,0.138359689,1.212175852,1.321919087,0.087084681,28.88817575,0.732264861,47.60483961,384.7318235,0.010389569
2,c12,13:45:02,542,0,6.540777026,0.149251077,213.2631243,2.001992606,1.406071217,21.64856529,6,1.420000017,1,2.840000033,20.54168892,21.64856529,20.12229538,300.7617188,292.2049255,9.360856056,11.73668098,39.1526947,49.08769989,499.6569824,999.8891602,98.44239807,101.4847107,11.0435648,0.309817255,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832761637,0.002001993,294.7985653,293.6916889,159.982262,0.70860849,2.597164892,25.59168641,13.85500543,21.09512711,2.510560279,0.141799082,1.191093674,1.319466605,0.089265111,21.64294647,0.729840963,47.58614645,289.0957534,0.010766342
3,c12,13:47:36,696.5,0,4.154087473,0.150366543,145.3619422,1.986329185,1.385395838,21.47867966,6,1.420000017,1,2.840000033,20.48365593,21.47867966,20.13108444,200.7861481,195.3317566,9.318902016,11.67634869,39.11179352,49.00730133,499.6429749,999.8948364,94.49340057,101.4795456,11.35383701,0.312817514,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832738291,0.001986329,294.6286797,293.6336559,159.9831703,0.731770319,2.570306397,25.32831993,13.65197124,20.98116779,2.493044795,0.142805564,1.184910559,1.308134236,0.089903324,14.75126385,0.744179773,47.84527909,193.3571024,0.010279088
4,c12,13:50:13,853,0,1.464668868,0.154245455,80.64256804,2.080832622,1.416050879,21.80343437,6,1.420000017,1,2.840000033,21.15917397,21.80343437,21.14117432,100.5714722,98.56626129,9.413822174,11.88298225,37.90427399,47.84316254,499.6288757,999.722229,91.22220612,101.4738693,11.40530491,0.302768648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832714793,0.002080833,294.9534344,294.309174,159.9555531,0.726870906,2.621863068,25.83781505,13.95483279,21.48130417,2.570719469,0.14629966,1.205812188,1.364907281,0.092119444,8.183113411,0.818155898,47.78816126,97.87002786,0.007151713
5,c12,13:52:47,1007.5,0,0.100272136,0.159118657,48.09031297,2.170175633,1.433738741,21.94708824,6,1.420000017,1,2.840000033,21.3696804,21.94708824,21.38153648,50.52309036,50.2716713,9.36138916,11.93630219,37.20771027,47.44063187,499.6530151,1000.025574,92.67711639,101.4734268,11.23921299,0.302823007,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832755025,0.002170176,295.0970882,294.5196804,160.0040882,0.689066317,2.644956227,26.06550611,14.12920393,21.65838432,2.598724739,0.150676595,1.211217486,1.387507253,0.094896617,4.879888854,0.956608597,47.6751953,50.22400672,0.000951834
6,c12,13:55:21,1161.5,0,8.491790792,0.168620189,296.6380115,2.300467407,1.43848699,22.04037476,6,1.420000017,1,2.840000033,21.57198906,22.04037476,21.58489799,400.4481812,389.1768799,9.309666634,12.03864193,36.5468483,47.25502014,499.6980896,999.7745361,100.9050751,101.4699783,10.09654331,0.298934877,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832830149,0.002300467,295.1903748,294.7219891,159.9639222,0.634383346,2.660047726,26.21512066,14.17647873,21.80618191,2.622303088,0.159169754,1.221560736,1.400742352,0.100289082,30.09985259,0.762218998,47.95791928,385.1402892,0.010574033
7,c12,13:57:55,1315,0,8.71621378,0.175366842,296.6816269,2.409008484,1.451453104,22.16465187,6,1.420000017,1,2.840000033,21.75683403,22.16465187,21.78580475,399.9259949,388.3367615,9.252583504,12.1101532,35.9134407,47.00273514,499.6907043,999.7616577,109.2861099,101.4699554,10.29664707,0.288217485,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832817841,0.002409008,295.3146519,294.906834,159.9618617,0.585208191,2.68026981,26.41441792,14.30426472,21.96074295,2.647160535,0.165167908,1.228816705,1.41834383,0.104100238,30.10427146,0.763980278,47.99443692,384.1934909,0.010888518
8,c12,14:00:29,1469.5,0,11.12890444,0.176790703,466.2530291,2.45553647,1.468079421,22.25385857,6,1.420000017,1,2.840000033,21.86554337,22.25385857,21.90323067,599.727478,584.6404419,9.178034782,12.090909,35.38527679,46.61353683,499.6810608,999.843689,99.65042877,101.4637299,8.041275978,0.291978776,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832801768,0.002455536,295.4038586,295.0155434,159.9749867,0.56341199,2.694868146,26.55991604,14.46900703,22.05970097,2.663183646,0.166430371,1.226788725,1.436394921,0.10490269,47.30777139,0.797503894,47.7049879,579.3502937,0.009163787
9,c12,14:03:03,1623,0,12.6315066,0.174248257,741.3970608,2.446143927,1.482425935,22.30081177,6,1.420000017,1,2.840000033,21.97416306,22.30081177,22.02222061,900.4348755,882.6742554,9.124453545,12.02645779,34.94419098,46.05719376,499.6668396,999.7797241,87.95903015,101.4557953,2.486161232,0.291304529,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832778066,0.002446144,295.4508118,295.1241631,159.9647523,0.576274842,2.702579774,26.63800295,14.61154516,22.13748741,2.675838218,0.164175279,1.220153839,1.455684379,0.103469373,75.21902843,0.839944131,47.29984387,876.6698421,0.006815203
10,c12,14:05:38,1778,0,13.15274887,0.168102043,1022.741102,2.438702238,1.528567229,22.53849411,6,1.420000017,1,2.840000033,22.15660858,22.53849411,22.20376587,1200.402344,1181.148438,9.065896034,11.95945072,34.33595657,45.29430771,499.6352844,999.3173828,76.44290161,101.4550552,-3.837203026,0.309009492,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832725474,0.002438702,295.6884941,295.3066086,159.8907777,0.571720211,2.741913962,27.02589788,15.06644716,22.34755135,2.71027549,0.158707981,1.213346734,1.496928757,0.099995774,103.762255,0.865887021,46.32084702,1174.896251,0.005185534
