PlotName,ForestPlotsCode,Subplot,PlotCensusNumber,CensusDate,TagNumber,HPOM_m,D_POM_cm,Height_m,Alive_1_Dead_0_At2015Census,Comments,Family,Genus,SpeciesName,GenusSpecies,SpeciesIDsource,Group,WoodDensity,CrownProjection_Area_m2_in2016,X_m,Y_m,GirdlingDeathDate,Time_since_Girdle,Survived,Biomass_kgPerStem,Carbon_kgCperStem
Tower,SAF-05,17,4,04/08/2015 00:00,240,1.3,16.8,5.6,1,NA,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.393333333,16.475,567794.395,521265.27,01/06/2016 00:00,119,0,31.64354458,15.09397076
Tower,SAF-05,17,4,04/08/2015 00:00,241,1.3,18.5,7.1,1,NA,Sapindaceae,Nephelium,cuspidatum,Nephelium cuspidatum,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.755,15.921,567795.747,521266.507,01/06/2016 00:00,119,0,93.38272426,44.54355947
Tower,SAF-05,17,4,04/08/2015 00:00,242,1.3,11,6.5,1,NA,Sapindaceae,Pometia,pinnata,Pometia pinnata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.6525,7.035,567793.639,521269.836,06/01/2017 00:00,338,0,26.12143463,12.45992432
Tower,SAF-05,17,4,04/08/2015 00:00,243,0,0,0,0,Dead,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.263333333,,,,,,0,0,0
Tower,SAF-05,17,4,04/08/2015 00:00,244,0,0,0,0,Dead,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.263333333,,,,,,0,0,0
Tower,SAF-05,17,4,04/08/2015 00:00,1455,1.3,14.4,9.7,1,NA,Euphorbiaceae,Macaranga,indistincta,Macaranga indistincta,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.32,10.749,567809.391,521272.67,01/06/2016 00:00,119,0,32.7615529,15.62726073
Tower,SAF-05,17,4,04/08/2015 00:00,1456,1.3,22,11.2,1,tag lost,Moraceae,Ficus,variegata,Ficus variegata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.31,31.758,567803.848,521268.783,,,1,85.5348032,40.80010113
Tower,SAF-05,17,4,04/08/2015 00:00,1457,1.3,12.9,9,1,NA,Symplocaceae,Symplocos,fasciculata,Symplocos fasciculata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.3,6.957,567807.353,521256.916,06/10/2016 00:00,246,0,22.8697263,10.90885945
Tower,SAF-05,17,4,04/08/2015 00:00,2831,1.3,13.6,9.698012683,1,NA,NA,NA,NA,NA,NA,other,0.499120331,,,,07/02/2017 00:00,370,0,45.57048046,21.73711918
Tower,SAF-05,17,4,04/08/2015 00:00,2832,1.3,11.3,8.296763107,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.415,,,,09/08/2016 00:00,188,0,22.37852489,10.67455637
Tower,SAF-05,17,4,04/08/2015 00:00,2833,1.3,11.2,8.233850519,1,NA,Dipterocarpaceae,Dipterocarpus,kunstleri,Dipterocarpus kunstleri,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.6,,,,01/06/2016 00:00,119,0,31.54336755,15.04618632
Tower,SAF-05,18,4,05/08/2015 00:00,245,0,0,0,0,Dead,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.263333333,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,246,1.3,29.4,17.3,1,NA,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.381,12.984,567787.338,521271.039,09/04/2016 00:00,66,0,289.9903339,138.3253893
Tower,SAF-05,18,4,05/08/2015 00:00,247,0,0,0,0,NA,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.263333333,0,567786.672,521268.913,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,248,0,0,0,0,dead,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.415,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,249,0,0,0,0,NA,NA,NA,NA,NA,NA,DEAD,0.499120331,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,250,0,0,0,0,NA,NA,NA,NA,NA,NA,DEAD,0.499120331,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,251,0,0,0,0,dead tree,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.263333333,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,252,1.3,17.4,9.3,1,tag lost,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.381,0,567783.945,521257.981,,,0,54.60396796,26.04609272
Tower,SAF-05,18,4,05/08/2015 00:00,253,1.3,17.3,16.3,1,tag lost,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,7.411,567783.529,521258.027,07/11/2016 00:00,278,0,103.0494527,49.15458895
Tower,SAF-05,18,4,05/08/2015 00:00,254,1.3,13.3,10.4,1,NA,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.62,6.302,567783.68,521258.641,07/11/2016 00:00,278,0,58.05586405,27.69264715
Tower,SAF-05,18,4,05/08/2015 00:00,255,0,0,0,0,dead tree,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.381,0,567782.89,521257.958,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,256,1.3,16.3,12.7,1,NA,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.62,8.579,567782.036,521258.708,07/11/2016 00:00,278,0,106.4849918,50.79334107
Tower,SAF-05,18,4,05/08/2015 00:00,257,1.3,29.3,25.1,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,9.342,567782.268,521259.223,01/08/2016 00:00,180,0,455.1712692,217.1166954
Tower,SAF-05,18,4,05/08/2015 00:00,258,0,0,0,0,NA,NA,NA,NA,NA,NA,DEAD,0.499120331,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,259,0,0,0,0,dead,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.381,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,260,1.3,14.8,9.8,1,NA,Rubiaceae,Pleiocarpidia,sandakanica,Pleiocarpidia sandakanica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.62,13.129,567782.109,521271.885,,,1,67.74215034,32.31300571
Tower,SAF-05,18,4,05/08/2015 00:00,261,1.3,11.6,4.7,1,NA,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.62,3.687,567772.118,521276.283,,,1,19.95828906,9.52010388
Tower,SAF-05,18,4,05/08/2015 00:00,262,1.3,13.3,9.7,1,NA,Sapindaceae,Pometia,pinnata,Pometia pinnata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.6525,6.744,567772.504,521276.073,,,1,56.98667455,27.18264376
Tower,SAF-05,18,4,05/08/2015 00:00,263,1.3,17.1,10.4,1,NA,Sapindaceae,Pometia,pinnata,Pometia pinnata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.6525,11.433,567774.558,521275.778,07/11/2016 00:00,278,0,101.0005778,48.17727563
Tower,SAF-05,18,4,05/08/2015 00:00,264,1.3,19.6,9.3,1,NA,Sapindaceae,Pometia,pinnata,Pometia pinnata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.6525,2.647,567774.507,521275.77,07/11/2016 00:00,278,0,118.657007,56.59939235
Tower,SAF-05,18,4,05/08/2015 00:00,265,0,0,0,0,dead,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.381,,,,,,0,0,0
Tower,SAF-05,18,4,05/08/2015 00:00,2834,1.3,17.1,11.67074208,1,NA,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.393333333,,,,09/04/2016 00:00,66,0,68.32336174,32.59024355
Tower,SAF-05,18,4,05/08/2015 00:00,2835,1.3,14.8,10.39540006,1,NA,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.393333333,,,,09/04/2016 00:00,66,0,45.58722675,21.74510716
Tower,SAF-05,18,4,05/08/2015 00:00,2836,1.3,11.9,8.670705325,1,NA,Rubiaceae,Pleiocarpidia,sandakanica,Pleiocarpidia sandakanica,Identified by MinSheng Khoo and Magat bin Japar 2016,other,0.62,,,,,,1,38.7487611,18.48315905
Tower,SAF-05,18,4,05/08/2015 00:00,2837,1.3,12,8.732444352,1,NA,Rubiaceae,Pleiocarpidia,sandakanica,Pleiocarpidia sandakanica,Identified by MinSheng Khoo and Magat bin Japar 2016,other,0.62,,,,07/02/2017 00:00,370,0,39.68330096,18.92893456
Tower,SAF-05,18,4,05/08/2015 00:00,2838,1.3,13.9,9.874475638,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.415,,,,07/05/2016 00:00,94,0,40.30041536,19.22329812
Tower,SAF-05,18,4,05/08/2015 00:00,2839,1.3,13.4,9.579577083,1,NA,NA,NA,NA,NA,NA,DEAD,0.499120331,,,,,,0,43.69975238,20.84478189
Tower,SAF-05,19,4,05/08/2015 00:00,266,2,34.9,16,1,NA,Malvaceae,Brownlowia,peltata,Brownlowia peltata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.47,19.973,567731.256,521283.103,,,1,466.2152517,222.3846751
Tower,SAF-05,19,4,05/08/2015 00:00,267,1.3,11.1,12.5,1,NA,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.62,6.04,567730.861,521283.801,01/08/2016 00:00,180,0,48.60326475,23.18375729
Tower,SAF-05,19,4,05/08/2015 00:00,268,2,51.5,21.5,1,NA,Malvaceae,Brownlowia,peltata,Brownlowia peltata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.47,23.399,567732.301,521282.282,,,1,1364.1702,650.7091855
Tower,SAF-05,19,4,05/08/2015 00:00,269,1.3,12.9,8.5,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"SAFE Carbon Team Field ID, 2014",pioneer,0.62,4.753,567735.499,521280.556,18/05/2016 00:00,105,0,44.63831763,21.29247751
Tower,SAF-05,19,4,05/08/2015 00:00,270,2.7,35.6,15,1,NA,Ebenaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.63,31.281,567738.94,521278.569,,,1,609.6064968,290.782299
Tower,SAF-05,19,4,05/08/2015 00:00,271,1.3,12.7,9.5,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,7.714,567742.217,521277.559,22/04/2016 00:00,79,0,32.36658849,15.43886271
Tower,SAF-05,19,4,05/08/2015 00:00,272,1.5,17.6,10.5,1,NA,Burseraceae,NA,NA,NA,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.540105327,28.12,567750.735,521291.096,,,1,89.41510229,42.65100379
Tower,SAF-05,19,4,05/08/2015 00:00,273,1.3,13.3,10,1,NA,Lauraceae,Litsea,elliptica,Litsea elliptica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.45,10.875,567750.541,521283.038,,,1,40.5166545,19.3264442
Tower,SAF-05,19,4,05/08/2015 00:00,274,1.7,15.1,9,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.62,21.971,567751.054,521286.588,07/11/2016 00:00,278,0,64.75985622,30.89045142
Tower,SAF-05,19,4,05/08/2015 00:00,275,1.4,19.2,9.5,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"SAFE Carbon Team Field ID, 2014",pioneer,0.62,15.781,567747.658,521285.25,,,1,110.5186406,52.71739159
Tower,SAF-05,19,4,05/08/2015 00:00,276,1.3,18.7,14.5,1,NA,Sapindaceae,Dimocarpus,longan,Dimocarpus longan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.7,14.517,567730.92,521287.056,07/02/2017 00:00,370,0,180.6620932,86.17581843
Tower,SAF-05,19,4,05/08/2015 00:00,277,2.2,42.8,34.5,1,NA,Tetramelaceae,Octomeles,sumatrana,Octomeles sumatrana,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.33,72.675,567748.417,521295.157,,,1,1061.544869,506.3569023
Tower,SAF-05,19,4,05/08/2015 00:00,278,1.3,18.9,14,1,NA,Euphorbiaceae,Mallotus,penangensis,Mallotus penangensis,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.59,17.924,567737.608,521288.311,,,1,150.1832291,71.6374003
Tower,SAF-05,19,4,05/08/2015 00:00,279,0,0,0,0,"not found, probably dead",NA,Pipturus,argentus,Pipturus argentus,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.33,,,,,,0,0,0
Tower,SAF-05,19,4,05/08/2015 00:00,280,1.3,18.5,16,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,6.177,567736.046,521292.223,20/09/2016 00:00,230,0,115.672286,55.17568042
Tower,SAF-05,19,4,05/08/2015 00:00,281,1.3,29.7,24.5,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,8.417,567731.704,521293.602,03/12/2016 00:00,304,0,456.5042888,217.7525458
Tower,SAF-05,19,4,05/08/2015 00:00,282,1.3,15.9,13,1,NA,Euphorbiaceae,Cephalomappa,malloticarpa,Cephalomappa malloticarpa,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.51,12.489,567731.039,521292.267,07/02/2017 00:00,370,0,85.31503227,40.69527039
Tower,SAF-05,19,4,05/08/2015 00:00,283,0,0,0,0,dead,Meliaceae,Aglaia,silvestris,Aglaia silvestris,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.67,,,,,,0,0,0
Tower,SAF-05,19,4,05/08/2015 00:00,284,1.3,17.1,6,1,NA,Sapindaceae,Dimocarpus,longan,Dimocarpus longan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",DEAD,0.7,12.644,567755.036,521277.663,,,0,62.5114098,29.81794247
Tower,SAF-05,19,4,05/08/2015 00:00,1458,1.3,13.6,7,1,NA,Moraceae,Ficus,variegata,Ficus variegata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.31,18.663,567750.497,521293.238,03/12/2016 00:00,304,0,20.42938688,9.744817542
Tower,SAF-05,19,4,05/08/2015 00:00,1459,1.3,13,8,1,NA,Moraceae,Ficus,variegata,Ficus variegata,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.31,11.32,567750.563,521293.324,07/02/2017 00:00,370,0,21.333208,10.17594022
Tower,SAF-05,19,4,05/08/2015 00:00,1460,1.3,12.1,9.5,1,NA,Malvaceae,Neesia,synandra,Neesia synandra,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.434722222,16.016,567743.48,521291.687,,,1,30.77683593,14.68055074
Tower,SAF-05,19,4,05/08/2015 00:00,1461,1.3,12.7,8.5,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"SAFE Carbon Team Field ID, 2014",pioneer,0.62,13.716,567736.352,521283.881,,,1,43.26491347,20.63736373
Tower,SAF-05,19,4,05/08/2015 00:00,1462,1.3,13.9,7,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.62,8.684,567741.605,521285.586,,,1,42.68124826,20.35895542
Tower,SAF-05,19,4,05/08/2015 00:00,1476,1.3,13.4,12.5,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.62,6.778,567732.47,521294.518,,,1,70.831931,33.78683109
Tower,SAF-05,20,4,05/08/2015 00:00,285,1.3,25.8,15,1,NA,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.263333333,20.074,567754.297,521277.501,09/04/2016 00:00,66,0,133.8302502,63.83702935
Tower,SAF-05,20,4,05/08/2015 00:00,286,1.9,21.4,16,1,NA,Euphorbiaceae,Macaranga,gigantea,Macaranga gigantea,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.295,27.785,567759.248,521278.821,09/08/2016 00:00,188,0,110.0239741,52.48143564
Tower,SAF-05,20,4,05/08/2015 00:00,287,0,0,0,0,NA,NA,Goniothalamus,roseus,Goniothalamus roseus,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.44,,,,,,0,0,0
Tower,SAF-05,20,4,05/08/2015 00:00,288,1.6,23.4,16,1,NA,Dipterocarpaceae,Shorea,fallax,Shorea fallax,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.5,7.772,567759.719,521292.57,20/09/2016 00:00,230,0,222.966432,106.3549881
Tower,SAF-05,20,4,05/08/2015 00:00,289,0,0,0,0,NA,Euphorbiaceae,Macaranga,hypoleuca,Macaranga hypoleuca,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.263333333,,,,,,0,0,0
Tower,SAF-05,20,4,05/08/2015 00:00,290,1.3,34.7,30,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,16.125,567760.69,521290.377,20/09/2016 00:00,230,0,763.0378535,363.9690561
Tower,SAF-05,20,4,05/08/2015 00:00,291,1.3,13.3,12,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.415,9.477,567764.571,521293.007,07/05/2016 00:00,94,0,44.83843098,21.38793158
Tower,SAF-05,20,4,05/08/2015 00:00,292,1.3,19.7,14,1,NA,Sapindaceae,Nephelium,rambutan,Nephelium rambutan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.72,18.289,567764.774,521291.724,07/05/2016 00:00,94,0,199.1181125,94.97933965
Tower,SAF-05,20,4,05/08/2015 00:00,293,1.3,12.5,9,1,NA,Euphorbiaceae,NA,NA,NA,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",pioneer,0.465308563,3.333,567766.979,521289.051,20/09/2016 00:00,230,0,33.30591449,15.88692121
Tower,SAF-05,20,4,05/08/2015 00:00,294,1.3,12.2,11,1,NA,Annonaceae,Maasia,sumatrana,Maasia sumatrana,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.558,6.661,567768.718,521292.98,20/09/2016 00:00,230,0,46.50121793,22.18108095
Tower,SAF-05,20,4,05/08/2015 00:00,295,1.3,38.6,23,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,20.77,567770.249,521291.589,20/09/2016 00:00,230,0,723.8829114,345.2921487
Tower,SAF-05,20,4,05/08/2015 00:00,296,1.3,17.2,19,1,NA,NA,NA,NA,NA,NA,other,0.499120331,7.336,567770.534,521289.981,,,1,142.8017527,68.11643603
Tower,SAF-05,20,4,05/08/2015 00:00,297,1.3,22.1,23,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,9.025,567769.428,521285.69,01/06/2016 00:00,119,0,237.2893586,113.1870241
Tower,SAF-05,20,4,05/08/2015 00:00,298,3.1,11.2,14.5,1,NA,Lauraceae,Eusideroxylon,zwageri,Eusideroxylon zwageri,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.786666667,5.249,567766.646,521284.971,,,1,72.83038037,34.74009144
Tower,SAF-05,20,4,05/08/2015 00:00,299,1.3,16.7,17.5,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.415,7.533,567765.488,521283.018,07/05/2016 00:00,94,0,103.094826,49.17623201
Tower,SAF-05,20,4,05/08/2015 00:00,300,1.3,10.5,9.5,1,NA,Sapotaceae,Palaquium,dasyphyllum,Palaquium dasyphyllum,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.505,5.318,567765.218,521283.381,18/05/2016 00:00,105,0,26.92225069,12.84191358
Tower,SAF-05,20,4,05/08/2015 00:00,302,1.3,12.7,10,1,NA,Myrtaceae,Syzygium,sp.,Syzygium sp.,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.614444444,3.664,567767.489,521282.188,,,1,50.44380592,24.06169542
Tower,SAF-05,20,4,05/08/2015 00:00,303,1.3,19.1,17.5,1,NA,Dipterocarpaceae,Shorea,fallax,Shorea fallax,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.5,8.244,567766.786,521281.277,20/09/2016 00:00,230,0,162.4772538,77.50165004
Tower,SAF-05,20,4,05/08/2015 00:00,304,1.3,12.2,11.5,1,NA,Dipterocarpaceae,Shorea,fallax,Shorea fallax,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.5,3.289,567768.631,521280.135,24/08/2016 00:00,203,0,43.561747,20.77895332
Tower,SAF-05,20,4,05/08/2015 00:00,305,0,0,0,0,dead,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2012-2014, earliest IDs",DEAD,0.381,,,,,,0,0,0
Tower,SAF-05,20,4,05/08/2015 00:00,306,1.3,40.9,23.5,1,NA,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",Dipterocarp,0.393333333,29.378,567769.944,521278.613,20/09/2016 00:00,230,0,787.0331281,375.4148021
Tower,SAF-05,20,4,05/08/2015 00:00,1463,1.3,11.3,6,1,NA,Lauraceae,Litsea,elliptica,Litsea elliptica,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.45,5.355,567752.038,521283.245,,,1,17.5484367,8.370604306
Tower,SAF-05,20,4,05/08/2015 00:00,1464,1.3,15.4,17,1,NA,Burseraceae,Canarium,decumanum,Canarium decumanum,"Collected by SAFE Carbon Team, identified by MinSheng Khoo, 2014-2015, verified by Magat bin Japar (2016)",other,0.32,2.721,567767.739,521279.08,,,1,65.66865536,31.32394861
Tower,SAF-05,20,4,05/08/2015 00:00,2843,1.3,11.2,8.233850519,1,NA,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Identified by MinSheng Khoo and Magat bin Japar 2016,Dipterocarp,0.415,,,,15/06/2016 00:00,133,0,21.81749589,10.40694554
Tower,SAF-05,20,4,05/08/2015 00:00,2844,1.3,11.2,8.233850519,1,NA,Urticaceae,Dendrocnide,elliptica,Dendrocnide elliptica,Carbon Team field ID 2015,pioneer,0.62,,,,,,1,32.59481313,15.54772586
