Campaign,Tree_tag,repeat,date,code branch,leaf,code leaf,leaf fresh weight,dry weight,Leaf_2018,Leaf area,LMA,resp,photo,day,month,monthday_code,SampleID
'C1',69,1,21-janv-16,'C1_69_1',L5,C1_69_1_L5,2.57,1.165,'T',167.9919738,69.34855122,-1.368126983,NaN,21,1,JAN21,T69_JAN21_L5
'C1',123,1,22-janv-16,'C1_123_1',L1,C1_123_1_L1,7.19,2.037,'T',184.9139497,110.1593473,NaN,6.283243323,22,1,JAN22,T123_JAN22_L1
'C1',123,1,22-janv-16,'C1_123_1',L2,C1_123_1_L2,11.63,3.269,'T',309.7653735,105.5314854,NaN,12.01969799,22,1,JAN22,T123_JAN22_L2
'C1',123,1,22-janv-16,'C1_123_1',L3,C1_123_1_L3,6.81,1.783,'T',187.9593479,94.86093775,NaN,15.75940805,22,1,JAN22,T123_JAN22_L3
'C1',123,1,22-janv-16,'C1_123_1',L4,C1_123_1_L4,6.9,1.887,'T',197.9368552,95.33343341,NaN,9.046997812,22,1,JAN22,T123_JAN22_L4
'C1',123,1,22-janv-16,'C1_123_1',L5,C1_123_1_L5,11.63,2.775,'T',314.8160683,88.14670785,NaN,12.6365656,22,1,JAN22,T123_JAN22_L5
'C1',1436,1,22-janv-16,'C1_1436_1',L1,C1_1436_1_L1,3.04,1.305,'T',126.7047049,102.9953861,NaN,6.530503854,22,1,JAN22,T1436_JAN22_L1
'C1',1436,1,22-janv-16,'C1_1436_1',L2,C1_1436_1_L2,0.84,0.468,'T',48.94710414,95.61341947,NaN,10.41628256,22,1,JAN22,T1436_JAN22_L2
'C1',1436,1,22-janv-16,'C1_1436_1',L3,C1_1436_1_L3,1.26,0.685,'T',73.22437749,93.54808105,NaN,9.896937505,22,1,JAN22,T1436_JAN22_L3
'C1',1436,1,22-janv-16,'C1_1436_1',L4,C1_1436_1_L4,2.32,1.19,'T',115.4805338,103.0476706,NaN,1.447272382,22,1,JAN22,T1436_JAN22_L4
'C1',1436,1,22-janv-16,'C1_1436_1',L5,C1_1436_1_L5,0.98,0.441,'T',50.61996148,87.11978182,NaN,6.985338385,22,1,JAN22,T1436_JAN22_L5
'C1',79,1,22-janv-16,'C1_79_1',L1,C1_79_1_L1,1.12,0.606,'T',41.66364012,145.4505651,NaN,8.599201824,22,1,JAN22,T79_JAN22_L1
'C1',79,1,22-janv-16,'C1_79_1',L2,C1_79_1_L2,2.88,1.329,'T',91.09753748,145.8875878,NaN,7.613805084,22,1,JAN22,T79_JAN22_L2
'C1',79,1,22-janv-16,'C1_79_1',L3,C1_79_1_L3,2.88,1.256,'T',81.86635025,153.4207884,NaN,8.272126121,22,1,JAN22,T79_JAN22_L3
'C1',79,1,22-janv-16,'C1_79_1',L4,C1_79_1_L4,1.97,0.952,'T',62.72135094,151.782445,NaN,6.654995268,22,1,JAN22,T79_JAN22_L4
'C1',79,1,22-janv-16,'C1_79_1',L5,C1_79_1_L5,2.1,0.959,'T',58.66095749,163.4818184,NaN,5.27173945,22,1,JAN22,T79_JAN22_L5
'C1',108,1,22-janv-16,'C1_108_1',L1,C1_108_1_L1,9.51,3.76,'T',441.8963406,85.0878284,NaN,NaN,22,1,JAN22,T108_JAN22_L1
'C1',108,1,22-janv-16,'C1_108_1',L2,C1_108_1_L2,7.62,3.097,'T',345.3878801,89.66730388,NaN,0.532262232,22,1,JAN22,T108_JAN22_L2
'C1',108,1,22-janv-16,'C1_108_1',L3,C1_108_1_L3,6.69,2.681,'T',317.8806576,84.33982804,NaN,NaN,22,1,JAN22,T108_JAN22_L3
'C1',108,1,22-janv-16,'C1_108_1',L4,C1_108_1_L4,8.07,3.886,'T',401.4230981,96.80559037,NaN,1.839507677,22,1,JAN22,T108_JAN22_L4
'C1',108,1,22-janv-16,'C1_108_1',L5,C1_108_1_L5,6.9,3.056,'T',318.8003164,95.85937789,NaN,0.966383598,22,1,JAN22,T108_JAN22_L5
'C1',134,1,22-janv-16,'C1_134_1',L1,C1_134_1_L1,3.85,1.246,'T',134.4340349,92.68486217,-0.522703272,9.8322724,22,1,JAN22,T134_JAN22_L1
'C1',134,1,22-janv-16,'C1_134_1',L2,C1_134_1_L2,6.5,2.142,'T',192.2783051,111.4010236,-0.550978354,9.331715295,22,1,JAN22,T134_JAN22_L2
'C1',134,1,22-janv-16,'C1_134_1',L3,C1_134_1_L3,5.24,1.62,'T',157.1833815,103.0643306,-0.117061265,7.523747863,22,1,JAN22,T134_JAN22_L3
'C1',134,1,22-janv-16,'C1_134_1',L4,C1_134_1_L4,3.39,1.149,'T',114.7349016,100.1438955,-0.113881459,9.814866926,22,1,JAN22,T134_JAN22_L4
'C1',134,1,22-janv-16,'C1_134_1',L5,C1_134_1_L5,3.2,0.967,'T',107.1776723,90.22401581,-0.296052604,3.5954523,22,1,JAN22,T134_JAN22_L5
'C1',61,1,22-janv-16,'C1_61_1',L1,C1_61_1_L1,1.8,0.656,'T',54.65008942,120.0364001,-1.236692913,0.562405668,22,1,JAN22,T61_JAN22_L1
'C1',61,1,22-janv-16,'C1_61_1',L2,C1_61_1_L2,1.02,0.503,'T',30.63371853,164.1981529,NaN,0.630133542,22,1,JAN22,T61_JAN22_L2
'C1',61,1,22-janv-16,'C1_61_1',L3,C1_61_1_L3,1.19,0.502,'T',43.45666529,115.5173773,-1.297738017,0.725190558,22,1,JAN22,T61_JAN22_L3
'C1',61,1,22-janv-16,'C1_61_1',L4,C1_61_1_L4,1.38,0.587,'T',51.68475719,113.5731368,-0.643163628,NaN,22,1,JAN22,T61_JAN22_L4
'C1',61,1,22-janv-16,'C1_61_1',L5,C1_61_1_L5,1.65,0.743,'T',57.31826936,129.627082,-1.330934772,1.699265674,22,1,JAN22,T61_JAN22_L5
'C1',16,1,22-janv-16,'C1_16_1',L1,C1_16_1_L1,2.53,0.948,'T',107.1105379,88.50669771,NaN,NaN,22,1,JAN22,T16_JAN22_L1
'C1',16,1,22-janv-16,'C1_16_1',L2,C1_16_1_L2,1.8,0.656,'T',79.36187921,82.65933299,NaN,0.518650521,22,1,JAN22,T16_JAN22_L2
'C1',16,1,22-janv-16,'C1_16_1',L3,C1_16_1_L3,1.91,0.685,'T',75.74308708,90.43729618,NaN,0.518378114,22,1,JAN22,T16_JAN22_L3
'C1',16,1,22-janv-16,'C1_16_1',L4,C1_16_1_L4,1.63,0.57,'T',70.8703398,80.42856879,NaN,NaN,22,1,JAN22,T16_JAN22_L4
'C1',16,1,22-janv-16,'C1_16_1',L5,C1_16_1_L5,1.34,0.491,'T',60.32831201,81.3879891,NaN,0.505675612,22,1,JAN22,T16_JAN22_L5
'C1',385,2,23-janv-16,'C1_385_2',L1,C1_385_2_L1,2.06,0.615,'T',75.84213785,81.08948632,NaN,NaN,23,1,JAN23,T385_JAN23_L1
'C1',385,2,23-janv-16,'C1_385_2',L2,C1_385_2_L2,2.54,0.8,'T',107.4748246,74.43603681,NaN,NaN,23,1,JAN23,T385_JAN23_L2
'C1',385,2,23-janv-16,'C1_385_2',L3,C1_385_2_L3,2.05,0.801,'T',78.01850323,102.6679527,NaN,NaN,23,1,JAN23,T385_JAN23_L3
'C1',385,2,23-janv-16,'C1_385_2',L4,C1_385_2_L4,1.41,0.603,'T',54.16377769,111.3290147,NaN,NaN,23,1,JAN23,T385_JAN23_L4
'C1',385,2,23-janv-16,'C1_385_2',L5,C1_385_2_L5,0.97,0.417,'T',43.93747421,94.90759483,NaN,NaN,23,1,JAN23,T385_JAN23_L5
'C1',358,2,23-janv-16,'C1_358_2',L1,C1_358_2_L1,6.2,1.824,'T',260.9817719,69.88993855,NaN,NaN,23,1,JAN23,T358_JAN23_L1
'C1',358,2,23-janv-16,'C1_358_2',L2,C1_358_2_L2,5.73,2.737,'T',207.9022562,131.648403,NaN,NaN,23,1,JAN23,T358_JAN23_L2
'C1',358,2,23-janv-16,'C1_358_2',L3,C1_358_2_L3,2.92,1.356,'T',129.7241023,104.5295343,NaN,NaN,23,1,JAN23,T358_JAN23_L3
'C1',358,2,23-janv-16,'C1_358_2',L4,C1_358_2_L4,5.44,2.571,'T',241.2311873,106.5782592,NaN,NaN,23,1,JAN23,T358_JAN23_L4
'C1',358,2,23-janv-16,'C1_358_2',L5,C1_358_2_L5,5.47,2.58,'T',248.3521117,103.8847619,NaN,NaN,23,1,JAN23,T358_JAN23_L5
'C1',331,2,23-janv-16,'C1_331_2',L1,C1_331_2_L1,2.34,0.89,'T',122.8974412,72.41810662,NaN,NaN,23,1,JAN23,T331_JAN23_L1
'C1',331,2,23-janv-16,'C1_331_2',L2,C1_331_2_L2,2.92,1.074,'T',141.7824322,75.74986431,NaN,NaN,23,1,JAN23,T331_JAN23_L2
'C1',331,2,23-janv-16,'C1_331_2',L3,C1_331_2_L3,3.22,1.271,'T',162.604416,78.16515881,NaN,NaN,23,1,JAN23,T331_JAN23_L3
'C1',331,2,23-janv-16,'C1_331_2',L4,C1_331_2_L4,1.84,0.703,'T',91.86703811,76.52363834,NaN,NaN,23,1,JAN23,T331_JAN23_L4
'C1',331,2,23-janv-16,'C1_331_2',L5,C1_331_2_L5,2.03,0.781,'T',110.8840968,70.43390554,NaN,NaN,23,1,JAN23,T331_JAN23_L5
'C1',375,3,23-janv-16,'C1_375_3',L1,C1_375_3_L1,4.81,1.714,'T',136.6207869,125.4567507,NaN,NaN,23,1,JAN23,T375_JAN23_L1
'C1',375,3,23-janv-16,'C1_375_3',L2,C1_375_3_L2,4.66,1.665,'T',126.3036869,131.8251304,NaN,NaN,23,1,JAN23,T375_JAN23_L2
'C1',375,3,23-janv-16,'C1_375_3',L3,C1_375_3_L3,4.87,1.761,'T',131.4206218,133.9972354,NaN,NaN,23,1,JAN23,T375_JAN23_L3
'C1',375,3,23-janv-16,'C1_375_3',L4,C1_375_3_L4,2.9,1.302,'T',104.0626634,125.1169207,NaN,NaN,23,1,JAN23,T375_JAN23_L4
'C1',375,3,23-janv-16,'C1_375_3',L5,C1_375_3_L5,4.82,1.804,'T',136.0594992,132.5890519,NaN,NaN,23,1,JAN23,T375_JAN23_L5
'C1',1477,2,23-janv-16,'C1_1477_2',L1,C1_1477_2_L1,4.71,2.242,'T',141.1090246,158.8842391,NaN,NaN,23,1,JAN23,T1477_JAN23_L1
'C1',1477,2,23-janv-16,'C1_1477_2',L2,C1_1477_2_L2,3.79,1.852,'T',122.2421241,151.502603,NaN,NaN,23,1,JAN23,T1477_JAN23_L2
'C1',1477,2,23-janv-16,'C1_1477_2',L3,C1_1477_2_L3,4.3,2.11,'T',139.6837942,151.0554615,NaN,NaN,23,1,JAN23,T1477_JAN23_L3
'C1',1477,2,23-janv-16,'C1_1477_2',L4,C1_1477_2_L4,3.85,1.823,'T',124.6803549,146.2138924,NaN,NaN,23,1,JAN23,T1477_JAN23_L4
'C1',1477,2,23-janv-16,'C1_1477_2',L5,C1_1477_2_L5,4.67,2.274,'T',152.3781125,149.2340312,NaN,NaN,23,1,JAN23,T1477_JAN23_L5
'C1',330,2,23-janv-16,'C1_330_2',L1,C1_330_2_L1,2.2,1.036,'T',85.68874673,120.9026902,NaN,NaN,23,1,JAN23,T330_JAN23_L1
'C1',330,2,23-janv-16,'C1_330_2',L2,C1_330_2_L2,2.02,0.862,'T',73.03982666,118.0178047,NaN,NaN,23,1,JAN23,T330_JAN23_L2
'C1',330,2,23-janv-16,'C1_330_2',L3,C1_330_2_L3,2.87,1.349,'T',92.90569542,145.2010013,NaN,NaN,23,1,JAN23,T330_JAN23_L3
'C1',330,2,23-janv-16,'C1_330_2',L4,C1_330_2_L4,2.22,1.068,'T',77.61267024,137.6063981,NaN,NaN,23,1,JAN23,T330_JAN23_L4
'C1',330,2,23-janv-16,'C1_330_2',L5,C1_330_2_L5,3.06,1.433,'T',104.4224102,137.2310788,NaN,NaN,23,1,JAN23,T330_JAN23_L5
'C1',238,3,23-janv-16,'C1_238_3',L1,C1_238_3_L1,2.97,1.374,'<undefined>',NaN,NaN,NaN,NaN,23,1,JAN23,T238_JAN23_L1
'C1',238,3,23-janv-16,'C1_238_3',L2,C1_238_3_L2,2.16,0.977,'<undefined>',NaN,NaN,NaN,NaN,23,1,JAN23,T238_JAN23_L2
'C1',238,3,23-janv-16,'C1_238_3',L3,C1_238_3_L3,1.81,0.729,'<undefined>',NaN,NaN,NaN,NaN,23,1,JAN23,T238_JAN23_L3
'C1',238,3,23-janv-16,'C1_238_3',L4,C1_238_3_L4,3.61,1.565,'<undefined>',NaN,NaN,NaN,NaN,23,1,JAN23,T238_JAN23_L4
'C1',238,3,23-janv-16,'C1_238_3',L5,C1_238_3_L5,2.37,1.005,'<undefined>',NaN,NaN,NaN,NaN,23,1,JAN23,T238_JAN23_L5
'C2',375,1,10-Feb-16,'C2_375_1',L1,C2_375_1_L1,4.06,1.25,'T',NaN,NaN,-0.301,0.121,10,2,FEB10,T375_FEB10_L1
'C2',375,1,10-Feb-16,'C2_375_1',L2,C2_375_1_L2,5,1.58,'T',NaN,NaN,-0.171,0.698,10,2,FEB10,T375_FEB10_L2
'C2',375,1,10-Feb-16,'C2_375_1',L3,C2_375_1_L3,4.17,1.25,'T',NaN,NaN,-0.408,0.762,10,2,FEB10,T375_FEB10_L3
'C2',375,1,10-Feb-16,'C2_375_1',L4,C2_375_1_L4,4.12,1.31,'T',NaN,NaN,-0.111,0.521,10,2,FEB10,T375_FEB10_L4
'C2',375,1,10-Feb-16,'C2_375_1',L5,C2_375_1_L5,3.87,1.33,'T',NaN,NaN,-0.741,1.02,10,2,FEB10,T375_FEB10_L5
'C2',330,1,10-Feb-16,'C2_330_1',L1,C2_330_1_L1,4.23,1.59,'T',NaN,NaN,-0.777,6.88,10,2,FEB10,T330_FEB10_L1
'C2',330,1,10-Feb-16,'C2_330_1',L2,C2_330_1_L2,4.54,1.63,'T',NaN,NaN,-0.679,4.77,10,2,FEB10,T330_FEB10_L2
'C2',330,1,10-Feb-16,'C2_330_1',L3,C2_330_1_L3,4.51,1.84,'T',NaN,NaN,-0.68,8.11,10,2,FEB10,T330_FEB10_L3
'C2',330,1,10-Feb-16,'C2_330_1',L4,C2_330_1_L4,4.02,1.64,'T',NaN,NaN,-0.654,6.72,10,2,FEB10,T330_FEB10_L4
'C2',330,1,10-Feb-16,'C2_330_1',L5,C2_330_1_L5,3.7,1.45,'T',NaN,NaN,-0.94,6.1,10,2,FEB10,T330_FEB10_L5
'C2',331,1,10-Feb-16,'C2_331_1',L1,C2_331_1_L1,2.2,0.9,'T',NaN,NaN,-0.824,3.68,10,2,FEB10,T331_FEB10_L1
'C2',331,1,10-Feb-16,'C2_331_1',L2,C2_331_1_L2,1.81,0.7,'T',NaN,NaN,-0.602,3.79,10,2,FEB10,T331_FEB10_L2
'C2',331,1,10-Feb-16,'C2_331_1',L3,C2_331_1_L3,1.71,0.67,'T',NaN,NaN,-0.615,2.58,10,2,FEB10,T331_FEB10_L3
'C2',331,1,10-Feb-16,'C2_331_1',L4,C2_331_1_L4,2.78,1.16,'T',NaN,NaN,-0.734,2.05,10,2,FEB10,T331_FEB10_L4
'C2',331,1,10-Feb-16,'C2_331_1',L5,C2_331_1_L5,3.09,1.25,'T',NaN,NaN,-0.955,3.33,10,2,FEB10,T331_FEB10_L5
'C2',1477,1,10-Feb-16,'C2_1477_1',L1,C2_1477_1_L1,1.94,0.97,'T',NaN,NaN,-0.925,6.18,10,2,FEB10,T1477_FEB10_L1
'C2',1477,1,10-Feb-16,'C2_1477_1',L2,C2_1477_1_L2,2.54,1.11,'T',NaN,NaN,-0.93,5.14,10,2,FEB10,T1477_FEB10_L2
'C2',1477,1,10-Feb-16,'C2_1477_1',L3,C2_1477_1_L3,2.08,1.06,'T',NaN,NaN,-0.909,6.24,10,2,FEB10,T1477_FEB10_L3
'C2',1477,1,10-Feb-16,'C2_1477_1',L4,C2_1477_1_L4,3.24,1.35,'T',NaN,NaN,-0.808,5.45,10,2,FEB10,T1477_FEB10_L4
'C2',1477,1,10-Feb-16,'C2_1477_1',L5,C2_1477_1_L5,1.52,0.68,'T',NaN,NaN,-1.56,7.03,10,2,FEB10,T1477_FEB10_L5
'C2',238,1,10-Feb-16,'C2_238_1',L1,C2_238_1_L1,0.67,0.31,'T',NaN,NaN,-0.266,0.855,10,2,FEB10,T238_FEB10_L1
'C2',238,1,10-Feb-16,'C2_238_1',L2,C2_238_1_L2,0.88,0.39,'T',NaN,NaN,-0.928,0.5,10,2,FEB10,T238_FEB10_L2
'C2',238,1,10-Feb-16,'C2_238_1',L3,C2_238_1_L3,1.03,0.43,'T',NaN,NaN,-0.748,0.748,10,2,FEB10,T238_FEB10_L3
'C2',238,1,10-Feb-16,'C2_238_1',L4,C2_238_1_L4,0.8,0.32,'T',29.95119773,106.8404686,-0.376,0.31,10,2,FEB10,T238_FEB10_L4
'C2',238,1,10-Feb-16,'C2_238_1',L5,C2_238_1_L5,1.21,0.54,'T',50.7226147,106.4613887,-0.628,0.53,10,2,FEB10,T238_FEB10_L5
'C2',239,1,10-Feb-16,'C2_239_1',L1,C2_239_1_L1,1.06,0.47,'T',NaN,NaN,-0.725,2.16,10,2,FEB10,T239_FEB10_L1
'C2',239,1,10-Feb-16,'C2_239_1',L2,C2_239_1_L2,1.25,0.54,'T',NaN,NaN,-0.558,1.44,10,2,FEB10,T239_FEB10_L2
'C2',239,1,10-Feb-16,'C2_239_1',L3,C2_239_1_L3,1,0.47,'T',NaN,NaN,-0.99,0.811,10,2,FEB10,T239_FEB10_L3
'C2',239,1,10-Feb-16,'C2_239_1',L4,C2_239_1_L4,0.74,0.34,'T',28.41567194,119.6522823,-0.733,0.219,10,2,FEB10,T239_FEB10_L4
'C2',239,1,10-Feb-16,'C2_239_1',L5,C2_239_1_L5,1.28,0.55,'T',51.00682095,107.8287158,-0.788,0.205,10,2,FEB10,T239_FEB10_L5
'C2',327,1,10-Feb-16,'C2_327_1',L1,C2_327_1_L1,1.39,0.76,'T',46.21997564,164.4310689,-0.777,0.854,10,2,FEB10,T327_FEB10_L1
'C2',327,1,10-Feb-16,'C2_327_1',L2,C2_327_1_L2,2.96,1.63,'T',105.8375152,154.0096625,-0.732,0.502,10,2,FEB10,T327_FEB10_L2
'C2',327,1,10-Feb-16,'C2_327_1',L3,C2_327_1_L3,2.96,1.69,'T',95.62557856,176.7309569,-0.726,0.218,10,2,FEB10,T327_FEB10_L3
'C2',327,1,10-Feb-16,'C2_327_1',L4,C2_327_1_L4,1.65,0.86,'T',53.90085262,159.5522071,-0.896,0.612,10,2,FEB10,T327_FEB10_L4
'C2',327,1,10-Feb-16,'C2_327_1',L5,C2_327_1_L5,1.2,0.74,'T',55.39821356,133.5783146,-0.957,0.254,10,2,FEB10,T327_FEB10_L5
'C2',235,1,10-Feb-16,'C2_235_1',L1,C2_235_1_L1,1.69,0.77,'T',86.90044661,88.60713955,-0.82,0.288,10,2,FEB10,T235_FEB10_L1
'C2',235,1,10-Feb-16,'C2_235_1',L2,C2_235_1_L2,2.38,1.08,'T',122.0120991,88.51581179,-0.747,0.273,10,2,FEB10,T235_FEB10_L2
'C2',235,1,10-Feb-16,'C2_235_1',L3,C2_235_1_L3,1.87,0.82,'T',102.9345514,79.66226975,-1.05,0.146,10,2,FEB10,T235_FEB10_L3
'C2',235,1,10-Feb-16,'C2_235_1',L4,C2_235_1_L4,2.76,1.21,'T',126.8574097,95.38268225,-0.991,0.277,10,2,FEB10,T235_FEB10_L4
'C2',235,1,10-Feb-16,'C2_235_1',L5,C2_235_1_L5,1.14,0.52,'T',65.28128299,79.65529723,-0.889,0.0445,10,2,FEB10,T235_FEB10_L5
'C2',246,1,10-Feb-16,'C2_246_1',L1,C2_246_1_L1,11.13,4.82,'T',682.2118555,70.6525394,-0.141,1.33,10,2,FEB10,T246_FEB10_L1
'C2',246,1,10-Feb-16,'C2_246_1',L2,C2_246_1_L2,8.28,3.86,'T',580.2881851,66.51867295,-1.4,0.295,10,2,FEB10,T246_FEB10_L2
'C2',246,1,10-Feb-16,'C2_246_1',L3,C2_246_1_L3,5.69,2.33,'T',356.8590337,65.29188783,-1.35,3.24,10,2,FEB10,T246_FEB10_L3
'C2',246,1,10-Feb-16,'C2_246_1',L4,C2_246_1_L4,8.67,3.59,'T',544.5626472,65.92446284,-1.22,0.628,10,2,FEB10,T246_FEB10_L4
'C2',246,1,10-Feb-16,'C2_246_1',L5,C2_246_1_L5,3.89,1.41,'T',318.0615509,44.33104209,-1.43,0.363,10,2,FEB10,T246_FEB10_L5
'C2',292,1,11-Feb-16,'C2_292_1',L1,C2_292_1_L1,1.73,0.79,'T',91.37304101,86.45876194,-0.85,1.01,11,2,FEB11,T292_FEB11_L1
'C2',292,1,11-Feb-16,'C2_292_1',L2,C2_292_1_L2,1.54,0.72,'T',80.16313439,89.81684729,-0.454,1.21,11,2,FEB11,T292_FEB11_L2
'C2',292,1,11-Feb-16,'C2_292_1',L3,C2_292_1_L3,1.08,0.53,'T',57.92846123,91.49215925,-0.658,0.254,11,2,FEB11,T292_FEB11_L3
'C2',292,1,11-Feb-16,'C2_292_1',L4,C2_292_1_L4,1.28,0.62,'T',70.67145757,87.72990134,-0.312,1.71,11,2,FEB11,T292_FEB11_L4
'C2',292,1,11-Feb-16,'C2_292_1',L5,C2_292_1_L5,0.98,0.44,'T',59.37060495,74.11074898,-0.571,0.622,11,2,FEB11,T292_FEB11_L5
'C2',295,1,11-Feb-16,'C2_295_1',L1,C2_295_1_L1,1.83,0.96,'T',79.61015022,120.5876383,-1.25,1.92,11,2,FEB11,T295_FEB11_L1
'C2',295,1,11-Feb-16,'C2_295_1',L2,C2_295_1_L2,2.34,1.08,'T',108.2175396,99.79897935,-0.651,1.82,11,2,FEB11,T295_FEB11_L2
'C2',295,1,11-Feb-16,'C2_295_1',L3,C2_295_1_L3,3.83,2,'T',171.4680471,116.6398075,-0.981,1.62,11,2,FEB11,T295_FEB11_L3
'C2',295,1,11-Feb-16,'C2_295_1',L4,C2_295_1_L4,3.8,1.73,'T',156.1371498,110.8000244,-0.685,1.48,11,2,FEB11,T295_FEB11_L4
'C2',295,1,11-Feb-16,'C2_295_1',L5,C2_295_1_L5,3.94,1.84,'T',159.1424279,115.6197014,-0.911,1.93,11,2,FEB11,T295_FEB11_L5
'C2',219,1,11-Feb-16,'C2_219_1',L1,C2_219_1_L1,9.02,3.78,'T',460.1347138,82.14985496,-1.07,2.59,11,2,FEB11,T219_FEB11_L1
'C2',219,1,11-Feb-16,'C2_219_1',L2,C2_219_1_L2,8.76,3.67,'T',461.9146569,79.45190622,-1.75,7.42,11,2,FEB11,T219_FEB11_L2
'C2',219,1,11-Feb-16,'C2_219_1',L3,C2_219_1_L3,11.7,4.6,'T',564.8971985,81.43074549,-1.11,10.1,11,2,FEB11,T219_FEB11_L3
'C2',219,1,11-Feb-16,'C2_219_1',L4,C2_219_1_L4,7.35,3.08,'T',385.4574909,79.90504978,-1.55,0.859,11,2,FEB11,T219_FEB11_L4
'C2',219,1,11-Feb-16,'C2_219_1',L5,C2_219_1_L5,8.43,3.74,'T',424.7615916,88.04939227,-1.79,0.196,11,2,FEB11,T219_FEB11_L5
'C2',177,1,11-Feb-16,'C2_177_1',L1,C2_177_1_L1,1,0.43,'T',46.96053593,91.56624631,-0.682,0.971,11,2,FEB11,T177_FEB11_L1
'C2',177,1,11-Feb-16,'C2_177_1',L2,C2_177_1_L2,0.85,0.41,'T',41.02874543,99.92993832,-0.574,0.379,11,2,FEB11,T177_FEB11_L2
'C2',177,1,11-Feb-16,'C2_177_1',L3,C2_177_1_L3,0.87,0.42,'T',40.04051969,104.8937435,-2.21,0.462,11,2,FEB11,T177_FEB11_L3
'C2',177,1,11-Feb-16,'C2_177_1',L4,C2_177_1_L4,0.66,0.31,'T',31.36248477,98.84420902,-0.746,2.73,11,2,FEB11,T177_FEB11_L4
'C2',177,1,11-Feb-16,'C2_177_1',L5,C2_177_1_L5,1.17,0.53,'T',53.30320747,99.43116468,-0.717,2.14,11,2,FEB11,T177_FEB11_L5
'C2',345,1,11-Feb-16,'C2_345_1',L1,C2_345_1_L1,1.83,0.68,'T',170.8622818,39.79813408,-1.11,2.35,11,2,FEB11,T345_FEB11_L1
'C2',345,1,11-Feb-16,'C2_345_1',L2,C2_345_1_L2,1.2,0.6,'T',146.1615104,41.05047891,-1.23,3.25,11,2,FEB11,T345_FEB11_L2
'C2',345,1,11-Feb-16,'C2_345_1',L3,C2_345_1_L3,1.77,0.63,'T',160.7583435,39.18925676,-0.548,3.22,11,2,FEB11,T345_FEB11_L3
'C2',345,1,11-Feb-16,'C2_345_1',L4,C2_345_1_L4,1.66,0.64,'T',150.9118149,42.40887305,-1.11,4.02,11,2,FEB11,T345_FEB11_L4
'C2',345,1,11-Feb-16,'C2_345_1',L5,C2_345_1_L5,1.23,0.48,'T',101.3503045,47.36048918,-0.818,1.08,11,2,FEB11,T345_FEB11_L5
'C2',385,1,11-Feb-16,'C2_385_1',L1,C2_385_1_L1,1.09,0.36,'T',62.32553796,57.76123428,-0.84,3.66,11,2,FEB11,T385_FEB11_L1
'C2',385,1,11-Feb-16,'C2_385_1',L2,C2_385_1_L2,0.9,0.32,'T',49.69053999,64.39857568,-1.46,1.04,11,2,FEB11,T385_FEB11_L2
'C2',385,1,11-Feb-16,'C2_385_1',L3,C2_385_1_L3,0.98,0.27,'T',51.27235079,52.65996114,-0.841,1.69,11,2,FEB11,T385_FEB11_L3
'C2',385,1,11-Feb-16,'C2_385_1',L4,C2_385_1_L4,0.89,0.27,'T',44.54803086,60.60873955,-0.927,0.63,11,2,FEB11,T385_FEB11_L4
'C2',385,1,11-Feb-16,'C2_385_1',L5,C2_385_1_L5,0.83,0.27,'T',45.24393017,59.67651329,-0.712,1.23,11,2,FEB11,T385_FEB11_L5
'C2',281,1,11-Feb-16,'C2_281_1',L1,C2_281_1_L1,4.27,2.31,'T',232.6211125,99.30311033,-0.552,4.83,11,2,FEB11,T281_FEB11_L1
'C2',281,1,11-Feb-16,'C2_281_1',L2,C2_281_1_L2,2.65,1.44,'T',138.6397889,103.8662863,-0.905,2.22,11,2,FEB11,T281_FEB11_L2
'C2',281,1,11-Feb-16,'C2_281_1',L3,C2_281_1_L3,3.05,1.49,'T',138.1883069,107.8238842,-0.503,0.785,11,2,FEB11,T281_FEB11_L3
'C2',281,1,11-Feb-16,'C2_281_1',L4,C2_281_1_L4,1.44,0.61,'T',91.98855055,66.31260047,-0.737,1.12,11,2,FEB11,T281_FEB11_L4
'C2',281,1,11-Feb-16,'C2_281_1',L5,C2_281_1_L5,1.8,0.88,'T',102.2889972,86.03075835,-0.977,1.66,11,2,FEB11,T281_FEB11_L5
'C2',358,1,11-Feb-16,'C2_358_1',L1,C2_358_1_L1,5.34,2.72,'T',216.2711328,125.7680563,-0.84,1.84,11,2,FEB11,T358_FEB11_L1
'C2',358,1,11-Feb-16,'C2_358_1',L2,C2_358_1_L2,4.33,1.99,'T',171.0701583,116.3265423,-0.493,0.733,11,2,FEB11,T358_FEB11_L2
'C2',358,1,11-Feb-16,'C2_358_1',L3,C2_358_1_L3,3.82,2.09,'T',155.2285018,134.6402224,-0.789,2.76,11,2,FEB11,T358_FEB11_L3
'C2',358,1,11-Feb-16,'C2_358_1',L4,C2_358_1_L4,NaN,NaN,'NaN',NaN,NaN,NaN,NaN,11,2,FEB11,T358_FEB11_L4
'C2',358,1,11-Feb-16,'C2_358_1',L5,C2_358_1_L5,NaN,NaN,'NaN',NaN,NaN,NaN,NaN,11,2,FEB11,T358_FEB11_L5
'C2',16,1,12-Feb-16,'C2_16_1',L1,C2_16_1_L1,1.35,0.46,'T',65.00844499,70.76003742,-0.289,15,12,2,FEB12,T16_FEB12_L1
