SampleID,Dataset_name,Site_name,Species,Sun_Shade,Phenological_stage,Plant_type,Soil,LMA,Narea,Nmass,Parea,Pmass,LWC
W13_915,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_916,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_917,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_918,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_919,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_920,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_921,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_922,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_923,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_924,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_925,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_926,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_927,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_928,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_929,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_930,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_931,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_932,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_933,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_934,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_935,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_936,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_937,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_938,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_939,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_940,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_941,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_942,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_943,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_944,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_945,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_946,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_947,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_948,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_950,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_951,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_952,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_953,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_954,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_955,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_956,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_957,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_958,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_959,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_960,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_961,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_962,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_963,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_964,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_965,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_966,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_967,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_968,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_969,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_970,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_971,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_972,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_973,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_974,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_975,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_976,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_977,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_978,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_979,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_980,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_981,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_982,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_983,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_984,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_985,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_986,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_987,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_988,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_989,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_990,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_991,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_992,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_993,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_994,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_995,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
W13_996,Ting_et_al_2023,AAPF,Oryza sativa,NA,Mature,Agricultural,Pot,NA,NA,NA,NA,NA,NA
