"SampleID","Rdark","Tleaf_Rdark"
"20221020_ACSA_1",0.683872015432735,17.8015766666666
"20221020_CECA_3",2.08461182177813,26.2205566666666
"20221021_QUPH_5",0.860127203867607,18.3822699999999
"20221020_QUPH_6",0.375628474112427,18.0878366666666
"20221020_ACSA_7",0.498711684291071,17.7486733333333
"20221020_TITO_8",0.853627599483421,17.59971
"20221020_TITO_9",0.46786999899415,17.6436499999999
"20221021_CECA_12",1.02553706815495,17.64637
"20221021_ACRU_13",1.12571962255127,19.1744666666666
"20221021_QUPA_14",0.760574724191229,17.8322699999999
"20221021_QUPH_15",0.462618096231394,18.9728933333333
"20221021_QUPH_16",0.687752969434041,19.0748225806451
"20221021_CECA_17",0.349026945781715,18.1688666666666
"20221020_TITO_18",0.809316762286946,17.6393033333333
"20221020_ACSA_19",1.01227845315864,17.5547833333333
"20221021_QUPH_20",1.52216569179734,18.64307
"20221021_QUPA_22",1.28539763897511,17.5924733333333
"20221021_QUPA_23",0.805341660933835,17.4453266666666
"20221020_ACRU_25",0.657379298864402,17.82475
"20221020_QUPA_26",0.821078130690494,18.2863266666666
"20221021_ACRU_27",1.10913439453973,17.4131833333333
"20221021_ACRU_28",0.626976697072386,18.37231
"20221020_CECA_30",0.906625704399913,17.2808533333333
"20221021_ACRU_32",0.141558007524897,17.9907866666666
"20221020_QUPA_34",0.85440104361807,18.6097966666666
"20221020_TITO_35",0.298794626860488,17.6149366666666
"20221020_QUPA_36",0.590917741061422,18.0805466666666
"20221020_TITO_37",0.719289706747529,17.5013666666666
"20221020_QUPA_38",1.32697051780823,17.7076766666666
"20221021_ACSA_40",1.18984886972884,18.0054266666666
"20221020_CECA_41",0.415005862605199,17.8215366666666
"20221020_QURU_46",0.675084086131568,18.3032666666666
"20221020_LIST_48",0.939610144838966,17.8669333333333
"20221020_BENI_49",0.112011314929959,17.7698499999999
"20221020_QURU_56",1.49060572870766,17.80214
"20221021_LIST_57",0.759248894005962,17.56857
"20221021_BENI_58",0.13938930140805,18.2555133333333
"20221020_BENI_69",0.0869909192542772,17.8008366666666
"20220926_CECA_4",1.07887725918846,22.8705499999999
"20220927_QUPH_5",0.574996545848656,24.0368433333333
"20220926_ACSA_7",1.14525510088874,22.6460766666666
"20220926_TITO_8",0.526002422139307,22.5541933333333
"20220926_TITO_9",1.79998709685085,23.26276
"20220927_QUPH_11",0.279657623445017,22.8403933333333
"20220927_QUPH_16",0.214199095562855,24.1226366666666
"20220926_ACSA_19",0.812565824719616,23.5693666666666
"20220927_QUPH_20",1.3706262060281,23.5433466666666
"20220927_QUPA_22",0.812715637657225,22.7284733333333
"20220927_QUPA_23",0.742398644018533,23.0775033333333
"20220927_ACSA_24",1.23463565688223,22.4804633333333
"20220926_QUPA_26",1.40459739938524,23.39788
"20220927_ACRU_28",1.2489200468187,22.92335
"20220927_ACRU_29",2.63910183223943,25.0593
"20220926_QUPA_34",0.586270447657855,23.34739
"20220926_TITO_35",1.20170653300763,22.6478666666666
"20220926_QUPA_36",0.84129425937067,23.1415566666666
"20220926_QUPA_38",0.631215196271536,22.8601733333333
"20220927_ACRU_39",2.10563437480767,23.9716433333333
"20220927_ACSA_40",1.24041964415215,22.62731
"20220926_QURU_46",0.784962166746263,22.5567266666666
"20220926_BENI_47",0.124906348459622,23.3995266666666
"20220927_BENI_59",0.104453301271091,22.9963733333333
"20220926_BENI_69",0.785630586061637,23.5030633333333
"20220824_ACSA_2",1.074282656,31.25870611
"20220824_TITO_35",0.947737387872932,32.4385272727273
