"SampleID","A","Ci","Patm","Qin","Tleaf","gsw"
"20220926_QUPA_34",5.3213825394368,135.109321880026,100.1485,2000.01266666666,24.9026099999999,0.122598898035844
"20220926_TITO_35",4.63793652013277,273.00307906602,100.130580645161,2000.00064516129,24.8715741935483,0.645734713238337
"20220926_QUPA_36",3.61553688257614,327.968538842049,100.154161290322,2000.00354838709,25.6107451612903,0.275085434643252
"20220926_QUPA_38",2.97415640024997,189.49458933399,100.129387096774,2000.03387096774,25.0143451612903,0.033438216594683
"20220927_ACRU_39",2.7597056992235,135.773532599941,100.657419354838,2000.01483870967,24.549664516129,0.0356689623103653
"20220927_ACSA_40",5.50429253512469,284.548494069736,100.605866666666,2000.03033333333,23.12705,0.0872870529515753
"20220926_QURU_46",11.6609839823378,190.698489614819,100.155548387096,1999.98806451612,25.0618806451612,0.160919273785043
"20220926_BENI_47",11.20946258783,156.25754554463,100.152066666666,1999.96333333333,26.3183766666666,0.0782719353294056
"20220927_BENI_59",3.53084670942501,171.290005602865,100.628483870967,2000.01999999999,25.5443677419354,0.0258941705511221
"20220926_BENI_69",16.2211187682028,242.786442740506,100.161419354838,1999.97129032258,25.0914451612903,0.228575304370197
"20220824_ACSA_2",0.101422149,332.6228287,101.1204611,1999.9739112,36.075878335,0.0035021325
"20220824_QUPH_6",4.58728595943079,215.360549040079,101.107,2000.027,35.15126,0.043689717501849
"20220824_TITO_8",0.573776349366633,314.147758803136,101.065545454545,1999.98636363636,37.5011,0.0132544481649565
"20220825_QUPH_11",3.80921020964714,191.165014629959,101.1154,2000.07,33.01751,0.0311823474923144
"20220825_QUPH_15",5.81671198894506,136.186309416339,101.1212,2000.015,33.07226,0.0372428598687396
"20220825_QUPH_16",7.52503998337277,258.433029357282,101.033454545455,2000.03136363636,32.9126454545455,0.095071552767441
"20220825_ACSA_24",2.13039779106733,335.501572367384,101.0925,1999.962,32.59997,0.0683633017109599
"20220824_QUPA_26",4.6219930504317,307.408615777155,101.066,2000.04,38.05835,0.113529703013503
"20220824_TITO_31",3.91134678200578,208.678510525463,101.0892,1999.973,36.88248,0.0364292611996873
"20220825_CECA_33",9.23381014916896,246.141992520638,101.022181818182,2000.0065,32.8915,0.111647611188716
"20220824_TITO_35",1.83973706896837,227.659507310789,101.140591666667,1999.99202222222,36.3074391666667,0.0195495517443703
"20220824_QUPA_36",5.4070277923936,151.801209585034,101.0761,2000.009,38.15531,0.0379042533321203
"20220824_TITO_37",6.22374237789489,219.690844087615,101.125019444444,1999.99336111111,35.9618780555556,0.0657630522845808
"20220825_ACRU_39",0.22663759543035,306.970821114388,101.141636363636,2000.01,33.0041909090909,0.00447617194517295
"20220825_ACSA_40",7.54012966782675,157.669975273404,101.0755,1999.953,33.38941,0.0540112675074775
"20220721_CECA_3",1.43316049325823,156.112425011623,100.073616666667,1999.99224444444,36.9639255555556,0.0104034940415699
"20220722_QUPH_5",5.47581368188962,214.071795952444,100.743511111111,1999.97915555556,35.0156675,0.0539629018551527
"20220721_TITO_8",8.9324318698081,217.548083359457,100.149269444444,2000.00508888889,34.9308261111111,0.0933360153807481
"20220720_TITO_9",13.9402208601793,228.167794624257,100.407484704185,1999.98862514029,32.9976784848485,0.147541890495426
"20220722_ACRU_21",0.757124302841619,215.843941702338,100.751166666667,2000.00196969697,34.9818044444444,0.00742354822930366
"20220722_QUPA_23",7.15542118474967,282.852782681122,100.7788,1999.97175,34.9076133333333,0.116771082174751
"20220720_QUPA_26",3.90178183489195,208.04528952006,100.304888888889,2000.01442424242,34.1567208333333,0.0376586569978613
"20220720_QUPA_34",11.8030575057143,214.5296783,100.386873014286,1999.99845409091,33.1379457142857,0.115746376428571
"20220721_TITO_37",16.7486824133922,279.206594654635,100.166163888889,2000.02711111111,34.8548566666667,0.261625449953299
"20220721_QURU_46",5.08376293891577,254.289269759591,100.142130555556,1999.99871111111,34.9220358333333,0.0713197298946699
"20220721_BENI_47",11.1128764728185,206.571009089968,100.149948148148,1999.98388131313,34.9360133333333,0.105540856685135
"20220721_BENI_49",4.54016646671961,231.813666151759,100.156894444444,1999.98551111111,35.0074705555556,0.051269424048525
"20220721_QURU_56",7.29819302205945,201.830474443041,100.131747222222,1999.97682222222,35.0331925,0.0691637875895993
"20220721_BENI_69",11.4729640975194,236.364469978688,100.148882222222,1999.98868518519,34.9311282222222,0.13026843956941
