Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
48,13:21:30,9,sun,young,9,8220.0,0,-1.04,0.0459,84.6,1.18,2.49,32.15,6,1.42,1,2.84,30.43,32.15,29.94,49.25,50.72,21.765,23.493,49.31,53.23,400.0,1501,35,98.95,4.38,-0.224,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,13:23:39,9,sun,young,9,8348.5,0,-0.815,0.0453,125,1.16,2.49,32.14,6,1.42,1,2.84,30.42,32.14,29.94,99.40,100.45,21.794,23.497,49.40,53.26,400.0,1501,37,98.95,5.07,-0.222,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,13:25:48,9,sun,young,9,8477.5,0,-0.53,0.0449,164,1.15,2.48,32.13,6,1.42,1,2.84,30.42,32.13,29.94,150.48,151.01,21.830,23.516,49.49,53.31,400.1,1501,32,98.94,5.52,-0.225,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,13:27:57,9,sun,young,9,8606.5,0,0.169,0.0447,234,1.14,2.47,32.07,6,1.42,1,2.84,30.42,32.07,29.94,250.43,249.75,21.873,23.540,49.58,53.35,400.1,1500,32,98.94,6.05,-0.226,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,13:30:06,9,sun,young,9,8736.0,0,0.736,0.0441,308,1.13,2.48,32.15,6,1.42,1,2.84,30.45,32.15,29.94,350.78,349.08,21.944,23.601,49.65,53.40,400.0,1499,35,98.93,6.33,-0.229,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,13:32:15,9,sun,young,9,8864.5,0,1.75,0.0437,461,1.13,2.5,32.25,6,1.42,1,2.84,30.46,32.25,29.94,550.17,546.62,22.010,23.664,49.78,53.52,400.0,1500,34,98.92,6.55,-0.221,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,13:34:24,9,sun,young,9,8993.5,0,2.59,0.0437,621,1.13,2.5,32.23,6,1.42,1,2.84,30.46,32.23,29.94,750.17,745.03,22.026,23.676,49.81,53.54,400.0,1499,37,98.92,6.19,-0.22,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,13:36:42,9,sun,young,9,9131.5,0,3.88,0.0433,810,1.11,2.48,32.13,6,1.42,1,2.84,30.42,32.13,29.94,1000.37,992.90,21.992,23.613,49.84,53.51,400.0,1500,18,98.92,4.65,-0.221,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,13:38:51,9,sun,young,9,9260.5,0,5.05,0.0431,1E+03,1.09,2.46,32.05,6,1.42,1,2.84,30.39,32.05,29.94,1248.57,1238.96,21.952,23.554,49.84,53.47,400.0,1501,26,98.92,2.34,-0.215,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
57,13:41:08,9,sun,young,9,9398.0,0,6.09,0.0441,1.21E+03,1.08,2.37,31.69,6,1.42,1,2.84,30.41,31.69,29.94,1500.83,1489.29,21.937,23.513,49.75,53.33,400.0,1501,39,98.91,-0.443,-0.219,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
58,13:43:17,9,sun,young,9,9526.5,0,7.01,0.0431,1.41E+03,1.1,2.47,32.07,6,1.42,1,2.84,30.42,32.07,29.94,1750.10,1736.72,21.911,23.523,49.66,53.31,400.0,1500,41,98.9,-3.96,-0.211,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
59,13:45:26,9,sun,young,9,9655.5,0,7.93,0.0431,1.61E+03,1.1,2.47,32.07,6,1.42,1,2.84,30.43,32.07,29.94,1999.44,1984.27,21.923,23.534,49.65,53.29,400.0,1500,45,98.9,-8.13,-0.216,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,13:47:35,9,sun,young,9,9785.0,0,8.6,0.0427,1.82E+03,1.1,2.48,32.12,6,1.42,1,2.84,30.43,32.12,29.94,2250.00,2233.43,21.919,23.524,49.63,53.27,400.0,1500,54,98.9,-12.5,-0.211,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
