Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
32,13:33:08,9,shade,y/m,6,9783,0,0.258,0.105,91.7,2.12,2.01,30.6,6,1.42,1,2.84,29.97,30.6,29.95,99.67,98.97,21.185,24.282,49.29,56.5,400.1,1500,38,98.97,4.66,-0.255,0.8,-0.22,2.74,1,0,0.16,111115,OK
33,13:35:18,9,shade,y/m,6,9913,0,-0.627,0.108,59.5,2.17,1.99,30.6,6,1.42,1,2.84,29.98,30.6,29.95,51.03,51.8,21.231,24.413,49.38,56.79,400,1499,39,98.96,4.2,-0.265,0.8,-0.22,2.74,1,0,0.16,111115,OK
34,13:37:28,9,shade,y/m,6,10043,0,0.361,0.114,90.3,2.26,1.96,30.55,6,1.42,1,2.84,29.96,30.55,29.95,99.45,98.57,21.291,24.597,49.55,57.24,400.1,1500,24,98.95,4.7,-0.261,0.8,-0.22,2.74,1,0,0.16,111115,OK
35,13:39:38,9,shade,y/m,6,10173,0,1.42,0.121,124,2.36,1.94,30.52,6,1.42,1,2.84,29.96,30.52,29.95,150.28,147.62,21.353,24.802,49.71,57.74,400,1500,37,98.94,5.04,-0.274,0.8,-0.22,2.74,1,0,0.16,111115,OK
36,13:41:53,9,shade,y/m,6,10308.5,0,3.36,0.13,195,2.48,1.91,30.51,6,1.42,1,2.84,29.96,30.51,29.95,250.61,244.66,21.399,25.026,49.8,58.24,400.1,1499,28,98.93,5.5,-0.28,0.8,-0.22,2.74,1,0,0.16,111115,OK
37,13:44:03,9,shade,y/m,6,10438,0,5.3,0.136,267,2.56,1.89,30.48,6,1.42,1,2.84,29.95,30.48,29.95,350.74,341.48,21.45,25.199,49.94,58.66,400,1500,31,98.92,5.72,-0.285,1,-0.22,2.74,1,0,0.16,111115,OK
38,13:46:13,9,shade,y/m,6,10568,0,8.25,0.142,424,2.62,1.85,30.37,6,1.42,1,2.84,29.96,30.37,29.95,550.67,536.19,21.495,25.32,50.02,58.92,400.1,1499,38,98.91,5.92,-0.282,1,-0.22,2.74,1,0,0.16,111115,OK
39,13:48:23,9,shade,y/m,6,10698,0,10.3,0.135,585,2.55,1.88,30.49,6,1.42,1,2.84,29.96,30.49,29.95,750.65,732.42,21.52,25.249,50.07,58.74,400.1,1499,42,98.9,5.18,-0.274,0.8,-0.22,2.74,1,0,0.16,111115,OK
40,13:50:37,9,shade,y/m,6,10832,0,11.9,0.127,797,2.36,1.85,30.26,6,1.42,1,2.84,29.97,30.26,29.95,1000.89,979.55,21.542,25,50.1,58.14,400.1,1499,31,98.9,3.51,-0.274,0.8,-0.22,2.74,1,0,0.16,111115,OK
41,13:52:46,9,shade,y/m,6,10961,0,13.1,0.105,983,2.09,1.97,30.59,6,1.42,1,2.84,29.97,30.59,29.95,1249.12,1225.6,21.567,24.625,50.15,57.26,400.1,1499,26,98.89,1.49,-0.263,0.8,-0.22,2.74,1,0,0.16,111115,OK
42,13:54:57,9,shade,y/m,6,11092,0,13.8,0.0921,1.19E+03,1.82,1.95,30.35,6,1.42,1,2.84,29.97,30.35,29.95,1500.5,1475.73,21.607,24.269,50.23,56.42,400,1499,27,98.89,-1.44,-0.249,0.8,-0.22,2.74,1,0,0.16,111115,OK
43,13:57:08,9,shade,y/m,6,11222.5,0,14.7,0.0744,1.35E+03,1.57,2.07,30.74,6,1.42,1,2.84,29.97,30.74,29.95,1750.83,1724.66,21.658,23.963,50.37,55.72,400,1499,44,98.9,-4.97,-0.239,0.8,-0.22,2.74,1,0,0.16,111115,OK
44,13:59:23,9,shade,y/m,6,11358,0,15.1,0.0626,1.52E+03,1.34,2.09,30.65,6,1.42,1,2.84,29.98,30.65,29.95,1999.59,1972.95,21.684,23.642,50.4,54.95,400,1499,42,98.9,-9.11,-0.229,0.5,-0.22,2.74,1,0,0.16,111115,OK
45,14:01:36,9,shade,y/m,6,11490.5,0,15.2,0.0547,1.70E+03,1.16,2.07,30.49,6,1.42,1,2.84,29.99,30.49,29.95,2249.16,2222.54,21.689,23.39,50.38,54.34,400,1499,21,98.9,-13.6,-0.217,0.8,-0.22,2.74,1,0,0.16,111115,OK
