Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
3,14:18:38,500,sun,mature,12,1015.5,0,-0.577,0.00414,271,0.0982,2.27,31.16,6,1.42,1,2.84,30.29,31.16,30.13,53.19,54.04,22.915,23.059,52.35,52.68,400.2,1500,4,98.95,0.401,0.148,0.5,-0.22,2.74,1.00,0.00,0.16,111135,OK
4,14:21:05,500,sun,mature,12,1162.5,0,-0.444,0.00388,277,0.0915,2.26,31.15,6,1.42,1,2.84,30.29,31.15,30.13,100.42,101.07,23.046,23.180,52.63,52.93,400.0,1500,3,98.95,-0.122,0.148,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,14:23:37,500,sun,mature,12,1314.5,0,-0.402,0.00395,306,0.0924,2.24,31.12,6,1.42,1,2.84,30.29,31.12,30.13,151.10,151.68,23.158,23.293,52.89,53.20,400.1,1500,3,98.94,-0.802,0.156,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,14:26:10,500,sun,mature,12,1467.5,0,-0.302,0.00405,359,0.0943,2.23,31.12,6,1.42,1,2.84,30.29,31.12,30.13,250.70,251.12,23.251,23.390,53.11,53.42,400.0,1500,3,98.94,-2.44,0.157,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,14:28:37,500,sun,mature,12,1615.0,0,-0.068,0.00394,365,0.0913,2.22,31.12,6,1.42,1,2.84,30.29,31.12,30.13,350.32,350.37,23.362,23.496,53.35,53.66,400.0,1500,3,98.94,-4.31,0.15,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,14:31:04,500,sun,mature,12,1761.5,0,0.318,0.00416,410,0.096,2.21,31.11,6,1.42,1,2.84,30.29,31.11,30.13,551.21,550.65,23.452,23.593,53.56,53.89,400.0,1500,3,98.93,-8.67,0.165,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,14:33:32,500,sun,mature,12,1909.5,0,0.724,0.00486,488,0.112,2.2,31.12,6,1.42,1,2.84,30.29,31.12,30.13,750.88,749.66,23.550,23.714,53.77,54.15,400.0,1500,3,98.93,-13.5,0.159,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,14:35:59,500,sun,mature,12,2057.0,0,1.22,0.00497,578,0.114,2.19,31.14,6,1.42,1,2.84,30.30,31.14,30.13,1000.97,998.98,23.642,23.809,53.95,54.33,400.0,1500,3,98.92,-20,0.159,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,14:38:26,500,sun,mature,12,2203.5,0,1.7,0.00489,656,0.112,2.19,31.15,6,1.42,1,2.84,30.31,31.15,30.13,1249.63,1246.88,23.746,23.910,54.17,54.54,400.0,1500,3,98.93,-26.8,0.16,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,14:40:55,500,sun,mature,12,2353.0,0,2.24,0.0049,725,0.112,2.18,31.17,6,1.42,1,2.84,30.32,31.17,30.13,1500.93,1497.32,23.853,24.017,54.38,54.75,399.9,1499,3,98.92,-34.3,0.16,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,14:43:22,500,sun,mature,12,2499.5,0,2.41,0.00497,920,0.113,2.18,31.21,6,1.42,1,2.84,30.33,31.21,30.13,1750.15,1746.24,23.947,24.113,54.55,54.93,400.0,1499,3,98.92,-41.6,0.166,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
14,14:45:53,500,sun,mature,12,2651.0,0,2.51,0.00463,1.07E+03,0.106,2.18,31.25,6,1.42,1,2.84,30.34,31.25,30.13,1999.76,1995.67,24.065,24.220,54.78,55.13,400.0,1501,3,98.91,-49.5,0.167,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
15,14:48:27,500,sun,mature,12,2804.5,0,2.73,0.00446,1.2E+03,0.101,2.17,31.25,6,1.42,1,2.84,30.35,31.25,30.13,2249.62,2245.19,24.191,24.339,55.05,55.39,400.1,1501,4,98.91,-57.3,0.168,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
