Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
18,12:11:15,9,shade,old-_epi,4,4795.5,0,0.0385,0.0614,94.7,1.54,2.46,30.81,6,1.42,1,2.84,29.97,30.81,29.95,99.94,99.66,17.964,20.224,41.89,47.16,400,1500,48,99.18,4.56,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,OK
19,12:13:24,9,shade,old-_epi,4,4924.5,0,-0.483,0.0585,62.8,1.47,2.45,30.77,6,1.42,1,2.84,29.97,30.77,29.95,51.09,51.7,18.001,20.155,41.99,47.01,400.1,1500,46,99.18,4.09,-0.16,0.8,-0.22,2.74,1,0,0.16,111115,OK
20,12:15:33,9,shade,old-_epi,4,5053.5,0,0.15,0.0571,91,1.44,2.47,30.81,6,1.42,1,2.84,29.96,30.81,29.95,99.63,99.19,18.015,20.129,42.04,46.97,400.1,1500,45,99.18,4.51,-0.16,0.8,-0.22,2.74,1,0,0.16,111115,OK
21,12:17:51,9,shade,old-_epi,4,5191.5,0,0.746,0.0575,123,1.44,2.46,30.78,6,1.42,1,2.84,29.95,30.78,29.95,150.82,149.37,18.022,20.142,42.07,47.02,400,1500,44,99.17,4.93,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,OK
22,12:20:00,9,shade,old-_epi,4,5320.5,0,1.82,0.0587,189,1.47,2.45,30.75,6,1.42,1,2.84,29.95,30.75,29.95,251.39,248.11,18.02,20.177,42.07,47.1,400,1500,48,99.17,5.42,-0.161,0.8,-0.22,2.74,1,0,0.16,111115,OK
23,12:22:09,9,shade,old-_epi,4,5449.5,0,2.93,0.0604,255,1.51,2.45,30.79,6,1.42,1,2.84,29.96,30.79,29.95,350.91,345.74,18.04,20.26,42.09,47.26,400,1500,51,99.16,5.77,-0.158,0.8,-0.22,2.74,1,0,0.16,111115,OK
24,12:24:18,9,shade,old-_epi,4,5579,0,4.82,0.0626,397,1.56,2.44,30.77,6,1.42,1,2.84,29.96,30.77,29.95,550.16,541.66,18.059,20.345,42.12,47.45,400,1499,52,99.16,5.64,-0.163,1,-0.22,2.74,1,0,0.16,111115,OK
25,12:26:27,9,shade,old-_epi,4,5707.5,0,5.94,0.0626,559,1.56,2.44,30.8,6,1.42,1,2.84,29.97,30.8,29.95,750.08,739.45,18.074,20.362,42.15,47.48,400,1499,49,99.16,5.2,-0.159,0.8,-0.22,2.74,1,0,0.16,111115,OK
26,12:28:44,9,shade,old-_epi,4,5844.5,0,6.86,0.06,765,1.5,2.45,30.8,6,1.42,1,2.84,29.96,30.8,29.95,999.98,987.47,18.079,20.284,42.17,47.31,400,1499,29,99.16,3.65,-0.154,0.8,-0.22,2.74,1,0,0.16,111115,OK
27,12:30:53,9,shade,old-_epi,4,5973.5,0,7.52,0.0549,967,1.39,2.48,30.86,6,1.42,1,2.84,29.97,30.86,29.95,1249.31,1235.45,18.091,20.135,42.18,46.94,400,1499,35,99.16,1.42,-0.149,0.8,-0.22,2.74,1,0,0.16,111115,OK
28,12:33:02,9,shade,old-_epi,4,6102.5,0,7.91,0.0497,1.17E+03,1.27,2.49,30.85,6,1.42,1,2.84,29.97,30.85,29.95,1500.73,1486.04,18.108,19.974,42.21,46.56,400.1,1499,51,99.16,-1.48,-0.146,0.8,-0.22,2.74,1,0,0.16,111115,OK
29,12:35:11,9,shade,old-_epi,4,6232,0,8.54,0.0457,1.37E+03,1.19,2.53,30.97,6,1.42,1,2.84,29.98,30.97,29.95,1749.62,1733.72,18.129,19.876,42.23,46.3,400.1,1500,46,99.15,-4.93,-0.138,0.8,-0.22,2.74,1,0,0.16,111115,OK
30,12:37:20,9,shade,old-_epi,4,6360.5,0,8.48,0.0429,1.59E+03,1.12,2.55,31.02,6,1.42,1,2.84,30,31.02,29.95,1999.38,1983.33,18.171,19.822,42.3,46.14,400,1500,52,99.14,-8.75,-0.136,0.8,-0.22,2.74,1,0,0.16,111115,OK
31,12:39:29,9,shade,old-_epi,4,6489.5,0,8.69,0.0408,1.80E+03,1.07,2.56,31.02,6,1.42,1,2.84,29.99,31.02,29.95,2249.21,2232.6,18.187,19.763,42.35,46.02,400,1500,53,99.14,-13.4,-0.134,0.8,-0.22,2.74,1,0,0.16,111115,OK
