Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
29,11:12:30,500,sun,old,3,5392,0,-0.000204,0.0539,95.2,1.2,2.17,30.11,6,1.42,1,2.84,29.66,30.11,29.55,98.89,98.72,19.587,21.348,46.43,50.61,399.9,2001,0,99.04,5.94,0.19,0.8,-0.22,2.74,1,0,0.16,111115,OK
30,11:14:09,500,sun,old,3,5491,0,-0.651,0.0562,68.5,1.24,2.16,30.09,6,1.42,1,2.84,29.66,30.09,29.55,50.94,51.82,19.569,21.394,46.4,50.73,400,2001,0,99.04,5.97,0.192,1,-0.22,2.74,1,0,0.16,111115,OK
31,11:15:57,500,sun,old,3,5599,0,0.214,0.0593,90,1.3,2.15,30.07,6,1.42,1,2.84,29.65,30.07,29.55,99.78,99.27,19.555,21.469,46.38,50.92,400,2001,0,99.04,5.89,0.189,1,-0.22,2.74,1,0,0.16,111115,OK
32,11:17:48,500,sun,old,3,5710.5,0,1.34,0.063,109,1.38,2.14,30.05,6,1.42,1,2.84,29.64,30.05,29.55,150.48,148.17,19.533,21.552,46.34,51.13,400,1999,0,99.03,5.77,0.184,1,-0.22,2.74,1,0,0.16,111115,OK
33,11:19:57,500,sun,old,3,5839,0,3.29,0.0675,159,1.46,2.12,30.01,6,1.42,1,2.84,29.63,30.01,29.55,251.09,245.63,19.486,21.627,46.27,51.35,400,2000,0,99.02,5.3,0.184,0.8,-0.22,2.74,1,0,0.16,111115,OK
34,11:21:55,500,sun,old,3,5957.5,0,5.32,0.0712,210,1.53,2.11,29.98,6,1.42,1,2.84,29.62,29.98,29.55,350.41,341.65,19.443,21.685,46.19,51.52,400,2000,0,99.02,4.63,0.179,0.8,-0.22,2.74,1,0,0.16,111115,OK
35,11:23:55,500,sun,old,3,6077.5,0,8.97,0.074,323,1.59,2.11,30.02,6,1.42,1,2.84,29.62,30.02,29.55,551,536.26,19.404,21.739,46.1,51.64,400,2000,0,99.01,2.82,0.182,0.8,-0.22,2.74,1,0,0.16,111115,OK
36,11:26:11,500,sun,old,3,6213.5,0,11.1,0.0774,475,1.64,2.09,29.95,6,1.42,1,2.84,29.61,29.95,29.55,750.49,731.98,19.362,21.776,46.02,51.76,399.8,2000,0,99.01,0.502,0.18,0.8,-0.22,2.74,1,0,0.16,111115,OK
37,11:27:57,500,sun,old,3,6319,0,13.2,0.0782,625,1.66,2.09,29.95,6,1.42,1,2.84,29.61,29.95,29.55,950.59,928.49,19.336,21.776,45.96,51.76,400.1,2000,0,99.01,-2.12,0.182,0.8,-0.22,2.74,1,0,0.16,111115,OK
38,11:29:21,500,sun,old,3,6403.5,0,12.8,0.0776,824,1.65,2.1,29.95,6,1.42,1,2.84,29.61,29.95,29.55,1151.25,1129.2,19.322,21.745,45.91,51.67,400.2,2000,0,99.01,-2.12,0.182,1,-0.22,2.74,1,0,0.16,111115,OK
40,11:32:56,500,sun,old,3,6618,0,17.2,0.0717,1.08E+03,1.54,2.11,29.95,6,1.42,1,2.84,29.62,29.95,29.55,1549.81,1520.45,19.288,21.553,45.82,51.21,400,2000,0,99.01,-11.9,0.182,0.2,-0.22,2.74,1,0,0.16,111115,OK
41,11:34:17,500,sun,old,3,6699.5,0,15.7,0.0683,1.29E+03,1.49,2.14,30,6,1.42,1,2.84,29.62,30,29.55,1749.33,1721.88,19.277,21.46,45.78,50.97,399.9,1999,0,99,-11.9,0.182,1,-0.22,2.74,1,0,0.16,111115,OK
44,11:38:48,500,sun,old,3,6970,0,19.5,0.0598,1.71E+03,1.32,2.16,30,6,1.42,1,2.84,29.63,30,29.55,2349.42,2315.62,19.285,21.223,45.79,50.39,400,2001,0,98.99,-27.3,0.196,0.8,-0.22,2.74,1,0,0.16,111115,OK
