Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
15,10:36:49,500,shade,old,4,3026.5,0,-0.221,0.00746,432,0.187,2.42,30.62,6,1.42,1,2.84,30.08,30.62,30.13,401.13,401.35,19.826,20.101,46,46.64,399.2,1500,13,99.29,-5.4,0.101,0.8,-0.22,2.74,1,0,0.16,111115,OK
16,10:41:49,500,shade,old,4,3344.5,0,-0.804,0.00694,277,0.174,2.42,30.63,6,1.42,1,2.84,30.08,30.63,30.13,98.18,99.36,19.869,20.126,46.1,46.7,399,1499,1,99.3,-0.0928,0.099,0.5,-0.22,2.74,1,0,0.16,111115,OK
17,10:44:16,500,shade,old,4,3491.5,0,-0.533,0.00657,178,0.165,2.43,30.66,6,1.42,1,2.84,30.08,30.66,30.13,51.86,52.65,19.882,20.126,46.13,46.7,399.2,1501,4,99.3,0.493,0.0979,0.5,-0.22,2.74,1,0,0.16,111135,OK
18,10:46:43,500,shade,old,4,3638.5,0,-0.379,0.00667,187,0.168,2.43,30.68,6,1.42,1,2.84,30.1,30.68,30.13,101.26,101.8,19.904,20.152,46.13,46.71,399.2,1501,2,99.3,-0.111,0.102,0.8,-0.22,2.74,1,0,0.16,111115,OK
19,10:49:10,500,shade,old,4,3785.5,0,-0.258,0.00646,208,0.163,2.43,30.7,6,1.42,1,2.84,30.1,30.7,30.13,151.31,151.67,19.907,20.148,46.13,46.69,399.2,1500,1,99.3,-0.801,0.0995,0.8,-0.22,2.74,1,0,0.16,111115,OK
20,10:51:37,500,shade,old,4,3932.5,0,-0.124,0.00642,271,0.161,2.42,30.64,6,1.42,1,2.84,30.08,30.64,30.13,250.55,250.68,19.896,20.134,46.15,46.7,399.2,1502,1,99.3,-2.43,0.0988,0.8,-0.22,2.74,1,0,0.16,111115,OK
21,10:54:04,500,shade,old,4,4079.5,0,-0.134,0.00641,370,0.16,2.41,30.58,6,1.42,1,2.84,30.06,30.58,30.13,350.64,350.76,19.887,20.123,46.19,46.74,399.2,1500,3,99.3,-4.39,0.103,0.8,-0.22,2.74,1,0,0.16,111115,OK
22,10:56:43,500,shade,old,4,4238.5,0,0.167,0.00603,484,0.15,2.4,30.57,6,1.42,1,2.84,30.06,30.57,30.13,549.81,549.44,19.918,20.139,46.26,46.78,399.2,1500,5,99.29,-8.93,0.101,0.8,-0.22,2.74,1,0,0.16,111115,OK
23,10:59:10,500,shade,old,4,4385.5,0,0.283,0.00615,649,0.154,2.4,30.59,6,1.42,1,2.84,30.06,30.59,30.13,751.29,750.7,19.939,20.165,46.3,46.82,399.1,1500,5,99.29,-13.9,0.106,0.5,-0.22,2.74,1,0,0.16,111115,OK
24,11:01:37,500,shade,old,4,4532.5,0,0.735,0.00628,775,0.157,2.4,30.62,6,1.42,1,2.84,30.08,30.62,30.13,999.91,998.57,20.009,20.24,46.42,46.96,399.2,1499,5,99.28,-20.6,0.103,0.8,-0.22,2.74,1,0,0.16,111115,OK
25,11:04:04,500,shade,old,4,4679.5,0,0.809,0.00631,999,0.158,2.42,30.69,6,1.42,1,2.84,30.1,30.69,30.13,1251.04,1249.53,20.096,20.33,46.57,47.11,399.2,1499,5,99.27,-27.7,0.11,0.8,-0.22,2.74,1,0,0.16,111115,OK
26,11:06:36,500,shade,old,4,4831.5,0,1.15,0.00609,1.14E+03,0.153,2.41,30.72,6,1.42,1,2.84,30.11,30.72,30.13,1500.92,1498.86,20.197,20.422,46.77,47.29,399.1,1500,2,99.27,-35,0.106,0.8,-0.22,2.74,1,0,0.16,111115,OK
27,11:09:03,500,shade,old,4,4978.5,0,1.69,0.00604,1.24E+03,0.151,2.41,30.75,6,1.42,1,2.84,30.12,30.75,30.13,1750.49,1747.56,20.287,20.509,46.95,47.47,399.3,1500,7,99.27,-42.8,0.111,0.5,-0.22,2.74,1,0,0.16,111115,OK
28,11:11:32,500,shade,old,4,5128,0,1.81,0.006,1.44E+03,0.15,2.4,30.78,6,1.42,1,2.84,30.12,30.78,30.13,1999.4,1996.23,20.426,20.647,47.26,47.77,399.2,1500,6,99.27,-50.6,0.111,0.8,-0.22,2.74,1,0,0.16,111115,OK
