Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
11,10:35:02,11,sun_1,mature,3,5688.0,0,-0.492,0.00702,159,0.21,2.87,31.62,6,1.42,1,2.84,29.78,31.62,29.95,50.73,51.45,17.859,18.168,42.10,42.83,400.0,2000,6,99.17,5.27,-0.0391,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,10:36:59,11,sun_1,mature,3,5805.0,0,-0.299,0.0075,158,0.224,2.87,31.65,6,1.42,1,2.84,29.81,31.65,29.95,99.57,99.99,17.891,18.221,42.11,42.89,400.0,2000,8,99.16,5.92,-0.0424,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,10:38:56,11,sun_1,mature,3,5922.0,0,-0.062,0.00793,155,0.237,2.87,31.67,6,1.42,1,2.84,29.79,31.67,29.95,150.22,150.26,17.928,18.277,42.23,43.05,400.0,2000,6,99.16,6.41,-0.0427,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
14,10:40:54,11,sun_1,mature,3,6039.5,0,0.351,0.00856,175,0.255,2.87,31.66,6,1.42,1,2.84,29.82,31.66,29.95,251.19,250.57,17.958,18.334,42.24,43.12,400.1,1999,6,99.16,7.13,-0.042,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
15,10:42:51,11,sun_1,mature,3,6156.5,0,0.744,0.00902,203,0.269,2.87,31.69,6,1.42,1,2.84,29.82,31.69,29.95,350.37,349.12,17.978,18.374,42.28,43.21,400.0,1999,6,99.16,7.62,-0.0409,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
16,10:44:48,11,sun_1,mature,3,6273.5,0,1.75,0.00948,232,0.282,2.86,31.68,6,1.42,1,2.84,29.81,31.68,29.95,549.67,546.81,18.012,18.427,42.39,43.37,400.0,1999,7,99.16,7.98,-0.0445,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
17,10:46:45,11,sun_1,mature,3,6390.5,0,2.77,0.0103,287,0.304,2.85,31.68,6,1.42,1,2.84,29.82,31.68,29.95,750.47,745.96,18.059,18.507,42.47,43.52,400.0,1999,7,99.16,7.65,-0.042,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
18,10:49:11,11,sun_1,mature,3,6537.0,0,4.08,0.011,369,0.328,2.86,31.74,6,1.42,1,2.84,29.85,31.74,29.95,1000.41,993.81,18.129,18.612,42.57,43.70,400.0,2000,6,99.16,6.65,-0.0403,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
19,10:51:12,11,sun_1,mature,3,6657.5,0,5.69,0.0118,426,0.35,2.86,31.77,6,1.42,1,2.84,29.87,31.77,29.95,1249.73,1240.54,18.190,18.706,42.65,43.85,400.0,1999,6,99.16,4.73,-0.0456,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
20,10:53:15,11,sun_1,mature,3,6780.5,0,7.05,0.0126,543,0.376,2.86,31.82,6,1.42,1,2.84,29.88,31.82,29.95,1499.72,1488.31,18.252,18.805,42.77,44.06,400.0,1999,7,99.16,2.8,-0.0442,0.8,-0.22,2.74,1.00,0.00,0.16,111125,OK
21,10:55:12,11,sun_1,mature,3,6897.5,0,9.03,0.0137,621,0.406,2.85,31.82,6,1.42,1,2.84,29.89,31.82,29.95,1749.86,1735.26,18.303,18.901,42.87,44.27,400.0,2000,14,99.15,-0.161,-0.0458,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,10:57:13,11,sun_1,mature,3,7019.0,0,11.1,0.0147,714,0.437,2.86,31.87,6,1.42,1,2.84,29.91,31.87,29.95,2000.13,1982.25,18.363,19.006,42.97,44.47,400.1,2000,6,99.15,-3.83,-0.0407,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
23,10:59:15,11,sun_1,mature,3,7140.5,0,12.8,0.0157,848,0.462,2.83,31.82,6,1.42,1,2.84,29.90,31.82,29.95,2249.87,2229.12,18.432,19.113,43.15,44.74,400.0,2000,6,99.15,-7.82,-0.0438,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
