Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
48,09:49:39,caferana,shade,old,8,8917.0,0,0.306,0.0163,113,0.563,3.35,30.99,6,1.42,1,2.84,30.22,30.99,30.13,150.82,150.24,10.849,11.684,24.94,26.86,399.9,1499,45,99.22,0.691,0.0687,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
49,09:52:04,caferana,shade,old,8,9063.0,0,1.33,0.0234,146,0.795,3.3,30.94,6,1.42,1,2.84,30.22,30.94,30.13,250.95,248.66,10.866,12.045,24.98,27.69,399.9,1500,51,99.21,-0.732,0.0573,0.5,-0.22,2.74,1.00,0.00,0.16,111135,OK
50,09:54:17,caferana,shade,old,8,9195.5,0,2.59,0.0319,200,1.06,3.24,30.87,6,1.42,1,2.84,30.21,30.87,30.13,349.96,345.52,10.878,12.451,25.02,28.64,400.0,1500,52,99.21,-2.46,0.049,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
51,09:56:16,caferana,shade,old,8,9314.0,0,6.06,0.0388,268,1.28,3.21,30.86,6,1.42,1,2.84,30.21,30.86,30.13,552.14,542.02,10.883,12.772,25.03,29.38,400.0,1500,49,99.21,-6.69,0.0421,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,09:58:56,caferana,shade,old,8,9474.0,0,7.5,0.0437,429,1.42,3.18,30.86,6,1.42,1,2.84,30.23,30.86,30.13,750.59,737.76,10.909,13.016,25.07,29.91,400.0,1499,50,99.21,-11.2,0.0389,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,10:01:33,caferana,shade,old,8,9631.0,0,9.09,0.0412,585,1.35,3.22,30.95,6,1.42,1,2.84,30.26,30.95,30.13,999.99,984.35,10.932,12.938,25.08,29.68,400.0,1500,52,99.21,-17.5,0.0445,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,10:03:32,caferana,shade,old,8,9750.0,0,9.61,0.035,737,1.17,3.27,31.06,6,1.42,1,2.84,30.29,31.06,30.13,1250.89,1234.31,10.964,12.699,25.12,29.09,400.0,1499,49,99.21,-24.4,0.0509,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,10:06:08,caferana,shade,old,8,9906.5,0,9.52,0.0277,865,0.946,3.32,31.13,6,1.42,1,2.84,30.30,31.13,30.13,1499.88,1483.49,10.993,12.395,25.16,28.37,400.0,1499,49,99.21,-31.8,0.0584,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,10:08:07,caferana,shade,old,8,10025.0,0,9.34,0.0243,1.04E+03,0.835,3.34,31.16,6,1.42,1,2.84,30.31,31.16,30.13,1750.41,1734.23,11.031,12.269,25.23,28.06,400.0,1499,46,99.21,-39.1,0.0627,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
57,10:10:11,caferana,shade,old,8,10149.0,0,9.31,0.0221,1.22E+03,0.761,3.35,31.18,6,1.42,1,2.84,30.31,31.18,30.13,2000.12,1983.89,11.067,12.195,25.31,27.89,399.9,1500,44,99.21,-47,0.0602,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
58,10:12:23,caferana,shade,old,8,10281.0,0,9.21,0.0207,1.41E+03,0.713,3.35,31.18,6,1.42,1,2.84,30.31,31.18,30.13,2249.72,2233.52,11.101,12.158,25.40,27.82,400.0,1499,33,99.21,-55.1,0.0654,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
