Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
4,12:59:53,9,shade,young,6,846,0,0.115,0.034,89.2,0.877,2.51,30.78,6,1.42,1,2.84,30.19,30.78,30.13,98.85,98.61,18.552,19.583,42.83,45.21,500.4,999,8,99.43,-1.49,0.0355,1,-0.22,2.74,1,0,0.16,111115,OK
5,13:02:22,9,shade,young,6,995,0,-0.43,0.0415,64.8,1.05,2.47,30.69,6,1.42,1,2.84,30.17,30.69,30.13,49.93,50.38,18.525,19.759,42.82,45.67,500.4,1000,8,99.43,-0.932,0.0287,1,-0.22,2.74,1,0,0.16,111115,OK
6,13:04:51,9,shade,young,6,1143.5,0,1.85,0.0516,134,1.28,2.42,30.59,6,1.42,1,2.84,30.15,30.59,30.13,201.54,199.02,18.493,19.992,42.77,46.24,500.4,1000,19,99.42,-3.04,0.0217,1,-0.22,2.74,1,0,0.16,111115,OK
7,13:07:21,9,shade,young,6,1294,0,4.89,0.0632,256,1.53,2.37,30.52,6,1.42,1,2.84,30.15,30.52,30.13,400.87,394.29,18.49,20.283,42.77,46.92,500.4,1000,23,99.41,-6.89,0.0198,1,-0.22,2.74,1,0,0.16,111115,OK
8,13:09:52,9,shade,young,6,1445,0,6.61,0.0684,413,1.64,2.36,30.51,6,1.42,1,2.84,30.16,30.51,30.13,599.33,590.25,18.507,20.429,42.79,47.23,500.4,1000,13,99.4,-11.4,0.0259,1,-0.22,2.74,1,0,0.16,111115,OK
9,13:12:21,9,shade,young,6,1594,0,7.52,0.0624,566,1.51,2.38,30.56,6,1.42,1,2.84,30.17,30.56,30.13,799.69,789.24,18.535,20.309,42.83,46.93,500.4,1000,13,99.4,-16.5,0.0282,1,-0.22,2.74,1,0,0.16,111115,OK
10,13:14:50,9,shade,young,6,1743,0,7.89,0.0525,712,1.29,2.4,30.62,6,1.42,1,2.84,30.17,30.62,30.13,1001.42,990.43,18.706,20.22,43.21,46.71,500.4,1000,12,99.39,-21.6,0.0421,1,-0.22,2.74,1,0,0.16,111115,OK
11,13:17:19,9,shade,young,6,1891.5,0,8.35,0.0434,836,1.08,2.44,30.69,6,1.42,1,2.84,30.18,30.69,30.13,1200.84,1189.28,18.828,20.099,43.46,46.4,500.4,1000,14,99.38,-27.1,0.0496,1,-0.22,2.74,1,0,0.16,111115,OK
12,13:19:54,9,shade,young,6,2046.5,0,9.28,0.0355,1.49E+03,0.898,2.47,30.72,6,1.42,1,2.84,30.18,30.72,30.13,1999.36,1986.09,18.803,19.859,43.41,45.85,500.3,1000,58,99.38,-50.8,0.0602,1,-0.22,2.74,1,0,0.16,111115,OK
