Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
45,15:48:22,caferana1,sh,y1,5,6894.5,0,-1.32,0.0751,79.3,1.34,1.74,31.54,6,1.42,1,2.84,30.27,31.54,30.03,50.02,52.51,26.799,29.395,61.36,67.30,300.2,1499,11,99.04,5.1,-0.61,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
46,15:50:36,caferana1,sh,y1,5,7028.5,0,-1.22,0.0735,126,1.3,1.73,31.53,6,1.42,1,2.84,30.26,31.53,30.03,99.96,102.13,26.997,29.518,61.82,67.59,300.2,1499,11,99.04,5.53,-0.61,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,15:52:26,caferana1,sh,y1,5,7138.5,0,-0.96,0.0712,169,1.27,1.74,31.54,6,1.42,1,2.84,30.27,31.54,30.03,149.98,151.52,27.005,29.460,61.81,67.43,300.2,1499,11,99.03,5.87,-0.615,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,15:54:08,caferana1,sh,y1,5,7240.5,0,-0.545,0.0723,256,1.29,1.75,31.52,6,1.42,1,2.84,30.26,31.52,30.03,250.25,250.69,26.752,29.264,61.28,67.03,300.2,1499,17,99.03,6.22,-0.597,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,15:55:48,caferana1,sh,y1,5,7340.5,0,-0.301,0.0707,347,1.27,1.75,31.50,6,1.42,1,2.84,30.25,31.50,30.03,350.12,349.83,26.744,29.202,61.28,66.91,300.2,1499,20,99.02,6.23,-0.608,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,15:58:08,caferana1,sh,y1,5,7480.5,0,-0.133,0.0722,536,1.3,1.76,31.51,6,1.42,1,2.84,30.25,31.51,30.03,550.10,548.94,26.582,29.107,60.90,66.68,300.2,1499,20,99.03,5.72,-0.6,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,16:00:24,caferana1,sh,y1,5,7616.5,0,0.399,0.0674,716,1.23,1.78,31.50,6,1.42,1,2.84,30.25,31.50,30.03,750.22,747.58,26.510,28.898,60.72,66.19,300.2,1500,11,99.02,4.29,-0.605,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,16:02:27,caferana1,sh,y1,5,7739.5,0,0.54,0.0669,954,1.23,1.79,31.53,6,1.42,1,2.84,30.27,31.53,30.03,1000.22,996.69,26.466,28.852,60.59,66.05,300.2,1500,9,99.02,1.93,-0.6,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,16:04:43,caferana1,sh,y1,5,7875.5,0,0.915,0.0653,1.19E+03,1.21,1.81,31.53,6,1.42,1,2.84,30.26,31.53,30.03,1250.11,1245.26,26.345,28.697,60.32,65.70,300.2,1500,15,99.03,-1.44,-0.597,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,16:06:53,caferana1,sh,y1,5,8005.5,0,1.21,0.0662,1.42E+03,1.24,1.83,31.49,6,1.42,1,2.84,30.25,31.49,30.03,1500.03,1493.90,25.921,28.339,59.39,64.93,300.2,1500,8,99.02,-5.47,-0.586,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,16:08:59,caferana1,sh,y1,5,8131.5,0,1.65,0.0652,1.65E+03,1.23,1.84,31.50,6,1.42,1,2.84,30.25,31.50,30.03,1750.21,1742.62,25.882,28.275,59.30,64.78,300.2,1500,8,99.02,-10.3,-0.584,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,16:11:20,caferana1,sh,y1,5,8272.5,0,1.72,0.0621,1.89E+03,1.17,1.84,31.47,6,1.42,1,2.84,30.25,31.47,30.03,1999.99,1991.87,25.925,28.206,59.41,64.64,300.2,1500,10,99.01,-15.6,-0.589,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
