Sample_ID,Obs,HHMMSS,FTime,EBal,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo_Prime,Fm_Prime,Fs,Fv_over_Fm,Fv_Prime_over_Fm_Prime,PhiPS2,Adark,RedAbs,BlueAbs,Perc_Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn_at_Fs,PS2_over_1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R_W_m2,Tl_minus_Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci_over_Ca,RHsfc,C2sfc,Ahs_over_Cs,Fv,PARabs,Fv_Prime,qP_Fo,qN_Fo
15054,15,7:56:18,6835.000009,0,11.70411849,0.046446989,377.9310428,14,14,0,0,294.7067871,464.4465942,384.1270752,#DIV/0!,0.365466793,0.172935963,-1,0.87,0.92,10.00962067,0.87500481,0.009671586,0.473192001,1.575961649,-1,1501.192505,0.5,113.5800744,0.603698129,1.275154481,26.75877762,2,4.644859791,1,9.289719582,24.836689,26.75877762,25.02531815,799.9592896,795.0884399,22.18576431,22.4216938,70.81620789,71.56929016,500.2869263,1501.192505,4.661771297,100.510231,-4.065382957,-0.62044239,0.309412003,0.00084127,0.365611434,0.001654558,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501434631,0.000603698,299.9087776,297.986689,240.1907954,0.73057666,3.528764105,35.10850656,12.68681276,25.79773331,3.334083128,0.046215918,2.253609624,1.080473504,0.02890562,37.98593642,0.475332081,62.9788498,793.3875748,0.009290692,0,1313.550663,169.7398071,0.172935963,#DIV/0!
15054,16,7:58:10,6947.000009,0,13.80641267,0.041457158,444.4489599,15,15,0,0,298.1567383,471.4340515,387.6929932,#DIV/0!,0.367553665,0.177630483,-1,0.87,0.92,10.00962067,0.87500481,0.011272983,0.483277682,1.581161822,-1,1501.068604,0.5,116.6536906,0.541787905,1.281359619,26.78548622,2,4.644859791,1,9.289719582,24.83805847,26.78548622,25.0262394,1000.165894,994.4313965,22.20425606,22.41598129,70.86686707,71.54260254,500.3118286,1501.068604,4.697938442,100.5065842,-5.513008595,-0.620999813,0.223859221,0.000919679,0.306153625,0.001637325,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501559143,0.000541788,299.9354862,297.9880585,240.1709712,0.739786113,3.534313329,35.164993,12.74901171,25.81177235,3.336858081,0.041272969,2.25295371,1.08390437,0.025812091,44.67004679,0.446937779,62.83627426,992.4250219,0.008741653,0,1313.442249,173.2773132,0.177630483,#DIV/0!
15054,17,8:00:12,7069.000009,0,16.90915011,0.037997919,657.0278113,16,16,0,0,299.8251953,484.5512085,394.2731323,#DIV/0!,0.381231147,0.186312767,-1,0.87,0.92,10.00962067,0.87500481,0.013633871,0.48871339,1.616112375,-1,1501.223511,0.5,122.3681563,0.496310562,1.280146142,26.78676605,2,4.644859791,1,9.289719582,24.83641434,26.78676605,25.02461433,1400.057373,1393.021118,22.23726654,22.43122864,70.97753143,71.59662628,500.2809448,1501.223511,4.425143719,100.5042267,-8.679860115,-0.614291549,0.309047222,0.000889653,0.427083522,0.001640447,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501404724,0.000496311,299.9367661,297.9864143,240.1957563,0.747405518,3.53457943,35.16846551,12.73723687,25.81159019,3.336822064,0.037843129,2.254433288,1.082388776,0.023665814,66.03407209,0.471656749,62.86013815,1390.563848,0.007643745,0,1313.577793,184.7260132,0.186312767,#DIV/0!
15054,18,8:02:00,7177.000009,0,18.97174615,0.035616135,908.5118293,17,17,0,0,299.9697266,495.0235291,399.6917114,#DIV/0!,0.394029356,0.192580377,-1,0.87,0.92,10.00962067,0.87500481,0.015205211,0.488746266,1.650244959,-1,1501.112183,0.5,126.4752731,0.465934159,1.281750857,26.79876518,2,4.644859791,1,9.289719582,24.83609772,26.79876518,25.02647209,1799.859009,1791.94104,22.25909233,22.44117546,71.04510498,71.62626648,500.296814,1501.112183,4.635956764,100.499382,-12.34673023,-0.612155497,0.270094603,0.002124145,0.353275061,0.001823194,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.50148407,0.000465934,299.9487652,297.9860977,240.1779439,0.751899466,3.537075122,35.19499375,12.75381829,25.81743145,3.337977228,0.035480106,2.255324266,1.082652963,0.022187248,91.3048774,0.506998729,62.82963078,1789.184029,0.006662187,0,1313.480381,195.0538025,0.192580377,#DIV/0!
15052,2,0.353738426,8515.50002,0,7.33938103,0.07235757,226.67641,1,1,0,0,361.28125,565.216187,478.908112,#DIV/0!,0.36080873,0.15269923,-1,0.87,0.92,10.0568361,0.87502842,0.00634817,0.42321378,1.56447695,-1,1501.2843,0.5,100.297924,0.98017616,1.33284786,26.7398014,2,4.64485979,1,9.28971958,24.9173813,26.7398014,25.0159149,399.942841,396.852417,21.4294739,21.8128777,68.0599365,69.277626,500.149323,1501.2843,5.87980795,100.490097,0.22387768,-0.3567391,0.09698217,0.00259054,0.1113869,0.00166185,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50074661,0.00098018,299.889801,298.067381,240.205483,0.67163287,3.52482606,35.0763524,13.2634747,25.8285913,3.34018518,0.07179834,2.19197819,1.14820698,0.04492387,22.7787345,0.57118566,61.3805828,395.785844,0.0113823,0,1313.66643,203.934937,0.15269923,#DIV/0!
15052,3,0.354872685,8613.50002,0,4.68892092,0.07293919,188.953584,2,2,0,0,361.112549,550.498596,471.911133,#DIV/0!,0.34402639,0.14275688,-1,0.87,0.92,10.0568361,0.87502842,0.00433071,0.4149591,1.52445158,-1,1501.2345,0.5,93.7643512,0.98729221,1.33193323,26.7227135,2,4.64485979,1,9.28971958,24.9203587,26.7227135,25.0166397,299.800964,297.808044,21.400629,21.7868919,67.9557266,69.1822662,500.064697,1501.2345,5.77386713,100.489319,0.5301277,-0.3581796,0.17126019,0.00124753,0.17189139,0.00137518,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50032349,0.00098729,299.872713,298.070359,240.197514,0.67129743,3.52128316,35.0413676,13.2544756,25.8215361,3.33878916,0.07237096,2.18934993,1.14943923,0.04528256,18.987817,0.63448113,61.3718666,297.126641,0.00968502,0,1313.62285,189.386047,0.14275688,#DIV/0!
15052,4,0.355902778,8702.50002,0,3.60887905,0.07458518,166.016579,3,3,0,0,359.52417,542.145935,470.01355,#DIV/0!,0.33684983,0.13304976,-1,0.87,0.92,10.0568361,0.87502842,0.00350874,0.39498241,1.50795407,-1,1501.14294,0.5,87.3832713,1.01007571,1.33325841,26.7179947,2,4.64485979,1,9.28971958,24.9225006,26.7179947,25.0168896,250.031693,248.488052,21.3624058,21.7575665,67.8456573,69.1006699,500.099823,1501.14294,5.79810047,100.518913,0.60707474,-0.3588074,0.04202545,0.00135864,0.06155673,0.00169999,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50049911,0.00101008,299.867995,298.072501,240.182866,0.66771102,3.52030534,35.0213232,13.2637567,25.8202477,3.33853428,0.07399112,2.18704694,1.15148735,0.04629746,16.6878061,0.66810689,61.330475,247.963603,0.00892608,0,1313.54274,182.621765,0.13304976,#DIV/0!
15052,5,0.356956019,8793.50002,0,1.94270987,0.07573971,129.466748,4,4,0,0,361.898438,538.286438,469.65799,#DIV/0!,0.32768427,0.12749429,-1,0.87,0.92,10.0568361,0.87502842,0.00224044,0.38907663,1.48739641,-1,1501.04211,0.5,83.7289764,1.02851398,1.33733913,26.7274208,2,4.64485979,1,9.28971958,24.9232006,26.7274208,25.0166168,174.96254,174.113983,21.3297291,21.7321186,67.7524109,69.0305786,500.093628,1501.04211,5.91258574,100.538734,0.70209658,-0.3589493,0.03351913,0.00129021,0.05221147,0.00083042,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50046814,0.00102851,299.877421,298.073201,240.166733,0.66415601,3.52225883,35.0338489,13.3017303,25.8253107,3.33953598,0.07512719,2.1849197,1.15461628,0.04700915,13.016423,0.74357467,61.2386675,173.831665,0.00684392,0,1313.45451,176.388,0.12749429,#DIV/0!
15052,6,0.357986111,8882.50002,0,0.75564633,0.08019949,106.861083,5,5,0,0,359.475342,534.027527,470.360413,#DIV/0!,0.3268599,0.11922066,-1,0.87,0.92,10.0568361,0.87502842,0.00133657,0.36474544,1.48557485,-1,1501.14636,0.5,78.3008943,1.0848996,1.3328032,26.7021751,2,4.64485979,1,9.28971958,24.9226704,26.7021751,25.0168571,124.92717,124.57093,21.302084,21.7265224,67.6626816,69.0108337,500.109467,1501.14636,5.71349859,100.532692,0.72807884,-0.361625,0.03115676,0.00148137,0.01241802,0.00264429,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50054733,0.0010849,299.852175,298.07267,240.183413,0.65583374,3.51702899,34.9839333,13.2574109,25.8124228,3.33698669,0.07951304,2.18422579,1.1527609,0.04975687,10.7430323,0.85783322,61.3322123,124.461118,0.00372369,0,1313.54573,174.552185,0.11922066,#DIV/0!
15052,7,0.359155093,8983.50002,0,-0.4635292,0.08556905,77.1771995,6,6,0,0,359.928955,528.151184,471.914459,#DIV/0!,0.31851151,0.10647846,-1,0.87,0.92,10.0568361,0.87502842,0.00040843,0.3343002,1.4673762,-1,1501.08154,0.5,69.9291436,1.15104451,1.32624026,26.6706085,2,4.64485979,1,9.28971958,24.9235744,26.6706085,25.0173626,69.8852081,70.0383377,21.2748165,21.7251282,67.5777817,69.0081635,500.114929,1501.08154,5.86625957,100.540672,0.65450704,-0.3631724,0.01563888,0.00242233,0.02578539,0.0004706,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50057465,0.00115104,299.820609,298.073574,240.173042,0.6461097,3.51049925,34.9162102,13.191082,25.7970915,3.33395631,0.08478805,2.18425899,1.14969732,0.05306215,7.75944752,1.10192792,61.4744972,70.1056987,-0.0040646,0,1313.48901,168.222229,0.10647846,#DIV/0!
15052,8,0.360185185,9072.50002,0,-0.9056683,0.09258551,64.7864675,7,7,0,0,357.476563,525.086243,471.946198,#DIV/0!,0.3192041,0.10120251,-1,0.87,0.92,10.0568361,0.87502842,0.000071822,0.3170464,1.46886901,-1,1500.98254,0.5,66.4598081,1.23910434,1.32066158,26.6473885,2,4.64485979,1,9.28971958,24.9256477,26.6473885,25.0149956,49.906559,50.2438622,21.2458858,21.730669,67.4844971,69.0243378,500.090698,1500.98254,5.88073492,100.551033,0.59728295,-0.3602898,0.01457036,0.00187433,0.01599862,0.00255679,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50045349,0.0012391,299.797388,298.075648,240.157202,0.63235441,3.5057028,34.8649108,13.1342418,25.7865181,3.33186778,0.09167186,2.18504122,1.14682656,0.05737631,6.51434623,1.28944044,61.6136948,50.3754756,-0.0110771,0,1313.40238,167.60968,0.10120251,#DIV/0!
15052,12,0.365104167,9497.50002,0,8.22398987,0.07080935,275.920615,11,11,0,0,357.48877,549.820068,464.021057,#DIV/0!,0.34980771,0.15604925,-1,0.87,0.92,10.0568361,0.87502842,0.00702272,0.4461001,1.53800655,-1,1501.03577,0.5,102.481364,0.98398606,1.36746805,26.771059,2,4.64485979,1,9.28971958,24.9197445,26.771059,25.0169086,474.797638,471.32312,21.1439247,21.5289803,67.155899,68.378891,500.084656,1501.03577,5.90934467,100.50856,-0.0867823,-0.3549808,0.20488277,0.00381069,0.21774153,0.00121825,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50042328,0.00098399,299.921059,298.069744,240.165717,0.66954696,3.53131486,35.1344687,13.6054884,25.8454018,3.34351347,0.0702737,2.16384681,1.17966666,0.04396888,27.7323837,0.5854171,60.4483198,470.127994,0.01057428,0,1313.44895,192.331299,0.15604925,#DIV/0!
15052,13,0.366539352,9621.50002,0,7.78931249,0.04941694,308.24587,12,12,0,0,355.075684,549.250305,463.894379,#DIV/0!,0.35352665,0.15540442,-1,0.87,0.92,10.0568361,0.87502842,0.00669255,0.43958333,1.54685418,-1,1500.86328,0.5,102.04616,0.70987208,1.41035844,26.9126091,2,4.64485979,1,9.28971958,24.9285221,26.9126091,25.0177517,575.029541,571.752502,21.1163979,21.3941841,67.0387573,67.9206543,500.157898,1500.86328,5.87833071,100.516647,-0.4415827,-0.3520589,0.08081033,0.00088429,0.09099901,0.0013009,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50078949,0.00070987,300.062609,298.078522,240.13812,0.70962696,3.5608301,35.4252772,14.0310931,25.9205656,3.35843061,0.04915546,2.15047166,1.20795895,0.03074555,30.9838414,0.53912465,59.4499893,570.620544,0.00811528,0,1313.29802,194.174622,0.15540442,#DIV/0!
15052,14,0.367673611,9719.50002,0,8.57616295,0.03973559,313.197692,13,13,0,0,355.23877,549.262207,463.151581,#DIV/0!,0.35324374,0.15677508,-1,0.87,0.92,10.0568361,0.87502842,0.00729271,0.44381559,1.54617754,-1,1500.65442,0.5,102.931875,0.57918477,1.42955972,26.9733143,2,4.64485979,1,9.28971958,24.9362736,26.9733143,25.0155392,674.899048,671.313904,21.1028767,21.3295555,66.9654465,67.684761,500.118134,1500.65442,5.88244915,100.517525,-0.9587885,-0.3489783,0.12456112,0.00115519,0.14205915,0.00081122,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50059067,0.00057918,300.123314,298.086274,240.104702,0.72911234,3.57355385,35.5515504,14.2219949,25.9547939,3.36524286,0.03956635,2.14399412,1.22124874,0.02474412,31.4818567,0.46654432,59.0004664,670.067599,0.00755144,0,1313.11526,194.023438,0.15677508,#DIV/0!
15052,15,0.368842593,9820.50002,0,9.40618122,0.03485899,349.590256,14,14,0,0,355.924805,552.088379,463.199493,#DIV/0!,0.35531191,0.16100481,-1,0.87,0.92,10.0568361,0.87502842,0.00792509,0.45313655,1.55113769,-1,1500.60083,0.5,105.705163,0.51041376,1.43529893,26.981369,2,4.64485979,1,9.28971958,24.9433441,26.981369,25.0165386,800.1026,796.178162,21.0898895,21.2896786,66.8947754,67.5284882,500.074677,1500.60083,5.88523293,100.515663,-1.561291,-0.3541681,0.09606005,0.00146633,0.10044859,0.00129244,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50037338,0.00051041,300.131369,298.093344,240.096127,0.74059966,3.57524509,35.5690345,14.2793559,25.9623566,3.36674963,0.03472867,2.13994616,1.22680347,0.02171709,35.1392964,0.43908546,58.8342957,794.811237,0.00696274,0,1313.06837,196.163574,0.16100481,#DIV/0!
15052,16,0.370324074,9948.50002,0,11.7932611,0.03457395,430.636858,15,15,0,0,353.498779,560.792725,463.79245,#DIV/0!,0.3696445,0.17296992,-1,0.87,0.92,10.0568361,0.87502842,0.00974446,0.46793588,1.5864064,-1,1500.38086,0.5,113.544021,0.50867945,1.44223389,27.0075874,2,4.64485979,1,9.28971958,24.9514217,27.0075874,25.0160713,999.892029,994.973328,21.0750618,21.2741623,66.8197556,67.4510193,500.106964,1500.38086,5.83765984,100.521988,-2.7231226,-0.3500519,0.24582706,0.00143689,0.26138413,0.00090429,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50053482,0.00050868,300.157587,298.101422,240.060932,0.73993473,3.58075498,35.6216093,14.347447,25.9795046,3.37016837,0.03444575,2.13852108,1.23164728,0.02154008,43.288473,0.43281246,58.696994,993.259508,0.00696927,0,1312.87589,207.293945,0.17296992,#DIV/0!
15052,17,0.371909722,10085.5,0,15.5787042,0.03324287,617.487744,16,16,0,0,356.30249,568.80011,467.477325,#DIV/0!,0.37358927,0.17813426,-1,0.87,0.92,10.0568361,0.87502842,0.01262822,0.47681844,1.59639667,-1,1500.328,0.5,116.929966,0.49001282,1.44475873,27.0077648,2,4.64485979,1,9.28971958,24.961031,27.0077648,25.0163288,1399.88721,1393.38342,21.0574837,21.2493,66.7261353,67.3339539,500.062103,1500.328,5.81033087,100.522537,-5.1994958,-0.3491551,0.32197338,0.0035131,0.37881461,0.00291715,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50031052,0.00049001,300.157765,298.111031,240.052475,0.74345428,3.58079228,35.6217857,14.3724857,25.9843979,3.37114448,0.03312434,2.13603355,1.23511093,0.02071333,62.0714347,0.44315709,58.6197367,1391.1195,0.00656464,0,1312.82964,212.49762,0.17813426,#DIV/0!
15052,18,0.37349537,10222.5,0,16.2506233,0.03135606,929.11186,17,17,0,0,358.081787,576.259949,470.89563,#DIV/0!,0.37861066,0.18284165,-1,0.87,0.92,10.0568361,0.87502842,0.0131419,0.48292789,1.60929701,-1,1500.11523,0.5,120.002947,0.4652015,1.45376404,27.0395775,2,4.64485979,1,9.28971958,24.9649487,27.0395775,25.0164337,1799.96167,1793.12939,21.0449219,21.2270088,66.6685944,67.24543,500.120056,1500.11523,5.99115038,100.519287,-7.5539207,-0.3425026,0.36297536,0.00163589,0.38729879,0.00184195,1,-1.3551402,7.35514021,1,0,0.16,111115,2.50060028,0.0004652,300.189577,298.114949,240.018432,0.74624486,3.58748784,35.6895471,14.4625383,26.0022631,3.37471032,0.03125058,2.13372379,1.24098653,0.01954106,93.3936618,0.51815104,58.4301361,1790.76782,0.00530234,0,1312.64346,218.178162,0.18284165,#DIV/0!
