"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_NOU-B1_107D3",1,2.865521043,315.627376,386.2668762,390.2654114,0.076186572,99.85147095,499.2342834,63.03194427,30.0761776,30.19376373,406,"ok"
"2015_wet_NOU-B1_107D3",2,2.165578778,241.5736766,295.8914795,298.9145508,0.074868491,99.8549118,498.9691467,63.10593033,30.13639832,30.20923615,406,"ok"
"2015_wet_NOU-B1_107D3",3,1.313738986,162.8556701,196.8147736,198.668808,0.073411264,99.8441391,498.9912415,63.27454376,30.19335365,30.22846031,406,"ok"
"2015_wet_NOU-B1_107D3",4,0.161969325,93.58477725,99.88353729,100.2101059,0.069648689,99.83446503,499.181427,63.51989365,30.16681671,30.21884537,406,"ok"
"2015_wet_NOU-B1_107D3",5,-0.519041484,60.83884266,50.4812355,49.9267807,0.071963461,99.82907867,499.1361084,63.65036011,30.16283798,30.21432495,406,"ok"
"2015_wet_NOU-B1_107D3",6,3.471528856,296.9483408,385.4103088,390.0895996,0.071105963,99.81775665,499.6676331,63.75386047,30.08502007,30.18986893,406,"ok"
"2015_wet_NOU-B1_107D3",7,3.265728426,298.1967477,385.0066528,389.4156799,0.068219153,99.81430817,499.6074219,63.71873093,30.03281403,30.16635132,406,"ok"
"2015_wet_NOU-B1_107D3",8,3.505987589,496.926836,595.1114502,600.0778809,0.067922662,99.8062973,499.2454529,63.63066864,30.06123352,30.16981506,406,"ok"
"2015_wet_NOU-B1_107D3",9,3.404704096,693.3837722,795.6029053,800.7035522,0.066975605,99.7954483,498.9009094,63.51644135,30.14953232,30.19713211,406,"ok"
"2015_wet_NOU-B1_107D3",10,3.278508294,886.0058699,994.0692749,999.2182007,0.063894726,99.78897858,498.9921265,63.45883179,30.16565895,30.20397758,406,"ok"
"2015_wet_NOU-B1_107D3",11,3.093937501,1082.031118,1194.247925,1199.355835,0.060984182,99.7835083,499.2386475,63.49628448,30.17467308,30.20042229,406,"ok"
"2015_wet_NOU-B1_107D3",12,3.095598422,1370.499994,1493.720947,1499.108154,0.058533908,99.77778625,499.3292236,63.39127731,30.13127708,30.18166542,406,"ok"
"2015_wet_NOU-B1_107D3",13,3.268725141,1556.441701,1693.111816,1698.854858,0.056223357,99.77381897,499.0813293,63.38883209,30.12205887,30.17640877,406,"ok"
"2015_wet_NOU-B1_107D3",14,3.463331418,1841.757516,1994.553223,2000.868896,0.055269418,99.77484894,500.1720886,63.47803497,30.33353806,30.24960899,406,"ok"
