"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_NOU-B1_104D3",1,4.121929332,250.9964636,384.8421631,390.3295898,0.05374901,99.89715576,499.778656,67.09007263,31.80468369,30.78196526,3,"ok"
"2015_dry_NOU-B1_104D3",2,2.843947211,203.4628711,294.3163757,298.1487427,0.055313111,99.89111328,499.7024536,66.95822906,31.83713913,30.79790115,3,"ok"
"2015_dry_NOU-B1_104D3",3,1.692664993,144.4369498,196.4880524,198.8090057,0.058506242,99.88710785,499.4291382,66.98192596,31.85008049,30.80775452,3,"ok"
"2015_dry_NOU-B1_104D3",4,0.178811686,91.04555742,98.43773651,98.78816223,0.062289228,99.88257599,500.0720215,66.99495697,31.75807571,30.78830147,3,"ok"
"2015_dry_NOU-B1_104D3",5,-0.707496376,63.68197707,48.42624283,47.63082123,0.068692764,99.88130951,500.2762451,66.93708801,31.56374168,30.74897957,3,"ok"
"2015_dry_NOU-B1_104D3",6,3.164400561,308.9344552,390.4815369,394.9368896,0.072091929,99.88041687,500.1637268,66.793396,31.55318832,30.73888588,3,"bad"
"2015_dry_NOU-B1_104D3",7,4.14029368,284.532156,394.2609863,399.8858032,0.067533822,99.87633514,500.2171631,66.34636688,31.573349,30.74431038,3,"bad"
"2015_dry_NOU-B1_104D3",8,5.839982698,422.1779706,592.8579712,600.7813721,0.061036908,99.86510468,500.2371216,65.82159424,31.65070915,30.75574684,3,"ok"
"2015_dry_NOU-B1_104D3",9,6.79792192,558.6266046,790.6217651,799.8477783,0.052156598,99.86328125,500.0879211,65.15614319,31.72211075,30.7646637,3,"ok"
"2015_dry_NOU-B1_104D3",10,7.19834222,689.2706967,991.2919922,1001.04834,0.04223932,99.8631134,500.0416565,64.44888306,31.8074913,30.77379608,3,"ok"
"2015_dry_NOU-B1_104D3",11,7.017140531,827.0438097,1191.214844,1200.737915,0.034112552,99.86045074,499.9785156,63.84462738,31.82571983,30.76130104,3,"ok"
"2015_dry_NOU-B1_104D3",12,7.281340479,1036.954324,1492.831177,1502.737183,0.028297804,99.85597229,499.7077332,63.35325241,31.93054962,30.78526115,3,"ok"
"2015_dry_NOU-B1_104D3",13,6.811123526,1179.755806,1691.361084,1700.653687,0.023618119,99.85227203,499.4574585,63.01192474,32.00241089,30.80911255,3,"bad"
"2015_dry_NOU-B1_104D3",14,6.272355977,1278.878225,1825.116089,1833.682739,0.020378226,99.84846497,499.7269592,62.83337784,31.96818542,30.79507065,3,"bad"
"2015_dry_NOU-B1_104D3",15,5.609981876,1301.590741,1825.759155,1833.476318,0.019116273,99.84509277,499.2315063,62.68709564,32.06520462,30.81129265,3,"bad"
