"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_NOU-T3_60D3",1,3.337357999,318.8244694,385.9606934,390.6256714,0.094057876,100.3335342,499.4944458,62.53546524,29.63769913,29.97674561,611,"bad"
"2015_wet_NOU-T3_60D3",2,2.694091152,231.7056959,296.0269775,299.6758728,0.076387033,100.3289108,499.9834595,62.19105911,29.57048798,29.92003441,611,"ok"
"2015_wet_NOU-T3_60D3",3,1.478100586,156.3329744,197.3377686,199.3555603,0.066047071,100.3303299,499.8224792,61.89985275,29.60970116,29.9158287,611,"ok"
"2015_wet_NOU-T3_60D3",4,0.208300961,90.46643281,99.19519043,99.54637146,0.05379909,100.3273087,500.0299683,61.59585571,29.6215477,29.90497208,611,"ok"
"2015_wet_NOU-T3_60D3",5,-0.368371174,61.63190346,49.998806,49.60030746,0.045690152,100.3284454,499.9006348,61.35134888,29.62391281,29.89245796,611,"ok"
"2015_wet_NOU-T3_60D3",6,3.589566322,246.9409187,385.7219238,390.3660278,0.044608212,100.3310318,499.7680664,61.15749359,29.69085121,29.91065407,611,"ok"
"2015_wet_NOU-T3_60D3",7,3.659689282,239.2785015,385.2573242,389.9754944,0.04306502,100.3315506,499.5327454,61.10608292,29.7290535,29.9203949,611,"ok"
"2015_wet_NOU-T3_60D3",8,5.179480893,386.5127061,592.4422607,599.1708984,0.043532193,100.3238754,499.1950989,61.18331528,29.83535194,29.95825195,611,"ok"
"2015_wet_NOU-T3_60D3",9,5.507620463,539.5466029,792.2790527,799.4865112,0.037933444,100.3254471,499.6904602,60.85246658,29.7576046,29.92804337,611,"ok"
"2015_wet_NOU-T3_60D3",10,5.694113544,684.7735728,992.9212646,1000.395691,0.032207014,100.3258362,499.7952576,60.54812622,29.73763847,29.91513824,611,"ok"
"2015_wet_NOU-T3_60D3",11,5.973041684,802.4093579,1191.652466,1199.464722,0.026600626,100.3228455,499.6436462,60.26608276,29.77105141,29.92363739,611,"ok"
"2015_wet_NOU-T3_60D3",12,6.322343616,1021.977813,1491.586548,1499.892822,0.023416848,100.3188477,499.0735474,60.33953476,29.89019394,29.963274,611,"ok"
"2015_wet_NOU-T3_60D3",13,6.448707419,1178.624619,1692.643555,1701.149292,0.021895137,100.3207932,499.2167664,60.31707001,29.91970634,29.97064781,611,"ok"
"2015_wet_NOU-T3_60D3",14,6.58149361,1360.445491,1992.145752,2000.793335,0.018092342,100.3194046,499.0510864,60.19690704,29.92495346,29.97299767,611,"ok"
