"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_PAR-T4_808D2",1,3.404089167,276.4932102,385.2803345,389.8116455,0.05564663,101.0075836,512.4616699,64.4723053,30.85890388,30.11928558,783,"ok"
"2015_wet_PAR-T4_808D2",2,2.296278744,210.3299113,297.108429,300.1479187,0.046680342,101.0053787,514.2398071,64.20111847,30.63595772,30.05121613,783,"ok"
"2015_wet_PAR-T4_808D2",3,1.090481568,154.246224,198.4332733,199.9227295,0.044904671,101.0023422,514.6494751,64.23238373,30.58788109,30.0417099,783,"ok"
"2015_wet_PAR-T4_808D2",4,-0.147605752,102.7254891,100.1242752,100.0370255,0.044684326,100.9941635,516.807312,64.31809998,30.57866287,30.03913498,783,"ok"
"2015_wet_PAR-T4_808D2",5,-0.652123351,72.2872902,50.5887413,49.85142136,0.045278817,100.986824,519.0004883,64.43491364,30.55772781,30.03207207,783,"ok"
"2015_wet_PAR-T4_808D2",6,3.343641966,258.6972598,385.4483032,389.8160095,0.045926237,100.9823608,513.4252319,64.53443146,30.53614235,30.03168869,783,"ok"
"2015_wet_PAR-T4_808D2",7,3.476685691,255.8700109,385.5197144,390.0490112,0.046576627,100.9774399,514.5053711,64.55182648,30.47098351,30.00966072,783,"ok"
"2015_wet_PAR-T4_808D2",8,5.716788738,384.3011986,592.883667,600.305603,0.047452253,100.9770279,513.3572998,64.55015564,30.50889015,30.02932358,783,"ok"
"2015_wet_PAR-T4_808D2",9,7.356305745,525.7033243,790.427002,800.0221558,0.048346874,100.9750137,513.5248413,64.6989212,30.60204887,30.06453896,783,"ok"
"2015_wet_PAR-T4_808D2",10,8.409081939,683.3682239,989.0137329,1000.063416,0.048216169,100.973877,513.3056641,64.88415527,30.64937401,30.08147621,783,"ok"
"2015_wet_PAR-T4_808D2",11,9.208447973,844.7886112,1188.023682,1200.191284,0.047272815,100.9748611,512.99823,64.9088974,30.56786537,30.04974556,783,"ok"
"2015_wet_PAR-T4_808D2",12,9.6379069,1113.711604,1487.15332,1500.069458,0.046112357,100.9780655,514.1275024,64.7286377,30.45028877,30.00617409,783,"ok"
"2015_wet_PAR-T4_808D2",13,10.12872816,1284.72494,1686.218628,1699.884644,0.04536946,100.9820404,514.5595093,64.46192169,30.42260551,29.99720955,783,"ok"
"2015_wet_PAR-T4_808D2",14,10.59574812,1549.247705,1985.581177,2000.033936,0.044130695,100.9791489,514.8822021,64.17169952,30.38640213,29.97932816,783,"ok"
"2015_wet_PAR-T4_808D2",15,10.65822757,1637.281091,2085.358398,2099.947998,0.043369379,100.9799042,514.4346313,63.92015457,30.36015511,29.97073936,783,"ok"
"2015_wet_PAR-T4_808D2",16,11.18799516,1701.685384,2184.945313,2200.208496,0.042048795,100.9744415,515.4456787,63.64697266,30.33341599,29.95652771,783,"ok"
"2015_wet_PAR-T4_808D2",17,11.30835078,1794.757951,2284.737061,2300.231201,0.042100592,100.9781799,515.9660034,63.47854233,30.30049706,29.94406509,783,"ok"
"2015_wet_PAR-T4_808D2",18,11.01838059,1898.504717,2384.982178,2400.19043,0.041614348,100.9836655,516.4076538,63.25589371,30.2563076,29.92764091,783,"ok"
