"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_NOU-B2_91T1",1,12.04637865,1730.074444,1981.539429,2000.371094,0.101270384,100.5744553,1299.300293,62.45206833,30.63802719,29.60717964,426,"bad"
"2015_wet_NOU-B2_91T1",2,13.16778366,1707.281842,1980.474487,2000.592163,0.099538211,100.5714569,1299.142456,62.24852371,30.63425064,29.61431885,426,"bad"
"2015_wet_NOU-B2_91T1",3,14.02798518,1686.563826,1979.633789,2000.703735,0.097108718,100.5694733,1299.053955,62.08366394,30.64947701,29.61710358,426,"ok"
"2015_wet_NOU-B2_91T1",4,13.67836326,1389.16169,1680.221802,1700.049194,0.091879101,100.5689621,1298.884033,61.83183289,30.61958694,29.61801147,426,"ok"
"2015_wet_NOU-B2_91T1",5,13.11154211,1200.700281,1481.795166,1500.484375,0.089591314,100.5694885,1298.598511,61.68697357,30.62640762,29.61611366,426,"ok"
"2015_wet_NOU-B2_91T1",6,12.06610718,923.0083636,1183.451904,1200.232178,0.086746593,100.5638962,1299.706421,61.52493286,30.63700104,29.61246872,426,"ok"
"2015_wet_NOU-B2_91T1",7,9.420357857,775.7676462,986.0753784,999.2567139,0.084330636,100.5640869,1299.48877,61.34328842,30.66552734,29.6161232,426,"ok"
"2015_wet_NOU-B2_91T1",8,8.414731545,599.7390053,788.5090942,800.0795288,0.082419236,100.562355,1299.620972,61.21646881,30.65698624,29.60416412,426,"ok"
"2015_wet_NOU-B2_91T1",9,7.457458943,421.5984486,589.84552,599.8651123,0.080024777,100.5634842,1299.674561,61.0453186,30.61771202,29.59598541,426,"ok"
"2015_wet_NOU-B2_91T1",10,5.013126996,268.9427592,382.7139893,389.4191589,0.079179012,100.5635147,1299.290405,60.94183731,30.62564087,29.59528732,426,"ok"
"2015_wet_NOU-B2_91T1",11,3.774240514,208.5823233,294.5817261,299.6429138,0.079058959,100.5573425,1299.009033,60.89539719,30.65415955,29.60137749,426,"ok"
"2015_wet_NOU-B2_91T1",12,2.005644501,149.1285196,196.7465515,199.5019684,0.077703869,100.5547028,1299.282837,60.79366684,30.62024689,29.58700562,426,"ok"
"2015_wet_NOU-B2_91T1",13,0.248143981,92.0164499,100.1901169,100.6663666,0.078255272,100.5554047,1299.049927,60.7703743,30.63209915,29.58719254,426,"ok"
"2015_wet_NOU-B2_91T1",14,-0.567442659,60.59044955,50.55804825,49.96784973,0.079072473,100.5500488,1299.203735,60.65106964,30.60754585,29.58128357,426,"ok"
