"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_wet_NOU-T1_51T2",1,0.482054955,312.1683146,388.8951721,389.5630188,0.011504853,99.94421387,1299.732788,74.21330261,32.35688782,30.5077858,560,"bad"
"2015_wet_NOU-T1_51T2",2,0.364529497,245.8374645,298.1548767,298.670105,0.013023658,99.9502182,1300.202026,74.29319763,32.39410782,30.51749992,560,"bad"
"2015_wet_NOU-T1_51T2",3,0.216624718,172.3219291,199.1647339,199.4870453,0.015895699,99.95571899,1301.219482,74.53197479,32.30851746,30.49001694,560,"ok"
"2015_wet_NOU-T1_51T2",4,-0.421900046,133.4591745,99.92134857,99.451828,0.018551417,99.96052551,1300.230225,74.53526306,32.19618988,30.44890976,560,"ok"
"2015_wet_NOU-T1_51T2",5,-0.614774431,98.66434145,49.84852219,49.13050842,0.019498158,99.9645462,1300.082642,74.43608856,32.12106323,30.42256546,560,"ok"
"2015_wet_NOU-T1_51T2",6,2.248091694,229.8891425,387.930481,390.8038025,0.024136868,99.9599762,1300.924561,74.3595047,32.02285385,30.38718796,560,"ok"
"2015_wet_NOU-T1_51T2",7,2.248737564,232.0083428,386.6347351,389.510376,0.024700135,99.96509552,1301.288086,74.23762512,31.93571091,30.3592701,560,"ok"
"2015_wet_NOU-T1_51T2",8,4.581356954,329.2616538,593.47229,599.2825317,0.029253456,99.95674133,1300.031494,73.82788849,31.64820099,30.25886154,560,"ok"
"2015_wet_NOU-T1_51T2",9,6.696200083,445.607217,792.5326538,801.0275879,0.032610161,99.95136261,1301.057617,73.24531555,31.43619919,30.18122864,560,"ok"
"2015_wet_NOU-T1_51T2",10,8.460993474,570.5699146,990.0419312,1000.782471,0.034124258,99.9540863,1301.23291,72.69722748,31.16347313,30.09046555,560,"ok"
"2015_wet_NOU-T1_51T2",11,10.35838784,711.5417226,1187.47583,1200.675049,0.036990144,99.95272064,1301.315552,71.94010925,31.0524025,30.04953384,560,"ok"
"2015_wet_NOU-T1_51T2",12,11.78920812,956.7926323,1484.859131,1499.996704,0.038250414,99.9485321,1299.326538,71.07092285,30.81212234,29.95666695,560,"ok"
"2015_wet_NOU-T1_51T2",13,12.71843913,1122.659432,1683.857178,1700.272949,0.039037256,99.94677734,1299.824707,70.31933594,30.68236542,29.90535927,560,"ok"
"2015_wet_NOU-T1_51T2",14,13.93249868,1368.87773,1982.218994,2000.326416,0.039398997,99.94195557,1300.621826,69.42961121,30.57493019,29.86157036,560,"ok"
"2015_wet_NOU-T1_51T2",15,14.78952419,1515.371882,2180.601807,2199.864258,0.038629064,99.93712616,1300.677612,68.63826752,30.48667145,29.82949448,560,"ok"
"2015_wet_NOU-T1_51T2",16,14.94490815,1552.600266,2248.675781,2268.223145,0.037420461,99.91573334,1300.004883,66.4854126,30.51023102,29.828228,560,"ok"
"2015_wet_NOU-T1_51T2",17,14.82317693,1546.838971,2248.256592,2267.648193,0.036830942,99.91184235,1299.799683,66.07270813,30.50379562,29.8188591,560,"ok"
