"SampleID","Record","A","Ci","CO2s","CO2r","gsw","Patm","Qin","RHs","Tleaf","Tair","SampleID_num","QC"
"2015_dry_PAR-B1_62T3",1,2.426795471,284.5196131,384.8383789,388.0975342,0.043267308,101.3351898,1299.668091,58.00922012,30.04240417,30.52312088,171,"bad"
"2015_dry_PAR-B1_62T3",2,1.537416485,226.2035331,295.779541,297.8733826,0.040031572,101.3302307,1299.987915,57.76181793,30.03985023,30.51516914,171,"bad"
"2015_dry_PAR-B1_62T3",3,1.517860802,150.0124894,197.5221252,199.5840912,0.058041533,101.3255157,1299.611206,57.58012009,30.04249954,30.52092361,171,"ok"
"2015_dry_PAR-B1_62T3",4,-0.010970126,96.29967468,98.76971436,98.88193512,0.060812182,101.324791,1300.210327,57.70282364,30.04301643,30.51025581,171,"ok"
"2015_dry_PAR-B1_62T3",5,-0.624453264,63.26075868,50.26728439,49.5896492,0.07000719,101.3231354,1299.190308,57.95611954,29.98170471,30.54274368,171,"ok"
"2015_dry_PAR-B1_62T3",6,3.422831575,271.0041073,384.068573,388.602417,0.05356665,101.3247452,1299.566895,58.1855278,30.03519058,30.49374008,171,"ok"
"2015_dry_PAR-B1_62T3",7,6.753809235,410.4225573,592.3424072,601.2603149,0.065711397,101.3170319,1299.306763,57.70674896,30.03282547,30.48530006,171,"ok"
"2015_dry_PAR-B1_62T3",8,7.412675073,525.8915764,791.052002,800.777832,0.048907068,101.3168182,1298.834106,56.8066864,30.02905083,30.49449158,171,"ok"
"2015_dry_PAR-B1_62T3",9,7.906084167,644.04199,990.3613281,1000.707458,0.039714182,101.3153229,1298.77002,56.31821823,30.03195953,30.49180603,171,"ok"
"2015_dry_PAR-B1_62T3",10,8.470775958,758.2268785,1190.198975,1201.256104,0.033967466,101.309639,1299.293335,55.93563843,30.04248619,30.50523567,171,"ok"
"2015_dry_PAR-B1_62T3",11,8.343813209,938.6850764,1488.717529,1499.602295,0.026193416,101.3060684,1299.039673,55.45718765,30.03357506,30.51538277,171,"ok"
"2015_dry_PAR-B1_62T3",12,8.169667655,1026.122139,1689.412842,1700.021484,0.021136214,101.300087,1299.17334,55.15894699,30.03289032,30.52576447,171,"ok"
"2015_dry_PAR-B1_62T3",13,8.205774813,1240.27405,1989.047485,1999.744263,0.018864863,101.2964783,1298.984985,55.00879669,30.02755737,30.50987625,171,"ok"
"2015_dry_PAR-B1_62T3",14,7.223855256,1375.404013,2158.468994,2167.921387,0.015926082,101.2922974,1299.724854,54.76572418,30.0429306,30.5206337,171,"bad"
