"","X","fname","Obs","HHMMSS","plot","study","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","QC"
"1018",1018,"b2_pop_g11_aci_mb_06_08_2016",8,"9:40:24",NA,NA,973,0,18.6,0.313,410,7.04,2.13,28.79,6,1.42,1,2.84,27.53,28.79,25.55,600.47,533.23,0.18,20.893,0.43,49.92,199.5,1801,0,88.22,3.71,-0.277,1,-0.22,2.74,1,0,0.16,111115,1
"1019",1019,"b2_pop_g11_aci_mb_06_08_2016",9,"9:42:55",NA,NA,1124.5,0,23.2,0.291,552,6.72,2.17,28.63,6,1.42,1,2.84,27.47,28.63,25.49,800.55,716.36,0.22,20.019,0.53,48.01,199.6,1800,0,88.22,3.92,-0.26,1,-0.22,2.74,1,0,0.16,111115,1
"1020",1020,"b2_pop_g11_aci_mb_06_08_2016",10,"9:44:53",NA,NA,1242.5,0,27.8,0.274,879,6.48,2.21,28.56,6,1.42,1,2.84,27.4,28.56,25.43,1200.57,1095.51,0.257,19.357,0.62,46.59,199.6,1800,0,88.22,3.92,-0.26,1,-0.22,2.74,1,0,0.16,111115,1
"1021",1021,"b2_pop_g11_aci_mb_06_08_2016",11,"9:46:50",NA,NA,1359.5,0,30.9,0.262,1220,6.29,2.24,28.49,6,1.42,1,2.84,27.37,28.49,25.42,1599.58,1478.63,0.322,18.889,0.78,45.56,199.6,1801,0,88.21,3.92,-0.26,1,-0.22,2.74,1,0,0.16,111115,1
"1022",1022,"b2_pop_g11_aci_mb_06_08_2016",12,"9:48:51",NA,NA,1480.5,0,32.7,0.25,1570,6.1,2.27,28.46,6,1.42,1,2.84,27.35,28.46,25.41,2000.23,1867.62,0.424,18.427,1.02,44.49,199.5,1801,0,88.21,3.92,-0.26,0.7,-0.22,2.74,1,0,0.16,111115,1
"1024",1024,"b2_pop_g11_aci_mb_06_30_2016",1,"10:26:12",NA,NA,392.5,0,21.6,0.515,286,6.34,1.25,25.9,6,1.42,1,2.84,25.43,25.9,24.97,399.73,371.04,16.426,23.847,44.56,64.69,500,1799,0,88.46,2.57,-0.216,1,-0.22,2.74,1,0,0.16,111115,1
"1025",1025,"b2_pop_g11_aci_mb_06_30_2016",2,"10:27:42",NA,NA,482.5,0,16.1,0.513,216,6.37,1.26,25.94,6,1.42,1,2.84,25.43,25.94,24.97,300.82,279.36,16.343,23.806,44.31,64.54,500,1799,0,88.46,2.3,-0.214,1,-0.22,2.74,1,0,0.16,111115,1
"1026",1026,"b2_pop_g11_aci_mb_06_30_2016",3,"10:29:12",NA,NA,572,0,9.63,0.509,149,6.37,1.26,25.95,6,1.42,1,2.84,25.43,25.95,24.97,200.58,187.59,16.256,23.723,44.08,64.33,500,1800,0,88.46,2.15,-0.214,1,-0.22,2.74,1,0,0.16,111115,1
"1027",1027,"b2_pop_g11_aci_mb_06_30_2016",4,"10:30:41",NA,NA,661,0,2.66,0.503,84,6.36,1.28,25.95,6,1.42,1,2.84,25.42,25.95,24.97,99.73,95.82,16.163,23.611,43.84,64.04,500,1800,0,88.46,1.84,-0.216,1,-0.22,2.74,1,0,0.16,111115,1
"1028",1028,"b2_pop_g11_aci_mb_06_30_2016",5,"10:32:11",NA,NA,751.5,0,-0.653,0.49,52.8,6.31,1.3,25.99,6,1.42,1,2.84,25.43,25.99,24.97,51.2,51.6,16.085,23.482,43.6,63.66,500,1800,0,88.46,1.67,-0.212,1,-0.22,2.74,1,0,0.16,111115,1
"1031",1031,"b2_pop_g11_aci_mb_06_30_2016",8,"10:37:40",NA,NA,1080,0,25,0.456,453,6.11,1.33,26.03,6,1.42,1,2.84,25.45,26.03,24.97,599.25,565.16,15.953,23.118,43.21,62.62,500,1799,0,88.46,2.72,-0.205,1,-0.22,2.74,1,0,0.16,111115,1
"1032",1032,"b2_pop_g11_aci_mb_06_30_2016",9,"10:39:26",NA,NA,1187,0,26.5,0.439,636,5.98,1.35,26.06,6,1.42,1,2.84,25.45,26.06,24.97,800.26,762.95,16.018,23.031,43.38,62.37,500.1,1799,0,88.46,2.82,-0.2,1,-0.22,2.74,1,0,0.16,111115,1
"1033",1033,"b2_pop_g11_aci_mb_06_30_2016",10,"10:41:14",NA,NA,1294.5,0,27.6,0.421,1010,5.82,1.36,26.07,6,1.42,1,2.84,25.45,26.07,24.97,1200.55,1159.3,16.085,22.909,43.57,62.05,500,1799,0,88.46,2.7,-0.198,1,-0.22,2.74,1,0,0.16,111115,1
"1034",1034,"b2_pop_g11_aci_mb_06_30_2016",11,"10:43:05",NA,NA,1405.5,0,29.1,0.395,1390,5.6,1.39,26.1,6,1.42,1,2.84,25.45,26.1,24.97,1600.78,1555.43,16.147,22.713,43.75,61.53,500.1,1800,0,88.47,2.37,-0.188,1,-0.22,2.74,1,0,0.16,111115,1
"1035",1035,"b2_pop_g11_aci_mb_06_30_2016",12,"10:44:58",NA,NA,1518,0,30.3,0.374,1760,5.41,1.4,26.12,6,1.42,1,2.84,25.44,26.12,24.97,2001.33,1952.25,16.203,22.547,43.92,61.12,500,1800,0,88.47,2,-0.18,0.7,-0.22,2.74,1,0,0.16,111115,1
"1037",1037,"b2_pop_g11_aci_mb_07_05_2016",1,"10:56:03",NA,NA,315.5,0,11,0.116,219,2.43,1.85,30.23,6,1.42,1,2.84,26.54,30.23,25,400.07,385.76,25.036,27.871,63.58,70.78,499.3,1800,101,88.5,4.6,-0.304,1,-0.22,2.74,1,0,0.16,111115,1
"1038",1038,"b2_pop_g11_aci_mb_07_05_2016",2,"10:57:42",NA,NA,414.5,0,8.51,0.136,177,2.71,1.77,30.04,6,1.42,1,2.84,26.5,30.04,25,300.06,288.9,25.05,28.213,63.78,71.83,499.3,1799,101,88.49,4.28,-0.307,1,-0.22,2.74,1,0,0.16,111115,1
"1039",1039,"b2_pop_g11_aci_mb_07_05_2016",3,"10:59:28",NA,NA,520.5,0,5.31,0.16,133,3.06,1.72,29.97,6,1.42,1,2.84,26.5,29.97,25,200.5,193.41,25.088,28.658,63.88,72.97,499.3,1800,104,88.49,3.83,-0.322,1,-0.22,2.74,1,0,0.16,111115,1
"1040",1040,"b2_pop_g11_aci_mb_07_05_2016",4,"11:01:01",NA,NA,613.5,0,1.37,0.191,82.9,3.47,1.65,29.89,6,1.42,1,2.84,26.5,29.89,25,99.95,97.89,25.095,29.147,63.89,74.21,499.3,1800,278,88.49,3.1,-0.342,1,-0.22,2.74,1,0,0.16,111115,1
"1041",1041,"b2_pop_g11_aci_mb_07_05_2016",5,"11:02:33",NA,NA,705.5,0,-0.972,0.221,56.8,3.84,1.59,29.79,6,1.42,1,2.84,26.49,29.79,25,49.99,50.93,25.113,29.587,64,75.4,499.3,1799,228,88.49,2.69,-0.356,1,-0.22,2.74,1,0,0.16,111115,1
"1044",1044,"b2_pop_g11_aci_mb_07_05_2016",8,"11:07:51",NA,NA,1023.5,0,22.8,0.27,410,4.35,1.5,29.68,6,1.42,1,2.84,26.49,29.68,25,600.5,570.13,25.264,30.327,64.34,77.24,499.3,1801,109,88.49,5.43,-0.353,1,-0.22,2.74,1,0,0.16,111115,1
"1045",1045,"b2_pop_g11_aci_mb_07_05_2016",9,"11:09:44",NA,NA,1136.5,0,26.1,0.228,552,3.88,1.56,29.73,6,1.42,1,2.84,26.47,29.73,25,801.12,766.17,25.269,29.789,64.45,75.97,499.3,1799,184,88.48,5.7,-0.341,1,-0.22,2.74,1,0,0.16,111115,1
"1046",1046,"b2_pop_g11_aci_mb_07_05_2016",10,"11:11:38",NA,NA,1250.5,0,29.2,0.202,884,3.57,1.61,29.82,6,1.42,1,2.84,26.48,29.82,25,1200.34,1160.24,25.274,29.442,64.43,75.05,499.3,1800,110,88.48,5.86,-0.335,1,-0.22,2.74,1,0,0.16,111115,1
"1047",1047,"b2_pop_g11_aci_mb_07_05_2016",11,"11:14:15",NA,NA,1407.5,0,30.8,0.185,1230,3.34,1.64,29.82,6,1.42,1,2.84,26.47,29.82,25,1600.2,1556.89,25.249,29.144,64.39,74.32,499.3,1799,120,88.48,5.58,-0.325,0.7,-0.22,2.74,1,0,0.16,111115,1
"1048",1048,"b2_pop_g11_aci_mb_07_05_2016",12,"11:16:23",NA,NA,1535.5,0,32.3,0.175,1590,3.24,1.67,29.93,6,1.42,1,2.84,26.5,29.93,25,1999.93,1953.55,25.286,29.067,64.39,74.02,499.3,1800,144,88.48,4.82,-0.317,1,-0.22,2.74,1,0,0.16,111115,1
"1050",1050,"b2_pop_h06_aci_af_06_16_2016",1,"8:48:00",NA,NA,129,0,11.8,0.221,276,6.18,2.56,32.3,6,1.42,1,2.84,32.47,32.3,32.48,400.08,383.03,18.775,26.002,33.86,46.89,500,1800,0,88.45,3.14,-0.256,1,-0.22,2.74,1,0,0.16,111115,1
"1051",1051,"b2_pop_h06_aci_af_06_16_2016",2,"8:49:30",NA,NA,219.5,0,8.03,0.212,213,6.09,2.61,32.5,6,1.42,1,2.84,32.71,32.5,32.75,301.08,289.33,18.86,25.98,33.56,46.24,500,1801,0,88.45,2.9,-0.263,1,-0.22,2.74,1,0,0.16,111115,1
"1052",1052,"b2_pop_h06_aci_af_06_16_2016",3,"8:51:00",NA,NA,309,0,3.77,0.203,155,5.97,2.68,32.71,6,1.42,1,2.84,32.94,32.71,33.01,201.04,195.12,18.95,25.927,33.29,45.54,500,1800,0,88.45,2.7,-0.266,1,-0.22,2.74,1,0,0.16,111115,1
"1053",1053,"b2_pop_h06_aci_af_06_16_2016",4,"8:52:30",NA,NA,399.5,0,-0.387,0.2,97.6,6.03,2.73,32.95,6,1.42,1,2.84,33.22,32.95,33.32,99.65,99.39,19.041,26.088,32.93,45.13,500,1799,0,88.45,2.34,-0.27,1,-0.22,2.74,1,0,0.16,111115,1
"1054",1054,"b2_pop_h06_aci_af_06_16_2016",5,"8:54:00",NA,NA,489.5,0,-2.4,0.218,69.4,6.49,2.72,33.11,6,1.42,1,2.84,33.39,33.11,33.49,51.26,53.72,19.165,26.742,32.83,45.8,500,1802,0,88.45,2.13,-0.289,1,-0.22,2.74,1,0,0.16,111115,1
"1057",1057,"b2_pop_h06_aci_af_06_16_2016",8,"8:59:15",NA,NA,804,0,19.8,0.223,394,6.76,2.76,33.47,6,1.42,1,2.84,33.86,33.47,34.02,599.16,570.74,19.512,27.406,32.56,45.73,500,1799,0,88.45,3.97,-0.297,1,-0.22,2.74,1,0,0.16,111115,1
"1058",1058,"b2_pop_h06_aci_af_06_16_2016",9,"9:00:50",NA,NA,899.5,0,25.9,0.216,525,6.67,2.81,33.63,6,1.42,1,2.84,33.98,33.63,34.13,800.65,763.49,19.584,27.368,32.46,45.37,500,1799,0,88.45,4.32,-0.294,1,-0.22,2.74,1,0,0.16,111115,1
"1059",1059,"b2_pop_h06_aci_af_06_16_2016",10,"9:02:21",NA,NA,990.5,0,32.9,0.219,843,6.74,2.8,33.62,6,1.42,1,2.84,34.02,33.62,34.19,1199.92,1151.16,19.644,27.504,32.49,45.49,500,1800,0,88.45,4.93,-0.298,1,-0.22,2.74,1,0,0.16,111115,1
"1060",1060,"b2_pop_h06_aci_af_06_16_2016",11,"9:04:08",NA,NA,1097.5,0,37.6,0.231,1190,6.92,2.74,33.5,6,1.42,1,2.84,33.88,33.5,34,1600.6,1542.65,19.672,27.747,32.79,46.24,500,1799,0,88.45,5.32,-0.3,0.7,-0.22,2.74,1,0,0.16,111115,1
"1061",1061,"b2_pop_h06_aci_af_06_16_2016",12,"9:06:19",NA,NA,1228.5,0,40.7,0.224,1540,6.84,2.78,33.62,6,1.42,1,2.84,33.92,33.62,33.99,2001.14,1936.4,19.667,27.649,32.71,45.99,500,1799,0,88.45,5.35,-0.3,1,-0.22,2.74,1,0,0.16,111115,1
"1063",1063,"b2_pop_h06_aci_af_06_30_2016",1,"10:09:55",NA,NA,110,0,22.1,0.438,271,5.7,1.29,25.79,6,1.42,1,2.84,25.07,25.79,24.95,399.71,370.6,16.373,23.063,45.39,63.94,499.4,1800,139,88.51,-0.724,-0.0779,1,-0.22,2.74,1,0,0.16,111115,1
"1064",1064,"b2_pop_h06_aci_af_06_30_2016",2,"10:11:25",NA,NA,200.5,0,16.5,0.433,203,5.68,1.3,25.84,6,1.42,1,2.84,25.08,25.84,24.95,298.93,277.21,16.468,23.132,45.64,64.1,499.4,1800,152,88.51,-0.141,-0.0712,1,-0.22,2.74,1,0,0.16,111115,1
"1065",1065,"b2_pop_h06_aci_af_06_30_2016",3,"10:12:55",NA,NA,290,0,9.94,0.426,141,5.63,1.31,25.93,6,1.42,1,2.84,25.09,25.93,24.95,199.91,186.71,16.581,23.194,45.9,64.21,499.4,1799,174,88.52,0.425,-0.0756,1,-0.22,2.74,1,0,0.16,111115,1
"1066",1066,"b2_pop_h06_aci_af_06_30_2016",4,"10:14:25",NA,NA,380.5,0,3.01,0.424,80.9,5.63,1.31,25.99,6,1.42,1,2.84,25.11,25.99,24.95,100.06,95.79,16.702,23.309,46.18,64.45,499.4,1799,182,88.51,0.718,-0.0647,1,-0.22,2.74,1,0,0.16,111115,1
"1067",1067,"b2_pop_h06_aci_af_06_30_2016",5,"10:15:55",NA,NA,470,0,-0.311,0.43,51,5.66,1.3,26.03,6,1.42,1,2.84,25.12,26.03,24.95,50.91,50.93,16.839,23.484,46.53,64.9,499.4,1799,188,88.51,0.73,-0.0535,1,-0.22,2.74,1,0,0.16,111115,1
"1070",1070,"b2_pop_h06_aci_af_06_30_2016",8,"10:22:02",NA,NA,837.5,0,26.8,0.435,441,5.7,1.29,26.28,6,1.42,1,2.84,25.19,26.28,24.95,600.3,564.21,17.456,24.142,48.04,66.44,499.4,1799,204,88.5,-2.33,-0.00165,1,-0.22,2.74,1,0,0.16,111115,1
"1071",1071,"b2_pop_h06_aci_af_06_30_2016",9,"10:23:52",NA,NA,947,0,29.1,0.445,625,5.74,1.28,26.28,6,1.42,1,2.84,25.19,26.28,24.94,800.25,760.02,17.603,24.327,48.44,66.94,499.4,1800,197,88.49,-4.43,-0.00102,0.7,-0.22,2.74,1,0,0.16,111115,1
"1072",1072,"b2_pop_h06_aci_af_06_30_2016",10,"10:26:18",NA,NA,1093.5,0,31.6,0.444,999,5.7,1.27,26.3,6,1.42,1,2.84,25.2,26.3,24.95,1199.63,1153.71,17.762,24.444,48.84,67.22,499.4,1799,189,88.49,-9.17,-0.0132,0.7,-0.22,2.74,1,0,0.16,111115,1
"1073",1073,"b2_pop_h06_aci_af_06_30_2016",11,"10:28:56",NA,NA,1251.5,0,33.9,0.434,1370,5.63,1.28,26.36,6,1.42,1,2.84,25.21,26.36,24.94,1600.75,1549.55,17.85,24.453,49.06,67.21,499.4,1799,193,88.5,-14.5,0.00414,1,-0.22,2.74,1,0,0.16,111115,1
"1074",1074,"b2_pop_h06_aci_af_06_30_2016",12,"10:31:47",NA,NA,1422,0,35.4,0.408,1740,5.48,1.32,26.44,6,1.42,1,2.84,25.22,26.44,24.94,1999.58,1944.24,17.853,24.275,49.05,66.69,499.4,1799,191,88.5,-20.1,-0.0021,0.7,-0.22,2.74,1,0,0.16,111115,1
"1076",1076,"b2_pop_h06_aci_af_07_06_2016",1,"13:49:01",NA,NA,200.5,0,13.1,0.116,180,4.14,3.16,31.66,6,1.42,1,2.84,27.96,31.66,26.21,400.25,382.66,12.325,17.213,28.81,40.23,499.3,1800,2174,88.5,5.02,-0.115,1,-0.22,2.74,1,0,0.16,111115,1
"1077",1077,"b2_pop_h06_aci_af_07_06_2016",2,"13:51:38",NA,NA,357.5,0,9.58,0.125,147,4.39,3.14,31.62,6,1.42,1,2.84,27.96,31.62,26.22,300.15,287.12,12.198,17.385,28.51,40.63,499.3,1800,2184,88.49,4.47,-0.125,1,-0.22,2.74,1,0,0.16,111115,1
"1078",1078,"b2_pop_h06_aci_af_07_06_2016",3,"13:54:15",NA,NA,514.5,0,5.77,0.141,114,4.95,3.15,31.86,6,1.42,1,2.84,28.26,31.86,26.51,199.81,191.73,12.076,17.916,27.73,41.14,499.3,1800,2099,88.49,3.92,-0.135,1,-0.22,2.74,1,0,0.16,111115,1
"1079",1079,"b2_pop_h06_aci_af_07_06_2016",4,"13:56:52",NA,NA,671.5,0,1.51,0.154,76.3,5.34,3.12,31.88,6,1.42,1,2.84,28.44,31.88,26.67,100.23,97.79,12.008,18.312,27.3,41.63,499.3,1800,2193,88.49,3.13,-0.143,1,-0.22,2.74,1,0,0.16,111115,1
"1080",1080,"b2_pop_h06_aci_af_07_06_2016",5,"13:59:29",NA,NA,828.5,0,-0.782,0.165,55.5,5.67,3.1,31.91,6,1.42,1,2.84,28.55,31.91,26.78,49.98,50.57,11.939,18.626,26.97,42.08,499.3,1799,2178,88.49,2.72,-0.159,1,-0.22,2.74,1,0,0.16,111115,1
"1083",1083,"b2_pop_h06_aci_af_07_06_2016",8,"14:07:20",NA,NA,1300.5,0,24.5,0.172,301,5.9,3.11,31.93,6,1.42,1,2.84,28.8,31.93,27.05,599.95,566.51,11.695,18.647,26.03,41.5,499.3,1801,2217,88.48,5.78,-0.154,1,-0.22,2.74,1,0,0.16,111115,1
"1084",1084,"b2_pop_h06_aci_af_07_06_2016",9,"14:09:57",NA,NA,1456.5,0,30.2,0.162,411,5.63,3.14,31.94,6,1.42,1,2.84,28.75,31.94,27,800.2,758.82,11.607,18.254,25.91,40.75,499.3,1800,2219,88.48,6.32,-0.138,1,-0.22,2.74,1,0,0.16,111115,1
"1085",1085,"b2_pop_h06_aci_af_07_06_2016",10,"14:12:34",NA,NA,1613.5,0,34.9,0.143,689,5.17,3.23,32.03,6,1.42,1,2.84,28.73,32.03,26.98,1199.7,1150.65,11.456,17.557,25.6,39.23,499.3,1799,2227,88.48,6.88,-0.107,0.7,-0.22,2.74,1,0,0.16,111115,1
"1086",1086,"b2_pop_h06_aci_af_07_06_2016",11,"14:15:11",NA,NA,1770.5,0,36.3,0.104,896,4.04,3.43,32.27,6,1.42,1,2.84,28.7,32.27,26.95,1600.34,1549.21,11.267,16.041,25.22,35.9,499.3,1800,2205,88.48,7.2,-0.0728,0.7,-0.22,2.74,1,0,0.16,111115,1
"1087",1087,"b2_pop_h06_aci_af_07_06_2016",12,"14:17:48",NA,NA,1927.5,0,37.9,0.0706,970,2.95,3.65,32.62,6,1.42,1,2.84,28.73,32.62,26.99,1999.72,1947.25,11.116,14.607,24.83,32.63,499.3,1799,2236,88.48,7.04,-0.0365,0.7,-0.22,2.74,1,0,0.16,111115,1
"1089",1089,"b2_pop_h06_aci_dl_06_24_2016",1,"7:07:54",NA,NA,166,0,18.8,0.524,296,9.1,1.77,26.83,6,1.42,1,2.84,25.87,26.83,24.94,399.83,373.19,9.396,20.091,24.82,53.07,500.2,1801,282,88.47,-0.417,0.059,0.7,-0.22,2.74,1,0,0.16,111115,1
"1090",1090,"b2_pop_h06_aci_dl_06_24_2016",2,"7:09:24",NA,NA,256,0,14.7,0.524,219,9.08,1.76,26.87,6,1.42,1,2.84,25.88,26.87,24.94,299.61,278.91,9.572,20.24,25.28,53.44,500.2,1799,223,88.47,0.18,0.0582,1,-0.22,2.74,1,0,0.16,111115,1
"1091",1091,"b2_pop_h06_aci_dl_06_24_2016",3,"7:10:54",NA,NA,346.5,0,9.01,0.514,148,8.97,1.77,26.92,6,1.42,1,2.84,25.87,26.92,24.94,199.06,186.24,9.714,20.26,25.66,53.53,500.2,1800,195,88.47,0.529,0.0675,1,-0.22,2.74,1,0,0.16,111115,1
"1092",1092,"b2_pop_h06_aci_dl_06_24_2016",4,"7:12:24",NA,NA,436.5,0,2.59,0.5,83.9,8.84,1.79,26.99,6,1.42,1,2.84,25.88,26.99,24.94,100.55,96.42,9.856,20.25,26.03,53.49,500.2,1799,320,88.47,0.812,0.0759,1,-0.22,2.74,1,0,0.16,111115,1
"1093",1093,"b2_pop_h06_aci_dl_06_24_2016",5,"7:13:54",NA,NA,526.5,0,-0.767,0.485,51.1,8.71,1.8,27.07,6,1.42,1,2.84,25.89,27.07,24.94,49.49,49.89,10.001,20.233,26.39,53.4,500.2,1800,233,88.47,0.886,0.0798,1,-0.22,2.74,1,0,0.16,111115,1
"1096",1096,"b2_pop_h06_aci_dl_06_24_2016",8,"7:19:37",NA,NA,869.5,0,24.6,0.409,439,7.99,1.92,27.41,6,1.42,1,2.84,25.97,27.41,24.94,599.58,564.71,10.363,19.758,27.21,51.89,500.2,1799,398,88.47,-1.97,0.093,1,-0.22,2.74,1,0,0.16,111115,1
"1097",1097,"b2_pop_h06_aci_dl_06_24_2016",9,"7:21:19",NA,NA,971,0,27,0.381,610,7.73,1.97,27.59,6,1.42,1,2.84,26.02,27.59,24.94,800.77,761.33,10.485,19.579,27.46,51.28,500.2,1799,263,88.47,-3.63,0.0869,1,-0.22,2.74,1,0,0.16,111115,1
"1098",1098,"b2_pop_h06_aci_dl_06_24_2016",10,"7:23:44",NA,NA,1116,0,29.6,0.342,962,7.27,2.04,27.74,6,1.42,1,2.84,26.03,27.74,24.94,1200.08,1154.45,10.61,19.169,27.76,50.17,500.2,1800,241,88.47,-8.27,0.102,1,-0.22,2.74,1,0,0.16,111115,1
"1099",1099,"b2_pop_h06_aci_dl_06_24_2016",11,"7:26:25",NA,NA,1277.5,0,31.3,0.306,1320,6.77,2.1,27.82,6,1.42,1,2.84,26.02,27.82,24.94,1600.1,1549.97,10.68,18.65,27.97,48.85,500.2,1800,215,88.47,-13.1,0.102,1,-0.22,2.74,1,0,0.16,111115,1
"1100",1100,"b2_pop_h06_aci_dl_06_24_2016",12,"7:29:24",NA,NA,1456,0,33.3,0.271,1690,6.28,2.18,27.94,6,1.42,1,2.84,26.01,27.94,24.93,2035.65,1980.81,10.714,18.111,28.07,47.44,500.2,1800,205,88.46,-19.5,0.103,1,-0.22,2.74,1,0,0.16,111115,1
"1102",1102,"b2_pop_h06_aci_dl_06_28_2016",1,"7:25:45",NA,NA,163.5,0,11.4,0.189,268,4.96,2.4,28.9,6,1.42,1,2.84,26.29,28.9,24.93,399.99,383.98,12.216,18.071,31.52,46.63,499.3,1801,43,88.57,-0.808,0.131,1,-0.22,2.74,1,0,0.16,111115,1
"1103",1103,"b2_pop_h06_aci_dl_06_28_2016",2,"7:27:14",NA,NA,252,0,8.1,0.183,203,4.79,2.4,28.8,6,1.42,1,2.84,26.25,28.8,24.93,299.94,288.56,12.201,17.845,31.56,46.16,500.2,1800,44,88.57,-0.0928,0.138,1,-0.22,2.74,1,0,0.16,111115,1
"1104",1104,"b2_pop_h06_aci_dl_06_28_2016",3,"7:28:44",NA,NA,342,0,4.69,0.187,143,4.86,2.37,28.74,6,1.42,1,2.84,26.23,28.74,24.93,199.51,192.76,12.191,17.912,31.57,46.39,500.2,1799,44,88.57,0.341,0.129,1,-0.22,2.74,1,0,0.16,111115,1
"1105",1105,"b2_pop_h06_aci_dl_06_28_2016",4,"7:30:14",NA,NA,432.5,0,1.05,0.204,86.6,5.18,2.33,28.69,6,1.42,1,2.84,26.23,28.69,24.93,101.2,99.32,12.174,18.273,31.53,47.32,500.2,1800,44,88.57,0.67,0.124,1,-0.22,2.74,1,0,0.16,111115,1
"1106",1106,"b2_pop_h06_aci_dl_06_28_2016",5,"7:31:44",NA,NA,522.5,0,-0.864,0.229,55.1,5.59,2.26,28.54,6,1.42,1,2.84,26.22,28.54,24.93,50.16,50.85,12.138,18.714,31.46,48.5,500.2,1801,47,88.58,0.741,0.118,1,-0.22,2.74,1,0,0.16,111115,1
"1109",1109,"b2_pop_h06_aci_dl_06_28_2016",8,"7:37:43",NA,NA,881.5,0,17.8,0.264,438,6.13,2.17,28.36,6,1.42,1,2.84,26.22,28.36,24.93,600.08,574.54,12.007,19.214,31.11,49.79,500.2,1800,50,88.58,-2.34,0.0957,1,-0.22,2.74,1,0,0.16,111115,1
"1110",1110,"b2_pop_h06_aci_dl_06_28_2016",9,"7:39:43",NA,NA,1001.5,0,20.1,0.21,579,5.27,2.31,28.6,6,1.42,1,2.84,26.23,28.6,24.93,800.23,771.2,12.069,18.27,31.26,47.31,500.2,1799,51,88.58,-4.1,0.111,1,-0.22,2.74,1,0,0.16,111115,1
"1111",1111,"b2_pop_h06_aci_dl_06_28_2016",10,"7:41:35",NA,NA,1113.5,0,22,0.158,889,4.31,2.47,28.88,6,1.42,1,2.84,26.24,28.88,24.94,1200.73,1168.32,12.13,17.215,31.39,44.55,500.2,1799,49,88.58,-8.4,0.115,0.7,-0.22,2.74,1,0,0.16,111115,1
"1112",1112,"b2_pop_h06_aci_dl_06_28_2016",11,"7:44:15",NA,NA,1274,0,23.9,0.114,1150,3.42,2.67,29.35,6,1.42,1,2.84,26.23,29.35,24.93,1600.78,1565.63,12.135,16.172,31.42,41.88,500.2,1801,49,88.58,-13.9,0.165,1,-0.22,2.74,1,0,0.16,111115,1
"1113",1113,"b2_pop_h06_aci_dl_06_28_2016",12,"7:46:58",NA,NA,1436.5,0,25.2,0.0903,1450,2.81,2.76,29.42,6,1.42,1,2.84,26.22,29.42,24.93,2039.14,2002.13,12.045,15.366,31.21,39.81,500.1,1800,46,88.58,-20.3,0.158,0.7,-0.22,2.74,1,0,0.16,111115,1
"1115",1115,"b2_pop_h06_aci_mb_06_09_2016",1,"9:02:08",NA,NA,140,0,25.7,0.805,294,9.86,1.34,27.69,6,1.42,1,2.84,26.43,27.69,24.93,400.36,365.14,15.432,26.968,39.43,68.91,499.3,1800,1051,88.42,-0.0161,0.232,1,-0.22,2.74,1,0,0.16,111115,1
"1116",1116,"b2_pop_h06_aci_mb_06_09_2016",2,"9:03:38",NA,NA,230,0,19.1,0.811,220,9.91,1.34,27.72,6,1.42,1,2.84,26.43,27.72,24.93,299.13,272.91,15.477,27.064,39.54,69.14,499.3,1800,1060,88.42,0.506,0.233,1,-0.22,2.74,1,0,0.16,111115,1
"1117",1117,"b2_pop_h06_aci_mb_06_09_2016",3,"9:05:08",NA,NA,320,0,11.6,0.787,149,9.83,1.36,27.8,6,1.42,1,2.84,26.39,27.8,24.93,198.68,182.54,15.522,27.019,39.74,69.17,499.2,1801,1061,88.42,0.787,0.278,1,-0.22,2.74,1,0,0.16,111115,1
"1118",1118,"b2_pop_h06_aci_mb_06_09_2016",4,"9:06:38",NA,NA,410.5,0,3.57,0.783,83.8,9.75,1.36,27.73,6,1.42,1,2.84,26.34,27.73,24.92,100.47,95.06,15.515,26.916,39.86,69.15,499.2,1801,1074,88.42,0.913,0.291,1,-0.22,2.74,1,0,0.16,111115,1
"1119",1119,"b2_pop_h06_aci_mb_06_09_2016",5,"9:08:08",NA,NA,500,0,-0.75,0.768,51.3,9.68,1.37,27.75,6,1.42,1,2.84,26.33,27.75,24.93,50.37,50.69,15.524,26.848,39.89,68.99,499.2,1801,1068,88.42,0.984,0.284,1,-0.22,2.74,1,0,0.16,111115,1
"1122",1122,"b2_pop_h06_aci_mb_06_09_2016",8,"9:14:25",NA,NA,877,0,31.2,0.735,460,9.46,1.38,27.67,6,1.42,1,2.84,26.3,27.67,24.92,599.88,556.07,15.369,26.443,39.56,68.06,499.2,1801,1092,88.42,-1.37,0.282,1,-0.22,2.74,1,0,0.16,111115,1
"1123",1123,"b2_pop_h06_aci_mb_06_09_2016",9,"9:16:41",NA,NA,1013,0,32.9,0.724,645,9.4,1.39,27.62,6,1.42,1,2.84,26.29,27.62,24.92,799.62,751.56,15.236,26.238,39.25,67.6,499.3,1800,1097,88.42,-3.2,0.274,0.7,-0.22,2.74,1,0,0.16,111115,1
