ID,Year,Fertilisation,Season,Site,Plot,Tree,Rep,Family,Genus,Species,Photosynthesis,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,Asat,Cond,SLA,C,N,P,K,Ca,Mg,Mn,Phenol_Perc,Phenol,Tannin_Perc,Tannin,CII,Height,Diameter10cm,Diameter50cm,LAI,Herbivory
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(mg g-1),(%),(mg g-1),(/),(cm),(mm),(mm),(m² m-2),(%)
2016_dry_PAR-B1_EF1_A-Ci,2016,N,dry,PAR,B1,EF1,1,Fabaceae,Eperua,falcata,A-Ci,17.761,41.056,0.91,17.943,42.953,3.096,4.210438147,0.081162805,200.2234432,64.87730408,2.50051713,0.064060803,0.657491857,0.310567318,0.243645494,NA,9.564846717,95.64846717,0.074188464,0.741884637,1,96.6,7.69,5.39,7.02,4.193548387
2016_dry_PAR-B1_EF2_A-Ci,2016,N,dry,PAR,B1,EF2,1,Fabaceae,Eperua,falcata,A-Ci,18.331,34.865,0.854,18.816,39.818,2.683,3.62187185,0.074834276,195.1764706,47.67348099,1.690249681,0.056943543,0.532057106,0.506714796,0.319511681,NA,9.748405603,97.48405603,0.074415571,0.744155713,1,88.3,8.61,4.24,8.06,8.7
2016_dry_PAR-B1_EF3_A-Ci,2016,N,dry,PAR,B1,EF3,1,Fabaceae,Eperua,falcata,A-Ci,20.782,37.387,1.058,21.509,41.826,2.788,3.418933542,0.059330076,199.1746032,47.94609451,1.683539629,0.070526316,1.075894737,0.184015789,0.179942105,NA,9.36532664,93.6532664,0.038074473,0.38074473,1,81.3,6.54,3.73,7.43,8
2016_dry_PAR-B1_EF4_NA,2016,N,dry,PAR,B1,EF4,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95363235,1.705630183,0.089592275,0.909978541,0.332580472,0.222043991,NA,7.969376877,79.69376877,0.06689926,0.668992597,1,54.4,4.42,0.81,NA,NA
2016_dry_PAR-B1_EF5_NA,2016,N,dry,PAR,B1,EF5,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.10634613,1.546931505,0.058169597,0.390201655,0.491777404,0.268002844,NA,6.141022372,61.41022372,0.086448989,0.864489893,1,69.3,4.48,2.45,NA,NA
2016_dry_PAR-B1_EF6_NA,2016,N,dry,PAR,B1,EF6,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.32377243,1.701689482,0.067295189,0.594050715,0.428119311,0.230651821,NA,7.641713711,76.41713711,0.091323388,0.913233877,1,65,4.78,2.6,NA,NA
2016_dry_PAR-B1_EF7_NA,2016,N,dry,PAR,B1,EF7,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.48558807,1.557666302,0.074680851,0.692617021,0.409509574,0.220975532,NA,10.01356527,100.1356527,0.07990352,0.799035204,1,89.2,5.67,3.78,NA,NA
2016_dry_PAR-B1_EF8_NA,2016,N,dry,PAR,B1,EF8,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.83354568,1.697263837,0.067079333,0.502223345,0.616269581,0.322090702,NA,8.674626986,86.74626986,0.168114196,1.681141963,1,77,8.43,5.55,NA,NA
2016_dry_PAR-B1_EF9_A-Ci,2016,N,dry,PAR,B1,EF9,1,Fabaceae,Eperua,falcata,A-Ci,20.9,38.221,0.827,21.725,46.143,2.902,5.077719102,0.106073413,184.0061728,48.14894485,1.807073236,0.067402894,0.597829398,0.392744669,0.264753427,NA,5.065621055,50.65621055,0.046420831,0.464208311,1,81.6,6.58,3.69,6.43,14.875
2016_dry_PAR-B1_EF10_A-Ci,2016,N,dry,PAR,B1,EF10,1,Fabaceae,Eperua,falcata,A-Ci,20.592,43.864,0.757,21.094,49.625,3.204,4.941892776,0.107748893,210.2592593,35.63394928,1.23940444,0.08287796,0.970491803,0.339949909,0.204594718,NA,5.694343378,56.94343378,0.044831997,0.448319966,1,79.7,7.5,4.01,6.7,4.880952381
2016_dry_PAR-B1_IH1_Asat,2016,N,dry,PAR,B1,IH1,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,2.731708071,0.049427723,165.9920635,49.71200562,1.772036314,0.063737624,0.743935644,0.542654703,0.296280941,NA,8.230675745,82.30675745,0.333787406,3.337874059,1,108.6,14.17,11.03,9.29,21.76829268
2016_dry_PAR-B1_IH2_Asat,2016,N,dry,PAR,B1,IH2,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,5.251554403,0.167346286,120.53125,49.09072495,1.611465693,0.054506591,0.773833274,0.772745814,0.284553794,NA,8.132157619,81.32157619,0.257368944,2.57368944,1,75.6,11.71,8.47,7.18,19.70588235
2016_dry_PAR-B1_IH3_NA,2016,N,dry,PAR,B1,IH3,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68397522,1.580578923,0.050090253,0.550586643,0.633377708,0.25202843,NA,13.65701232,136.5701232,0.972687062,9.726870618,1,198.8,11.66,16.7,NA,NA
2016_dry_PAR-B1_IH4_NA,2016,N,dry,PAR,B1,IH4,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.73599243,1.589125037,0.05019957,0.593229966,0.571568161,0.246850629,NA,12.80714703,128.0714703,1.026766737,10.26766737,1,103.2,14.93,10.57,NA,NA
2016_dry_PAR-B1_IH5_NA,2016,N,dry,PAR,B1,IH5,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.26953888,1.605526924,0.059068407,0.766944194,0.45335171,0.318493474,NA,11.6201351,116.201351,1.020817849,10.20817849,1,92,10.55,5.59,NA,NA
2016_dry_PAR-B1_IH6_NA,2016,N,dry,PAR,B1,IH6,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.52497864,1.703855157,0.053605464,0.961134053,0.551571633,0.247059244,NA,9.351154186,93.51154186,0.689218678,6.892186776,1,136,13.89,9.28,NA,NA
2016_dry_PAR-B1_IH7_NA,2016,N,dry,PAR,B1,IH7,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7646904,1.839897633,0.071838111,1.022478921,0.383253794,0.234938449,NA,8.821589266,88.21589266,0.683930075,6.839300749,1,91.2,11.59,8.62,NA,NA
2016_dry_PAR-B1_IH8_Asat,2016,N,dry,PAR,B1,IH8,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,5.274670491,0.107610732,130.4444444,48.43130493,1.651144266,0.056772908,0.816454183,0.5295,0.310272908,NA,9.025457407,90.25457407,0.736986009,7.36986009,1,99.8,10.38,8.14,7.38,20.55147059
2016_dry_PAR-B1_IH9_Asat,2016,N,dry,PAR,B1,IH9,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.567599648,0.105934993,143.9140625,49.46681213,1.580003262,0.05523918,0.926651481,0.552522779,0.221805239,NA,5.894696884,58.94696884,0.408412341,4.084123406,1,71.9,10.39,5.05,7.27,15.23255814
2016_dry_PAR-B1_IH10_Asat,2016,N,dry,PAR,B1,IH10,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.54976466,0.135098228,123.407563,49.76214218,1.58699882,0.051365675,0.650081533,0.690724623,0.231203628,NA,8.285178195,82.85178195,0.744869703,7.448697028,1,74.9,9.53,4.65,7.45,19.19811321
2016_dry_PAR-B1_LP1_Asat,2016,N,dry,PAR,B1,LP1,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.682245745,0.099655709,117.2314488,48.10193634,1.581836462,0.036711479,0.476525336,0.328110134,0.351858842,NA,8.307483534,83.07483534,0.566498871,5.66498871,1,92.2,8.24,6.47,7.62,17
2016_dry_PAR-B1_LP2_Asat,2016,N,dry,PAR,B1,LP2,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.81426806,0.090592036,114.3293963,49.14496231,1.538538218,0.039911851,0.598481881,0.381030852,0.188513712,NA,9.353129754,93.53129754,0.124624736,1.246247361,1,160.4,14.37,9.9,8.24,23.5
2016_dry_PAR-B1_LP3_Asat,2016,N,dry,PAR,B1,LP3,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.454978265,0.087360254,120.7762303,48.35390091,1.409507275,0.041298436,0.392131203,0.439275153,0.409157886,NA,5.700817216,57.00817216,0.011868476,0.118684755,1,126.8,17.04,11.23,7.85,12.83333333
2016_dry_PAR-B1_LP4_Asat,2016,N,dry,PAR,B1,LP4,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,4.40554092,0.085681393,108.6846011,48.53676987,1.760430813,0.042117117,0.358828829,0.671876126,0.353376126,NA,6.866629871,68.66629871,0.153986162,1.539861618,1,127.4,11.48,8.73,8.12,15.86956522
2016_dry_PAR-B1_LP5_Asat,2016,N,dry,PAR,B1,LP5,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.993865352,0.094159291,100.0027076,48.57981491,1.849418759,0.052376334,0.236954413,0.303135306,0.419735694,NA,4.943432771,49.43432771,0.129352092,1.293520919,1,154.8,11.48,8.61,7.77,26.45833333
2016_dry_PAR-B1_LP6_NA,2016,N,dry,PAR,B1,LP6,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.52999496,1.613690495,0.047449487,0.483736337,0.24326681,0.2397789,NA,7.569771141,75.69771141,0.131447894,1.314478941,1,80.3,10.71,5.74,NA,NA
2016_dry_PAR-B1_LP7_NA,2016,N,dry,PAR,B1,LP7,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.97966385,1.196810365,0.048638481,0.953475457,0.292671981,0.183399319,NA,9.102808463,91.02808463,0.162308622,1.62308622,1,255.4,28.03,18.63,NA,NA
2016_dry_PAR-B1_LP8_NA,2016,N,dry,PAR,B1,LP8,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.15773773,1.527503967,0.044377323,0.882249071,0.260253253,0.312962361,NA,4.072142136,40.72142136,0.103763578,1.037635781,1,83.7,12.82,8.4,NA,NA
2016_dry_PAR-B1_OX1_NA,2016,N,dry,PAR,B1,OX1,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7458725,1.284311295,0.03712036,0.353149606,1.178626265,0.327625141,NA,0.267855141,2.678551414,0.070096712,0.700967115,1,135.4,8.27,6.81,NA,NA
2016_dry_PAR-B1_OX2_NA,2016,N,dry,PAR,B1,OX2,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.45442581,1.683755994,0.047450425,1.543248347,0.664100567,0.274313031,NA,0.23082747,2.308274703,0.046534568,0.465345685,1,127.9,17.02,14,NA,NA
2016_dry_PAR-B1_OX3_NA,2016,N,dry,PAR,B1,OX3,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.10713196,1.701237679,0.046782666,1.073145108,0.801771175,0.271039068,NA,0.288812348,2.888123476,0.098865464,0.988654642,1,77.1,11.28,4,NA,NA
2016_dry_PAR-B1_OX4_Asat,2016,N,dry,PAR,B1,OX4,1,Annonaceae,Oxandra,asbeckii,Asat,NA,NA,NA,NA,NA,NA,2.175969308,0.048970271,186.3245614,47.2304306,2.067840815,0.056637168,1.835486726,0.427933628,0.280659292,NA,-0.210774067,-2.107740672,0.083062466,0.830624661,1,84.6,10.8,7.83,7.64,6.51734104
2016_dry_PAR-B1_OX5_Asat,2016,N,dry,PAR,B1,OX5,1,Annonaceae,Oxandra,asbeckii,Asat,NA,NA,NA,NA,NA,NA,3.592628279,0.101083606,155.9699248,47.39671326,1.603267431,0.048160848,1.393485037,0.556949813,0.235141833,NA,0.242535217,2.425352171,-0.005375174,-0.053751745,1,117.4,9.52,6.99,6.43,1.02739726
2016_dry_PAR-B1_OX6_Asat,2016,N,dry,PAR,B1,OX6,1,Annonaceae,Oxandra,asbeckii,Asat,NA,NA,NA,NA,NA,NA,1.901604988,0.040211969,149.4761905,47.55703735,1.683413982,0.047986762,0.897352454,0.688415609,0.375947325,NA,0.458496249,4.584962489,0.044836388,0.448363876,1,124.4,13.15,11.57,7.01,5.05952381
2016_dry_PAR-B1_OX7_Asat,2016,N,dry,PAR,B1,OX7,1,Annonaceae,Oxandra,asbeckii,Asat,NA,NA,NA,NA,NA,NA,1.627963742,0.03495659,165.0699301,47.49425507,1.742067575,0.046634341,1.223702225,0.485223902,0.356855391,NA,0.157632676,1.576326761,0.019803309,0.19803309,1,166.4,14.1,11.32,7.83,12.40909091
2016_dry_PAR-B1_OX8_NA,2016,N,dry,PAR,B1,OX8,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.12085342,2.31028223,0.051894993,1.584544506,0.653545723,0.321016168,NA,0.275789035,2.757890349,0.029294557,0.29294557,1,130.1,10.5,6.92,NA,NA
2016_dry_PAR-B1_OX9_NA,2016,N,dry,PAR,B1,OX9,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.87031555,1.682662368,0.047142857,1.299,0.801475,0.401067857,NA,-0.146174834,-1.46174834,0.046222448,0.462224484,1,116.6,8.44,4.6,NA,NA
2016_dry_PAR-B1_OX10_Asat,2016,N,dry,PAR,B1,OX10,1,Annonaceae,Oxandra,asbeckii,Asat,NA,NA,NA,NA,NA,NA,2.484080278,0.051488034,132.6630435,47.30142975,1.633711338,0.042568543,0.9502886,0.928618326,0.429650072,NA,-0.092435435,-0.924354349,0.03197936,0.319793598,1,132.1,10.33,10.51,7.27,7.710843373
2016_dry_PAR-B2_AL1_Asat,2016,NP,dry,PAR,B2,AL1,1,Chrysobalanaceae,Licania,alba,Asat,NA,NA,NA,NA,NA,NA,5.015092328,0.151992281,110.3667712,45.80397797,1.248870611,0.034759358,0.16828877,0.199326203,0.167516043,NA,4.442679364,44.42679364,0.24899377,2.489937697,1,184.6,15.56,12.26,6.51,20.703125
2016_dry_PAR-B2_AL2_Asat,2016,NP,dry,PAR,B2,AL2,1,Chrysobalanaceae,Licania,alba,Asat,NA,NA,NA,NA,NA,NA,3.296653529,0.130844922,122.557931,44.86192322,1.330382824,0.032180131,0.22082528,0.270191341,0.256748164,NA,3.807779445,38.07779445,0.157362992,1.573629919,1,218.8,20.23,21.77,6.76,25.25
2016_dry_PAR-B2_AL3_Asat,2016,NP,dry,PAR,B2,AL3,1,Chrysobalanaceae,Licania,alba,Asat,NA,NA,NA,NA,NA,NA,4.741183421,0.147290204,114.6721097,45.22338867,1.32066071,0.035044338,0.301406889,0.213969986,0.221523704,NA,3.917174118,39.17174118,0.236812809,2.368128085,1,206.6,11.87,12.23,6.67,5.648148148
2016_dry_PAR-B2_AL5_NA,2016,NP,dry,PAR,B2,AL5,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.63442612,1.130870104,0.029865772,0.387348993,0.32214094,0.243090604,NA,6.871473498,68.71473498,0.053029584,0.530295839,1,210,17.98,15.4,NA,NA
2016_dry_PAR-B2_AL6_NA,2016,NP,dry,PAR,B2,AL6,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.29964828,1.421273351,0.049151204,0.394186735,0.187005527,0.202085472,NA,4.661619968,46.61619968,0.287128972,2.871289725,1,118.2,7.56,5.25,NA,NA
2016_dry_PAR-B2_AL7_NA,2016,NP,dry,PAR,B2,AL7,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.56409073,1.543791294,0.038197026,0.364488848,0.173804833,0.245662639,NA,4.532407222,45.32407222,0.236816296,2.368162957,1,129.7,8.52,5.8,NA,NA
2016_dry_PAR-B2_AL8_Asat,2016,NP,dry,PAR,B2,AL8,1,Chrysobalanaceae,Licania,alba,Asat,NA,NA,NA,NA,NA,NA,3.306884854,0.145282612,146.3868066,43.78022003,1.239912033,0.039314516,0.178251008,0.395635081,0.266534778,NA,4.549147795,45.49147795,0.12704734,1.270473401,1,73.4,11.17,2.38,7.99,10.22727273
2016_dry_PAR-B2_EF1_NA,2016,NP,dry,PAR,B2,EF1,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.17711258,1.656206846,0.110089078,0.969393881,0.210005809,0.190175252,NA,6.564934982,65.64934982,0.027237463,0.27237463,1,97.3,6.41,4.04,NA,NA
2016_dry_PAR-B2_EF2_NA,2016,NP,dry,PAR,B2,EF2,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.85338593,1.792199373,0.06288,0.456072,0.7254912,0.3719064,NA,8.17134693,81.7134693,0.070648657,0.706486567,1,108.1,8.33,5.57,NA,NA
2016_dry_PAR-B2_EF3_NA,2016,NP,dry,PAR,B2,EF3,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25680542,1.80927074,0.064021068,0.690964402,0.54101344,0.233774973,NA,8.937647654,89.37647654,0.091957395,0.919573947,1,177.7,12.04,10.11,NA,NA
2016_dry_PAR-B2_EF4_NA,2016,NP,dry,PAR,B2,EF4,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21821976,1.948382974,0.085046419,0.768227785,0.345875332,0.281650365,NA,8.237398114,82.37398114,0.062677156,0.626771557,1,235.3,12.76,11.02,NA,NA
2016_dry_PAR-B2_EF5_A-Ci,2016,NP,dry,PAR,B2,EF5,1,Fabaceae,Eperua,falcata,A-Ci,15.839,38.354,1.033,15.743,38.121,NA,3.523962405,0.063412189,210.1465517,48.58120346,1.944384456,0.083794665,0.816922496,0.374577252,0.20858455,NA,7.854486289,78.54486289,0.096308607,0.963086072,1,94.3,5.59,3.62,6.54,13
2016_dry_PAR-B2_EF6_A-Ci,2016,NP,dry,PAR,B2,EF6,1,Fabaceae,Eperua,falcata,A-Ci,18.909,43.684,1.168,18.939,43.526,NA,3.423021521,0.059768308,234.3028571,47.45204544,1.80173409,0.093666369,0.972557984,0.443202498,0.226140723,NA,6.765854701,67.65854701,0.001223491,0.012234907,1,85.2,6.54,4.41,6.71,17.95454545
2016_dry_PAR-B2_EF7_A-Ci,2016,NP,dry,PAR,B2,EF7,1,Fabaceae,Eperua,falcata,A-Ci,13.671,33.08,1.066,13.731,33.045,NA,4.335164156,0.096056034,217.424,48.37091446,1.780706167,0.070137157,0.625405237,0.528329177,0.284198878,NA,5.645977069,56.45977069,0.007666863,0.076668633,1,95.5,6.13,3.24,5.96,7.380952381
2016_dry_PAR-B2_EF8_A-Ci,2016,NP,dry,PAR,B2,EF8,1,Fabaceae,Eperua,falcata,A-Ci,15.73,38.847,0.92,15.571,38.688,NA,4.452130321,0.082183501,222.6393443,48.50819016,1.931546688,0.094488189,1.032692308,0.13590854,0.167584797,NA,9.683907962,96.83907962,-0.00292022,-0.029202202,1,88.7,7.16,5.06,7.29,8.671875
2016_dry_PAR-B2_EF9_A-Ci,2016,NP,dry,PAR,B2,EF9,1,Fabaceae,Eperua,falcata,A-Ci,18.503,43.696,0.659,18.664,44.628,3.347,4.499528483,0.090492361,196.25,48.87211609,1.795106411,0.070998279,0.752355852,0.424982788,0.23981605,NA,6.721873793,67.21873793,0.006326676,0.06326676,1,94.4,6.22,5.47,5.92,20.09259259
2016_dry_PAR-B2_EF10_NA,2016,NP,dry,PAR,B2,EF10,1,Fabaceae,Eperua,falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21427155,1.90851593,0.061703677,0.689470331,0.368005096,0.250858209,NA,5.205736891,52.05736891,-0.003099714,-0.030997137,1,104.4,8.63,5.15,NA,NA
2016_dry_PAR-B2_IH1_Asat,2016,NP,dry,PAR,B2,IH1,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.20298432,0.100038037,156.2666667,54.89393616,1.987393856,0.059659091,0.776907468,0.640373377,0.323745942,NA,5.116181796,51.16181796,0.034428546,0.344285456,1,139.3,22.15,18.88,8.3,35.09803922
2016_dry_PAR-B2_IH2_Asat,2016,NP,dry,PAR,B2,IH2,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,3.922021371,0.123804911,156.7873684,49.84814072,1.724328279,0.066107847,0.918847217,0.476204632,0.202785171,NA,6.397118388,63.97118388,0.034590564,0.345905643,1,106.5,17.25,10.99,8.46,32.02941176
2016_dry_PAR-B2_IH3_NA,2016,NP,dry,PAR,B2,IH3,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.33797073,1.689053297,0.066980559,0.955179222,0.286503645,0.197346598,NA,4.030802754,40.30802754,0.070607109,0.706071092,1,82.4,12.15,6.48,NA,NA
2016_dry_PAR-B2_IH4_NA,2016,NP,dry,PAR,B2,IH4,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.12369156,1.732676506,0.054441498,0.954416639,0.454146503,0.22487819,NA,5.372488272,53.72488272,0.051453247,0.514532469,1,130,15.91,10.54,NA,NA
2016_dry_PAR-B2_IH5_NA,2016,NP,dry,PAR,B2,IH5,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.60107422,1.627098799,0.091231343,1.08375,0.581462687,0.348867537,NA,0.700318185,7.003181853,-0.004622919,-0.046229188,1,165.7,15.65,11.3,NA,NA
2016_dry_PAR-B2_IH6_Asat,2016,NP,dry,PAR,B2,IH6,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.149668862,0.095087204,118.6415816,49.45434189,1.647544265,0.050266756,0.554259753,0.458622874,0.265240914,NA,6.782050723,67.82050723,0.066393706,0.663937059,1,133.1,12.3,13.39,6.1,27.38970588
2016_dry_PAR-B2_IH7_NA,2016,NP,dry,PAR,B2,IH7,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3085556,1.915068865,0.111740167,1.278992849,0.273235995,0.216421335,NA,-1.252555062,-12.52555062,0.054635517,0.546355171,1,113.5,11.38,7.51,NA,NA
2016_dry_PAR-B2_IH8_Asat,2016,NP,dry,PAR,B2,IH8,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.657276958,0.107695186,125.8710247,50.42233276,1.605025172,0.051768106,0.679437266,0.442930976,0.209038592,NA,6.932266646,69.32266646,0.017459859,0.174598588,1,87.8,9.54,7.66,6.64,32.85
2016_dry_PAR-B2_IH9_Asat,2016,NP,dry,PAR,B2,IH9,1,Myristicaceae,Iryanthera,hostmannii,Asat,NA,NA,NA,NA,NA,NA,4.236202409,0.067354003,121.8331389,49.21374893,1.536206365,0.054484305,0.715986547,0.603336323,0.248118834,NA,6.638259955,66.38259955,0.047444007,0.474440066,1,152.3,16.47,11.42,6.69,24.9695122
2016_dry_PAR-B2_IH10_NA,2016,NP,dry,PAR,B2,IH10,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.10194016,1.608898044,0.061346863,0.945710332,0.560830258,0.234875461,NA,0.39588821,3.958882098,0.015644941,0.15644941,1,103.1,10.39,8.16,NA,NA
2016_dry_PAR-B2_LP1_Asat,2016,NP,dry,PAR,B2,LP1,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,2.954629163,0.054391964,117.2943005,47.80319595,1.321200609,0.04631636,0.939951246,0.137101842,0.157288732,NA,9.181756384,91.81756384,0.026650524,0.266505239,1,167.9,15.46,12.26,7.48,21.09375
2016_dry_PAR-B2_LP2_Asat,2016,NP,dry,PAR,B2,LP2,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.263850981,0.062240662,102.2820961,48.46152496,1.601566434,0.038898999,0.654071884,0.187302093,0.165698362,NA,9.771363498,97.71363498,0.035638211,0.356382115,1,123.2,13.96,8.37,7.13,16.08974359
2016_dry_PAR-B2_LP3_Asat,2016,NP,dry,PAR,B2,LP3,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,4.626804034,0.106416505,107.9664032,47.89658356,1.674346447,0.036776337,0.541513761,0.453862702,0.247851155,NA,7.07999102,70.7999102,0.063257085,0.632570855,1,92.9,15.81,5.22,6.43,15.88709677
2016_dry_PAR-B2_LP4_Asat,2016,NP,dry,PAR,B2,LP4,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,3.885731987,0.093856449,117.0951087,48.13245392,1.560369134,0.041351351,0.690891892,0.271859459,0.1823,NA,5.401608606,54.01608606,-0.014267839,-0.142678389,1,110.1,17.37,12.55,6.47,15.76086957
2016_dry_PAR-B2_LP5_Asat,2016,NP,dry,PAR,B2,LP5,1,Lecythidaceae,Lecythis,persistens,Asat,NA,NA,NA,NA,NA,NA,5.005625615,0.108772047,115.22187,48.12504959,1.657197952,0.045861643,0.845035516,0.12113496,0.220902563,NA,11.54652417,115.4652417,0.014155854,0.14155854,1,194.6,15.65,12.06,6.51,19.79452055
2016_dry_PAR-B2_LP6_NA,2016,NP,dry,PAR,B2,LP6,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.73270035,1.725710273,0.043593131,0.197580911,0.324441876,0.357812913,NA,5.953603526,59.53603526,0.019878538,0.198785384,1,125.7,9.98,7.94,NA,NA
2016_dry_PAR-B2_LP7_NA,2016,NP,dry,PAR,B2,LP7,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.52899551,1.688699007,0.041389153,0.629234063,0.690980019,0.278213606,NA,8.072514469,80.72514469,0.02225797,0.222579697,1,102.6,11.61,6.17,NA,NA
2016_dry_PAR-B2_LP8_NA,2016,NP,dry,PAR,B2,LP8,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.02070618,1.501048565,0.035337727,0.384093904,0.258454695,0.162877265,NA,8.741042281,87.41042281,0.029493443,0.294934434,1,204,16.18,11.41,NA,NA
2016_dry_PAR-B2_LP9_NA,2016,NP,dry,PAR,B2,LP9,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.55280304,1.446189523,0.039551261,0.276195545,0.293779889,0.27799132,NA,9.863128041,98.63128041,0.018006345,0.180063453,1,96.7,9.95,6.57,NA,NA
