ID,Year,Fertilisation,Season,Site,Plot,Tree,Rep,Family,Genus,Species,Photosynthesis,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,Asat,Cond,SLA,C,N,P,K,Ca,Mg,Mn,Phenol_Perc,Phenol,Tannin_Perc,Tannin,CII,Height,Diameter10cm,Diameter50cm,LAI,Herbivory
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(mg g-1),(%),(mg g-1),(/),(cm),(mm),(mm),(m² m-2),(%)
2016_dry_PAR-S2_IH7_NA,2016,NP,dry,PAR,S2,IH7,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.02705002,1.628865957,0.056771974,0.644838129,0.578926337,0.290939944,NA,6.062692412,60.62692412,0.311876324,3.11876324,1,122.4,12.7,8.8,NA,NA
2016_dry_PAR-S2_IH8_NA,2016,NP,dry,PAR,S2,IH8,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1109314,1.670994043,0.046077505,0.27024811,0.785281191,0.555609641,NA,5.412462513,54.12462513,0.179033207,1.790332071,1,98.2,9.7,8.2,NA,NA
2016_dry_PAR-S2_IH9_NA,2016,NP,dry,PAR,S2,IH9,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.56638336,1.567909241,0.044698355,0.381644424,0.84399543,0.335149909,NA,7.70594976,77.0594976,0.46886232,4.688623197,1,87.8,11.67,7.85,NA,NA
2016_dry_PAR-S2_IH10_NA,2016,NP,dry,PAR,S2,IH10,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.90313339,1.730751276,0.055608365,0.911044677,0.371227186,0.313454373,NA,5.908352006,59.08352006,0.241793293,2.417932933,1,87.5,8.41,7.12,NA,NA
2016_dry_PAR-S2_IS1_NA,2016,NP,dry,PAR,S2,IS1,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.11084366,1.507605553,0.045221493,0.519810295,0.578887408,0.470420427,NA,7.370999223,73.70999223,0.275731889,2.757318887,1,203,14.77,11.78,NA,NA
2016_dry_PAR-S2_IS2_NA,2016,NP,dry,PAR,S2,IS2,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.20546341,1.785302877,0.049379385,0.417591743,0.460511333,0.466343767,NA,2.148487794,21.48487794,0.412903406,4.129034061,1,109.5,9.03,7.3,NA,NA
2016_dry_PAR-S2_IS3_NA,2016,NP,dry,PAR,S2,IS3,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.96717072,1.89234066,0.05127824,0.641526457,0.479683413,0.502607015,NA,5.656563452,56.56563452,0.28870706,2.887070602,1,99,10.28,6.94,NA,NA
2016_dry_PAR-S2_IS4_NA,2016,NP,dry,PAR,S2,IS4,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.86877441,1.88163507,0.055147059,0.457830882,0.411622442,0.485380435,NA,4.421498962,44.21498962,0.307512631,3.075126314,1,144.7,12.48,9.56,NA,NA
2016_dry_PAR-S2_IS5_NA,2016,NP,dry,PAR,S2,IS5,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.45906448,1.569417715,0.04245283,0.307408704,0.557259586,0.44720633,NA,8.393523839,83.93523839,0.440156675,4.401566753,1,122,11.29,8.57,NA,NA
2016_dry_PAR-S2_IS6_NA,2016,NP,dry,PAR,S2,IS6,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.24149323,1.744251251,0.054697157,0.415526885,0.443774722,0.435296663,NA,8.270297176,82.70297176,0.428620324,4.286203244,1,152.5,13.55,10.4,NA,NA
2016_dry_PAR-S2_IS8_NA,2016,NP,dry,PAR,S2,IS8,1,Myristicaceae,Iryanthera,sagotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9610672,1.746830702,0.059046177,0.4141919,0.486319076,0.495749432,NA,6.839564059,68.39564059,0.269918108,2.69918108,1,133,15.26,10.51,NA,NA
2016_dry_PAR-S2_OX1_NA,2016,NP,dry,PAR,S2,OX1,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95275116,1.964182138,0.048816568,1.382016765,0.400527613,0.3584714,NA,0.194208237,1.942082366,0.038236088,0.382360882,1,65.3,8.63,2.59,NA,NA
2016_dry_PAR-S2_OX2_NA,2016,NP,dry,PAR,S2,OX2,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.93185425,1.761077166,0.049305184,0.975172368,0.374787547,0.477089792,NA,0.005526637,0.055266373,0.039759175,0.397591746,1,210.1,13.23,10.43,NA,NA
2016_dry_PAR-S2_OX3_NA,2016,NP,dry,PAR,S2,OX3,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.60434723,2.106696606,0.045664207,0.929795895,0.549274677,0.524508764,NA,-0.134100681,-1.34100681,0.046229815,0.462298148,1,157,9.17,7.44,NA,NA
2016_dry_PAR-S2_OX4_NA,2016,NP,dry,PAR,S2,OX4,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.10398865,2.038600445,0.049742434,1.321183194,0.661994527,0.372768835,NA,-0.330666399,-3.306663985,0.052894799,0.528947989,1,98.5,8.06,5.19,NA,NA
2016_dry_PAR-S2_OX5_NA,2016,NP,dry,PAR,S2,OX5,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.74767685,2.040709734,0.047642829,1.397142429,0.677717739,0.484272873,NA,-0.169044889,-1.690448889,0.036205234,0.362052344,1,84.8,7.53,4.55,NA,NA
2016_dry_PAR-S2_OX6_NA,2016,NP,dry,PAR,S2,OX6,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.08195877,1.890116572,0.048093588,1.41802318,0.378499783,0.426401646,NA,-0.764394522,-7.643945223,0.028160331,0.281603307,1,135.2,9.8,7.96,NA,NA
2016_dry_PAR-S2_OX7_NA,2016,NP,dry,PAR,S2,OX7,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.45885849,1.739530444,0.039903846,1.013331731,0.756139423,0.40725,NA,0.663460966,6.634609658,-0.016952611,-0.16952611,1,122.5,9.76,7.49,NA,NA
2016_dry_PAR-S2_OX8_NA,2016,NP,dry,PAR,S2,OX8,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.78594589,2.33218956,0.05368533,0.930047838,0.844491495,0.483688873,NA,-0.341661105,-3.416611046,0.013322592,0.133225924,1,141.7,10.09,7.28,NA,NA
2016_dry_PAR-S2_OX9_NA,2016,NP,dry,PAR,S2,OX9,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.43281555,2.104891539,0.048003802,1.305480038,0.395660646,0.442480989,NA,-0.075628955,-0.756289546,-0.003383402,-0.033834017,1,78.5,6.79,3.53,NA,NA
2016_dry_PAR-S2_OX10_NA,2016,NP,dry,PAR,S2,OX10,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.07721329,1.963219881,0.049114022,0.892563559,0.439755393,0.468016179,NA,0.607314391,6.073143912,0.026943575,0.269435747,1,115,8.15,7.14,NA,NA
2016_dry_PAR-S3_AL1_NA,2016,P,dry,PAR,S3,AL1,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.80463791,1.393090963,0.034604842,0.279339881,0.316123801,0.310408862,NA,6.717402337,67.17402337,0.105122118,1.051221182,1,149.5,11.48,8.52,NA,NA
2016_dry_PAR-S3_AL2_NA,2016,P,dry,PAR,S3,AL2,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.41871262,1.310838223,0.031460383,0.229932677,0.28879855,0.271289487,NA,4.915206026,49.15206026,0.184963107,1.849631068,1,100.4,9.39,6.58,NA,NA
2016_dry_PAR-S3_AL3_NA,2016,P,dry,PAR,S3,AL3,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.90950012,1.164667726,0.029950597,0.203083573,0.234868259,0.240296418,NA,5.281920991,52.81920991,0.365654372,3.656543723,1,83.2,6.88,4.56,NA,NA
2016_dry_PAR-S3_AL4_NA,2016,P,dry,PAR,S3,AL4,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.41018677,1.433352351,0.031612706,0.24649664,0.281884545,0.338824068,NA,2.053254844,20.53254844,0.271314872,2.713148717,1,172.8,10.39,7.7,NA,NA
2016_dry_PAR-S3_AL5_NA,2016,P,dry,PAR,S3,AL5,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69161606,1.544290304,0.033182303,0.304325693,0.29994403,0.245085288,NA,5.391064092,53.91064092,0.114459718,1.144597179,1,135.4,12.58,8.81,NA,NA
2016_dry_PAR-S3_AL6_NA,2016,P,dry,PAR,S3,AL6,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.75642014,1.109934092,0.02623981,0.339054008,0.284679008,0.159497283,NA,6.894176734,68.94176734,0.530541801,5.30541801,1,114.6,10.49,7.63,NA,NA
2016_dry_PAR-S3_AL7_NA,2016,P,dry,PAR,S3,AL7,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.11080933,1.38470912,0.02,0.141395833,0.154991667,0.178725,NA,5.481977183,54.81977183,0.2447716,2.447716004,1,166,13.48,10.22,NA,NA
2016_dry_PAR-S3_AL8_NA,2016,P,dry,PAR,S3,AL8,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76059341,1.242904186,0.029633621,0.132117457,0.269924569,0.262591595,NA,4.483543017,44.83543017,0.574842845,5.748428454,1,102.8,6.52,4.32,NA,NA
2016_dry_PAR-S3_AL9_NA,2016,P,dry,PAR,S3,AL9,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.01051712,1.27015841,0.028301887,0.31634097,0.252008086,0.292951482,NA,6.966002984,69.66002984,0.431531621,4.315316213,1,142.3,10.56,7.96,NA,NA
2016_dry_PAR-S3_AL10_NA,2016,P,dry,PAR,S3,AL10,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.61690903,1.445422292,0.041246563,0.835730981,0.180749313,0.205352887,NA,4.545964168,45.45964168,0.200995086,2.009950857,1,237.5,15.43,13.66,NA,NA
2016_dry_PAR-S3_IH1_NA,2016,P,dry,PAR,S3,IH1,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.99144363,1.839830995,0.061149312,0.98038556,0.742617878,0.253894892,NA,5.529215968,55.29215968,0.146813855,1.46813855,1,86.9,11.06,7.86,NA,NA
2016_dry_PAR-S3_IH2_NA,2016,P,dry,PAR,S3,IH2,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4786377,1.490077972,0.045723963,0.647724386,0.619324725,0.312885267,NA,7.249309755,72.49309755,0.252125499,2.521254992,1,79.6,9.06,6.72,NA,NA
2016_dry_PAR-S3_IH3_NA,2016,P,dry,PAR,S3,IH3,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71160889,1.608812451,0.047220856,0.588379242,0.680076242,0.260961633,NA,8.734569322,87.34569322,0.320501647,3.205016466,1,64.7,9.76,4.51,NA,NA
2016_dry_PAR-S3_IH5_NA,2016,P,dry,PAR,S3,IH5,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4585495,1.650586605,0.052261614,0.734235941,0.461479218,0.30306846,NA,9.364238919,93.64238919,0.279448696,2.794486956,1,119.7,20.95,10.71,NA,NA
2016_dry_PAR-S3_IH6_NA,2016,P,dry,PAR,S3,IH6,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.34062576,1.706452012,0.052775606,0.922664191,0.448141126,0.253170446,NA,8.902926128,89.02926128,0.129439415,1.294394154,1,38.5,15.86,12.88,NA,NA
2016_dry_PAR-S3_IH7_NA,2016,P,dry,PAR,S3,IH7,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.12925339,1.868865609,0.053954424,0.818170241,0.430951743,0.250281501,NA,6.26502808,62.6502808,0.146766714,1.467667142,1,79.4,10.5,7.46,NA,NA
2016_dry_PAR-S3_IH8_NA,2016,P,dry,PAR,S3,IH8,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0970726,1.312146187,0.043241042,0.517040717,0.534517915,0.234635179,NA,8.833033143,88.33033143,0.299336207,2.993362069,1,169,16.75,13.14,NA,NA
2016_dry_PAR-S3_IH9_NA,2016,P,dry,PAR,S3,IH9,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.19224548,1.767351151,0.049076212,0.717909931,0.580230947,0.254642032,NA,6.974222956,69.74222956,0.139833993,1.398339931,1,63.4,10.01,5.9,NA,NA
2016_dry_PAR-S3_IH10_NA,2016,P,dry,PAR,S3,IH10,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7709198,1.703153491,0.056525735,0.616015625,0.53089614,0.286897978,NA,8.342911425,83.42911425,0.305381762,3.053817616,1,117.2,17.48,12.31,NA,NA
2016_dry_PAR-S3_LP1_NA,2016,P,dry,PAR,S3,LP1,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.60602951,1.663294435,0.038326413,0.528880549,0.212366656,0.192393804,NA,8.905526966,89.05526966,0.072982343,0.729823431,1,154.4,18.11,8.88,NA,NA
2016_dry_PAR-S3_LP2_NA,2016,P,dry,PAR,S3,LP2,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5997963,1.428190231,0.03515625,0.380300071,0.366866122,0.292590554,NA,5.796341336,57.96341336,0.206528047,2.065280472,1,162.7,11.61,8.95,NA,NA
2016_dry_PAR-S3_LP3_NA,2016,P,dry,PAR,S3,LP3,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.54463959,1.564740777,0.04165002,0.394896125,0.308467839,0.290375549,NA,7.163024612,71.63024612,0.043608448,0.436084481,1,187,20,14.58,NA,NA
2016_dry_PAR-S3_LP4_NA,2016,P,dry,PAR,S3,LP4,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.66875076,1.429538488,0.03905096,0.47592873,0.55971935,0.28422452,NA,9.653885454,96.53885454,0.399948762,3.999487618,1,192.2,18.52,10.32,NA,NA
2016_dry_PAR-S3_LP5_NA,2016,P,dry,PAR,S3,LP5,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.32434082,1.765594959,0.037092391,0.420203804,0.161192935,0.283035326,NA,8.434429276,84.34429276,0.054061457,0.540614567,1,193.9,15.18,13.26,NA,NA
2016_dry_PAR-S3_LP6_NA,2016,P,dry,PAR,S3,LP6,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8614006,1.824707985,0.041860465,0.792145877,0.29158351,0.255057082,NA,6.717641453,67.17641453,0.040758096,0.40758096,1,232.8,21.27,15.83,NA,NA
2016_dry_PAR-S3_LP7_NA,2016,P,dry,PAR,S3,LP7,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.56049347,1.645423055,0.03505793,0.551008789,0.466378346,0.335771075,NA,6.402322691,64.02322691,0.027195769,0.271957694,1,100.5,14.81,10.47,NA,NA
2016_dry_PAR-S3_LP8_NA,2016,P,dry,PAR,S3,LP8,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.54365158,1.500097513,0.033056133,0.749345114,0.352534304,0.208621622,NA,9.167822766,91.67822766,0.025626114,0.25626114,1,254.1,19.35,15.07,NA,NA
2016_dry_PAR-S3_LP9_NA,2016,P,dry,PAR,S3,LP9,1,Lecythidaceae,Lecythis,persistens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.85110474,1.856819987,0.047985154,0.740694592,0.257359491,0.282497349,NA,6.995583515,69.95583515,0.045122992,0.451229917,1,100.3,12.87,5.86,NA,NA
2016_dry_PAR-S3_OX1_NA,2016,P,dry,PAR,S3,OX1,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57023621,1.672657132,0.042810458,1.749313725,0.374660131,0.271071895,NA,0.47454335,4.745433501,-0.008060531,-0.080605305,1,139.3,8.9,8.25,NA,NA
2016_dry_PAR-S3_OX2_NA,2016,P,dry,PAR,S3,OX2,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.09265137,1.892372847,0.041492037,1.281487846,0.699052808,0.297573345,NA,0.058144712,0.581447121,-0.001756753,-0.017567535,1,117.9,8.6,6.62,NA,NA
2016_dry_PAR-S3_OX3_A-Ci,2016,P,dry,PAR,S3,OX3,1,Annonaceae,Oxandra,asbeckii,A-Ci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793223803,7.932238027,-0.046766772,-0.46766772,1,NA,NA,0,NA,NA
2016_dry_PAR-S3_OX4_NA,2016,P,dry,PAR,S3,OX4,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.00574493,1.845524311,0.042942346,1.089035785,0.785624254,0.264417495,NA,0.934196777,9.341967772,0.013028024,0.130280238,1,144.5,11.19,8.46,NA,NA
2016_dry_PAR-S3_OX5_NA,2016,P,dry,PAR,S3,OX5,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.67650604,2.105226278,0.044957687,1.541202398,0.566710155,0.367954866,NA,0.662950958,6.629509578,-0.001460738,-0.014607378,1,88.1,7.52,4.8,NA,NA
2016_dry_PAR-S3_OX6_NA,2016,P,dry,PAR,S3,OX6,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.47095108,2.137807846,0.045081967,1.190539617,0.770648907,0.45375,NA,-0.162139483,-1.621394826,0.003523607,0.03523607,1,79.6,9.33,3.96,NA,NA
2016_dry_PAR-S3_OX7_NA,2016,P,dry,PAR,S3,OX7,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.26422501,1.65088129,0.041598023,1.461869852,0.602948929,0.345815486,NA,0.622643756,6.22643756,0.009689423,0.096894225,1,147.8,11.24,9.6,NA,NA
2016_dry_PAR-S3_OX8_NA,2016,P,dry,PAR,S3,OX8,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.72265625,1.583886623,0.036787247,1.103571429,0.544662784,0.3758645,NA,-0.475051296,-4.750512965,0.007791635,0.07791635,1,126.3,9.04,6.9,NA,NA
2016_dry_PAR-S3_OX9_NA,2016,P,dry,PAR,S3,OX9,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85539627,1.844363451,0.041616405,1.783579614,0.467035585,0.380690591,NA,0.270699659,2.706996591,-0.010799248,-0.107992482,1,95.5,12.05,7,NA,NA
2016_dry_PAR-S3_OX10_NA,2016,P,dry,PAR,S3,OX10,1,Annonaceae,Oxandra,asbeckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.71369553,2.08694768,0.043217287,1.524264706,0.602097839,0.285135054,NA,1.530999609,15.30999609,-8.79751E-05,-0.000879751,1,110,8.41,7.15,NA,NA
2016_dry_PAR-S4_AL1_NA,2016,C,dry,PAR,S4,AL1,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.82605362,1.454988599,0.056440443,0.950727147,0.207686981,0.286686288,NA,1.900445657,19.00445657,0.069181337,0.691813367,1,114,9.69,7.13,NA,NA
2016_dry_PAR-S4_AL2_NA,2016,C,dry,PAR,S4,AL2,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.06395721,1.19384253,0.034236805,0.600401213,0.283978245,0.209901034,NA,4.795582353,47.95582353,0.13843538,1.384353801,1,189.9,15.88,10.93,NA,NA
2016_dry_PAR-S4_AL3_NA,2016,C,dry,PAR,S4,AL3,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.69479752,1.33019805,0.04379361,0.832271392,0.105875872,0.232119905,NA,1.81701335,18.1701335,0.130900126,1.309001258,1,139,11.03,8.61,NA,NA
2016_dry_PAR-S4_AL4_NA,2016,C,dry,PAR,S4,AL4,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.54571915,1.243989468,0.032916125,0.184281534,0.35761541,0.277897432,NA,5.052049129,50.52049129,1.166966885,11.66966885,1,100.4,8.3,6.5,NA,NA
2016_dry_PAR-S4_AL5_NA,2016,C,dry,PAR,S4,AL5,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.72834015,1.216537237,0.035068372,0.475639612,0.163200265,0.232625717,NA,2.898610899,28.98610899,0.15753281,1.575328102,1,92,17.01,4.13,NA,NA
2016_dry_PAR-S4_AL6_NA,2016,C,dry,PAR,S4,AL6,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62034225,1.372490048,0.051375632,0.600336889,0.134275688,0.205729927,NA,2.367565753,23.67565753,0.077635897,0.776358971,1,149.5,8.62,7.11,NA,NA
2016_dry_PAR-S4_AL7_NA,2016,C,dry,PAR,S4,AL7,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.59515381,1.320364475,0.040237999,0.278247277,0.302450585,0.226951392,NA,0.90304321,9.030432103,0.097281191,0.972811912,1,165.9,12.3,9.15,NA,NA
2016_dry_PAR-S4_AL8_NA,2016,C,dry,PAR,S4,AL8,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.78953171,1.368522286,0.024260628,0.311159889,0.186621996,0.192409889,NA,3.371598124,33.71598124,0.079294649,0.792946492,1,87.6,7.5,5.73,NA,NA
2016_dry_PAR-S4_AL9_NA,2016,C,dry,PAR,S4,AL9,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.19172287,1.377887487,0.035460363,0.160744756,0.245263064,0.292148063,NA,3.580032499,35.80032499,0.178923484,1.789234844,1,89.3,9.19,6.48,NA,NA
2016_dry_PAR-S4_AL1B_NA,2016,C,dry,PAR,S4,AL1B,1,Chrysobalanaceae,Licania,alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.91867828,1.564613342,0.04025892,0.195539943,0.224147458,0.29572545,NA,2.60521483,26.0521483,0.053473795,0.534737952,1,109,7.95,6.24,NA,NA
2016_dry_PAR-S4_IH1_NA,2016,C,dry,PAR,S4,IH1,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.55134964,1.839119911,0.05787037,0.749826389,0.46255787,0.262181713,NA,4.02563368,40.2563368,0.260262915,2.60262915,1,83.7,10.58,6.73,NA,NA
2016_dry_PAR-S4_IH2_NA,2016,C,dry,PAR,S4,IH2,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.76040268,1.693811655,0.049867021,0.793450798,0.375897606,0.326412899,NA,4.259771143,42.59771143,0.158808614,1.588086142,1,104.6,13.89,9.7,NA,NA
2016_dry_PAR-S4_IH3_NA,2016,C,dry,PAR,S4,IH3,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.85079193,1.791337729,0.055511341,0.955242738,0.585465579,0.284465778,NA,6.041829148,60.41829148,0.409036887,4.090368872,1,78.6,13.92,7.82,NA,NA
2016_dry_PAR-S4_IH4_NA,2016,C,dry,PAR,S4,IH4,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.52577591,1.650226474,0.053144064,0.918793993,0.439603473,0.186018301,NA,3.99821543,39.9821543,0.38362651,3.836265104,1,115.2,14.12,9.62,NA,NA
2016_dry_PAR-S4_IH5_NA,2016,C,dry,PAR,S4,IH5,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.39464569,1.678796053,0.051552687,0.629544662,0.563075715,0.303755234,NA,5.753990637,57.53990637,0.345714797,3.45714797,1,173.8,17.58,13.18,NA,NA
2016_dry_PAR-S4_IH6_NA,2016,C,dry,PAR,S4,IH6,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.63110352,1.595177531,0.042613636,0.458869949,0.691824495,0.379024621,NA,7.324892705,73.24892705,0.400629138,4.006291384,1,76.5,12.41,8.17,NA,NA
2016_dry_PAR-S4_IH7_NA,2016,C,dry,PAR,S4,IH7,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.03852463,1.710279346,0.048634044,0.461257881,0.422859502,0.280758031,NA,8.981722575,89.81722575,0.721957605,7.219576055,1,107.6,11.32,7.51,NA,NA
2016_dry_PAR-S4_IH8_NA,2016,C,dry,PAR,S4,IH8,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.68587494,1.845489383,0.102593108,1.373285764,0.316931779,0.268083884,NA,-2.436888421,-24.36888421,0.043837293,0.438372934,1,109.1,13.5,9.9,NA,NA
2016_dry_PAR-S4_IH9_NA,2016,C,dry,PAR,S4,IH9,1,Myristicaceae,Iryanthera,hostmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.69070053,0.805879951,0.0452072,0.573786103,0.808926329,0.350591252,NA,6.206534629,62.06534629,0.590758919,5.90758919,1,138.9,13.75,11.02,NA,NA
