ID,Year,Fertilisation,Season,Site,Plot,Tree,Branch,Rep,Family,Genus,Species,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,CCI,SLA,C,N,P,K,Ca,Mg,Mn,S,Na,V,Sr,As,Cd,Cr,Cu,Fe,Pb,Zn,Mo,CII,Height,Remark_Height/CII
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(/),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(/),(m),(/)
2019_wet_PAR-S1_64T3,2019,N,wet,PAR,S1,64,T,3,Lecythidaceae,Eschweilera,sagotiana,25.464,51.395,0.92,NA,NA,NA,48.93333333,80.44150943,49.60911942,0.934200525,0.070040384,0.428299195,0.079364796,0.123272294,0.001565955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_PAR-S1_64T2,2019,N,wet,PAR,S1,64,T,2,Lecythidaceae,Eschweilera,sagotiana,35.795,72.691,0.92,35.641,72.815,6.062,62.73333333,67.88422576,52.15896988,1.25970459,0.076776933,0.239087235,0.099186261,0.14621339,0.002574748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_PAR-S1_64D3,2019,N,wet,PAR,S1,64,D,3,Lecythidaceae,Eschweilera,sagotiana,17.187,30.771,1.133,NA,NA,NA,55.26666667,84.06347555,51.51000595,1.135841131,0.038491446,0.121870361,0.224301733,0.226778576,0.002909284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S1_64D1,2019,N,wet,PAR,S1,64,D,1,Lecythidaceae,Eschweilera,sagotiana,13.473,31.141,1.133,NA,NA,NA,58.03333333,83.03519313,51.36538315,1.332495213,0.042071803,0.132715755,0.210501756,0.224603316,0.002929826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S1_64D2,2019,N,wet,PAR,S1,64,D,2,Lecythidaceae,Eschweilera,sagotiana,17.132,28.926,1.133,NA,NA,NA,72.4,72.73136819,52.49768829,1.476172209,0.039811644,0.149044974,0.261573066,0.274326625,0.005402777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S1_64T1,2019,N,wet,PAR,S1,64,T,1,Lecythidaceae,Eschweilera,sagotiana,22.388,45.034,0.92,NA,NA,NA,52.23333333,76.63896104,52.50473022,1.258627057,0.072891566,0.49764217,0.046998045,0.11998388,0.001308776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_PAR-S3_90D3,2019,P,wet,PAR,S3,90,D,3,Myristicaceae,Iryanthera,sagotiana,24.882,59.275,0.853,24.23,67.551,4.028,60.4,93.94174757,50.39635468,1.456268311,0.051785714,0.18592375,0.600144569,0.621301234,0.012546643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-S3_90D2,2019,P,wet,PAR,S3,90,D,2,Myristicaceae,Iryanthera,sagotiana,28.002,72.103,0.853,28.084,74.411,4.686,65.83333333,84.4025,50.89313889,1.423972607,0.057653743,0.195064086,0.66993826,0.625349172,0.013819817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-S3_90D1,2019,P,wet,PAR,S3,90,D,1,Myristicaceae,Iryanthera,sagotiana,22.653,62.807,0.853,22.57,63.966,4.303,54.83333333,96.28726287,50.65994644,1.523591518,0.058426966,0.207987354,0.551509319,0.596610808,0.012751829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-S3_90T3,2019,P,wet,PAR,S3,90,T,3,Myristicaceae,Iryanthera,sagotiana,28.874,72.803,1.323,28.653,74.457,5.908,79.93333333,79.78978389,51.11837006,1.53861618,0.061087756,0.190524037,0.590886568,0.543174799,0.015939857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2019_wet_PAR-S3_90T2,2019,P,wet,PAR,S3,90,T,2,Myristicaceae,Iryanthera,sagotiana,28.049,68.441,1.323,28.034,69.206,5.606,81.27,83.14099783,49.97821045,1.385469317,0.061702806,0.197291956,0.748742787,0.588786376,0.018438559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2019_wet_PAR-S3_90T1,2019,P,wet,PAR,S3,90,T,1,Myristicaceae,Iryanthera,sagotiana,28.857,73.965,1.323,NA,NA,NA,81.36666667,75.58250825,38.27552032,1.241724968,0.058448653,0.197473035,0.610333928,0.578831632,0.014935664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2015_wet_PAR-T2_101D1,2015,NP,wet,PAR,T2,101,D,1,Lecythidaceae,Eschweilera,sagotiana,NA,NA,NA,NA,NA,NA,38.36543155,70.60842105,51.30810928,1.433957219,0.043810156,0.302772984,0.094211749,0.173271656,0.003305675,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T2_101D2,2015,NP,wet,PAR,T2,101,D,2,Lecythidaceae,Eschweilera,sagotiana,NA,NA,NA,NA,NA,NA,38.36543155,65.57609503,51.30810928,1.433957219,0.043810156,0.302772984,0.094211749,0.173271656,0.003305675,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T2_101T1,2015,NP,wet,PAR,T2,101,T,1,Lecythidaceae,Eschweilera,sagotiana,24.918,48.475,0.456,25.051,50.91,4.001,46.06607755,62.15414508,51.63407135,1.538711071,0.060208127,0.272879088,0.100837463,0.148312686,0.003206145,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T2_101T2,2015,NP,wet,PAR,T2,101,T,2,Lecythidaceae,Eschweilera,sagotiana,18.808,35.139,0.457,NA,NA,NA,46.06607755,60.88589212,51.63719177,1.495209217,0.057785691,0.294352541,0.091918096,0.165318064,0.00361282,< 0,,,,,,,,,,,,,,
2015_dry_PAR-S1_64D1,2015,N,dry,PAR,S1,64,D,1,Lecythidaceae,Eschweilera,sagotiana,25.204,44.729,0.432,24.779,46.707,3.158,42.4,98.91330049,48.41712952,1.673617005,0.100515464,0.376571334,0.099772198,0.152773528,0.001471566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,
2015_dry_PAR-S1_64D2,2015,N,dry,PAR,S1,64,D,2,Lecythidaceae,Eschweilera,sagotiana,19.991,37.292,0.432,NA,NA,NA,35.4,96.30625,49.19665909,1.448082924,0.086768617,0.291672207,0.176334774,0.251409574,0.002151762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,
2015_dry_PAR-S1_64D3,2015,N,dry,PAR,S1,64,D,3,Lecythidaceae,Eschweilera,sagotiana,15.329,35.062,0.432,NA,NA,NA,42.5,97.36213992,49.1583786,1.717677355,0.102475248,0.384108911,0.115252475,0.176737624,0.001717822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,
2015_dry_PAR-S1_64T1,2015,N,dry,PAR,S1,64,T,1,Lecythidaceae,Eschweilera,sagotiana,33.19,58.336,0.662,31.719,58.373,4.969,41.6,60.85257302,50.46844864,1.307796836,0.051482839,0.232622459,0.149230257,0.245148284,0.004653449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2015_dry_PAR-S1_64T2,2015,N,dry,PAR,S1,64,T,2,Lecythidaceae,Eschweilera,sagotiana,23.083,47.838,0.662,NA,NA,NA,37,68.22490931,50.55229187,1.197303653,0.064689359,0.361814276,0.103507931,0.192090218,0.002585096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2015_dry_PAR-S1_64T3,2015,N,dry,PAR,S1,64,T,3,Lecythidaceae,Eschweilera,sagotiana,45.131,63.44,0.662,44.416,64.971,5.124,42.9,73.51956522,50.29784012,1.364118576,0.060884692,0.203156064,0.09583002,0.180571571,0.003499006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2015_dry_PAR-S3_90D1,2015,P,dry,PAR,S3,90,D,1,Myristicaceae,Iryanthera,sagotiana,28,70.511,0.993,26.725,73.295,4.385,47.1,95.07772021,48.38092422,1.273353577,0.055704441,0.793127871,0.259106049,0.377136294,0.003577718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2015_dry_PAR-S3_90D2,2015,P,dry,PAR,S3,90,D,2,Myristicaceae,Iryanthera,sagotiana,14.736,64.995,0.993,NA,NA,NA,73.2,91.41221374,47.44400024,1.337676764,0.036047346,0.295668938,0.939003766,0.406640961,0.027767217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2015_dry_PAR-S3_90T1,2015,P,dry,PAR,S3,90,T,1,Myristicaceae,Iryanthera,sagotiana,25.185,63.377,0.824,NA,NA,NA,41.9,104.8913043,49.21368408,1.209839225,0.056571429,0.892328571,0.286667143,0.395708571,0.00375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,
2015_dry_PAR-T2_101T1,2015,NP,dry,PAR,T2,101,T,1,Lecythidaceae,Eschweilera,sagotiana,40.164,69.882,0.725,40.753,69.768,5.28,56,75.90525114,49.01964951,1.48944509,0.052470159,0.348466512,0.071523541,0.100014092,0.002772712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,
2015_dry_PAR-T2_101T2,2015,NP,dry,PAR,T2,101,T,2,Lecythidaceae,Eschweilera,sagotiana,30.555,71.322,0.725,NA,NA,NA,62.8,64.91551882,49.43591309,1.426724076,0.065507581,0.344174357,0.06,0.115167271,0.002484344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,
2015_dry_PAR-T2_101T3,2015,NP,dry,PAR,T2,101,T,3,Lecythidaceae,Eschweilera,sagotiana,40.358,72.201,0.725,40.699,72.474,4.652,61.9,64.38754579,50.61299133,1.557327032,0.064186965,0.360508558,0.066290323,0.127433344,0.002718071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,
2016_wet_PAR-S1_64D1,2016,N,wet,PAR,S1,64,D,1,Lecythidaceae,Eschweilera,sagotiana,19.168,37.335,0.72,18.762,37.497,3.29,54.8,,48.27689997,1.588756243,0.061164091,0.193283459,0.293079579,0.48847172,0.008141236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,
2016_wet_PAR-S1_64D2,2016,N,wet,PAR,S1,64,D,2,Lecythidaceae,Eschweilera,sagotiana,20.369,39.21,0.95,NA,NA,NA,58.4,,48.77577591,1.654079477,0.055435863,0.202751077,0.245369572,0.441396255,0.007084853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,
2016_wet_PAR-S1_64D3,2016,N,wet,PAR,S1,64,D,3,Lecythidaceae,Eschweilera,sagotiana,14.435,25.398,0.098,NA,NA,NA,53.5,,48.51543554,1.478106658,0.051186944,0.196340257,0.21640455,0.350788823,0.005581108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,
2016_wet_PAR-S1_64T1,2016,N,wet,PAR,S1,64,T,1,Lecythidaceae,Eschweilera,sagotiana,36.439,69.444,0.838,NA,NA,NA,37,,49.14215851,1.52579391,0.076051516,0.192671992,0.131816107,0.279162863,0.003680306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2016_wet_PAR-S1_64T2,2016,N,wet,PAR,S1,64,T,2,Lecythidaceae,Eschweilera,sagotiana,31.044,63.353,1.097,NA,NA,NA,49.8,,49.27525711,1.407360911,0.063306852,0.259359484,0.126747766,0.289620159,0.003709037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2016_wet_PAR-S1_64T3,2016,N,wet,PAR,S1,64,T,3,Lecythidaceae,Eschweilera,sagotiana,29.161,63.365,1.009,NA,NA,NA,40.9,,48.33658218,1.476189852,0.077823241,0.198216039,0.145590835,0.313892799,0.004011457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2016_wet_PAR-S3_90D1,2016,P,wet,PAR,S3,90,D,1,Myristicaceae,Iryanthera,sagotiana,13.384,38.085,0.702,13.37,38.19,2.989,79.5,,49.65412521,1.135319591,0.036817295,0.145269831,0.617265117,0.572608908,0.011011053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19.5,
2016_wet_PAR-S3_90D2,2016,P,wet,PAR,S3,90,D,2,Myristicaceae,Iryanthera,sagotiana,19.237,51.82,0.702,19.079,52.015,3.777,95.5,,49.71321106,1.250784993,0.041377063,0.182906169,0.570355126,0.567374023,0.012149218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19.5,
2016_wet_PAR-S3_90T1,2016,P,wet,PAR,S3,90,T,1,Myristicaceae,Iryanthera,sagotiana,29.622,78.314,0.82,NA,NA,NA,83.4,,49.10796738,1.561633825,0.056318681,0.222554945,0.485057692,0.594357143,0.007656593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,
2016_wet_PAR-S3_90T2,2016,P,wet,PAR,S3,90,T,2,Myristicaceae,Iryanthera,sagotiana,15.679,49.766,0.82,NA,NA,NA,107.2,,50.47106171,1.390540123,0.045258621,0.191453912,0.593735908,0.523323939,0.011874171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,
2019_wet_NOU-S4_140T1,2019,C,wet,NOU,S4,140,T,1,Sapotaceae,Chrysophyllum,sanguinolentum,28.845,79.05,1.103,NA,NA,NA,63.1,68.01206897,50.51226425,1.098434806,0.039444027,0.599995702,0.162595558,0.161595877,0.004652394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,
2019_wet_NOU-S4_140T2,2019,C,wet,NOU,S4,140,T,2,Sapotaceae,Chrysophyllum,sanguinolentum,22.392,71.866,1.103,NA,NA,NA,71.93333333,62.24932976,51.24978638,1.026317239,0.038446825,0.648651956,0.170735903,0.14614245,0.004371488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,
2019_wet_NOU-S4_140T3,2019,C,wet,NOU,S4,140,T,3,Sapotaceae,Chrysophyllum,sanguinolentum,28.849,81.602,1.103,28.746,81.538,6.46,71.73333333,60.62075915,51.30601501,1.26868701,0.038840628,0.551442111,0.186390617,0.165810356,0.004962287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,
2019_wet_NOU-S4_140D1,2019,C,wet,NOU,S4,140,D,1,Sapotaceae,Chrysophyllum,sanguinolentum,225.77,43.703,1.709,225.77,52.316,2.94,53.9,71.31617647,50.2959137,1.307916403,0.035053216,0.694856277,0.217448176,0.158950379,0.004473575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,
2019_wet_NOU-S4_140D2,2019,C,wet,NOU,S4,140,D,2,Sapotaceae,Chrysophyllum,sanguinolentum,106.908,50.181,1.709,28.86,66.71,3.421,51.13333333,70.24922505,50.30843735,1.075819492,0.032271945,0.588615088,0.213156347,0.186215413,0.005206552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,
2019_wet_NOU-S4_140D3,2019,C,wet,NOU,S4,140,D,3,Sapotaceae,Chrysophyllum,sanguinolentum,18.007,43.212,1.709,NA,NA,NA,45.53333333,71.93465129,49.90209198,1.133630872,0.039020893,0.643106005,0.228934996,0.17358059,0.005246249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,
2015_wet_NOU-S4_140D1,2015,C,wet,NOU,S4,140,D,1,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,44.12545533,77.51276024,49.00856018,1.246009588,0.04165281,0.558010476,0.236842368,0.22181992,0.0053999,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_140D2,2015,C,wet,NOU,S4,140,D,2,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,61.26549728,68.61967546,49.06916428,1.376377463,0.044361391,0.680837667,0.257144946,0.214043711,0.005364803,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_140D3,2015,C,wet,NOU,S4,140,D,3,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,47.8340072,76.25278181,49.12754059,1.234878421,0.042235921,0.580369044,0.217097634,0.205044152,0.005148284,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_140T1,2015,C,wet,NOU,S4,140,T,1,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,67.13307437,70.13219197,49.97003937,1.178997397,0.035691162,0.554596957,0.193608773,0.209045808,0.006378278,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_140T2,2015,C,wet,NOU,S4,140,T,2,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,92.21260494,65.85904762,50.13737869,1.319471836,0.034953395,0.494640479,0.295233855,0.221252497,0.011507157,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_140T3,2015,C,wet,NOU,S4,140,T,3,Sapotaceae,Chrysophyllum,sanguinolentum,NA,NA,NA,NA,NA,NA,58.05650928,69.36438746,49.81626892,1.317722917,0.036489152,0.573767258,0.238118836,0.223345661,0.006420118,< 0,,,,,,,,,,,,,,
2015_dry_NOU-S4_140T1,2015,C,dry,NOU,S4,140,T,1,Sapotaceae,Chrysophyllum,sanguinolentum,22.358,68.891,0.555,21.973,69.76,5.015,52.4,52.19996255,50.33863449,1.194646597,0.054423459,0.888866799,0.209172465,0.183106362,0.004878231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,32,
2015_dry_NOU-S4_140T2,2015,C,dry,NOU,S4,140,T,2,Sapotaceae,Chrysophyllum,sanguinolentum,26.832,75.801,0.555,26.613,77.569,4.855,34.2,62.10600047,50.6365509,1.073199511,0.043002915,0.772546161,0.208019922,0.17840622,0.00457483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,32,
2019_wet_PAR-T4_808D2,2019,C,wet,PAR,T4,808,D,2,Peraceae,Chaetocarpus,schomburgkianus,9.367,47.093,0.799,NA,NA,NA,82.9,55.07205624,48.50598145,0.550938368,0.029004107,0.179864236,0.239636018,0.24698664,0.005475888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-T4_808T2,2019,C,wet,PAR,T4,808,T,2,Peraceae,Chaetocarpus,schomburgkianus,16.961,45.104,1.229,NA,NA,NA,41.8,64.07981221,48.11911392,0.364109665,0.026415746,0.74150914,0.110536691,0.174388331,0.003056112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2019_wet_PAR-T4_808T3,2019,C,wet,PAR,T4,808,T,3,Peraceae,Chaetocarpus,schomburgkianus,33.113,67.274,1.229,33.052,67.33,5.478,71.06666667,46.58451817,48.71684647,0.682439923,0.03142799,0.390413584,0.096253526,0.156331759,0.002504925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2019_wet_PAR-T4_808D3,2019,C,wet,PAR,T4,808,D,3,Peraceae,Chaetocarpus,schomburgkianus,10.188,54.517,0.799,NA,NA,NA,106.7,44.55829705,48.56363297,0.631071627,0.026803607,0.155095305,0.233789197,0.189815002,0.005781882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-T4_808D1,2019,C,wet,PAR,T4,808,D,1,Peraceae,Chaetocarpus,schomburgkianus,12.889,59.811,0.799,NA,NA,NA,84.2,53.86660175,48.11463547,0.754314899,0.031743366,0.236871721,0.195578078,0.227508867,0.005112019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-T4_808T1,2019,C,wet,PAR,T4,808,T,1,Peraceae,Chaetocarpus,schomburgkianus,13.874,53.824,1.229,NA,NA,NA,101.1333333,52.70566502,47.67718887,0.744695365,0.030806979,0.255328314,0.205247639,0.178732753,0.005248563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2015_wet_PAR-T4_808D1,2015,C,wet,PAR,T4,808,D,1,Peraceae,Chaetocarpus,schomburgkianus,NA,NA,1.011,NA,NA,NA,107.7826645,48.93886463,47.03635406,0.92391324,0.029546947,0.166654629,0.26956172,0.238047439,0.008250985,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T4_808D2,2015,C,wet,PAR,T4,808,D,2,Peraceae,Chaetocarpus,schomburgkianus,15.956,51.559,1.011,NA,NA,NA,107.7826645,62.35491607,46.72060013,0.96820271,0.034786184,0.20090625,0.278481908,0.281272204,0.008030428,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T4_808D3,2015,C,wet,PAR,T4,808,D,3,Peraceae,Chaetocarpus,schomburgkianus,11.67,48.304,1.011,NA,NA,NA,107.7826645,49.61115602,NA,NA,NA,NA,NA,NA,NA,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T4_808T1,2015,C,wet,PAR,T4,808,T,1,Peraceae,Chaetocarpus,schomburgkianus,17.08,69.767,1.364,NA,NA,NA,35.01220917,54.81301421,47.97086716,0.848239541,0.04165281,0.413370469,0.12547722,0.174240938,0.00409295,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T4_808T2,2015,C,wet,PAR,T4,808,T,2,Peraceae,Chaetocarpus,schomburgkianus,NA,NA,1.364,NA,NA,NA,35.01220917,61.59513591,47.7014122,0.750094354,0.038974017,0.5032495,0.106973684,0.149347935,0.00383994,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T4_808T3,2015,C,wet,PAR,T4,808,T,3,Peraceae,Chaetocarpus,schomburgkianus,24.599,83.967,1.364,NA,NA,NA,35.01220917,55.59281961,48.03469086,0.85163331,0.04325,0.480835,0.12732,0.1741225,0.0046825,< 0,,,,,,,,,,,,,,
2015_dry_PAR-T4_808T2,2015,C,dry,PAR,T4,808,T,2,Peraceae,Chaetocarpus,schomburgkianus,18.301,56.804,1.139,NA,NA,NA,105.9,45.88903061,46.31995392,0.877869248,0.030067895,0.161772551,0.221685257,0.169097963,0.008043162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,
2019_wet_NOU-T2_84D3,2019,NP,wet,NOU,T2,84,D,3,Opiliaceae,Agonandra,silvatica,19.694,56.939,0.717,NA,NA,NA,32.9,149.4454545,47.22357178,1.555227637,0.135278515,0.611032838,0.417000783,0.308024036,0.027813758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,
2019_wet_NOU-T2_84D2,2019,NP,wet,NOU,T2,84,D,2,Opiliaceae,Agonandra,silvatica,25.315,60.248,0.717,25.22,61.345,4.178,29.73333333,150.9433962,49.27514648,1.504805923,0.135278515,0.611032838,0.417000783,0.308024036,0.027813758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,
2019_wet_NOU-T2_84D1,2019,NP,wet,NOU,T2,84,D,1,Opiliaceae,Agonandra,silvatica,21.457,54.569,0.717,NA,NA,NA,38.2,147.9097744,48.73020554,1.440496325,0.135278515,0.611032838,0.417000783,0.308024036,0.027813758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,
2019_wet_NOU-T2_84T3,2019,NP,wet,NOU,T2,84,T,3,Opiliaceae,Agonandra,silvatica,22.493,61.244,0.593,NA,NA,NA,22.93333333,139.6233766,49.74723434,1.611280203,0.092286915,0.356034283,0.273179049,0.246785068,0.022183611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,27,
2019_wet_NOU-T2_84T2,2019,NP,wet,NOU,T2,84,T,2,Opiliaceae,Agonandra,silvatica,33.101,75.54,0.593,32.838,76.931,6.129,24.43333333,110.5709571,49.54647827,1.852768302,0.092286915,0.356034283,0.273179049,0.246785068,0.022183611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,27,
2019_wet_NOU-T2_84T1,2019,NP,wet,NOU,T2,84,T,1,Opiliaceae,Agonandra,silvatica,22.86,61.859,0.593,NA,NA,NA,34.03333333,130.0574713,50.9740448,1.183292866,0.092286915,0.356034283,0.273179049,0.246785068,0.022183611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,27,
2015_wet_NOU-T2_84D1,2015,NP,wet,NOU,T2,84,D,1,Opiliaceae,Agonandra,silvatica,7.442,23.034,1.125,7.433,23.252,1.909,28.53857938,117.4491979,50.5377121,2.076176167,0.066844031,0.316137346,0.335838876,0.206213834,0.013550881,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_84D2,2015,NP,wet,NOU,T2,84,D,2,Opiliaceae,Agonandra,silvatica,25.804,72.476,1.125,25.367,72.733,4.912,20.88887737,110.2145215,50.5377121,2.076176167,0.066844031,0.316137346,0.335838876,0.206213834,0.013550881,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_84D3,2015,NP,wet,NOU,T2,84,D,3,Opiliaceae,Agonandra,silvatica,26.641,64.183,1.125,26.727,64.261,4.52,24.54766737,119.9005525,50.5377121,2.076176167,0.066844031,0.316137346,0.335838876,0.206213834,0.013550881,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_84T1,2015,NP,wet,NOU,T2,84,T,1,Opiliaceae,Agonandra,silvatica,29.21,63.37,0.769,NA,NA,NA,21.00156238,99.22264151,NA,NA,NA,NA,NA,NA,NA,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_84T2,2015,NP,wet,NOU,T2,84,T,2,Opiliaceae,Agonandra,silvatica,28.131,67.517,0.769,28.006,67.753,5.639,17.77542409,97.08231707,NA,NA,NA,NA,NA,NA,NA,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T2_84T3,2015,NP,wet,NOU,T2,84,T,3,Opiliaceae,Agonandra,silvatica,23.012,64.398,0.769,NA,NA,NA,18.45761152,99.10902256,NA,NA,NA,NA,NA,NA,NA,< 0,,,,,,,,,,,,,,
2015_dry_NOU-T2_84D1,2015,NP,dry,NOU,T2,84,D,1,Opiliaceae,Agonandra,silvatica,15.191,36.107,0.386,NA,NA,NA,26.7,142.364532,47.54178619,1.756232738,0.051147228,0.281644359,0.358054493,0.242538241,0.00918738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19.5,
2015_dry_NOU-T2_84D2,2015,NP,dry,NOU,T2,84,D,2,Opiliaceae,Agonandra,silvatica,11.418,33.198,0.386,NA,NA,NA,22.8,152.5641026,48.19307709,1.749673247,0.051147228,0.281644359,0.358054493,0.242538241,0.00918738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19.5,
2019_wet_NOU-S2_65D3,2019,NP,wet,NOU,S2,65,D,3,Malvaceae,Sterculia,speciosa,32.163,73.45,0.937,31.943,78.044,4.73,10.03333333,84.52123077,49.02374649,1.029992342,0.083543619,1.44532145,0.165308796,0.127472625,0.007767802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2019_wet_NOU-S2_65D2,2019,NP,wet,NOU,S2,65,D,2,Malvaceae,Sterculia,speciosa,36.114,87.515,0.937,35.694,92.008,5.279,13.73333333,66.51158798,49.82330322,1.205219865,0.094783248,1.362092821,0.257357735,0.163534344,0.0120004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
