ID,Year,Fertilisation,Season,Site,Plot,Tree,Branch,Rep,Family,Genus,Species,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,CCI,SLA,C,N,P,K,Ca,Mg,Mn,S,Na,V,Sr,As,Cd,Cr,Cu,Fe,Pb,Zn,Mo,CII,Height,Remark_Height/CII
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(/),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(/),(m),(/)
2019_wet_NOU-S4_76D2,2019,C,wet,NOU,S4,76,D,2,Chrysobalanaceae,Couepia,caryophylloides,13.438,53.539,0.865,NA,NA,NA,48.16666667,70.25721562,50.40610504,1.543169379,0.047494074,0.363699827,0.240710334,0.132351786,0.006962374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,33,
2019_wet_NOU-S4_76D3,2019,C,wet,NOU,S4,76,D,3,Chrysobalanaceae,Couepia,caryophylloides,19.41,74.094,0.865,NA,NA,NA,50.06666667,71.11492891,48.45970535,1.493214607,0.044513862,0.356565922,0.218457838,0.14962873,0.006639984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,33,
2015_wet_NOU-S4_76D1,2015,C,wet,NOU,S4,76,D,1,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,46.81561655,84.79915561,49.53015137,1.703319788,0.049136245,0.423207301,0.12413869,0.139583605,0.004199804,0.436934823,3358.41833,< 1,17.36978173,< 0,,,,,,,,,,
2015_wet_NOU-S4_76D2,2015,C,wet,NOU,S4,76,D,2,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,43.88869782,71.70957489,49.91497421,1.726934314,0.049883605,0.309577652,0.192328733,0.138374626,0.00597855,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_76D3,2015,C,wet,NOU,S4,76,D,3,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,48.87455113,77.00862641,49.4142189,1.74916935,0.048833819,0.350874636,0.172257046,0.157456268,0.005218659,0.425351293,2923.508883,< 1,24.5828363,< 0,,,,,,,,,,
2015_wet_NOU-S4_76T1,2015,C,wet,NOU,S4,76,T,1,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,42.95430319,73.0606878,50.16439438,1.868264675,0.057806324,0.380731225,0.204770257,0.132458004,0.009162549,0.40775436,1100.058121,< 1,25.45225593,< 0,,,,,,,,,,
2015_wet_NOU-S4_76T2,2015,C,wet,NOU,S4,76,T,2,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,42.72382957,70.57824561,50.2335968,1.845701337,0.057937807,0.35086743,0.15449509,0.102346154,0.006382979,< 0,,,,,,,,,,,,,,
2015_wet_NOU-S4_76T3,2015,C,wet,NOU,S4,76,T,3,Chrysobalanaceae,Couepia,caryophylloides,NA,NA,NA,NA,NA,NA,43.41898701,69.84369115,50.17543793,1.908610106,0.060455897,0.418533201,0.165810208,0.117911298,0.006969772,< 0,,,,,,,,,,,,,,
2019_wet_PAR-T1_89T1,2019,N,wet,PAR,T1,89,T,1,Clusiaceae,Moronobea,coccinea,33.958,92.436,1.399,34.019,92.43,7.506,167.2666667,71.57377049,49.48308182,1.254991174,0.029584775,0.257403736,0.517687049,0.282972113,0.001367572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2019_wet_PAR-T1_89D1,2019,N,wet,PAR,T1,89,D,1,Clusiaceae,Moronobea,coccinea,20.888,41.251,0.771,NA,NA,NA,96.86666667,97.62745098,48.37606049,1.00132072,0.024622893,0.489140724,0.4578119,0.319660356,0.001228432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2019_wet_PAR-T1_89D2,2019,N,wet,PAR,T1,89,D,2,Clusiaceae,Moronobea,coccinea,11.388,37.664,0.771,NA,NA,NA,105.1333333,102.679558,47.66490936,0.999927044,0.024622893,0.489140724,0.4578119,0.319660356,0.001228432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2019_wet_PAR-T1_89D3,2019,N,wet,PAR,T1,89,D,3,Clusiaceae,Moronobea,coccinea,12.723,30.115,0.771,NA,NA,NA,67.8,107.9692308,33.85957336,0.772529066,0.024622893,0.489140724,0.4578119,0.319660356,0.001228432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2019_wet_PAR-T1_89T2,2019,N,wet,PAR,T1,89,T,2,Clusiaceae,Moronobea,coccinea,12.257,36.34,1.399,NA,NA,NA,136.6666667,92.84210526,48.33929825,1.017854333,0.029584775,0.257403736,0.517687049,0.282972113,0.001367572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2019_wet_PAR-T1_89T3,2019,N,wet,PAR,T1,89,T,3,Clusiaceae,Moronobea,coccinea,30.97,85.842,1.399,NA,NA,NA,190.1333333,71.28640777,49.77387619,1.264307141,0.029584775,0.257403736,0.517687049,0.282972113,0.001367572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Nikon Forestry Pro did not work: no height data
2015_wet_PAR-T1_89D1,2015,N,wet,PAR,T1,89,D,1,Clusiaceae,Moronobea,coccinea,7.202,23.38,0.559,NA,NA,NA,266.122528,85.46315789,48.2796402,1.424813151,0.036567878,0.201094646,0.811792543,0.352306405,0.002014818,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T1_89D2,2015,N,wet,PAR,T1,89,D,2,Clusiaceae,Moronobea,coccinea,NA,NA,NA,NA,NA,NA,266.122528,84.33888889,48.2796402,1.424813151,0.036567878,0.201094646,0.811792543,0.352306405,0.002014818,< 0,,,,,,,,,,,,,,
2015_wet_PAR-T1_89T1,2015,N,wet,PAR,T1,89,T,1,Clusiaceae,Moronobea,coccinea,28.037,54.757,1.063,26.899,59.675,4.37,140.2935249,79.68595041,48.60126114,1.289132714,0.036567878,0.201094646,0.811792543,0.352306405,0.002014818,< 0,,,,,,,,,,,,,,
2015_dry_PAR-T1_89D1,2015,N,dry,PAR,T1,89,D,1,Clusiaceae,Moronobea,coccinea,31.116,71.302,0.714,NA,NA,NA,138.5,82.3364486,46.54616165,1.403888464,0.034646062,0.180458624,0.728212861,0.308728814,0.000969591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,
2015_dry_PAR-T1_89D2,2015,N,dry,PAR,T1,89,D,2,Clusiaceae,Moronobea,coccinea,29.008,103.288,0.714,NA,NA,NA,147.6,79.50917431,47.3480072,1.405784965,0.034646062,0.180458624,0.728212861,0.308728814,0.000969591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,
2015_dry_PAR-T1_89D3,2015,N,dry,PAR,T1,89,D,3,Clusiaceae,Moronobea,coccinea,24.21,70.857,0.714,NA,NA,NA,148.5,77.26966292,47.00236511,1.327059507,0.034646062,0.180458624,0.728212861,0.308728814,0.000969591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,
2015_dry_PAR-T1_89T3,2015,N,dry,PAR,T1,89,T,3,Clusiaceae,Moronobea,coccinea,26.385,86.675,1.775,NA,NA,NA,144.7,56.97435897,48.52465057,1.308448315,0.034646062,0.180458624,0.728212861,0.308728814,0.000969591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,
2017_dry_NOU-COPAS_50D3,2017,C,dry,NOU,COPAS,50,D,3,Sapotaceae,Pradosia,cochlearia,13.226,35.524,0.656,NA,NA,NA,,111.8934783,47.90562439,1.452831626,0.0544,0.174,1.01,0.385,0.0222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,17.5,
2017_dry_NOU-COPAS_50D2,2017,C,dry,NOU,COPAS,50,D,2,Sapotaceae,Pradosia,cochlearia,14.088,42.082,0.592,14.023,42.155,3.659,,111.273224,48.20948792,1.374320745,0.0543,0.23,0.823,0.336,0.0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,17.5,
2017_dry_NOU-COPAS_50D1,2017,C,dry,NOU,COPAS,50,D,1,Sapotaceae,Pradosia,cochlearia,NA,NA,NA,NA,NA,NA,,105.8842105,47.7594223,1.458863616,0.0543,0.23,0.823,0.336,0.0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,17.5,
2017_dry_NOU-COPAS_50M3,2017,C,dry,NOU,COPAS,50,M,3,Sapotaceae,Pradosia,cochlearia,13.474,38.068,0.776,13.321,38.179,3.347,,114.6521739,47.79882431,1.498347044,0.0505,0.195,0.746,0.429,0.0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,22,
2017_dry_NOU-COPAS_50M2,2017,C,dry,NOU,COPAS,50,M,2,Sapotaceae,Pradosia,cochlearia,19.561,48.37,0.776,19.138,51.143,4.003,,118.5941645,47.56874847,1.673321962,0.0514,0.2115,0.779,0.439,0.02565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,22,
2017_dry_NOU-COPAS_50M1,2017,C,dry,NOU,COPAS,50,M,1,Sapotaceae,Pradosia,cochlearia,13.666,33.831,0.776,13.595,35.145,2.885,,112.6870229,47.872612,1.740952492,0.0523,0.228,0.812,0.449,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,22,
2017_dry_NOU-COPAS_50T3,2017,C,dry,NOU,COPAS,50,T,3,Sapotaceae,Pradosia,cochlearia,16.916,40.517,0.926,16.768,40.675,3.508,,98.5026738,49.31591415,1.566512823,0.049,0.244,0.567,0.282,0.0313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_50T2,2017,C,dry,NOU,COPAS,50,T,2,Sapotaceae,Pradosia,cochlearia,13.342,37.206,0.926,13.317,37.295,3.308,,92.97260274,49.23698044,1.28362906,0.04795,0.2035,0.577,0.291,0.03045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_50T1,2017,C,dry,NOU,COPAS,50,T,1,Sapotaceae,Pradosia,cochlearia,19.979,50.974,0.926,NA,NA,NA,,74.5,50.96995544,1.487295151,0.0469,0.163,0.587,0.3,0.0296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2019_wet_NOU-T1_74T1,2019,N,wet,NOU,T1,74,T,1,Lecythidaceae,Eschweilera,coriacea,20.3,65.212,1.368,NA,NA,NA,96.3,82.0558495,50.70440674,1.592907667,0.057040082,0.464189277,0.222968108,0.16074183,0.043402225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2019_wet_NOU-T1_74T2,2019,N,wet,NOU,T1,74,T,2,Lecythidaceae,Eschweilera,coriacea,16.653,53.246,1.368,NA,NA,NA,77.66666667,72.15254237,50.14455414,1.411018968,0.051812005,0.385909547,0.194906974,0.139856662,0.039874839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2019_wet_NOU-T1_74T3,2019,N,wet,NOU,T1,74,T,3,Lecythidaceae,Eschweilera,coriacea,19.844,48.6,1.368,NA,NA,NA,105.5666667,77.36054422,50.63967896,1.955761313,0.056791569,0.439389921,0.240370078,0.177007136,0.049311045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,
2019_wet_NOU-T1_74D1,2019,N,wet,NOU,T1,74,D,1,Lecythidaceae,Eschweilera,coriacea,12.037,43.379,0.928,11.903,43.572,3.314,75.6,120.4558081,49.17110443,1.689343572,0.051958911,0.400249755,0.296409216,0.257887477,0.032775568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,
2019_wet_NOU-T1_74D2,2019,N,wet,NOU,T1,74,D,2,Lecythidaceae,Eschweilera,coriacea,NA,NA,0.928,NA,NA,NA,58.8,111.1062371,49.62963867,1.973151326,0.06714171,0.441009846,0.249402177,0.244233697,0.032871846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,
2019_wet_NOU-T1_74D3,2019,N,wet,NOU,T1,74,D,3,Lecythidaceae,Eschweilera,coriacea,9.031,29.164,0.928,NA,NA,NA,66.26666667,113.3387387,48.85961914,1.538455009,0.061128527,0.420915677,0.312816192,0.282090418,0.040307412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,
2019_wet_NOU-B1_50D3,2019,N,wet,NOU,B1,50,D,3,Lecythidaceae,Eschweilera,coriacea,10.114,25.358,1.156,NA,NA,NA,65.36666667,107.7504762,49.25875473,1.544416189,0.048888037,0.478008391,0.315695065,0.086771146,0.03285767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B1_50D2,2019,N,wet,NOU,B1,50,D,2,Lecythidaceae,Eschweilera,coriacea,8.144,22.614,1.156,NA,NA,NA,75.93333333,100.8357934,50.03034973,1.528883219,0.046034483,0.354168609,0.487889096,0.127175022,0.057020396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B1_50D1,2019,N,wet,NOU,B1,50,D,1,Lecythidaceae,Eschweilera,coriacea,14.441,26.481,1.156,NA,NA,NA,72.06666667,106.3541667,48.32609177,1.44596529,0.040234702,0.381844972,0.39966291,0.10324905,0.037690413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B1_50T3,2019,N,wet,NOU,B1,50,T,3,Lecythidaceae,Eschweilera,coriacea,9.186,26.674,0.694,NA,NA,NA,60.1,108.2835408,46.05936432,1.562581539,0.052750225,0.722638087,0.262167307,0.090338498,0.02772284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,
2019_wet_NOU-B1_50T2,2019,N,wet,NOU,B1,50,T,2,Lecythidaceae,Eschweilera,coriacea,8.19,23.903,0.694,NA,NA,NA,79.6,103.9798387,48.66223145,1.683867574,0.048498845,0.613366093,0.364753957,0.102384594,0.038777626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,
2019_wet_NOU-B1_50T1,2019,N,wet,NOU,B1,50,T,1,Lecythidaceae,Eschweilera,coriacea,6.035,20.696,0.694,NA,NA,NA,78.33333333,106.6606607,48.87147522,1.720960975,0.049378882,0.670909525,0.310461405,0.089159028,0.030223316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,
2015_wet_NOU-B1_50D1,2015,N,wet,NOU,B1,50,D,1,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,66.77286826,92.22259136,48.5753746,1.852541447,0.075782269,0.664500489,0.340526402,0.099800359,0.038047588,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B1_50D2,2015,N,wet,NOU,B1,50,D,2,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,43.41898701,90.46124524,48.5753746,1.852541447,0.075782269,0.664500489,0.340526402,0.099800359,0.038047588,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B1_50T1,2015,N,wet,NOU,B1,50,T,1,Lecythidaceae,Eschweilera,coriacea,8.876,21.716,0.923,NA,NA,NA,40.92400598,90.35616438,48.73354721,1.708967686,0.071816387,0.779183119,0.271959526,0.081502962,0.028070089,0.514435476,703.9090043,< 1,78.88713988,< 0,,,,,,,,,,
2015_wet_NOU-B1_50T2,2015,N,wet,NOU,B1,50,T,2,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,45.57306372,96.72009029,48.73354721,1.708967686,0.071816387,0.779183119,0.271959526,0.081502962,0.028070089,0.514435476,703.9090043,< 1,78.88713988,< 0,,,,,,,,,,
2015_wet_NOU-T1_74D1,2015,N,wet,NOU,T1,74,D,1,Lecythidaceae,Eschweilera,coriacea,21.423,35.447,0.774,21.331,35.894,2.864,52.1339743,100.825998,49.30888367,2.004141331,0.071581197,0.372382479,0.149652778,0.174407051,0.014834402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17.5,
2015_wet_NOU-T1_74D2,2015,N,wet,NOU,T1,74,D,2,Lecythidaceae,Eschweilera,coriacea,15.935,30.91,0.774,NA,NA,NA,60.93677396,116.345,49.61608505,2.267187357,0.081067639,0.497198276,0.176048574,0.17332311,0.017531499,0.451105252,NA,< 1,50.10480091,< 0,,,,,,,,,,
2015_wet_NOU-T1_74D3,2015,N,wet,NOU,T1,74,D,3,Lecythidaceae,Eschweilera,coriacea,16.044,31.433,0.774,NA,NA,NA,45.57306372,99.84714401,49.4630127,1.854161501,0.0703125,0.407263963,0.159088265,0.187322972,0.015448803,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T1_74T1,2015,N,wet,NOU,T1,74,T,1,Lecythidaceae,Eschweilera,coriacea,17.641,43.396,1.238,NA,NA,NA,92.71004567,91.60541311,49.91653824,2.06441021,0.074483776,0.39439528,0.281034907,0.243679941,0.04300885,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T1_74T2,2015,N,wet,NOU,T1,74,T,2,Lecythidaceae,Eschweilera,coriacea,22.916,46.557,1.238,NA,NA,NA,81.04275332,89.25188917,50.34347534,2.036218882,0.069946897,0.336143379,0.325651344,0.247126618,0.053109857,< 0,,,,,,,,,,,,,,
2015_wet_NOU-T1_74T3,2015,N,wet,NOU,T1,74,T,3,Lecythidaceae,Eschweilera,coriacea,23.487,55.114,1.238,NA,NA,NA,74.75954035,84.27561475,50.11401749,2.115278244,0.072878536,0.314076539,0.331509983,0.271519967,0.051054908,< 0,,,,,,,,,,,,,,
2015_dry_NOU-T1_74D2,2015,N,dry,NOU,T1,74,D,2,Lecythidaceae,Eschweilera,coriacea,11.77,37.227,0.273,NA,NA,NA,42.2,89.94515539,50.33328629,1.813503742,0.058909445,0.400632911,0.152874878,0.195111977,0.016718598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,
2015_dry_NOU-T1_74T1,2015,N,dry,NOU,T1,74,T,1,Lecythidaceae,Eschweilera,coriacea,16.381,57.177,0.493,NA,NA,NA,50.2,97.14285714,50.34069443,2.063652754,0.085452444,0.483190225,0.107548712,0.17177675,0.016642173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,
2015_dry_NOU-T1_74T2,2015,N,dry,NOU,T1,74,T,2,Lecythidaceae,Eschweilera,coriacea,16.171,43.695,0.493,16.091,44.946,3.317,60.5,87.65347885,50.46939468,2.065365314,0.091332027,0.409598433,0.098092556,0.177747307,0.018486778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,
2015_dry_NOU-T1_74T3,2015,N,dry,NOU,T1,74,T,3,Lecythidaceae,Eschweilera,coriacea,27.574,51.668,0.493,27.736,57.589,3.739,51,86.00419874,50.71268082,2.041043043,0.078856295,0.390276862,0.087337673,0.164960448,0.017370633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,
2017_dry_NOU-COPAS_283T3,2017,C,dry,NOU,COPAS,283,T,3,Lecythidaceae,Eschweilera,coriacea,20.609,44.994,0.505,21.225,45.237,3.786,,136.8333333,48.05371475,2.037968636,0.119,0.904,0.309,0.169,0.0129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283T2,2017,C,dry,NOU,COPAS,283,T,2,Lecythidaceae,Eschweilera,coriacea,25.929,44.892,0.505,NA,NA,NA,,131.2321792,48.01650238,1.752192974,0.123,0.984,0.301,0.155,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283D2,2017,C,dry,NOU,COPAS,283,D,2,Lecythidaceae,Eschweilera,coriacea,16.807,36.499,0.601,16.532,38.037,2.872,,106.3542373,48.36873627,1.666543126,0.103,0.992,0.133,0.0994,0.00666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23,
2017_dry_NOU-COPAS_283D1,2017,C,dry,NOU,COPAS,283,D,1,Lecythidaceae,Eschweilera,coriacea,23.74,47.981,0.601,23.412,52.614,3.727,,137.8856153,48.05941772,1.43514359,0.0993,0.945,0.211,0.125,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23,
2017_dry_NOU-COPAS_283T4,2017,C,dry,NOU,COPAS,283,T,4,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,,126.5611867,48.28440475,1.910995841,0.116,0.882,0.28,0.151,0.0141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283T3,2017,C,dry,NOU,COPAS,283,T,3,Lecythidaceae,Eschweilera,coriacea,20.609,44.994,0.505,21.225,45.237,3.786,,136.8333333,48.17459869,1.913807273,0.123,0.961,0.234,0.133,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283T1,2017,C,dry,NOU,COPAS,283,T,1,Lecythidaceae,Eschweilera,coriacea,46.911,88.175,0.505,45.269,98.489,6.642,,129.144086,48.45466232,1.985905051,0.0938,0.669,0.436,0.205,0.0219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283D3,2017,C,dry,NOU,COPAS,283,D,3,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,,137.4310345,48.54659271,1.626334429,0.091,0.83,0.31,0.159,0.0129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23,
2017_dry_NOU-COPAS_283M2,2017,C,dry,NOU,COPAS,283,M,2,Lecythidaceae,Eschweilera,coriacea,18.015,31.046,0.909,16.785,33.822,2.425,,134.3605442,48.71855927,1.970962524,0.119,1.14,0.283,0.145,0.0139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_283M1,2017,C,dry,NOU,COPAS,283,M,1,Lecythidaceae,Eschweilera,coriacea,33.27,37.113,0.909,25.557,49.238,2.549,,120.1026119,48.11017227,1.934952021,0.106,1.11,0.209,0.139,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_283T2,2017,C,dry,NOU,COPAS,283,T,2,Lecythidaceae,Eschweilera,coriacea,25.929,44.892,0.505,NA,NA,NA,,131.2321792,48.77218628,1.747219443,0.104,0.834,0.246,0.153,0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283T1,2017,C,dry,NOU,COPAS,283,T,1,Lecythidaceae,Eschweilera,coriacea,46.911,88.175,0.505,45.269,98.489,6.642,,129.144086,48.58560181,2.021752357,0.0919,0.686,0.34,0.185,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,33,
2017_dry_NOU-COPAS_283D2,2017,C,dry,NOU,COPAS,283,D,2,Lecythidaceae,Eschweilera,coriacea,16.807,36.499,0.601,16.532,38.037,2.872,,106.3542373,48.53523254,1.523984551,0.109,0.957,0.188,0.113,0.00812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23,
2017_dry_NOU-COPAS_283D1,2017,C,dry,NOU,COPAS,283,D,1,Lecythidaceae,Eschweilera,coriacea,23.74,47.981,0.601,23.412,52.614,3.727,,137.8856153,48.0328331,1.486474872,0.0783,0.686,0.245,0.126,0.00773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23,
2017_dry_NOU-COPAS_283M3,2017,C,dry,NOU,COPAS,283,M,3,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,,130.489486,48.70803833,1.859888196,0.122,1.13,0.261,0.127,0.0136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_283M2,2017,C,dry,NOU,COPAS,283,M,2,Lecythidaceae,Eschweilera,coriacea,18.015,31.046,0.909,16.785,33.822,2.425,,132.1303116,48.33149719,1.669966817,0.119,1.04,0.186,0.0931,0.00989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_283M4,2017,C,dry,NOU,COPAS,283,M,4,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,,143.3677885,47.60282898,1.762310266,0.108,0.893,0.356,0.172,0.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_283M5,2017,C,dry,NOU,COPAS,283,M,5,Lecythidaceae,Eschweilera,coriacea,NA,NA,NA,NA,NA,NA,,138.4501109,48.38719559,2.10991478,0.102,0.728,0.366,0.181,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28,
2017_dry_NOU-COPAS_226T4,2017,C,dry,NOU,COPAS,226,T,4,Lecythidaceae,Eschweilera,coriacea,28.74,65.308,0.163,28.654,66.978,5.062,,127.7183544,48.03860092,1.760869265,0.126,0.843,0.281,0.152,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,36,
2017_dry_NOU-COPAS_226T1,2017,C,dry,NOU,COPAS,226,T,1,Lecythidaceae,Eschweilera,coriacea,22.337,64.299,0.163,22.399,66.082,5.045,,124.3304721,47.57653809,1.883026838,0.116,0.784,0.329,0.175,0.0302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,36,
2017_dry_NOU-COPAS_226T4,2017,C,dry,NOU,COPAS,226,T,4,Lecythidaceae,Eschweilera,coriacea,28.74,65.308,0.163,28.654,66.978,5.062,,127.7183544,48.14962769,1.567094684,0.11,0.674,0.359,0.173,0.0368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,36,
2017_dry_NOU-COPAS_226T2,2017,C,dry,NOU,COPAS,226,T,2,Lecythidaceae,Eschweilera,coriacea,12.84,39.786,0.163,NA,NA,NA,,138.1496063,47.85377502,1.557463646,0.126,0.882,0.213,0.14,0.0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,36,
2017_dry_NOU-COPAS_226T3,2017,C,dry,NOU,COPAS,226,T,3,Lecythidaceae,Eschweilera,coriacea,25.565,52.951,0.163,NA,NA,NA,,128.4655172,48.36912155,1.632717371,0.117,0.857,0.282,0.155,0.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,36,
2017_dry_NOU-COPAS_226M1,2017,C,dry,NOU,COPAS,226,M,1,Lecythidaceae,Eschweilera,coriacea,15.515,28.12,0.245,15.669,29.797,2.156,,149.6282306,47.81734467,1.59807384,0.13,0.854,0.259,0.139,0.0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,32,
2017_dry_NOU-COPAS_226D2,2017,C,dry,NOU,COPAS,226,D,2,Lecythidaceae,Eschweilera,coriacea,13.571,34.654,0.252,13.477,36.47,2.728,,142.7790927,47.87070084,1.703184009,0.142,1.02,0.26,0.184,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25,
