339.817139,        0.0000000000
340.196106,        0.0000000000
340.575104,     1208.3323974609
340.954010,      719.9988403320
341.332886,      837.5001831055
341.711761,      511.5391845703
342.090576,      108.4745788574
342.469360,       90.4509353638
342.848114,       39.6551780701
343.226868,        0.0000000000
343.605560,       60.8424530029
343.984192,       59.7985572815
344.362854,       59.4331283569
344.741425,       62.1155662537
345.119995,       67.3907241821
345.498535,       70.2663803101
345.877014,       72.5508270264
346.255463,       73.5759887695
346.633881,       76.4537048340
347.012299,       77.4601974487
347.390625,       75.9146423340
347.768951,       73.5841674805
348.147278,       74.1690673828
348.525513,       77.6368789673
348.903748,       80.7214050293
349.281952,       81.7045288086
349.660126,       81.6861114502
350.038239,       82.0639724731
350.416321,       83.2052917480
350.794373,       82.1675872803
351.172394,       82.3158264160
351.550385,       81.8888168335
351.928375,       79.2755508423
352.306305,       81.8040390015
352.684174,       82.2658081055
353.062042,       82.3320617676
353.439880,       82.1789779663
353.817657,       81.9786987305
354.195404,       82.8092041016
354.573151,       79.5985336304
354.950836,       80.8285598755
355.328461,       82.5686187744
355.706116,       82.5587921143
356.083710,       98.3159027100
356.461243,       97.7964096069
356.838806,       96.5521240234
357.216248,       96.3312835693
357.593719,       96.5577774048
357.971161,       96.8965682983
358.348541,       96.1823730469
358.725891,       96.3057250977
359.103210,       96.0274658203
359.480530,       94.7944641113
359.857758,       96.9161605835
360.234955,       95.3477096558
360.612183,       95.6464843750
360.989319,       94.5835494995
361.366425,       94.7910156250
361.743530,       96.5839385986
362.120575,       94.8536376953
362.497559,       94.6240997314
362.874573,       94.3215103149
363.251526,       92.9792556763
363.628418,       92.6975631714
364.005310,       70.0972824097
364.382202,       68.9777221680
364.759003,       68.1110153198
365.135773,       67.3573303223
365.512482,       67.6216506958
365.889221,       68.2705764771
366.265900,       68.8079452515
366.642517,       68.5134658813
367.019165,       68.2779693604
367.395721,       69.1848831177
367.772278,       68.8211059570
368.148804,       67.6407546997
368.525269,       66.3012161255
368.901672,       65.8389358521
369.278107,       64.3455810547
369.654480,       58.3366165161
370.030823,       61.9323196411
370.407104,       61.7664260864
370.783386,       60.4861373901
371.159637,       60.8729362488
371.535828,       63.6795654297
371.912018,       64.1067352295
372.288116,       63.3951644897
372.664246,       64.1104354858
373.040283,       65.7312011719
373.416351,       64.3733596802
373.792328,       61.5562629700
374.168274,       62.5403518677
374.544250,       63.0994567871
374.920105,       65.1598968506
375.295959,       64.9046325684
375.671814,       66.6605453491
376.047607,       67.1213073730
376.423370,       67.3461761475
376.799103,       67.2226104736
377.174774,       69.0641937256
377.550415,       69.4594726563
377.926056,       65.3180313110
378.301636,       66.3940048218
378.677185,       66.3970565796
379.052673,       69.9779357910
379.428192,       71.3541717529
379.803650,       71.5391006470
380.179047,       70.5011215210
380.554443,       70.6176605225
380.929779,       70.0050201416
381.305084,       69.2333679199
381.680359,       69.5315322876
382.055634,       67.7768783569
382.430817,       67.1594238281
382.805969,       65.3800277710
383.181152,       68.6012802124
383.556244,       67.7843475342
383.931274,       68.6929321289
384.306366,       70.2023239136
384.681366,       69.6700057983
385.056305,       68.3754730225
385.431274,       69.0999984741
385.806152,       72.8045196533
386.181000,       71.6406326294
386.555817,       71.6872940063
386.930634,       66.9270324707
387.305389,       63.5148544312
387.680084,       63.4472732544
388.054810,       63.8780593872
388.429474,       62.7701683044
388.804047,       60.6983299255
389.178650,       61.6840896606
389.553192,       61.0928039551
389.927734,       63.0216255188
390.302185,       63.6693840027
390.676666,       62.5612258911
391.051086,       58.1812133789
391.425446,       57.8651504517
391.799805,       57.1358070374
392.174133,       55.8940353394
392.548370,       56.0528411865
392.922638,       56.1278648376
393.296844,       58.0038681030
393.670990,       52.9883308411
394.045135,       52.1119346619
394.419220,       50.3660087585
394.793304,       52.6412887573
395.167328,       53.9467277527
395.541321,       55.0200576782
395.915283,       55.2172546387
396.289185,       58.6607322693
396.663116,       59.3602294922
397.036957,       57.5426445007
397.410736,       57.8473014832
397.784546,       56.7280006409
398.158325,       54.3528022766
398.532013,       55.0875587463
398.905670,       55.8892898560
399.279358,       60.2711067200
399.652954,       60.1292419434
400.026520,       58.5922546387
400.400085,       59.9169807434
400.773560,       60.3553314209
401.147034,       56.7660140991
401.520508,       56.0485763550
401.893890,       56.8389053345
402.267242,       57.4719657898
402.640564,       57.1624221802
403.013855,       57.0479583740
403.387146,       55.0832519531
403.760345,       55.2920455933
404.133514,       56.6510734558
404.506683,       57.4157180786
404.879791,       59.4089851379
405.252869,       59.5551681519
405.625946,       58.3193702698
405.998962,       57.4963645935
406.371918,       59.6807365417
406.744873,       59.5399436951
407.117798,       54.5413742065
407.490631,       54.2313880920
407.863525,       54.3246383667
408.236298,       53.3415794373
408.609039,       57.6570396423
408.981842,       57.7356033325
409.354523,       60.0368957520
409.727173,       59.6112861633
410.099792,       58.9293251038
410.472382,       58.0428123474
410.844910,       57.7314567566
411.217438,       56.5759201050
411.589935,       55.5195159912
411.962402,       51.7223587036
412.334778,       54.5427513123
412.707153,       53.6896591187
413.079498,       52.3316383362
413.451813,       52.4942741394
413.824066,       53.7100143433
414.196350,       50.0546035767
414.568512,       50.3710098267
414.940674,       51.0747566223
415.312805,       50.2991256714
415.684906,       50.0428314209
416.056946,       56.8229026794
416.429016,       52.5842056274
416.800964,       52.4904174805
417.172913,       50.8281097412
417.544830,       50.4786567688
417.916718,       50.6630134583
418.288574,       50.0478134155
418.660370,       49.1797561646
419.032135,       49.3525238037
419.403870,       48.9971427917
419.775574,       48.4930839539
420.147247,       44.7349739075
