340.270844,        0.0000000000
340.648560,        0.0000000000
341.026306,      604.5458984375
341.403961,     1677.7791748047
341.781616,     1228.5721435547
342.159210,     -271.4284057617
342.536743,       62.8930854797
342.914307,       90.8695755005
343.291779,       98.3818740845
343.669250,        0.0000000000
344.046661,       77.5551910400
344.424042,       76.9063339233
344.801422,       75.9323501587
345.178711,       79.0982666016
345.556000,       81.9353332520
345.933258,       85.1262207031
346.310486,       87.3216247559
346.687622,       87.0753326416
347.064758,       88.1769409180
347.441895,       86.8933639526
347.818939,       85.0154495239
348.195953,       83.9621200562
348.572937,       81.4787979126
348.949890,       81.9085617065
349.326843,       85.3555755615
349.703735,       85.1102600098
350.080597,       85.5873184204
350.457397,       85.3722610474
350.834198,       81.5762176514
351.210968,       80.2051239014
351.587646,       80.7803649902
351.964325,       79.8784866333
352.340942,       80.2871932983
352.717560,       82.7653732300
353.094147,       82.7856292725
353.470673,       82.2835693359
353.847168,       79.5305404663
354.223602,       78.3330764771
354.600037,       77.8375473022
354.976440,       75.9734802246
355.352783,       77.7556152344
355.729126,       80.9376525879
356.105408,       81.6644973755
356.481628,       81.6894302368
356.857849,       81.0740280151
357.234009,       77.6433486938
357.610168,       79.5431976318
357.986267,       77.5728607178
358.362366,       78.4264678955
358.738373,       77.6762466431
359.114349,       78.7658233643
359.490326,       78.3073348999
359.866241,       77.6963119507
360.242157,       76.7816390991
360.617981,       73.8343582153
360.993805,       73.2789840698
361.369568,       73.1715774536
361.745331,       73.4237289429
362.121033,       73.7412185669
362.496704,       73.8182678223
362.872314,       72.9681091309
363.247925,       72.0154571533
363.623505,       68.3220596313
363.999023,       65.6804428101
364.374542,       69.7707901001
364.750000,       69.8770675659
365.125397,       71.3266601563
365.500763,       69.8620223999
365.876160,       69.7047271729
366.251434,       68.7854995728
366.626740,       68.9120330811
367.001953,       70.6967163086
367.377136,       71.1298599243
367.752350,       70.0036697388
368.127472,       73.2123641968
368.502594,       73.1182708740
368.877625,       72.7340087891
369.252625,       72.3161544800
369.627625,       72.8784408569
370.002563,       73.5799865723
370.377502,       73.7867507935
370.752380,       73.6292190552
371.127228,       77.7719497681
371.502014,       77.4493484497
371.876770,       77.2033309937
372.251526,       75.4903564453
372.626221,       76.2994308472
373.000885,       74.4830093384
373.375488,       73.5500259399
373.750092,       74.9913101196
374.124664,       76.3556671143
374.499146,       78.2670974731
374.873627,       77.6735839844
375.248108,       75.8842468262
375.622467,       80.6306686401
375.996887,       79.5293960571
376.371185,       79.7961273193
376.745483,       79.4089050293
377.119751,       79.8417816162
377.493958,       80.2803344727
377.868195,       80.4123306274
378.242310,       80.0669021606
378.616394,       81.8042144775
378.990540,       78.9976119995
379.364563,       79.5750427246
379.738556,       79.5731964111
380.112518,       78.4569396973
380.486481,       78.5348815918
380.860352,       78.2532882690
381.234192,       78.8334960938
381.608063,       77.3420486450
381.981812,       76.1106262207
382.355591,       73.7630310059
382.729309,       73.5974960327
383.102966,       72.8999481201
383.476624,       67.5406417847
383.850220,       66.0554504395
384.223816,       66.2166442871
384.597321,       65.9507904053
384.970856,       67.2181625366
385.344299,       65.1840515137
385.717682,       63.3197326660
386.091125,       62.0940017700
386.464447,       58.1038780212
386.837769,       55.9578475952
387.211029,       57.5453987122
387.584290,       57.4405364990
387.957489,       57.1930160522
388.330627,       55.1444778442
388.703766,       56.0131530762
389.076874,       55.9820404053
389.449921,       58.6137542725
389.822937,       57.7037582397
390.195923,       58.6422157288
390.568878,       57.9507713318
390.941772,       58.6822166443
391.314636,       57.8174247742
391.687500,       56.1509742737
392.060272,       55.2236900330
392.433075,       54.2803153992
392.805756,       50.8552894592
393.178436,       50.7991981506
393.551117,       52.4378776550
393.923737,       55.1345825195
394.296326,       56.2121086121
394.668854,       56.3023262024
395.041321,       54.0572395325
395.413849,       55.0833587646
395.786255,       55.6569442749
396.158630,       56.2986831665
396.531006,       54.7805328369
396.903320,       52.6666564941
397.275604,       52.3532142639
397.647827,       51.8112106323
398.020050,       53.4705085754
398.392212,       53.1579627991
398.764343,       52.3741607666
399.136444,       52.2624359131
399.508514,       51.8641281128
399.880554,       50.1723937988
400.252533,       50.8514099121
400.624512,       52.8285217285
400.996399,       52.3536071777
401.368286,       51.4015541077
401.740112,       49.0999107361
402.111908,       46.9529457092
402.483673,       45.6615829468
402.855408,       45.6371192932
403.227081,       43.8423919678
403.598755,       41.9652786255
403.970367,       40.3017120361
404.341980,       40.9817619324
404.713501,       41.7645111084
405.085022,       39.8071022034
405.456482,       39.3207168579
405.827911,       36.0568466187
406.199310,       34.8022994995
406.570648,       34.6378517151
406.942017,       33.5370674133
407.313263,       32.8465003967
407.684509,       34.1733016968
408.055725,       32.8822822571
408.426880,       32.3047370911
408.798035,       34.8756713867
409.169128,       34.4885177612
409.540161,       35.7533950806
409.911224,       35.8786277771
410.282196,       36.5221138000
410.653137,       36.0292663574
411.024048,       36.9382934570
411.394897,       38.2896461487
411.765747,       38.8589668274
412.136536,       38.2510375977
412.507324,       39.9209098816
412.878052,       39.9855728149
413.248718,       42.8309745789
413.619385,       42.7041511536
413.989990,       42.6667709351
414.360565,       43.1997184753
414.731110,       43.0301666260
415.101563,       43.3445777893
415.472076,       42.5715370178
415.842468,       42.1352729797
416.212891,       41.8388481140
416.583221,       39.7339210510
416.953522,       39.0408287048
417.323792,       37.0629081726
417.694031,       38.5017852783
418.064240,       38.3160018921
418.434418,       39.2137069702
418.804535,       40.3187332153
419.174622,       39.4055633545
419.544678,       38.2019271851
419.914673,       38.1482276917
420.284668,       36.5321044922
