340.270844,      100.0000000000
340.648560,      100.0000000000
341.026306,    -2601.1894531250
341.403961,    -1582.6068115234
341.781616,   -11504.2949218750
342.159210,    -1719.2951660156
342.536743,       80.6122817993
342.914307,      -84.5406036377
343.291779,       19.4834671021
343.669250,      100.0000000000
344.046661,        7.0302124023
344.424042,        9.0032806396
344.801422,       10.5112075806
345.178711,       -1.3792114258
345.556000,      -12.8674774170
345.933258,      -23.2614822388
346.310486,      -29.1228942871
346.687622,      -33.1320953369
347.064758,      -37.0515136719
347.441895,      -35.3580322266
347.818939,      -34.7436523438
348.195953,      -31.0781250000
348.572937,      -28.2843933105
348.949890,      -35.6989746094
349.326843,      -38.4884796143
349.703735,      -38.4044342041
350.080597,      -39.5496063232
350.457397,      -38.9571990967
350.834198,      -33.5895080566
351.210968,      -31.8591918945
351.587646,      -34.2564544678
351.964325,      -32.7660064697
352.340942,      -30.5800170898
352.717560,      -36.8011779785
353.094147,      -38.2123413086
353.470673,      -37.2660522461
353.847168,      -35.5678405762
354.223602,      -35.9575653076
354.600037,      -38.4376525879
354.976440,      -34.0600585938
355.352783,      -40.1293029785
355.729126,      -41.9899291992
356.105408,      -42.1451873779
356.481628,      -71.0868682861
356.857849,      -68.8648529053
357.234009,      -66.6446533203
357.610168,      -69.7907257080
357.986267,      -66.6595764160
358.362366,      -66.1368408203
358.738373,      -63.5892944336
359.114349,      -64.5238037109
359.490326,      -61.3833923340
359.866241,      -56.9093322754
360.242157,      -60.9014282227
360.617981,      -58.0941467285
360.993805,      -56.3180847168
361.369568,      -57.2285308838
361.745331,      -55.9252319336
362.121033,      -58.0615234375
362.496704,      -55.8498992920
362.872314,      -52.4477081299
363.247925,      -49.5396118164
363.623505,      -44.5946044922
363.999023,      -39.8557891846
364.374542,       -7.0611572266
364.750000,       -4.2056579590
365.125397,       -4.5816345215
365.500763,       -4.1630096436
365.876160,       -4.9438934326
366.251434,       -6.2985305786
366.626740,       -7.5302124023
367.001953,      -11.5931243896
367.377136,      -12.8381347656
367.752350,      -15.8125457764
368.127472,      -17.2579727173
368.502594,      -11.4254837036
368.877625,       -9.3511352539
369.252625,       -6.1362609863
369.627625,       -6.9079589844
370.002563,        0.4749374390
370.377502,       -2.1717224121
370.752380,       -0.7385711670
371.127228,       -3.9649505615
371.502014,       -5.5241546631
371.876770,      -11.8628616333
372.251526,       -9.8235321045
372.626221,      -10.8097991943
373.000885,       -8.3008728027
373.375488,       -6.4562835693
373.750092,       -6.4691848755
374.124664,       -2.6514129639
374.499146,       -9.2568664551
374.873627,       -8.4243774414
375.248108,       -9.0044860840
375.622467,      -15.5723342896
375.996887,      -17.9608306885
376.371185,      -21.5816421509
376.745483,      -21.3236160278
377.119751,      -23.6895446777
377.493958,      -24.5449676514
377.868195,      -27.4688262939
378.242310,      -23.3009185791
378.616394,      -28.5912322998
378.990540,      -27.2192230225
379.364563,      -32.1528320313
379.738556,      -32.2643432617
380.112518,      -30.6484527588
380.486481,      -28.6039581299
380.860352,      -29.8163604736
381.234192,      -30.9241485596
381.608063,      -26.0966644287
381.981812,      -26.2998962402
382.355591,      -18.4754867554
382.729309,      -16.3745498657
383.102966,      -11.9385223389
383.476624,       -3.3654785156
383.850220,        0.3986968994
384.223816,        0.1665420532
384.597321,       -2.8518218994
384.970856,       -1.6926345825
385.344299,        1.1994476318
385.717682,        4.6923065186
386.091125,        0.8288650513
386.464447,        8.7527160645
386.837769,       10.9928436279
387.211029,       14.8202362061
387.584290,       19.2310333252
387.957489,       17.9667968750
388.330627,       17.7889404297
388.703766,       18.4318389893
389.076874,       19.9039916992
389.449921,       13.2301635742
389.822937,       15.7964248657
390.195923,       12.9399719238
390.568878,       11.0284652710
390.941772,        9.2627487183
391.314636,       13.9421997070
391.687500,       17.1866912842
392.060272,       18.3519134521
392.433075,       20.7768402100
392.805756,       23.8505096436
393.178436,       24.4749450684
393.551117,       18.2132415771
393.923737,       22.3260116577
394.296326,       22.3455429077
394.668854,       24.3312683105
395.041321,       22.7581329346
395.413849,       19.8664398193
395.786255,       17.6340713501
396.158630,       17.4057922363
396.531006,       13.7996826172
396.903320,       13.8588104248
397.275604,       15.9539871216
397.647827,       17.1332550049
398.020050,       14.3241424561
398.392212,       18.3881988525
398.764343,       19.8786010742
399.136444,       17.8777236938
399.508514,        9.8626861572
399.880554,       10.3714218140
400.252533,        9.6309814453
400.624512,        5.7582702637
400.996399,        4.0010833740
401.368286,       10.0776672363
401.740112,       12.3149261475
402.111908,       13.0930786133
402.483673,       13.2978439331
402.855408,       14.6481781006
403.227081,       16.1751708984
403.598755,       20.7569503784
403.970367,       22.1030883789
404.341980,       18.1428909302
404.713501,       18.1556243896
405.085022,       16.6768188477
405.456482,       16.7646942139
405.827911,       21.4700775146
406.199310,       24.0732879639
406.570648,       20.9923477173
406.942017,       21.8278579712
407.313263,       29.6979370117
407.684509,       30.7678375244
408.055725,       33.3116836548
408.426880,       33.4191970825
408.798035,       25.3309555054
409.169128,       25.4137115479
409.540161,       19.6826400757
409.911224,       20.7150268555
410.282196,       21.9155883789
410.653137,       23.5800628662
411.024048,       25.2676391602
411.394897,       24.9925689697
411.765747,       25.4112777710
412.136536,       31.7364120483
412.507324,       24.2133331299
412.878052,       26.4838409424
413.248718,       23.2093658447
413.619385,       23.8589477539
413.989990,       21.2524490356
414.360565,       24.3624877930
414.731110,       23.3461456299
415.101563,       21.5076599121
415.472076,       21.8992767334
415.842468,       23.3986358643
416.212891,       13.5169219971
416.583221,       21.2953491211
416.953522,       21.7786178589
