uniquefield,Location,Paired_Spectra,Plant,Plot,Rep,Species,Treatment,Plant_Age,Days_Into_Treatment,Measurement_Date,Instrument,Pre_or_Post_Treatment
2018-08-17_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_167,glasshouse,leaf,167,NA,NA,CAAN4,watered,129,28,8/17/18,SE_PSR_Plus,post
2018-08-17_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,129,28,8/17/18,SE_PSR_Plus,post
2018-08-20_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_167,glasshouse,leaf,167,NA,NA,CAAN4,watered,132,31,8/20/18,SE_PSR_Plus,post
2018-08-20_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,132,31,8/20/18,SE_PSR_Plus,post
2018-08-22_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,134,33,8/22/18,SE_PSR_Plus,post
2018-08-22_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,134,33,8/22/18,SE_PSR_Plus,post
2018-08-24_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,136,35,8/24/18,SE_PSR_Plus,post
2018-08-24_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,136,35,8/24/18,SE_PSR_Plus,post
2019-07-03_02_1_leaf,field,leaf,NA,2,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_02_2_leaf,field,leaf,NA,2,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_02_3_leaf,field,leaf,NA,2,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_03_1_leaf,field,leaf,NA,3,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_03_2_leaf,field,leaf,NA,3,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_03_3_leaf,field,leaf,NA,3,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_05_1_leaf,field,leaf,NA,5,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_05_2_leaf,field,leaf,NA,5,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_05_3_leaf,field,leaf,NA,5,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_06_1_leaf,field,leaf,NA,6,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_06_2_leaf,field,leaf,NA,6,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_06_3_leaf,field,leaf,NA,6,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_07_1_leaf,field,leaf,NA,7,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_07_2_leaf,field,leaf,NA,7,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_07_3_leaf,field,leaf,NA,7,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_09_1_leaf,field,leaf,NA,9,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_09_2_leaf,field,leaf,NA,9,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_09_3_leaf,field,leaf,NA,9,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_10_1_leaf,field,leaf,NA,10,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_10_2_leaf,field,leaf,NA,10,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_10_3_leaf,field,leaf,NA,10,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_13_1_leaf,field,leaf,NA,13,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_13_2_leaf,field,leaf,NA,13,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_13_3_leaf,field,leaf,NA,13,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_14_1_leaf,field,leaf,NA,14,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_14_2_leaf,field,leaf,NA,14,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_14_3_leaf,field,leaf,NA,14,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_15_1_leaf,field,leaf,NA,15,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_15_2_leaf,field,leaf,NA,15,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_15_3_leaf,field,leaf,NA,15,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_16_1_leaf,field,leaf,NA,16,1,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_16_2_leaf,field,leaf,NA,16,2,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_16_3_leaf,field,leaf,NA,16,3,CUPE,watered,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_17_1_leaf,field,leaf,NA,17,1,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_17_2_leaf,field,leaf,NA,17,2,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-03_17_3_leaf,field,leaf,NA,17,3,CUPE,droughted,26,-2,7/3/19,SE_PSR_Plus,pre
2019-07-09_02_1_leaf,field,leaf,NA,2,1,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_02_2_leaf,field,leaf,NA,2,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_02_3_leaf,field,leaf,NA,2,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_03_1_leaf,field,leaf,NA,3,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_03_2_leaf,field,leaf,NA,3,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_03_3_leaf,field,leaf,NA,3,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_05_1_leaf,field,leaf,NA,5,1,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_05_2_leaf,field,leaf,NA,5,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_05_3_leaf,field,leaf,NA,5,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_06_2_leaf,field,leaf,NA,6,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_06_3_leaf,field,leaf,NA,6,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_07_1_leaf,field,leaf,NA,7,1,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_07_2_leaf,field,leaf,NA,7,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_07_3_leaf,field,leaf,NA,7,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_09_1_leaf,field,leaf,NA,9,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_09_2_leaf,field,leaf,NA,9,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_09_3_leaf,field,leaf,NA,9,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_10_1_leaf,field,leaf,NA,10,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_10_2_leaf,field,leaf,NA,10,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_10_3_leaf,field,leaf,NA,10,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_13_1_leaf,field,leaf,NA,13,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_13_2_leaf,field,leaf,NA,13,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_13_3_leaf,field,leaf,NA,13,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_14_1_leaf,field,leaf,NA,14,1,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_14_2_leaf,field,leaf,NA,14,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_14_3_leaf,field,leaf,NA,14,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_15_1_leaf,field,leaf,NA,15,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_15_2_leaf,field,leaf,NA,15,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_15_3_leaf,field,leaf,NA,15,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_16_1_leaf,field,leaf,NA,16,1,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_16_2_leaf,field,leaf,NA,16,2,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_16_3_leaf,field,leaf,NA,16,3,CUPE,watered,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_17_1_leaf,field,leaf,NA,17,1,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_17_2_leaf,field,leaf,NA,17,2,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-09_17_3_leaf,field,leaf,NA,17,3,CUPE,droughted,32,4,7/9/19,SE_PSR_Plus,post
2019-07-15_02_1_leaf,field,leaf,NA,2,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_02_2_leaf,field,leaf,NA,2,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_02_3_leaf,field,leaf,NA,2,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_03_1_leaf,field,leaf,NA,3,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_03_2_leaf,field,leaf,NA,3,2,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_03_3_leaf,field,leaf,NA,3,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_05_1_leaf,field,leaf,NA,5,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_05_2_leaf,field,leaf,NA,5,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_05_3_leaf,field,leaf,NA,5,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_06_1_leaf,field,leaf,NA,6,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_06_2_leaf,field,leaf,NA,6,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_06_3_leaf,field,leaf,NA,6,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_07_1_leaf,field,leaf,NA,7,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_07_2_leaf,field,leaf,NA,7,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_07_3_leaf,field,leaf,NA,7,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_09_1_leaf,field,leaf,NA,9,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_09_2_leaf,field,leaf,NA,9,2,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_09_3_leaf,field,leaf,NA,9,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_10_1_leaf,field,leaf,NA,10,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_10_2_leaf,field,leaf,NA,10,2,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_10_3_leaf,field,leaf,NA,10,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_13_1_leaf,field,leaf,NA,13,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_13_2_leaf,field,leaf,NA,13,2,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_13_3_leaf,field,leaf,NA,13,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_14_1_leaf,field,leaf,NA,14,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_14_2_leaf,field,leaf,NA,14,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_14_3_leaf,field,leaf,NA,14,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_15_1_leaf,field,leaf,NA,15,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_15_2_leaf,field,leaf,NA,15,2,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_15_3_leaf,field,leaf,NA,15,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_16_1_leaf,field,leaf,NA,16,1,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_16_2_leaf,field,leaf,NA,16,2,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_16_3_leaf,field,leaf,NA,16,3,CUPE,watered,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_17_1_leaf,field,leaf,NA,17,1,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-15_17_3_leaf,field,leaf,NA,17,3,CUPE,droughted,38,10,7/15/19,SE_PSR_Plus,post
2019-07-16_01_1_leaf,field,leaf,NA,1,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_01_2_leaf,field,leaf,NA,1,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_01_3_leaf,field,leaf,NA,1,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_02_1_leaf,field,leaf,NA,2,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_02_2_leaf,field,leaf,NA,2,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_02_3_leaf,field,leaf,NA,2,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_03_1_leaf,field,leaf,NA,3,1,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_03_2_leaf,field,leaf,NA,3,2,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_03_3_leaf,field,leaf,NA,3,3,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_04_1_leaf,field,leaf,NA,4,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_04_2_leaf,field,leaf,NA,4,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_04_3_leaf,field,leaf,NA,4,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_05_1_leaf,field,leaf,NA,5,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_05_2_leaf,field,leaf,NA,5,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_05_3_leaf,field,leaf,NA,5,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_06_1_leaf,field,leaf,NA,6,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_06_2_leaf,field,leaf,NA,6,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_06_3_leaf,field,leaf,NA,6,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_07_1_leaf,field,leaf,NA,7,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_07_2_leaf,field,leaf,NA,7,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_07_3_leaf,field,leaf,NA,7,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_08_1_leaf,field,leaf,NA,8,1,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_08_2_leaf,field,leaf,NA,8,2,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_08_3_leaf,field,leaf,NA,8,3,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_09_1_leaf,field,leaf,NA,9,1,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_09_2_leaf,field,leaf,NA,9,2,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_09_3_leaf,field,leaf,NA,9,3,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_10_1_leaf,field,leaf,NA,10,1,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_10_2_leaf,field,leaf,NA,10,2,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_10_3_leaf,field,leaf,NA,10,3,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_13_1_leaf,field,leaf,NA,13,1,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_13_2_leaf,field,leaf,NA,13,2,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_13_3_leaf,field,leaf,NA,13,3,CUPE,droughted,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_14_1_leaf,field,leaf,NA,14,1,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_14_2_leaf,field,leaf,NA,14,2,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
2019-07-16_14_3_leaf,field,leaf,NA,14,3,CUPE,watered,39,11,7/16/19,SE_PSR_Plus,post
