uniquefield,Location,Paired_Spectra,Plant,Plot,Rep,Species,Treatment,Plant_Age,Days_Into_Treatment,Measurement_Date,Instrument,Pre_or_Post_Treatment
2018-04-20_68,glasshouse,leaf,68,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_69,glasshouse,leaf,69,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_70,glasshouse,leaf,70,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_71,glasshouse,leaf,71,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_72,glasshouse,leaf,72,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_73,glasshouse,leaf,73,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_74,glasshouse,leaf,74,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_75,glasshouse,leaf,75,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_76,glasshouse,leaf,76,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_77,glasshouse,leaf,77,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_78,glasshouse,leaf,78,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_79,glasshouse,leaf,79,NA,NA,RASA2,droughted,114,30,4/20/18,SE_PSR_Plus,post
2018-04-20_80,glasshouse,leaf,80,NA,NA,RASA2,watered,114,30,4/20/18,SE_PSR_Plus,post
2018-04-23_65,glasshouse,leaf,65,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_66,glasshouse,leaf,66,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_67,glasshouse,leaf,67,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_68,glasshouse,leaf,68,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_69,glasshouse,leaf,69,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_70,glasshouse,leaf,70,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_71,glasshouse,leaf,71,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_72,glasshouse,leaf,72,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_73,glasshouse,leaf,73,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_74,glasshouse,leaf,74,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_75,glasshouse,leaf,75,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_76,glasshouse,leaf,76,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_77,glasshouse,leaf,77,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_78,glasshouse,leaf,78,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_79,glasshouse,leaf,79,NA,NA,RASA2,droughted,117,33,4/23/18,SE_PSR_Plus,post
2018-04-23_80,glasshouse,leaf,80,NA,NA,RASA2,watered,117,33,4/23/18,SE_PSR_Plus,post
2018-05-30_81,glasshouse,leaf,81,NA,NA,POCA19,watered,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_82,glasshouse,leaf,82,NA,NA,POCA19,watered,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_85,glasshouse,leaf,85,NA,NA,POCA19,watered,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-30_88,glasshouse,leaf,88,NA,NA,POCA19,watered,71,0,5/30/18,SE_PSR_Plus,pre
2018-05-31_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_90,glasshouse,leaf,90,NA,NA,POCA19,watered,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_92,glasshouse,leaf,92,NA,NA,POCA19,watered,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_93,glasshouse,leaf,93,NA,NA,POCA19,watered,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,72,0,5/31/18,SE_PSR_Plus,pre
2018-05-31_96,glasshouse,leaf,96,NA,NA,POCA19,watered,72,0,5/31/18,SE_PSR_Plus,pre
2018-06-11_81,glasshouse,leaf,81,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_82,glasshouse,leaf,82,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_85,glasshouse,leaf,85,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_88,glasshouse,leaf,88,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_90,glasshouse,leaf,90,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_92,glasshouse,leaf,92,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_93,glasshouse,leaf,93,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-11_96,glasshouse,leaf,96,NA,NA,POCA19,watered,83,0,6/11/18,SE_PSR_Plus,pre
2018-06-12_81,glasshouse,leaf,81,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_82,glasshouse,leaf,82,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_85,glasshouse,leaf,85,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_88,glasshouse,leaf,88,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_90,glasshouse,leaf,90,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_92,glasshouse,leaf,92,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_93,glasshouse,leaf,93,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-12_96,glasshouse,leaf,96,NA,NA,POCA19,watered,84,0,6/12/18,SE_PSR_Plus,pre
2018-06-13_81,glasshouse,leaf,81,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_82,glasshouse,leaf,82,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_85,glasshouse,leaf,85,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_88,glasshouse,leaf,88,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_90,glasshouse,leaf,90,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_92,glasshouse,leaf,92,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_93,glasshouse,leaf,93,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-13_96,glasshouse,leaf,96,NA,NA,POCA19,watered,85,0,6/13/18,SE_PSR_Plus,pre
2018-06-15_81,glasshouse,leaf,81,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_82,glasshouse,leaf,82,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_85,glasshouse,leaf,85,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_88,glasshouse,leaf,88,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_90,glasshouse,leaf,90,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_92,glasshouse,leaf,92,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_93,glasshouse,leaf,93,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,87,2,6/15/18,SE_PSR_Plus,post
2018-06-15_96,glasshouse,leaf,96,NA,NA,POCA19,watered,87,2,6/15/18,SE_PSR_Plus,post
2018-06-18_81,glasshouse,leaf,81,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_82,glasshouse,leaf,82,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_85,glasshouse,leaf,85,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_88,glasshouse,leaf,88,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_90,glasshouse,leaf,90,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_92,glasshouse,leaf,92,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_93,glasshouse,leaf,93,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,90,5,6/18/18,SE_PSR_Plus,post
2018-06-18_96,glasshouse,leaf,96,NA,NA,POCA19,watered,90,5,6/18/18,SE_PSR_Plus,post
2018-06-19_81,glasshouse,leaf,81,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_82,glasshouse,leaf,82,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_85,glasshouse,leaf,85,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_88,glasshouse,leaf,88,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_90,glasshouse,leaf,90,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_92,glasshouse,leaf,92,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_93,glasshouse,leaf,93,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,91,6,6/19/18,SE_PSR_Plus,post
2018-06-19_96,glasshouse,leaf,96,NA,NA,POCA19,watered,91,6,6/19/18,SE_PSR_Plus,post
2018-06-20_81,glasshouse,leaf,81,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_82,glasshouse,leaf,82,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_85,glasshouse,leaf,85,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_88,glasshouse,leaf,88,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_90,glasshouse,leaf,90,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_92,glasshouse,leaf,92,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_93,glasshouse,leaf,93,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,92,7,6/20/18,SE_PSR_Plus,post
2018-06-20_96,glasshouse,leaf,96,NA,NA,POCA19,watered,92,7,6/20/18,SE_PSR_Plus,post
2018-06-21_81,glasshouse,leaf,81,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_82,glasshouse,leaf,82,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_85,glasshouse,leaf,85,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_88,glasshouse,leaf,88,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_90,glasshouse,leaf,90,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_92,glasshouse,leaf,92,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_93,glasshouse,leaf,93,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,93,8,6/21/18,SE_PSR_Plus,post
2018-06-21_96,glasshouse,leaf,96,NA,NA,POCA19,watered,93,8,6/21/18,SE_PSR_Plus,post
2018-06-22_81,glasshouse,leaf,81,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_82,glasshouse,leaf,82,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_85,glasshouse,leaf,85,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_88,glasshouse,leaf,88,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_90,glasshouse,leaf,90,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_92,glasshouse,leaf,92,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_93,glasshouse,leaf,93,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,94,9,6/22/18,SE_PSR_Plus,post
2018-06-22_96,glasshouse,leaf,96,NA,NA,POCA19,watered,94,9,6/22/18,SE_PSR_Plus,post
2018-06-25_81,glasshouse,leaf,81,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_82,glasshouse,leaf,82,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_85,glasshouse,leaf,85,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_88,glasshouse,leaf,88,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_90,glasshouse,leaf,90,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_92,glasshouse,leaf,92,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_93,glasshouse,leaf,93,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,97,12,6/25/18,SE_PSR_Plus,post
2018-06-25_96,glasshouse,leaf,96,NA,NA,POCA19,watered,97,12,6/25/18,SE_PSR_Plus,post
2018-06-26_81,glasshouse,leaf,81,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_82,glasshouse,leaf,82,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_85,glasshouse,leaf,85,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_88,glasshouse,leaf,88,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_90,glasshouse,leaf,90,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_92,glasshouse,leaf,92,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_93,glasshouse,leaf,93,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,98,13,6/26/18,SE_PSR_Plus,post
2018-06-26_96,glasshouse,leaf,96,NA,NA,POCA19,watered,98,13,6/26/18,SE_PSR_Plus,post
2018-06-27_81,glasshouse,leaf,81,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_82,glasshouse,leaf,82,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_85,glasshouse,leaf,85,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_88,glasshouse,leaf,88,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_90,glasshouse,leaf,90,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_92,glasshouse,leaf,92,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_93,glasshouse,leaf,93,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,99,14,6/27/18,SE_PSR_Plus,post
2018-06-27_96,glasshouse,leaf,96,NA,NA,POCA19,watered,99,14,6/27/18,SE_PSR_Plus,post
