SampleID,Spectra_name,date,Genus_species,Site,Plot,AQ,ACi,Rdark,survey,gswQ,gswTleaf,gswRH,gswdarkCO2,gswdarkRH,gswdarkTleaf,Refl,Tran,Vertical_Position,Vertical_Profile,Vertical_Level,Tleaf_Spec
SPC10150,BCI_18_ALSEBD01_05,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.1
SPC10151,BCI_18_ALSEBD01_06,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26
SPC10152,BCI_18_ALSEBD02_02,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10153,BCI_18_ALSEBD02_03,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10154,BCI_18_ALSEBD02_04,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.7
SPC10155,BCI_18_ALSEBD02_05,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.8
SPC10156,BCI_18_ALSEBD02_06,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.1
SPC10157,BCI_18_ALSEBD03_02,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10158,BCI_18_ALSEBD03_03,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10159,BCI_18_ALSEBD03_04,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10160,BCI_18_ALSEBD03_05,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.8
SPC10161,BCI_18_ALSEBD03_06,20220318,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.8
SPC10162,BCI_18_CALOLO01_01,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10163,BCI_18_CALOLO01_03,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.8
SPC10164,BCI_18_CALOLO01_04,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10165,BCI_18_CALOLO01_05,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10166,BCI_18_CALOLO01_06,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10167,BCI_18_CALOLO02_01,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10168,BCI_18_CALOLO02_03,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10169,BCI_18_CALOLO02_04,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10170,BCI_18_CALOLO02_05,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10171,BCI_18_CALOLO02_06,20220318,Calophyllum longifolium,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10172,BCI_18_GAR2IN01_01,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10173,BCI_18_GAR2IN01_03,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10174,BCI_18_GAR2IN01_04,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10175,BCI_18_GAR2IN01_05,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10176,BCI_18_GAR2IN01_06,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.8
SPC10177,BCI_18_GAR2IN02_02,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.8
SPC10178,BCI_18_GAR2IN02_03,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10179,BCI_18_GAR2IN02_04,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10180,BCI_18_GAR2IN02_05,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10181,BCI_18_GAR2IN02_06,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.1
SPC10182,BCI_18_GAR2IN03_01,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10183,BCI_18_GAR2IN03_02,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10184,BCI_18_GAR2IN03_04,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27
SPC10185,BCI_18_GAR2IN03_05,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10186,BCI_18_GAR2IN03_06,20220318,Garcinia recondita,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10187,BCI_18_GUSTSU01_02,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10188,BCI_18_GUSTSU01_03,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.4
SPC10189,BCI_18_GUSTSU01_04,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
SPC10190,BCI_18_GUSTSU01_05,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27
SPC10191,BCI_18_GUSTSU01_06,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27
SPC10192,BCI_18_GUSTSU02_01,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10193,BCI_18_GUSTSU02_02,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
SPC10194,BCI_18_GUSTSU02_03,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.8
SPC10195,BCI_18_GUSTSU02_04,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10196,BCI_18_GUSTSU02_05,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27
SPC10197,BCI_18_GUSTSU03_01,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10198,BCI_18_GUSTSU03_02,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10199,BCI_18_GUSTSU03_04,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10200,BCI_18_GUSTSU03_05,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10201,BCI_18_GUSTSU03_06,20220318,Gustavia superba,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10202,BCI_18_TAB1RO01_02,20220318,Tabebuia rosea,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.1
SPC10203,BCI_18_TAB1RO01_03,20220318,Tabebuia rosea,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10204,BCI_18_TAB1RO01_04,20220318,Tabebuia rosea,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10205,BCI_18_TAB1RO01_05,20220318,Tabebuia rosea,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.8
SPC10206,BCI_18_TAB1RO01_06,20220318,Tabebuia rosea,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26
SPC10207,BCI_19_ALSEBD04_02,20220319,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.6
SPC10208,BCI_19_ALSEBD04_03,20220319,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.8
SPC10209,BCI_19_ALSEBD04_04,20220319,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.7
SPC10210,BCI_19_ALSEBD04_05,20220319,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10211,BCI_19_ALSEBD04_06,20220319,Alseis blackiana,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10212,BCI_19_LUEHSE01_02,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.4
SPC10213,BCI_19_LUEHSE01_03,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.7
SPC10214,BCI_19_LUEHSE01_04,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10215,BCI_19_LUEHSE01_05,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.7
SPC10216,BCI_19_LUEHSE01_06,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.8
SPC10217,BCI_19_LUEHSE02_02,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.1
SPC10218,BCI_19_LUEHSE02_03,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.3
SPC10219,BCI_19_LUEHSE02_04,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.4
SPC10220,BCI_19_LUEHSE02_05,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.5
SPC10221,BCI_19_LUEHSE02_06,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.3
SPC10222,BCI_19_LUEHSE99_02,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10223,BCI_19_LUEHSE99_03,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26
SPC10224,BCI_19_LUEHSE99_04,20220319,Luehea seemannii,PA-BCI,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10225,BCI_19_LUEHSE99_05,20220319,Luehea seemannii,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26
SPC10226,BCI_20_CORDLA01_02,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10227,BCI_20_CORDLA01_03,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.8
SPC10228,BCI_20_CORDLA01_04,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.4
SPC10229,BCI_20_CORDLA01_05,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.4
SPC10230,BCI_20_CORDLA01_06,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.5
SPC10231,BCI_20_CORDLA02_02,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.9
SPC10232,BCI_20_CORDLA02_03,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.7
SPC10233,BCI_20_CORDLA02_04,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10234,BCI_20_CORDLA02_05,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10235,BCI_20_CORDLA02_06,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.8
SPC10236,BCI_20_CORDLA03_02,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.7
SPC10237,BCI_20_CORDLA03_03,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.4
SPC10238,BCI_20_CORDLA03_04,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10239,BCI_20_CORDLA03_05,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
SPC10240,BCI_20_CORDLA03_06,20220320,Cordia lasiocalyx,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10241,BCI_20_LEATTH01_02,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10242,BCI_20_LEATTH01_03,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.2
SPC10243,BCI_20_LEATTH01_04,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.2
SPC10244,BCI_20_LEATTH01_05,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10245,BCI_20_LEATTH01_06,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.2
SPC10246,BCI_20_LEATTH02_02,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10247,BCI_20_LEATTH02_03,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10248,BCI_20_LEATTH02_04,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10249,BCI_20_LEATTH02_05,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10250,BCI_20_LEATTH02_06,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10251,BCI_20_LEATTH03_02,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
SPC10252,BCI_20_LEATTH03_03,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.5
SPC10253,BCI_20_LEATTH03_04,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10254,BCI_20_LEATTH03_05,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10255,BCI_20_LEATTH03_06,20220320,Laetia thamnia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10256,BCI_20_OCOTCE01_02,20220320,Ocotea cernua,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.9
SPC10257,BCI_20_OCOTCE01_03,20220320,Ocotea cernua,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28
SPC10258,BCI_20_OCOTCE01_04,20220320,Ocotea cernua,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10259,BCI_20_OCOTCE01_05,20220320,Ocotea cernua,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.6
SPC10260,BCI_20_OCOTCE01_06,20220320,Ocotea cernua,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
SPC10261,BCI_20_PICRLA01_02,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.7
SPC10262,BCI_20_PICRLA01_03,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10263,BCI_20_PICRLA01_04,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27
SPC10264,BCI_20_PICRLA01_05,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10265,BCI_20_PICRLA01_06,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10266,BCI_20_PICRLA02_02,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10267,BCI_20_PICRLA02_03,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.4
SPC10268,BCI_20_PICRLA02_04,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.9
SPC10269,BCI_20_PICRLA02_05,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10270,BCI_20_PICRLA02_06,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.4
SPC10271,BCI_20_PICRLA03_02,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10272,BCI_20_PICRLA03_03,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.9
SPC10273,BCI_20_PICRLA03_04,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10274,BCI_20_PICRLA03_05,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,25.9
SPC10275,BCI_20_PICRLA03_06,20220320,Picramnia latifolia,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10276,BCI_20_QUARAS01_04,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10277,BCI_20_QUARAS01_05,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10278,BCI_20_QUARAS01_06,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10279,BCI_20_QUARAS02_04,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10280,BCI_20_QUARAS02_05,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10281,BCI_20_QUARAS02_06,20220320,Quararibea asterolepis,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
SPC10282,BCI_20_SIMAAM03_02,20220320,Simarouba amara,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10283,BCI_20_SIMAAM03_03,20220320,Simarouba amara,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
SPC10284,BCI_20_SIMAAM03_04,20220320,Simarouba amara,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
SPC10285,BCI_20_SIMAAM03_05,20220320,Simarouba amara,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.1
SPC10286,BCI_20_SIMAAM03_06,20220320,Simarouba amara,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.4
SPC10287,BCI_20_TRI2TU01_04,20220320,Trichilia tuberculata,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.7
SPC10288,BCI_20_TRI2TU01_05,20220320,Trichilia tuberculata,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
SPC10289,BCI_20_TRI2TU01_06,20220320,Trichilia tuberculata,PA-BCI,BCI-50ha,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.5
BNL20407,BNL20407,20220301,Gustavia superba,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23
BNL20408,BNL20408,20220301,Ouratea lucens,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.5
BNL20409,BNL20409,20220301,Miconia argentea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.1
BNL20410,BNL20410,20220301,Calophyllum longifolium,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.3
BNL20411,BNL20411,20220301,Virola sebifera,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.1
BNL20412,BNL20412,20220301,Swartzia simplex_var.grandiflora,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.2
BNL20413,BNL20413,20220301,Ouratea lucens,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.8
BNL20414,BNL20414,20220301,Miconia argentea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,21.8
BNL20415,BNL20415,20220301,Calophyllum longifolium,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.8
BNL20416,BNL20416,20220301,Gustavia superba,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL20417,BNL20417,20220301,Calophyllum longifolium,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL20418,BNL20418,20220301,Swartzia simplex_var.grandiflora,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,25.2
BNL20419,BNL20419,20220301,Calophyllum longifolium,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL20420,BNL20420,20220301,Gustavia superba,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.1
BNL20421,BNL20421,20220301,Ouratea lucens,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.1
BNL20422,BNL20422,20220301,Miconia argentea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.5
BNL20423,BNL20423,20220301,Swartzia simplex_var.grandiflora,PA-Gam,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.2
BNL20448,BNL20448,20220304,Faramea occidentalis,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.1
BNL20449,BNL20449,20220304,Pentaclethra macroloba,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22
BNL20450,BNL20450,20220304,Tabebuia rosea,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.1
BNL20451,BNL20451,20220304,Ormosia panamensis,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.1
BNL20452,BNL20452,20220304,Peltogyne purpurea,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.2
BNL20453,BNL20453,20220304,Alseis blackiana,PA-Gam,NA,1,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22
BNL20454,BNL20454,20220304,Pentaclethra macroloba,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.1
BNL20455,BNL20455,20220304,Faramea occidentalis,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.2
BNL20456,BNL20456,20220304,Alseis blackiana,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.2
BNL20457,BNL20457,20220304,Tabebuia rosea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.1
BNL20458,BNL20458,20220304,Peltogyne purpurea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.2
